lowest_trade_price_next4,time_to_lowest_trade_sec
0.44,137.0
0.5,79.0
0.64,1.0
0.53,177.0
0.426542836155096,23.0
0.35,237.0
0.77,231.0
0.3102756641603804,101.0
0.2794727479598273,227.0
0.3809950285970171,3.0
0.25,219.0
0.19,81.0
0.61,13.0
0.31,81.0
0.2,199.0
0.1209950437479065,227.0
0.62,19.0
0.2384092940125111,25.0
0.86,237.0
0.240995040995041,139.0
0.53,97.0
0.33,7.0
0.6176908600783276,1.0
0.8209977624720309,3.0
0.4309950357391995,35.0
0.62,45.0
0.07,199.0
0.35,233.0
0.6,5.0
0.15,151.0
0.3134133333333333,49.0
0.26,9.0
0.41,11.0
0.25,161.0
0.47,113.0
0.58,27.0
0.27,141.0
0.38,3.0
0.4,225.0
0.69,33.0
0.3109950549474103,89.0
0.4109954799397325,95.0
0.35,175.0
0.4409951246508556,45.0
0.05,187.0
0.45,17.0
0.38,69.0
0.34,23.0
0.14,201.0
0.42,135.0
0.07,219.0
0.39,1.0
0.2804589218235707,221.0
0.3225316455696203,163.0
0.5501372750686375,49.0
0.3068933333333333,197.0
0.24,143.0
0.51,7.0
0.09,107.0
0.6401952958206611,5.0
0.84,1.0
0.44,25.0
0.1303615559774766,123.0
0.29,75.0
0.18,153.0
0.5,45.0
0.155,97.0
0.5734387895460797,185.0
0.35,115.0
0.21,239.0
0.1630241935483871,175.0
0.07,159.0
0.56,63.0
0.3216442307692307,59.0
0.5003478260869565,113.0
0.28,19.0
0.5207697543189107,29.0
0.6509951399899448,11.0
0.43,229.0
0.1157864946330419,167.0
0.6509950306975777,31.0
0.63,27.0
0.45,175.0
0.4409950587993412,5.0
0.37,5.0
0.31,7.0
0.59,3.0
0.49,225.0
0.6909952227487367,15.0
0.43,21.0
0.7409950956172274,5.0
0.43,19.0
0.76,11.0
0.29,17.0
0.5603357680851972,5.0
0.2352413396528891,111.0
0.81,17.0
0.58,17.0
0.12,195.0
0.62,29.0
0.66,7.0
0.41,197.0
0.31,25.0
0.1,141.0
0.71,5.0
0.26,3.0
0.05,107.0
0.12,91.0
0.1,211.0
0.23,129.0
0.44,1.0
0.2,155.0
0.4,89.0
0.71,49.0
0.02,123.0
0.6509951399899448,31.0
0.58,19.0
0.31,91.0
0.51,41.0
0.54,23.0
0.53,31.0
0.51,83.0
0.56,3.0
0.42,97.0
0.33,203.0
0.09,239.0
0.17,139.0
0.49,9.0
0.1,221.0
0.82,29.0
0.54,111.0
0.13,167.0
0.11,87.0
0.065,201.0
0.55,51.0
0.01,239.0
0.35,1.0
0.49,113.0
0.07,217.0
0.5,147.0
0.49,13.0
0.72,17.0
0.44,1.0
0.59,11.0
0.55,7.0
0.53,9.0
0.49,85.0
0.46,3.0
0.35,83.0
0.5709951093861263,29.0
0.65,5.0
0.32,57.0
0.290320006451201,5.0
0.58,111.0
0.1482691504469133,51.0
0.13,109.0
0.58,47.0
0.8,1.0
0.3009950248756219,199.0
0.43,181.0
0.45,15.0
0.18,159.0
0.66,55.0
0.15,89.0
0.27,35.0
0.39,183.0
0.84,1.0
0.01,237.0
0.8913863636363636,15.0
0.31,229.0
0.75,79.0
0.42,45.0
0.27,83.0
0.24,225.0
0.07,179.0
0.49,159.0
0.76,1.0
0.4,85.0
0.44,3.0
0.3,29.0
0.03,197.0
0.4335154009228083,63.0
0.3,25.0
0.5490909090909091,11.0
0.37,53.0
0.35,5.0
0.59,23.0
0.34,173.0
0.5217189861111111,93.0
0.54,7.0
0.65,7.0
0.79,1.0
0.76,3.0
0.3,85.0
0.6,25.0
0.23,163.0
0.0888730769230769,177.0
0.1,191.0
0.52,1.0
0.34,123.0
0.58,11.0
0.58,21.0
0.17,153.0
0.13,87.0
0.42,53.0
0.36,147.0
0.53,53.0
0.5,5.0
0.06,111.0
0.6282724959325852,141.0
0.29,147.0
0.59,7.0
0.57,3.0
0.21,217.0
0.57,9.0
0.74,1.0
0.62,67.0
0.3,7.0
0.3061971428571428,83.0
0.19,121.0
0.48,55.0
0.6509951814284697,5.0
0.65,147.0
0.5,25.0
0.32,35.0
0.28,73.0
0.7,23.0
0.1909950412906416,239.0
0.59,3.0
0.03,173.0
0.6909950411446018,7.0
0.27,107.0
0.02,225.0
0.2500709068992413,63.0
0.07,157.0
0.5109950713194067,69.0
0.48,129.0
0.67,1.0
0.63,1.0
0.2,35.0
0.43,3.0
0.6009951199964183,3.0
0.02,223.0
0.6805073749880645,1.0
0.19,55.0
0.4656968104969032,77.0
0.73,45.0
0.630995149494054,1.0
0.26,179.0
0.03,237.0
0.29,57.0
0.2,231.0
0.41,129.0
0.26376,89.0
0.5231337615668807,51.0
0.26,39.0
0.475052,227.0
0.7200708483682283,15.0
0.6,19.0
0.47,121.0
0.1684458082289963,119.0
0.3509950310869185,17.0
0.51,121.0
0.28,199.0
0.44,147.0
0.37,21.0
0.2361538461538461,75.0
0.4,31.0
0.45,17.0
0.25,57.0
0.4029844542473998,15.0
0.52,1.0
0.34,11.0
0.37,115.0
0.52,3.0
0.21,95.0
0.31,57.0
0.41,159.0
0.01,237.0
0.21,231.0
0.5909950360601115,21.0
0.29,137.0
0.38,67.0
0.47,7.0
0.1160140955364134,153.0
0.08,237.0
0.6909950876209934,3.0
0.23,207.0
0.44,69.0
0.26,239.0
0.31,15.0
0.47,9.0
0.4,191.0
0.4009950780556104,229.0
0.4485761149773273,199.0
0.5809951940301868,163.0
0.48,37.0
0.65,1.0
0.5709950444983305,3.0
0.4847360700553419,13.0
0.3473794681778552,199.0
0.29568,19.0
0.4,105.0
0.4109950626483066,67.0
0.54,71.0
0.33,27.0
0.47,57.0
0.32,1.0
0.33,5.0
0.3809950401216466,3.0
0.16,189.0
0.5399097574732092,217.0
0.55,9.0
0.57,27.0
0.5524333333333333,13.0
0.46,11.0
0.39542,49.0
0.2709950254643491,133.0
0.58,3.0
0.35,119.0
0.21,19.0
0.11,171.0
0.1,161.0
0.43,51.0
0.43,1.0
0.6005822649707946,41.0
0.23,1.0
0.36,7.0
0.02,161.0
0.6600687642555952,15.0
0.69,37.0
0.28,119.0
0.38,103.0
0.38,5.0
0.53,23.0
0.3809950371718142,159.0
0.62,85.0
0.07,205.0
0.22,5.0
0.68,9.0
0.1,237.0
0.8,7.0
0.37,3.0
0.53,23.0
0.350995059095198,69.0
0.55,7.0
0.55,11.0
0.75,7.0
0.2902703582359836,69.0
0.06,231.0
0.4509951020203255,7.0
0.51,159.0
0.3006590842799036,1.0
0.22,5.0
0.11,215.0
0.27,69.0
0.5,3.0
0.12,59.0
0.0539394773039889,235.0
0.64,65.0
0.46,31.0
0.03,157.0
0.42,3.0
0.26,3.0
0.6109950793177195,25.0
0.3,147.0
0.4,75.0
0.51,19.0
0.21,107.0
0.29,13.0
0.600995028193577,3.0
0.09,71.0
0.51,79.0
0.35,15.0
0.58,13.0
0.15,179.0
0.45,13.0
0.41,57.0
0.31,13.0
0.350995041163722,155.0
0.1,123.0
0.38,89.0
0.35,91.0
0.25,105.0
0.22,109.0
0.75,1.0
0.06,217.0
0.28,107.0
0.51,3.0
0.02,221.0
0.35,69.0
0.3685227272727273,217.0
0.5044610169491526,1.0
0.43,7.0
0.5609950310290672,1.0
0.4508888888888889,9.0
0.34,127.0
0.6404732264271512,101.0
0.3,67.0
0.02,231.0
0.2909950506853752,139.0
0.7109951012547807,3.0
0.52,15.0
0.17,145.0
0.54,3.0
0.74,53.0
0.49,25.0
0.2909950652859807,143.0
0.7236914423818223,31.0
0.3401256481918791,63.0
0.45,73.0
0.24,17.0
0.63,31.0
0.41,11.0
0.21,131.0
0.15,189.0
0.34,79.0
0.2531619047619047,15.0
0.1,61.0
0.5655930051543573,113.0
0.4039860652271562,175.0
0.2800046910828955,1.0
0.3,81.0
0.730995230995231,3.0
0.34,7.0
0.4207968336566136,55.0
0.11,223.0
0.33,23.0
0.27,61.0
0.68,69.0
0.5868467772101337,3.0
0.186,51.0
0.82,33.0
0.61,13.0
0.4009950650628706,51.0
0.61,3.0
0.5709950712985213,5.0
0.1,237.0
0.14,227.0
0.12,155.0
0.1,59.0
0.84,163.0
0.0672,221.0
0.5709950415477992,191.0
0.52,177.0
0.37,37.0
0.77,9.0
0.64,11.0
0.06,163.0
0.3,25.0
0.24,77.0
0.51,179.0
0.35,139.0
0.620995241990484,23.0
0.43,45.0
0.12,197.0
0.32,9.0
0.42,139.0
0.31,189.0
0.420995025728988,1.0
0.66,13.0
0.0120795785387494,233.0
0.26,21.0
0.5409950349211028,7.0
0.1854022274022274,51.0
0.31,1.0
0.26,175.0
0.23,17.0
0.5174194528412448,65.0
0.2109950538199872,201.0
0.2570642857142857,139.0
0.37,1.0
0.47,65.0
0.65,5.0
0.02,155.0
0.18467,143.0
0.4,13.0
0.1,221.0
0.15,5.0
0.12,213.0
0.15,237.0
0.1170747342734397,207.0
0.5409950260744543,3.0
0.36,239.0
0.4309951228153384,1.0
0.43,29.0
0.63,29.0
0.41,23.0
0.45,37.0
0.34,9.0
0.23,149.0
0.17,239.0
0.61,23.0
0.31,167.0
0.35,165.0
0.04,161.0
0.34,49.0
0.01,217.0
0.6609950267065021,111.0
0.22,171.0
0.51,3.0
0.3109950366501222,231.0
0.74,5.0
0.4045318102265905,59.0
0.58,57.0
0.31,171.0
0.1909950401549125,129.0
0.98,229.0
0.57,93.0
0.32,83.0
0.6604357231221177,15.0
0.31,49.0
0.27,87.0
0.6164859917485893,7.0
0.34,5.0
0.54,13.0
0.4,233.0
0.64,23.0
0.32,5.0
0.27,1.0
0.3504545477892565,207.0
0.46,17.0
0.59,33.0
0.4709950746703383,79.0
0.3,95.0
0.21,1.0
0.44,171.0
0.23,77.0
0.36,73.0
0.49,139.0
0.06,135.0
0.6256227046392234,165.0
0.1,215.0
0.4209950526243816,3.0
0.44,83.0
0.69,207.0
0.2309950353316784,107.0
0.5409950372682157,51.0
0.55,11.0
0.41,187.0
0.2609950375893301,59.0
0.03,239.0
0.3873313782991202,189.0
0.3592075,203.0
0.49,9.0
0.13,57.0
0.2703263157894737,17.0
0.45,155.0
0.61,9.0
0.1609950261800855,215.0
0.33,31.0
0.22,5.0
0.33,205.0
0.65,19.0
0.31,135.0
0.6301410598747299,15.0
0.250995027632202,177.0
0.35,167.0
0.49,1.0
0.3557042253521126,237.0
0.2843222222222222,53.0
0.2509950254726521,59.0
0.0909950365870951,233.0
0.46,1.0
0.520337079794218,61.0
0.35,219.0
0.5109950335263289,7.0
0.6405574244754124,71.0
0.63,11.0
0.17,135.0
0.31,87.0
0.3900716680860017,131.0
0.650995082360954,5.0
0.4201165073820342,23.0
0.7016822429906542,1.0
0.13,111.0
0.42,39.0
0.7577639751552795,9.0
0.7,9.0
0.3544518642181413,21.0
0.2,239.0
0.04,231.0
0.57,45.0
0.69,5.0
0.24,127.0
0.230995025128437,215.0
0.01,237.0
0.080995026467672,197.0
0.2,239.0
0.49,239.0
0.38,229.0
0.21,225.0
0.3,163.0
0.11,227.0
0.1,233.0
0.19,29.0
0.4509950357623697,3.0
0.46,39.0
0.11,237.0
0.5212565445026178,65.0
0.2409950691693999,233.0
0.5309950739659153,9.0
0.45,119.0
0.24621,209.0
0.6609951965971179,3.0
0.6,25.0
0.39,77.0
0.35,7.0
0.5909950340521855,25.0
0.26,161.0
0.2,61.0
0.55,89.0
0.27,127.0
0.531006201240248,1.0
0.03,205.0
0.35,1.0
0.45,119.0
0.6106812272494442,37.0
0.6109951245780723,13.0
0.25,19.0
0.6909951445441841,87.0
0.540995040995041,1.0
0.0899433365681906,237.0
0.59,1.0
0.4106841779702774,133.0
0.26876,19.0
0.3517843209027876,227.0
0.39,85.0
0.43,31.0
0.75,21.0
0.25,179.0
0.2,163.0
0.46,3.0
0.200995050825632,209.0
0.01,231.0
0.56,199.0
0.48,199.0
0.4071697314369633,217.0
0.34,229.0
0.44,21.0
0.3,3.0
0.3,101.0
0.21,195.0
0.15,131.0
0.5,1.0
0.39,91.0
0.3347923076923076,147.0
0.2808531159373184,107.0
0.78,7.0
0.22,59.0
0.3,83.0
0.4,5.0
0.5,11.0
0.4,101.0
0.7609554140127388,11.0
0.39,231.0
0.46,105.0
0.72,103.0
0.11,235.0
0.4,23.0
0.3609950264845998,41.0
0.05,219.0
0.56,37.0
0.34,239.0
0.42,3.0
0.49,5.0
0.34,69.0
0.13,63.0
0.01,237.0
0.59,51.0
0.28,237.0
0.574058,173.0
0.35,149.0
0.14,41.0
0.63,3.0
0.7934002040122408,3.0
0.330995059022059,239.0
0.561134719515927,83.0
0.460995042553903,19.0
0.4909953403850076,157.0
0.02,137.0
0.6,13.0
0.64,9.0
0.13,151.0
0.42,157.0
0.46,3.0
0.74,1.0
0.36,31.0
0.1747750792171538,25.0
0.8,3.0
0.39,65.0
0.4,73.0
0.39,53.0
0.71,103.0
0.69,1.0
0.38,3.0
0.59,189.0
0.04,149.0
0.26,165.0
0.38,71.0
0.6111355223545041,1.0
0.1543863636363636,95.0
0.15,9.0
0.58,9.0
0.58,5.0
0.02,97.0
0.52,27.0
0.25,59.0
0.7409951322171703,61.0
0.25,147.0
0.2,137.0
0.07,211.0
0.49,93.0
0.11,159.0
0.59,1.0
0.04,133.0
0.41,121.0
0.71,1.0
0.22,3.0
0.4706286036759643,1.0
0.35,3.0
0.02,209.0
0.02,141.0
0.1109950608515708,239.0
0.47,199.0
0.67,11.0
0.41,55.0
0.25,101.0
0.4128192910002387,237.0
0.62,7.0
0.14,165.0
0.02,193.0
0.46,175.0
0.13,139.0
0.3509950264925397,239.0
0.4206899333333333,5.0
0.27,33.0
0.2,147.0
0.38,195.0
0.4551407407407407,23.0
0.1,179.0
0.5103782089419568,9.0
0.62,125.0
0.37,43.0
0.6,157.0
0.24,85.0
0.33,17.0
0.48,219.0
0.27,215.0
0.02,229.0
0.5433803388454905,71.0
0.71,195.0
0.51,91.0
0.38,231.0
0.4460390243902439,67.0
0.32,99.0
0.22,11.0
0.53,27.0
0.4359756097560975,107.0
0.35,133.0
0.4,85.0
0.71,21.0
0.3,51.0
0.1,229.0
0.28,17.0
0.6150684705308713,1.0
0.38,135.0
0.5915611421477344,5.0
0.26,139.0
0.24,103.0
0.36,65.0
0.2015983175604626,135.0
0.56,3.0
0.41,113.0
0.27,109.0
0.4967200080600006,85.0
0.06,209.0
0.0700932455389861,237.0
0.41,3.0
0.5909950388201298,3.0
0.137957154839435,207.0
0.6,27.0
0.61,229.0
0.6548402710551791,19.0
0.24,49.0
0.5409953201038884,9.0
0.553194822147286,227.0
0.73,5.0
0.39,31.0
0.4409950684173446,133.0
0.15,191.0
0.2736099417989027,9.0
0.4309951110128059,1.0
0.19,231.0
0.67,67.0
0.37,99.0
0.67,7.0
0.5909951569232924,79.0
0.8628371915056438,229.0
0.01,237.0
0.62,9.0
0.4,95.0
0.27,135.0
0.14,75.0
0.1,207.0
0.9211418614186142,9.0
0.59,7.0
0.02,125.0
0.26,79.0
0.4560625,45.0
0.66,1.0
0.12,23.0
0.04,115.0
0.46,83.0
0.6309957859747158,3.0
0.3009950407960326,3.0
0.29,109.0
0.29,131.0
0.4678818135067716,1.0
0.2074183976261127,5.0
0.13,67.0
0.59,1.0
0.45,33.0
0.31,71.0
0.4,17.0
0.02,173.0
0.3107562875122828,31.0
0.2455545454545454,9.0
0.48,135.0
0.8,83.0
0.35,221.0
0.17,157.0
0.43,119.0
0.31,1.0
0.7,1.0
0.8194852710704253,13.0
0.6509950626308216,3.0
0.17,13.0
0.05,125.0
0.38,3.0
0.34,39.0
0.3,11.0
0.53,3.0
0.14,227.0
0.43,63.0
0.15,21.0
0.21,75.0
0.29,97.0
0.33,101.0
0.36,13.0
0.5,39.0
0.47,13.0
0.17,77.0
0.13,87.0
0.1,33.0
0.6309951400526762,29.0
0.2109950357155613,25.0
0.1,211.0
0.36,43.0
0.61,5.0
0.4709950644188593,1.0
0.23,21.0
0.2912,225.0
0.32,57.0
0.6412301031143414,27.0
0.23846,95.0
0.76,17.0
0.27,43.0
0.94,3.0
0.42,57.0
0.27,17.0
0.54,141.0
0.43,155.0
0.25,53.0
0.04,163.0
0.7403746901741993,3.0
0.42,39.0
0.19,67.0
0.27,27.0
0.35,95.0
0.81,23.0
0.7939211282915303,3.0
0.6377504908232076,113.0
0.1005208214259473,235.0
0.21,229.0
0.42,1.0
0.4204450640218464,3.0
0.76,3.0
0.42,43.0
0.48,7.0
0.62,21.0
0.28,115.0
0.43,1.0
0.4550962962962963,11.0
0.7009950267307713,9.0
0.53,29.0
0.6808452551952063,3.0
0.06,139.0
0.32,19.0
0.28,135.0
0.5407112740331783,25.0
0.7209950757707326,21.0
0.11,169.0
0.32,79.0
0.31,1.0
0.17,91.0
0.63,5.0
0.6623485511349014,167.0
0.35,219.0
0.18,65.0
0.46,9.0
0.48,71.0
0.37,151.0
0.19,107.0
0.2,41.0
0.61,75.0
0.6715225,3.0
0.58,11.0
0.6309955682992804,7.0
0.54,69.0
0.54,127.0
0.37,69.0
0.55,11.0
0.15,53.0
0.34,105.0
0.4453275109170305,115.0
0.48,147.0
0.64,3.0
0.46,3.0
0.23,97.0
0.47,61.0
0.34,29.0
0.21,197.0
0.59,3.0
0.4800099840079872,73.0
0.33,59.0
0.6409962861684776,3.0
0.32,15.0
0.03,181.0
0.64,1.0
0.5809950923374532,85.0
0.1809951466880864,27.0
0.69,93.0
0.24,1.0
0.23,19.0
0.55,21.0
0.56,1.0
0.04,135.0
0.26,53.0
0.6309950417800382,7.0
0.43,61.0
0.52,135.0
0.19,59.0
0.2,167.0
0.41,155.0
0.35,89.0
0.36,95.0
0.1026905829596412,217.0
0.68,1.0
0.46,1.0
0.5209950562985168,9.0
0.4,101.0
0.5,17.0
0.22,13.0
0.32,105.0
0.52,51.0
0.46,51.0
0.63,129.0
0.07,97.0
0.41,33.0
0.19,49.0
0.56,3.0
0.47,63.0
0.14,77.0
0.13,105.0
0.31,45.0
0.11,81.0
0.43,19.0
0.47,7.0
0.3505667441843858,83.0
0.31,11.0
0.35,85.0
0.53,7.0
0.47,27.0
0.2869841714525843,207.0
0.83,3.0
0.64,27.0
0.88,5.0
0.4953540981416393,195.0
0.5309950252835917,1.0
0.53,29.0
0.37,129.0
0.22,101.0
0.58,25.0
0.31,21.0
0.3,83.0
0.5209950257159507,3.0
0.3335979776356461,65.0
0.12,119.0
0.2541666666666666,173.0
0.47,3.0
0.26,93.0
0.6,7.0
0.27,153.0
0.4,3.0
0.13,183.0
0.14,99.0
0.5808833900237181,51.0
0.17,105.0
0.47,19.0
0.31,7.0
0.16,35.0
0.64,27.0
0.32,63.0
0.7209950621549976,3.0
0.3803200052128002,9.0
0.02,161.0
0.3007805074312937,29.0
0.12,105.0
0.6305306793191336,133.0
0.35,83.0
0.18,19.0
0.5,17.0
0.7509953473330011,3.0
0.62,11.0
0.73,27.0
0.02,129.0
0.32,43.0
0.26,25.0
0.56,5.0
0.3,25.0
0.21,147.0
0.52,17.0
0.5103948960289956,7.0
0.01,189.0
0.4,1.0
0.37,79.0
0.4609950638308652,89.0
0.64,1.0
0.1,185.0
0.59,31.0
0.29,29.0
0.61,85.0
0.41,11.0
0.47,31.0
0.3309951133967563,67.0
0.56,147.0
0.65,27.0
0.32,55.0
0.19,85.0
0.42,15.0
0.65,39.0
0.7400481435464036,1.0
0.1602752660551457,41.0
0.44,85.0
0.21,3.0
0.8280543873786265,25.0
0.6,131.0
0.54,5.0
0.67,99.0
0.3,113.0
0.2514848915027378,29.0
0.11,231.0
0.28,227.0
0.17,143.0
0.5088910600879336,1.0
0.3,65.0
0.74,5.0
0.28,177.0
0.44,15.0
0.12,181.0
0.5609951167010075,1.0
0.34,75.0
0.11,87.0
0.43,63.0
0.71,1.0
0.43,133.0
0.25,217.0
0.49,23.0
0.410995044002554,7.0
0.1446668,159.0
0.71,21.0
0.08,141.0
0.09,1.0
0.21,227.0
0.3203230224862959,93.0
0.07,191.0
0.1904000066560009,39.0
0.217121,73.0
0.21,65.0
0.7,9.0
0.4689588643005317,235.0
0.67,57.0
0.16,211.0
0.49,1.0
0.4519499105545617,73.0
0.3,233.0
0.6009950403980162,15.0
0.37,163.0
0.39,135.0
0.44,85.0
0.4,21.0
0.57,9.0
0.2403319018141224,141.0
0.2233333333333333,233.0
0.33,105.0
0.05,199.0
0.26,41.0
0.28,185.0
0.6091685164133629,45.0
0.22,89.0
0.16,125.0
0.44,147.0
0.61,3.0
0.45,19.0
0.85,81.0
0.2513433547926215,131.0
0.58,35.0
0.55,219.0
0.32,1.0
0.671003109147439,31.0
0.33,31.0
0.1208079466463573,71.0
0.63,21.0
0.39,71.0
0.56,5.0
0.3720592088027246,21.0
0.18,13.0
0.05,161.0
0.21,53.0
0.53,149.0
0.45,199.0
0.86,35.0
0.34,229.0
0.3306442358190682,63.0
0.48,73.0
0.5096600118600514,15.0
0.139904362671987,169.0
0.3209955248881222,1.0
0.6,63.0
0.6807244431998644,7.0
0.3,189.0
0.36,39.0
0.3961934235339509,81.0
0.59,27.0
0.4500223140495867,7.0
0.22,33.0
0.5665598835092829,19.0
0.2404405797101449,107.0
0.18,231.0
0.4319519519519519,195.0
0.38,51.0
0.55,163.0
0.46,131.0
0.53,23.0
0.71,5.0
0.48,111.0
0.34,7.0
0.55,5.0
0.01,229.0
0.71,5.0
0.37,7.0
0.6909950718723901,27.0
0.6004860342748591,1.0
0.5809950404975203,21.0
0.58,1.0
0.2,145.0
0.24,103.0
0.63,115.0
0.63,1.0
0.350995042500086,11.0
0.42,15.0
0.03,141.0
0.5,1.0
0.632145587495696,15.0
0.36,7.0
0.5592428867328028,51.0
0.6309952224359372,1.0
0.3,169.0
0.14,119.0
0.3950892857142857,53.0
0.1809950390540051,181.0
0.5309950483705577,159.0
0.29,233.0
0.71,127.0
0.45,5.0
0.2109950271682822,133.0
0.817847663118745,11.0
0.4,17.0
0.09,115.0
0.590872373024656,19.0
0.2801332802693265,5.0
0.44,3.0
0.5,87.0
0.82,13.0
0.82,75.0
0.7009950255721432,17.0
0.18,13.0
0.5,9.0
0.3837454545454545,91.0
0.04,227.0
0.09,231.0
0.53,1.0
0.13,5.0
0.06,41.0
0.53,71.0
0.25,55.0
0.75,11.0
0.4559368932038835,11.0
0.3351483253588517,233.0
0.62,121.0
0.66,3.0
0.19,89.0
0.11,119.0
0.7402273124296163,5.0
0.4509971557267284,5.0
0.5309952964929447,59.0
0.3909950345970208,87.0
0.4,67.0
0.6906784845056395,73.0
0.83,219.0
0.4,1.0
0.18,7.0
0.21783,109.0
0.42,81.0
0.4,25.0
0.6409950489827335,11.0
0.5409951153086676,7.0
0.29,237.0
0.56,5.0
0.7109950286069662,117.0
0.8,195.0
0.66,59.0
0.23,183.0
0.49,223.0
0.8,3.0
0.32,197.0
0.495,143.0
0.7302867725607445,1.0
0.44,9.0
0.01,165.0
0.86,177.0
0.87,193.0
0.4,3.0
0.3544513333333333,7.0
0.55,7.0
0.1653018372703412,171.0
0.5009950251286007,27.0
0.43,59.0
0.19,231.0
0.1879603124140355,133.0
0.6,209.0
0.46,113.0
0.62,113.0
0.29,55.0
0.29,97.0
0.53,13.0
0.4,37.0
0.23,65.0
0.5209950426148129,107.0
0.15,211.0
0.45632,137.0
0.57,31.0
0.67,1.0
0.69,67.0
0.66,3.0
0.14,107.0
0.27,175.0
0.37,131.0
0.03,231.0
0.47,7.0
0.64,5.0
0.55,165.0
0.52,17.0
0.47,7.0
0.55,9.0
0.09,189.0
0.41,1.0
0.52,99.0
0.16,65.0
0.5,17.0
0.6609950259921986,77.0
0.531525000157625,119.0
0.33,65.0
0.7509950836650279,29.0
0.3153456533373075,27.0
0.75,5.0
0.67,3.0
0.1595418604237287,181.0
0.88,1.0
0.36,159.0
0.1205958333333333,53.0
0.17,99.0
0.3160066666666666,77.0
0.01,161.0
0.39,137.0
0.03,221.0
0.28,223.0
0.36,21.0
0.650995122309405,15.0
0.69,133.0
0.85,163.0
0.05,237.0
0.62,19.0
0.44,93.0
0.56,121.0
0.46,229.0
0.27,135.0
0.21,19.0
0.46,47.0
0.49,7.0
0.64,5.0
0.44,165.0
0.46,169.0
0.58,101.0
0.36,127.0
0.04,213.0
0.353130423174476,237.0
0.63,1.0
0.43,175.0
0.49,83.0
0.55,3.0
0.71,25.0
0.25,177.0
0.43,37.0
0.22,169.0
0.08,141.0
0.2638671052631579,109.0
0.02,199.0
0.16,179.0
0.4,53.0
0.4,117.0
0.35,1.0
0.4060285714285714,9.0
0.77,25.0
0.12,199.0
0.1733749515888091,69.0
0.560995048796039,1.0
0.6,3.0
0.6841056910569105,3.0
0.76,5.0
0.39,39.0
0.4584761904761905,17.0
0.23,173.0
0.26,49.0
0.3,89.0
0.47,107.0
0.36,31.0
0.05,161.0
0.75,7.0
0.4409950259038341,13.0
0.24,193.0
0.73,211.0
0.1,197.0
0.13,193.0
0.5,127.0
0.3909950434036863,47.0
0.5809950704274572,85.0
0.45,223.0
0.72,29.0
0.31,1.0
0.573274074074074,187.0
0.4,11.0
0.5989075300190776,157.0
0.44,7.0
0.33,205.0
0.58,5.0
0.55,81.0
0.0878691576284386,105.0
0.02,211.0
0.33,5.0
0.610361874997026,1.0
0.41,49.0
0.3,7.0
0.31,57.0
0.09,139.0
0.05,171.0
0.1,145.0
0.2471186440677966,239.0
0.4,207.0
0.35,139.0
0.32,39.0
0.1858550866064894,21.0
0.14,15.0
0.15,135.0
0.46,21.0
0.54,21.0
0.2,227.0
0.41,201.0
0.05,187.0
0.4409950254003874,23.0
0.69,9.0
0.54,3.0
0.32,17.0
0.5,229.0
0.22,79.0
0.1105571428571428,143.0
0.58,29.0
0.35,179.0
0.660760606060606,47.0
0.81,25.0
0.7509911377867142,1.0
0.35,5.0
0.22,99.0
0.4035,203.0
0.02,225.0
0.35,1.0
0.47,5.0
0.38,31.0
0.53,69.0
0.76,3.0
0.39,67.0
0.21,71.0
0.5866391432385837,71.0
0.34,115.0
0.17,239.0
0.1667225201072386,231.0
0.44,1.0
0.33,3.0
0.5,233.0
0.56,11.0
0.6209010586108561,3.0
0.46,5.0
0.48,5.0
0.29,161.0
0.61,5.0
0.44,235.0
0.1700205625,27.0
0.02,233.0
0.3350561453505614,11.0
0.36,111.0
0.33,203.0
0.1609950251990083,223.0
0.3909950276551762,35.0
0.16,193.0
0.4049883365531839,231.0
0.45,163.0
0.61,15.0
0.45,11.0
0.02,227.0
0.45,67.0
0.68,11.0
0.5,57.0
0.4,33.0
0.69,1.0
0.2,99.0
0.41,53.0
0.47,3.0
0.38,91.0
0.58,7.0
0.7106189943056448,7.0
0.41,13.0
0.42,45.0
0.51,11.0
0.4341569670768208,39.0
0.0809950282328326,81.0
0.38,89.0
0.62,25.0
0.2155,53.0
0.5,193.0
0.5009951982448878,1.0
0.5109990021998004,43.0
0.08,189.0
0.7,69.0
0.4709950338278747,83.0
0.63,49.0
0.44,5.0
0.7009990599988941,1.0
0.44,27.0
0.5909950380468203,3.0
0.71,57.0
0.6709590683836274,1.0
0.3709950250240749,5.0
0.18,27.0
0.4,75.0
0.1210449096860796,195.0
0.1107299098603271,183.0
0.55,27.0
0.41,217.0
0.11,239.0
0.5773449832521843,5.0
0.350995110617492,15.0
0.54,5.0
0.43,11.0
0.3237497142276939,47.0
0.49,227.0
0.25,5.0
0.46,11.0
0.46,87.0
0.52,13.0
0.5,79.0
0.7009990233340786,1.0
0.45,57.0
0.6109990216327862,1.0
0.6109950664087729,23.0
0.57,9.0
0.3,121.0
0.17,39.0
0.2209950386471803,15.0
0.6409950671405081,41.0
0.6,3.0
0.7109950754100027,17.0
0.63,9.0
0.2709913213252539,61.0
0.3924302521008403,219.0
0.0810012515644555,129.0
0.530995065143484,17.0
0.650995249638652,3.0
0.28,221.0
0.5,189.0
0.64,1.0
0.6309950537677473,1.0
0.05,239.0
