t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count,reversal_loss_contribution,trend_following_loss_contribution
0.525,0.46,31717.0,0.8667276224106946,0.639367722630586,0.6353057687546423,0.6373367456926142,0.6175237254469212,0.6375773008366679,0.238484093703692,0.5604656674172838,0.4255106201289103,0.5592215351036741,0.44077846489632594,0.525,0.46,27490.0,15373.0,12117.0,0.6949298349092227,0.21799058643747912,0.6212413606673038,20346.0,0.8563353976211541,0.5533490214084831,17423.0,11371.0,0.8853223111423797,0.7833515446508393,10067.0,0.21890996687744654,0.7810900331225534
