variant,coverage,accepted_sample_accuracy,selection_score,utility,accepted_count,target_met
day_session,0.7003213711837172,0.7061185468451243,0.636369956549829,0.2886984467059454,5230.0,False
weekday,0.701794322442421,0.7008204541118107,0.6151441756683155,0.281869309051955,5241.0,False
weekend,0.7021960364220675,0.6992753623188406,0.6090154142401011,0.27986073915372256,5244.0,False
