abstain_low_conf_count,abstain_low_conf_share,active_count,active_share,alpha,bucket_miss_threshold,clamp_over_pside_count,clamp_over_pside_share,coverage_feasible,coverage_overall,covered_count,covered_feasible_count,covered_gap_norm_mean,covered_gap_norm_median,covered_gap_norm_q25,covered_gap_norm_q75,delta,delta_quantile,feasible_count,feasible_covered_gap_norm_mean,infeasible_count,max_possible_coverage,mean_p_pred,mean_p_side,sample_count,side_violation_count,side_violation_rate
0.0,0.0,6641.0,0.8063380281690141,2.0,0.3,1595.0,0.1936619718309859,0.8226415094339623,0.6087906750849927,5014.0,5014.0,0.6092811273314569,0.6216898148011267,0.39192490918045075,0.8612497994407269,0.05609768629074097,0.8,6095.0,0.6092811293062355,2141.0,0.7400437105390967,0.4691951881917378,0.5651863688744982,8236.0,0.0,0.0
0.0,0.0,6641.0,0.8063380281690141,2.0,0.5,1595.0,0.1936619718309859,0.8226415094339623,0.6087906750849927,5014.0,5014.0,0.6092811273314569,0.6216898148011267,0.39192490918045075,0.8612497994407269,0.05609768629074097,0.8,6095.0,0.6092811293062355,2141.0,0.7400437105390967,0.4691951881917378,0.5651863688744982,8236.0,0.0,0.0
0.0,0.0,6641.0,0.8063380281690141,2.0,1.0,1595.0,0.1936619718309859,0.8226415094339623,0.6087906750849927,5014.0,5014.0,0.6092811273314569,0.6216898148011267,0.39192490918045075,0.8612497994407269,0.05609768629074097,0.8,6095.0,0.6092811293062355,2141.0,0.7400437105390967,0.4691951881917378,0.5651863688744982,8236.0,0.0,0.0
8236.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.7400437105390967,6095.0,6095.0,1.0,1.0,1.0,1.0,0.0760219544172287,0.85,6095.0,1.0,2141.0,0.7400437105390967,0.5651863688744982,0.5651863688744982,8236.0,0.0,0.0
8236.0,1.0,0.0,0.0,2.0,0.025,0.0,0.0,1.0,0.7400437105390967,6095.0,6095.0,1.0,1.0,1.0,1.0,0.0760219544172287,0.85,6095.0,1.0,2141.0,0.7400437105390967,0.5651863688744982,0.5651863688744982,8236.0,0.0,0.0
8236.0,1.0,0.0,0.0,2.0,0.05,0.0,0.0,1.0,0.7400437105390967,6095.0,6095.0,1.0,1.0,1.0,1.0,0.0760219544172287,0.85,6095.0,1.0,2141.0,0.7400437105390967,0.5651863688744982,0.5651863688744982,8236.0,0.0,0.0
7359.0,0.8935162700339971,498.0,0.06046624575036425,2.0,0.075,379.0,0.04601748421563866,0.9942575881870386,0.7357940747935892,6060.0,6060.0,0.9807997429505781,1.0,1.0,1.0,0.0760219544172287,0.85,6095.0,0.9807997430560171,2141.0,0.7400437105390967,0.5606042789127026,0.5651863688744982,8236.0,0.0,0.0
5487.0,0.666221466731423,1513.0,0.18370568237008256,2.0,0.1,1236.0,0.15007285089849443,0.9793273174733388,0.7247450218552696,5969.0,5969.0,0.943756900638602,1.0,1.0,1.0,0.0760219544172287,0.85,6095.0,0.9437569018798357,2141.0,0.7400437105390967,0.5521518129100939,0.5651863688744982,8236.0,0.0,0.0
2405.0,0.29201068479844583,3893.0,0.4726809130645945,2.0,0.15,1938.0,0.2353084021369597,0.9332239540607055,0.690626517727052,5688.0,5688.0,0.8160716259193019,1.0,0.6586513869206386,1.0,0.0760219544172287,0.85,6095.0,0.8160716281682077,2141.0,0.7400437105390967,0.5207088341145285,0.5651863688744982,8236.0,0.0,0.0
120.0,0.014570179698882952,6036.0,0.7328800388538125,2.0,0.2,2080.0,0.2525497814473045,0.8754716981132076,0.647887323943662,5336.0,5336.0,0.6647894488740279,0.6966039923526441,0.4528042343117023,0.9665006709398966,0.0760219544172287,0.85,6095.0,0.6647894524426784,2141.0,0.7400437105390967,0.48614090928144804,0.5651863688744982,8236.0,0.0,0.0
