min_ev,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,trade_count,order_count,order_coverage,fill_rate,correct_count,correct_fill_rate,wrong_fill_forced,wrong_fill_printed,sum_pnl,mean_accepted_pnl,mean_pnl_filled,win_pnl_sum,loss_pnl_sum,mean_bid,median_bid,mean_expected_ev,negative_expected_ev_share,mean_model_fill_prob,realized_correct_fill_rate_submitted,submitted_fill_calibration_gap
-0.25,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
-0.245,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
-0.24,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
-0.235,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
-0.23,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
-0.225,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
-0.22,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
-0.215,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
-0.21,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
-0.205,1242.0,1.0,0.7492492492492493,0.7152777777777778,0.7322635135135136,0.7334943639291466,0.7334943639291466,0.5362318840579711,0.463768115942029,0.5793880837359099,0.4314090177133656,1242.0,666.0,576.0,0.7925585539117999,0.1880518726271942,0.5602134885564686,0.46698872785829315,0.5162418387450337,0.9045929500668268,666.0,576.0,1242.0,1.0,0.7334943639291466,1080.0,1242.0,1.0,0.8695652173913043,911.0,0.8221734357848518,1.0,0.4773413897280967,256.70000000000005,0.20668276972624802,0.23768518518518517,262.91,-6.210000000000001,0.46789049919484704,0.61,0.21479252776807786,0.2689210950080515,0.8518732436360131,0.8221734357848518,0.02969980785116133
