slice,false_positive_count,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
trend_following,20,4838.0,0.916701116163704,0.9974736842105263,0.9932038834951457,0.995338783852836,0.9749896651508888,0.9954904171364148,0.9084332368747415,0.06429572026566954,14.128984528380748,0.5355129650507328,0.4644870349492672,0.545,0.465,4435.0,2375.0,2060.0,0.9976349395870263,0.10939760535608074,0.385633433218769
post_first_minute_reversal,2284,2630.0,0.8771863117870723,0.005008347245409015,0.015329125338142471,0.010168736291775744,0.03460076045627376,0.009969657563935847,-0.8596958174904943,0.9319018535440218,-0.9225175529172648,0.5192891200693541,0.4807108799306459,0.545,0.465,2307.0,1198.0,1109.0,0.005216936596702748,0.42213606522546815,1.073200366620556
