timestamp,day,session,first_minute_side,actual_direction,actual_regime,continuation_p_up,continuation_decision,continuation_accept,continuation_confidence,reversal_p_up,reversal_decision,reversal_accept,reversal_confidence,p_continuation,p_reversal,final_decision,final_accept,final_correct,used_expert,routing_reason
2026-04-11 01:30:00+00:00,5,asia,YES,UP,continuation,0.6272231744688853,UP,True,0.12722317446888531,0.17418492374916134,DOWN,True,0.32581507625083866,0.635175608440113,0.364824391559887,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 01:35:00+00:00,5,asia,NO,DOWN,continuation,0.2513873381667545,DOWN,True,0.24861266183324549,0.7553856035525353,UP,True,0.25538560355253526,0.7196395587049409,0.2803604412950591,DOWN,True,True,continuation,gate_cont
2026-04-11 01:40:00+00:00,5,asia,NO,DOWN,continuation,0.4196748720567313,DOWN,True,0.08032512794326868,0.8431353397858365,UP,True,0.34313533978583655,0.5604849165256046,0.4395150834743954,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 01:45:00+00:00,5,asia,YES,UP,continuation,0.7274001973078671,UP,True,0.2274001973078671,0.23699315081640984,DOWN,True,0.2630068491835902,0.7113322630557508,0.2886677369442492,UP,True,True,continuation,gate_cont
2026-04-11 01:50:00+00:00,5,asia,YES,DOWN,reversal,0.6777292144994593,UP,True,0.17772921449945933,0.20720673964804792,DOWN,True,0.2927932603519521,0.6672277672539572,0.33277223274604284,UP,True,False,continuation,gate_cont
2026-04-11 01:55:00+00:00,5,asia,NO,UP,reversal,0.4438486738898014,ABSTAIN,False,0.056151326110198574,0.843848733275194,UP,True,0.34384873327519405,0.5941809862824781,0.40581901371752194,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 02:00:00+00:00,5,asia,YES,DOWN,reversal,0.558229022319214,ABSTAIN,False,0.05822902231921401,0.14272622354836167,DOWN,True,0.3572737764516383,0.5314878793779704,0.4685121206220296,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 02:05:00+00:00,5,asia,NO,DOWN,continuation,0.3114706851829096,DOWN,True,0.1885293148170904,0.7945015030219577,UP,True,0.29450150302195766,0.6780059725783296,0.3219940274216704,DOWN,True,True,continuation,gate_cont
2026-04-11 02:10:00+00:00,5,asia,YES,UP,continuation,0.6564841423558708,UP,True,0.15648414235587083,0.19734244604063203,DOWN,True,0.302657553959368,0.6662621384029616,0.33373786159703844,UP,True,True,continuation,gate_cont
2026-04-11 02:15:00+00:00,5,asia,YES,UP,continuation,0.6030011795671942,UP,True,0.10300117956719423,0.16484470099736076,DOWN,True,0.33515529900263924,0.5819400498457995,0.4180599501542005,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 02:20:00+00:00,5,asia,NO,DOWN,continuation,0.24775458615532556,DOWN,True,0.25224541384467447,0.7547707740631803,UP,True,0.25477077406318027,0.7070414302678092,0.2929585697321908,DOWN,True,True,continuation,gate_cont
2026-04-11 02:25:00+00:00,5,asia,NO,UP,reversal,0.4883995655234592,ABSTAIN,False,0.0116004344765408,0.8684432226317377,UP,True,0.3684432226317377,0.5486551527520819,0.4513448472479181,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 02:30:00+00:00,5,asia,YES,UP,continuation,0.8774236698586031,UP,True,0.3774236698586031,0.5479202524720318,ABSTAIN,False,0.0479202524720318,0.8879631212473872,0.11203687875261281,UP,True,True,continuation,gate_cont
2026-04-11 02:35:00+00:00,5,asia,NO,DOWN,continuation,0.36054532208940604,DOWN,True,0.13945467791059396,0.8201072961472059,UP,True,0.3201072961472059,0.6359027070284148,0.3640972929715852,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 02:40:00+00:00,5,asia,YES,DOWN,reversal,0.5887979644469888,ABSTAIN,False,0.08879796444698884,0.16091213426845064,DOWN,True,0.33908786573154936,0.5235915250696825,0.47640847493031746,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 02:45:00+00:00,5,asia,NO,DOWN,continuation,0.3395770365789158,DOWN,True,0.1604229634210842,0.8202229595374487,UP,True,0.3202229595374487,0.6462368043485723,0.35376319565142766,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 02:50:00+00:00,5,asia,YES,DOWN,reversal,0.7196870731202039,UP,True,0.21968707312020386,0.21758427568643238,DOWN,True,0.28241572431356765,0.6777695538667577,0.32223044613324225,UP,True,False,continuation,gate_cont
2026-04-11 02:55:00+00:00,5,asia,YES,UP,continuation,0.5707755253785006,ABSTAIN,False,0.07077552537850063,0.16277218412015299,DOWN,True,0.337227815879847,0.5649969697357209,0.4350030302642791,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 03:00:00+00:00,5,asia,YES,UP,continuation,0.6114092641931346,UP,True,0.11140926419313457,0.17685274614868873,DOWN,True,0.32314725385131127,0.6175212023724437,0.3824787976275563,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 03:05:00+00:00,5,asia,YES,UP,continuation,0.5259282727655487,ABSTAIN,False,0.025928272765548654,0.1588649668601733,DOWN,True,0.34113503313982674,0.5457505579194762,0.45424944208052376,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 03:10:00+00:00,5,asia,YES,UP,continuation,0.7245320855056485,UP,True,0.22453208550564852,0.2333250289881484,DOWN,True,0.2666749710118516,0.7004390351157501,0.2995609648842499,UP,True,True,continuation,gate_cont
2026-04-11 03:15:00+00:00,5,asia,YES,DOWN,reversal,0.4807693902554355,ABSTAIN,False,0.019230609744564475,0.14502365464004055,DOWN,True,0.3549763453599595,0.5296440260097799,0.4703559739902201,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 03:20:00+00:00,5,asia,YES,DOWN,reversal,0.6725792366839366,UP,True,0.1725792366839366,0.2148235085068456,DOWN,True,0.2851764914931544,0.691452666344811,0.30854733365518905,UP,True,False,continuation,gate_cont
2026-04-11 03:25:00+00:00,5,asia,YES,DOWN,reversal,0.5403265358874862,ABSTAIN,False,0.04032653588748625,0.1428960016990529,DOWN,True,0.3571039983009471,0.5795778936546193,0.4204221063453807,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 03:30:00+00:00,5,asia,YES,DOWN,reversal,0.611411258541635,UP,True,0.11141125854163503,0.1651902141928122,DOWN,True,0.3348097858071878,0.585914354574561,0.414085645425439,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 03:35:00+00:00,5,asia,NO,UP,reversal,0.38789116155737213,DOWN,True,0.11210883844262787,0.8424615804066171,UP,True,0.3424615804066171,0.6054322147842552,0.39456778521574476,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 03:40:00+00:00,5,asia,YES,UP,continuation,0.6063949035569747,UP,True,0.10639490355697467,0.1619109037597587,DOWN,True,0.3380890962402413,0.5865100552267742,0.41348994477322576,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 03:45:00+00:00,5,asia,NO,UP,reversal,0.4064888654225247,DOWN,True,0.09351113457747529,0.8248356182799781,UP,True,0.3248356182799781,0.610221706512835,0.389778293487165,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 03:50:00+00:00,5,asia,NO,DOWN,continuation,0.2307214874301018,DOWN,True,0.2692785125698982,0.7162654939403834,UP,True,0.2162654939403834,0.783791215723349,0.21620878427665102,DOWN,True,True,continuation,gate_cont
2026-04-11 03:55:00+00:00,5,asia,NO,DOWN,continuation,0.14893286144951348,DOWN,True,0.35106713855048655,0.4140580617049529,ABSTAIN,False,0.0859419382950471,0.8442225579186396,0.15577744208136035,DOWN,True,True,continuation,gate_cont
2026-04-11 04:00:00+00:00,5,asia,NO,DOWN,continuation,0.3307327250873767,DOWN,True,0.16926727491262328,0.8107860907225202,UP,True,0.31078609072252017,0.6799738412676313,0.3200261587323687,DOWN,True,True,continuation,gate_cont
2026-04-11 04:05:00+00:00,5,asia,YES,UP,continuation,0.7544903179544764,UP,True,0.2544903179544764,0.29618279131352904,DOWN,True,0.20381720868647096,0.7423217161817409,0.2576782838182591,UP,True,True,continuation,gate_cont
2026-04-11 04:10:00+00:00,5,asia,YES,DOWN,reversal,0.5982225477699527,UP,True,0.09822254776995265,0.16727457434485005,DOWN,True,0.33272542565514995,0.5686033923038677,0.4313966076961323,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 04:15:00+00:00,5,asia,NO,DOWN,continuation,0.1290105871705524,DOWN,True,0.37098941282944764,0.4356286282798333,ABSTAIN,False,0.06437137172016671,0.8540557992608595,0.1459442007391405,DOWN,True,True,continuation,gate_cont
2026-04-11 04:20:00+00:00,5,asia,YES,DOWN,reversal,0.6127090620222977,UP,True,0.11270906202229769,0.17440237447591572,DOWN,True,0.3255976255240843,0.5993649804220733,0.4006350195779267,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 04:25:00+00:00,5,asia,NO,UP,reversal,0.37431789336573346,DOWN,True,0.12568210663426654,0.8138605962318308,UP,True,0.3138605962318308,0.6106206581642274,0.3893793418357726,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 04:30:00+00:00,5,asia,YES,UP,continuation,0.8004813027036379,UP,True,0.30048130270363793,0.3353222148831476,ABSTAIN,False,0.16467778511685238,0.8106778674220416,0.18932213257795838,UP,True,True,continuation,gate_cont
2026-04-11 04:35:00+00:00,5,asia,NO,UP,reversal,0.29241224721038894,DOWN,True,0.20758775278961106,0.7956497443922289,UP,True,0.2956497443922289,0.6646758347911927,0.33532416520880726,DOWN,True,False,continuation,gate_cont
2026-04-11 04:40:00+00:00,5,asia,NO,UP,reversal,0.5002295302562751,ABSTAIN,False,0.00022953025627514556,0.8134346215079239,UP,True,0.3134346215079239,0.5239512091777081,0.4760487908222919,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 04:45:00+00:00,5,asia,YES,DOWN,reversal,0.5647035939122405,ABSTAIN,False,0.06470359391224045,0.15813304702977385,DOWN,True,0.3418669529702262,0.5156517556600878,0.4843482443399122,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 04:50:00+00:00,5,asia,YES,UP,continuation,0.5778394138464306,ABSTAIN,False,0.07783941384643056,0.15670391000090492,DOWN,True,0.3432960899990951,0.5963134186850452,0.40368658131495483,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 04:55:00+00:00,5,asia,NO,DOWN,continuation,0.45558024678547576,ABSTAIN,False,0.04441975321452424,0.8617259960551322,UP,True,0.3617259960551322,0.5440478214373872,0.45595217856261283,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 05:00:00+00:00,5,asia,NO,DOWN,continuation,0.504056338259993,ABSTAIN,False,0.004056338259992964,0.8404663075809463,UP,True,0.3404663075809463,0.5497347305413578,0.4502652694586422,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 05:05:00+00:00,5,asia,YES,DOWN,reversal,0.634747943394745,UP,True,0.13474794339474505,0.18470948160270004,DOWN,True,0.31529051839729993,0.6589941194078962,0.3410058805921038,UP,True,False,continuation,gate_cont
2026-04-11 05:10:00+00:00,5,asia,YES,DOWN,reversal,0.5336135767351363,ABSTAIN,False,0.03361357673513632,0.1616706608528347,DOWN,True,0.3383293391471653,0.5503801986359736,0.44961980136402635,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 05:20:00+00:00,5,asia,YES,UP,continuation,0.8228805100760613,UP,True,0.32288051007606133,0.3665279605056474,ABSTAIN,False,0.1334720394943526,0.821501990638201,0.17849800936179905,UP,True,True,continuation,gate_cont
2026-04-11 05:25:00+00:00,5,asia,YES,UP,continuation,0.6711089609996246,UP,True,0.17110896099962458,0.2028164830547838,DOWN,True,0.29718351694521616,0.6458052946759667,0.3541947053240333,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 05:30:00+00:00,5,asia,YES,DOWN,reversal,0.5527294795794014,ABSTAIN,False,0.05272947957940144,0.15448351205241512,DOWN,True,0.3455164879475849,0.5217406050170179,0.4782593949829821,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 05:35:00+00:00,5,asia,YES,UP,continuation,0.7174635753999843,UP,True,0.2174635753999843,0.2385658129459839,DOWN,True,0.2614341870540161,0.7301704023618908,0.2698295976381092,UP,True,True,continuation,gate_cont
2026-04-11 05:40:00+00:00,5,asia,NO,DOWN,continuation,0.47762164822729847,ABSTAIN,False,0.022378351772701532,0.8529532889860852,UP,True,0.35295328898608525,0.5226973502828988,0.47730264971710124,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 06:10:00+00:00,5,asia,YES,UP,continuation,0.6171063590264381,UP,True,0.11710635902643807,0.16648200594746507,DOWN,True,0.3335179940525349,0.5947969582397912,0.4052030417602088,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 06:15:00+00:00,5,asia,YES,UP,continuation,0.626308560377443,UP,True,0.12630856037744298,0.17809544435741348,DOWN,True,0.3219045556425865,0.585667322124945,0.414332677875055,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 06:20:00+00:00,5,asia,YES,DOWN,reversal,0.630382988832235,UP,True,0.13038298883223498,0.17468303104568794,DOWN,True,0.32531696895431206,0.6303670955610581,0.3696329044389419,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 06:30:00+00:00,5,asia,YES,DOWN,reversal,0.5570998097157364,ABSTAIN,False,0.05709980971573636,0.16903308126837063,DOWN,True,0.33096691873162937,0.5514581561958393,0.44854184380416073,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 06:35:00+00:00,5,asia,YES,UP,continuation,0.7283237325968349,UP,True,0.22832373259683492,0.2388113537429253,DOWN,True,0.2611886462570747,0.7267792660653557,0.2732207339346443,UP,True,True,continuation,gate_cont
2026-04-11 06:40:00+00:00,5,asia,NO,DOWN,continuation,0.3523952785757702,DOWN,True,0.1476047214242298,0.8062710553426089,UP,True,0.3062710553426089,0.616672297592049,0.383327702407951,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 06:45:00+00:00,5,asia,NO,DOWN,continuation,0.40154006378962026,DOWN,True,0.09845993621037974,0.8328969276819139,UP,True,0.3328969276819139,0.6133100525788705,0.3866899474211295,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 06:50:00+00:00,5,asia,YES,UP,continuation,0.7222357877073282,UP,True,0.22223578770732821,0.2351731619233925,DOWN,True,0.2648268380766075,0.7200468985040844,0.27995310149591557,UP,True,True,continuation,gate_cont
2026-04-11 06:55:00+00:00,5,asia,NO,DOWN,continuation,0.4843743577579152,ABSTAIN,False,0.015625642242084792,0.7804397276106994,UP,True,0.28043972761069935,0.5129364284033642,0.4870635715966358,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 07:00:00+00:00,5,asia,NO,UP,reversal,0.3954755170927972,DOWN,True,0.10452448290720279,0.8451555300966778,UP,True,0.34515553009667777,0.6024442629341186,0.39755573706588143,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 07:35:00+00:00,5,asia,NO,DOWN,continuation,0.3597024603530279,DOWN,True,0.1402975396469721,0.828115974634064,UP,True,0.32811597463406394,0.6242773780544296,0.3757226219455704,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 07:40:00+00:00,5,asia,NO,DOWN,continuation,0.46685375482782615,ABSTAIN,False,0.03314624517217385,0.7916200856685346,UP,True,0.2916200856685346,0.5221427542127388,0.4778572457872612,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 07:45:00+00:00,5,asia,NO,DOWN,continuation,0.3905862597845517,DOWN,True,0.10941374021544831,0.830347683805655,UP,True,0.33034768380565505,0.6222364218816763,0.37776357811832373,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 07:50:00+00:00,5,asia,NO,DOWN,continuation,0.4200162456072233,DOWN,True,0.07998375439277672,0.8463236670149749,UP,True,0.34632366701497486,0.5872149600094949,0.4127850399905051,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 07:55:00+00:00,5,asia,YES,UP,continuation,0.6541608113970051,UP,True,0.1541608113970051,0.19747344948940895,DOWN,True,0.3025265505105911,0.6454152854323607,0.3545847145676393,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 08:00:00+00:00,5,europe,NO,DOWN,continuation,0.3572583946848969,DOWN,True,0.1427416053151031,0.8184738955554963,UP,True,0.3184738955554963,0.6434935317568511,0.3565064682431489,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 08:05:00+00:00,5,europe,YES,UP,continuation,0.6161491599938991,UP,True,0.11614915999389908,0.18013491475591506,DOWN,True,0.31986508524408497,0.6346939606989539,0.3653060393010461,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 08:10:00+00:00,5,europe,YES,UP,continuation,0.8084702169775868,UP,True,0.3084702169775868,0.38462206183060527,ABSTAIN,False,0.11537793816939473,0.8037245683329252,0.19627543166707484,UP,True,True,continuation,gate_cont
2026-04-11 08:20:00+00:00,5,europe,YES,DOWN,reversal,0.6549069622523885,UP,True,0.15490696225238854,0.18425899360286177,DOWN,True,0.3157410063971382,0.6339474103727593,0.36605258962724074,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 08:25:00+00:00,5,europe,NO,DOWN,continuation,0.5198015169490816,ABSTAIN,False,0.01980151694908161,0.8237074529061208,UP,True,0.3237074529061208,0.5470780790744447,0.4529219209255553,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 09:40:00+00:00,5,europe,NO,DOWN,continuation,0.4020508571503602,DOWN,True,0.09794914284963979,0.8406251547010103,UP,True,0.3406251547010103,0.5849457298183505,0.41505427018164953,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 09:50:00+00:00,5,europe,NO,UP,reversal,0.43155650386031635,ABSTAIN,False,0.06844349613968365,0.8405079719838976,UP,True,0.3405079719838976,0.6191058550502756,0.3808941449497244,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 09:55:00+00:00,5,europe,YES,UP,continuation,0.7069206968734488,UP,True,0.20692069687344883,0.21331294436092918,DOWN,True,0.2866870556390708,0.685922985946131,0.314077014053869,UP,True,True,continuation,gate_cont
2026-04-11 10:00:00+00:00,5,europe,NO,DOWN,continuation,0.4617968445146856,ABSTAIN,False,0.03820315548531439,0.8625691296685033,UP,True,0.3625691296685033,0.5335843441248365,0.46641565587516354,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 10:05:00+00:00,5,europe,YES,UP,continuation,0.5723825603406288,UP,True,0.07238256034062884,0.15870772328793176,DOWN,True,0.34129227671206824,0.5862432731872544,0.41375672681274556,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 10:10:00+00:00,5,europe,NO,DOWN,continuation,0.41270976994190606,DOWN,True,0.08729023005809394,0.8442791755026301,UP,True,0.3442791755026301,0.5894965438272605,0.41050345617273953,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 10:15:00+00:00,5,europe,YES,DOWN,reversal,0.6441136992812416,UP,True,0.14411369928124163,0.18115032170119258,DOWN,True,0.3188496782988074,0.6411504452494456,0.35884955475055436,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 10:20:00+00:00,5,europe,YES,UP,continuation,0.6583599195987233,UP,True,0.1583599195987233,0.19063883938811832,DOWN,True,0.3093611606118817,0.6660114334369268,0.3339885665630732,UP,True,True,continuation,gate_cont
2026-04-11 10:25:00+00:00,5,europe,NO,UP,reversal,0.4671530610977444,ABSTAIN,False,0.032846938902255596,0.8537083497261462,UP,True,0.3537083497261462,0.5912447310570684,0.40875526894293157,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 10:30:00+00:00,5,europe,NO,DOWN,continuation,0.42246400739932727,DOWN,True,0.07753599260067273,0.8434144993918724,UP,True,0.3434144993918724,0.5674012578604533,0.43259874213954674,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 11:00:00+00:00,5,europe,NO,UP,reversal,0.3901810188710247,DOWN,True,0.10981898112897531,0.7974745579540823,UP,True,0.2974745579540823,0.584406469206919,0.41559353079308103,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 11:05:00+00:00,5,europe,YES,UP,continuation,0.8140742776260839,UP,True,0.31407427762608386,0.37775259077960016,ABSTAIN,False,0.12224740922039984,0.8019656702919729,0.19803432970802715,UP,True,True,continuation,gate_cont
2026-04-11 11:10:00+00:00,5,europe,NO,DOWN,continuation,0.40081347273978635,DOWN,True,0.09918652726021365,0.8333740927732908,UP,True,0.3333740927732908,0.5998581984729376,0.40014180152706236,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 11:45:00+00:00,5,europe,NO,UP,reversal,0.3847736225098918,DOWN,True,0.11522637749010822,0.8384973433410593,UP,True,0.3384973433410593,0.592271285585335,0.40772871441466496,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 12:15:00+00:00,5,europe,YES,DOWN,reversal,0.6991125838727825,UP,True,0.19911258387278252,0.2191192959214378,DOWN,True,0.2808807040785622,0.7210466804105917,0.2789533195894083,UP,True,False,continuation,gate_cont
2026-04-11 12:20:00+00:00,5,europe,NO,DOWN,continuation,0.5090815209798,ABSTAIN,False,0.009081520979799973,0.8680356605197304,UP,True,0.36803566051973036,0.5432033533369134,0.4567966466630866,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 12:25:00+00:00,5,europe,YES,UP,continuation,0.7413086252146456,UP,True,0.24130862521464558,0.254899282159587,DOWN,True,0.24510071784041298,0.7347923577876928,0.2652076422123072,UP,True,True,continuation,gate_cont
2026-04-11 12:30:00+00:00,5,europe,YES,UP,continuation,0.5163129966081778,ABSTAIN,False,0.016312996608177754,0.15168279560919534,DOWN,True,0.34831720439080466,0.5632373422595476,0.4367626577404524,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 12:35:00+00:00,5,europe,YES,DOWN,reversal,0.5303849584122147,ABSTAIN,False,0.03038495841221467,0.13572499948643318,DOWN,True,0.3642750005135668,0.5205673498934312,0.47943265010656877,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 12:40:00+00:00,5,europe,YES,UP,continuation,0.614426632546714,UP,True,0.11442663254671404,0.17570904819238742,DOWN,True,0.3242909518076126,0.6354299029470012,0.3645700970529988,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 12:45:00+00:00,5,europe,YES,DOWN,reversal,0.6132314683986144,UP,True,0.11323146839861442,0.17113531811280253,DOWN,True,0.3288646818871975,0.5816633353346626,0.41833666466533737,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 12:50:00+00:00,5,europe,YES,DOWN,reversal,0.610394002686485,UP,True,0.11039400268648503,0.16370703279552606,DOWN,True,0.33629296720447394,0.5942188863888839,0.40578111361111613,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 12:55:00+00:00,5,europe,YES,UP,continuation,0.5870045378761807,UP,True,0.08700453787618068,0.1581290431544144,DOWN,True,0.3418709568455856,0.5888748563475686,0.41112514365243136,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 13:00:00+00:00,5,europe,NO,DOWN,continuation,0.25351019450317114,DOWN,True,0.24648980549682886,0.7597687910429284,UP,True,0.2597687910429284,0.678886558249166,0.321113441750834,DOWN,True,True,continuation,gate_cont
2026-04-11 13:05:00+00:00,5,europe,YES,DOWN,reversal,0.49178671305717037,ABSTAIN,False,0.008213286942829634,0.19684649963726672,DOWN,True,0.30315350036273325,0.5265182130713216,0.47348178692867837,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 13:10:00+00:00,5,europe,NO,DOWN,continuation,0.11516742757269209,DOWN,True,0.3848325724273079,0.32698243330342686,ABSTAIN,False,0.17301756669657314,0.8866926619515024,0.11330733804849757,DOWN,True,True,continuation,gate_cont
2026-04-11 13:15:00+00:00,5,europe,YES,UP,continuation,0.6376208403222857,UP,True,0.13762084032228572,0.17743109563695136,DOWN,True,0.32256890436304864,0.6122935723126756,0.38770642768732444,ABSTAIN,False,False,abstain,gate_abstain
2026-04-11 13:20:00+00:00,5,europe,NO,DOWN,continuation,0.27191135666560823,DOWN,True,0.22808864333439177,0.7504014085045586,UP,True,0.2504014085045586,0.7253540734360469,0.27464592656395315,DOWN,True,True,continuation,gate_cont
2026-04-11 13:25:00+00:00,5,europe,YES,DOWN,reversal,0.7312509598543449,UP,True,0.23125095985434485,0.24645128419191384,DOWN,True,0.25354871580808613,0.7316014630384445,0.26839853696155547,UP,True,False,continuation,gate_cont
