base_col,margin,cap_slack,sample_count,coverage,mean_gap,median_gap,gap_p05,gap_p95,gap_p95_p05_range,p95_violation,p99_violation,max_violation
pred_q70,0.04,0.03,5184.0,0.6550925925925926,0.09550112589804974,0.07011414211924716,-0.1521445500239492,0.39824885850583724,0.5503934085297865,0.16214455002394904,0.24325948149683702,0.4188048291811446
pred_q80,0.01,0.03,5184.0,0.652391975308642,0.09555161912948855,0.06850331965099801,-0.15186265099164467,0.40075434815886685,0.5526169991505115,0.16186265099164468,0.24325948149683702,0.4188048291811446
pred_q70,0.05,0.01,5184.0,0.6651234567901234,0.09559176320231419,0.0729429371077511,-0.16877326483998736,0.4055212698912068,0.5742945347311942,0.17877326483998723,0.25829417062113746,0.4388048291811446
pred_q90,-0.06,0.1,5184.0,0.6311728395061729,0.09569324398381766,0.06849288468274364,-0.12479112655482959,0.39648733731523367,0.5212784638700633,0.13479112655482955,0.20043579743063286,0.35774273602854284
pred_q80,0.03,0.0,5184.0,0.6705246913580247,0.09771373254771536,0.07471069525181084,-0.17597509111734624,0.415447739761543,0.5914228308788892,0.18597509111734603,0.2672873894652306,0.4488048291811446
pred_q70,0.06,0.0,5184.0,0.6774691358024691,0.0978822081016467,0.07598590326703422,-0.1756052700056754,0.4130100826992695,0.5886153527049449,0.18560527000567537,0.2682941706211375,0.4488048291811446
pred_q90,-0.04,0.05,5184.0,0.6437114197530864,0.09790735855041514,0.07248353544339219,-0.1378755797127634,0.402211374309796,0.5400869540225594,0.14787557971276338,0.22417166851557171,0.3988048291811446
pred_q90,-0.02,0.01,5184.0,0.6518132716049383,0.09843928844993957,0.07564084154325795,-0.16647556450158735,0.41571216923203147,0.5821877337336188,0.1764755645015873,0.25866328374111364,0.4388048291811446
pred_q80,0.02,0.02,5184.0,0.6687885802469136,0.09904564924536453,0.07478579057507724,-0.15994851352286604,0.4099139876393125,0.5698625011621785,0.16994851352286588,0.25244377632439885,0.4288048291811446
pred_q70,0.05,0.02,5184.0,0.6724537037037037,0.09908299249255988,0.07619709548087089,-0.15994123380019773,0.4059830763656614,0.5659243101658591,0.16994123380019754,0.24884625047239936,0.4288048291811446
pred_q70,0.02,0.1,5184.0,0.6516203703703703,0.09922737291695047,0.06701526611808593,-0.12024836989017197,0.3981130606558519,0.5183614305460239,0.13024836989017197,0.20303572527555128,0.34880482918114464
pred_q70,0.04,0.05,5184.0,0.6666666666666666,0.1013595670626572,0.0737177984426374,-0.13791565038134487,0.40084414467048907,0.5387597950518339,0.14791565038134488,0.22464924832509314,0.3988048291811446
pred_q80,0.01,0.05,5184.0,0.6639660493827161,0.10138215059421604,0.07377720711473756,-0.1378755797127634,0.40299912755184913,0.5408747072646125,0.14787557971276338,0.2257589143304157,0.3988048291811446
pred_q80,0.03,0.01,5184.0,0.6797839506172839,0.10169659387193274,0.07841657626651796,-0.1668484737629455,0.41681907098136206,0.5836675447443076,0.17684847376294538,0.2587198385453046,0.4388048291811446
pred_q70,0.06,0.01,5184.0,0.6859567901234568,0.10185268299462778,0.0799263572924736,-0.16638659504286651,0.4147151333668259,0.5811017284096924,0.17638659504286644,0.25829417062113746,0.4388048291811446
pred_q70,0.03,0.08,5184.0,0.6639660493827161,0.10185730994084492,0.07174886275907391,-0.12163733848873676,0.401172374964197,0.5228097134529337,0.13163733848873643,0.20364848312508343,0.3688048291811446
pred_q80,0.0,0.08,5184.0,0.6616512345679012,0.10190704829317258,0.07164940740817027,-0.12001253825035196,0.40336768535694145,0.5233802236072934,0.13001253825035192,0.20589798627990688,0.3688048291811446
pred_q90,-0.02,0.02,5184.0,0.6585648148148148,0.10213917521415758,0.07887540564286305,-0.15766906129014957,0.4169094084452518,0.5745784697354014,0.16766906129014944,0.24871983854530458,0.4288048291811446
pred_q70,0.05,0.03,5184.0,0.6790123456790124,0.10237075234763011,0.0785857057278879,-0.15128349417171616,0.40747983780423536,0.5587633319759515,0.1612834941717161,0.23972360053463537,0.4188048291811446
pred_q80,0.02,0.03,5184.0,0.6751543209876543,0.10239296769982495,0.07671124900283438,-0.15128349417171616,0.4100622685997969,0.561345762771513,0.1612834941717161,0.24310215584325667,0.4188048291811446
