t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
0.505,0.455,7468.0,0.9394750937332619,0.6572519083969466,0.6607258587167855,0.658988883556866,0.6491697911087306,0.6587799315849487,0.29833958221746126,0.5661870324882938,0.5269276141954551,0.5601482326111744,0.43985176738882553,0.505,0.455,7016.0,3930.0,3086.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.46,7468.0,0.9450990894483128,0.6572519083969466,0.657928388746803,0.6575901485718748,0.6491697911087306,0.6575517143666761,0.29780396357793254,0.5689003101908015,0.5234730202169394,0.556814961745537,0.44318503825446304,0.505,0.46,7058.0,3930.0,3128.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.465,7468.0,0.9504552758435993,0.6572519083969466,0.6556186868686869,0.6564352976328167,0.6491697911087306,0.6565229642152719,0.29753615425816815,0.5713663980255713,0.5207449287993516,0.5536770921386306,0.4463229078613694,0.505,0.465,7098.0,3930.0,3168.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.47,7468.0,0.9564809855382967,0.6572519083969466,0.6511048863990041,0.6541783973979753,0.6491697911087306,0.6544869102617947,0.29552758435993565,0.5748710295267805,0.5140763217850908,0.5501889962200756,0.4498110037799244,0.505,0.47,7143.0,3930.0,3213.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.475,7468.0,0.9626405998928763,0.6572519083969466,0.6489720773243326,0.6531119928606396,0.6491697911087306,0.6534984003338433,0.29552758435993565,0.5775435115785392,0.5116975231047113,0.5466685213520657,0.4533314786479343,0.505,0.475,7189.0,3930.0,3259.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.48,7468.0,0.9693358328869844,0.6572519083969466,0.6482320942883046,0.6527420013426256,0.6491697911087306,0.6531288852051388,0.29686663095875726,0.5798573970935558,0.5119648942080496,0.5428926647326979,0.45710733526730213,0.505,0.48,7239.0,3930.0,3309.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.485,7468.0,0.975495447241564,0.6572519083969466,0.646795827123696,0.6520238677603213,0.6491697911087306,0.652436513383665,0.297402249598286,0.5822770807971399,0.5107572655807455,0.5394646533973919,0.4605353466026081,0.505,0.485,7285.0,3930.0,3355.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.49,7468.0,0.9827262988752009,0.6572519083969466,0.6435904957465532,0.6504212020717499,0.6491697911087306,0.6509061179997275,0.29659882163899315,0.5857164319174458,0.506386376540649,0.535495299087069,0.4645047009129309,0.505,0.49,7339.0,3930.0,3409.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.495,7468.0,0.9898232458489555,0.6572519083969466,0.6412478336221837,0.6492498710095651,0.6491697911087306,0.6497564935064936,0.296464916979111,0.5887946708615172,0.5035115493578214,0.5316558441558441,0.46834415584415584,0.505,0.495,7392.0,3930.0,3462.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.5,7468.0,0.9951794322442421,0.6572519083969466,0.6416333523700742,0.6494426303835104,0.6491697911087306,0.6498923573735199,0.29833958221746115,0.5902710606267179,0.5054281026427084,0.528794402583423,0.47120559741657697,0.505,0.5,7432.0,3930.0,3502.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.505,0.505,7468.0,1.0,0.6572519083969466,0.6401921989824759,0.6487220536897113,0.6491697911087306,0.6491697911087306,0.29833958221746126,0.5923092172938637,0.5036889069201255,0.5262453133369042,0.4737546866630959,0.505,0.505,7468.0,3930.0,3538.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.51,0.4,7468.0,0.8493572576325656,0.657908294693457,0.6863063795205201,0.6721073371069886,0.6491697911087306,0.6689263755320826,0.2869576861274772,0.5302827413300797,0.5411409117477907,0.6120132429449787,0.3879867570550213,0.51,0.4,6343.0,3882.0,2461.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
0.51,0.405,7468.0,0.8572576325656133,0.657908294693457,0.6861111111111111,0.672009702902284,0.6491697911087306,0.669009684473602,0.28976968398500264,0.5326762377751662,0.5439883806255117,0.6063730084348641,0.3936269915651359,0.51,0.405,6402.0,3882.0,2520.0,0.7063832148945653,0.21882884066514852,0.6269735220696954
