decision_mode,t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
first_minute_relative,0.5,0.28,7468.0,0.8442688805570434,0.6541702993315897,0.6518854748603352,0.6530278870959625,0.6170326727370112,0.6531324345757336,0.545757335448057,0.4542426645519429,0.5,0.28,6305.0,3441.0,2864.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.2585698982324585,0.5411556995563223,0.477810542223712,3441.0,2864.0,6305.0,0.8442688805570434,0.6531324345757336,4825.0,0.8605181347150259,0.9070327552986512,4152.0,2643.0,0.8146046159667045,0.1634928007431491,2153.0
first_minute_relative,0.5,0.3,7468.0,0.8547134440278522,0.6521864211737629,0.6480908152734778,0.6501386182236204,0.6170326727370112,0.6503211655961146,0.5445715180949396,0.4554284819050603,0.5,0.3,6383.0,3476.0,2907.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.25696304231387246,0.5466947968080452,0.47003015908361934,3476.0,2907.0,6383.0,0.8547134440278522,0.6503211655961146,4825.0,0.8698445595854922,0.8973076006671432,4197.0,2643.0,0.827090427544457,0.17612076852698993,2186.0
first_minute_relative,0.5,0.32,7468.0,0.8668987680771291,0.6503695281409893,0.6434370771312584,0.6469033026361238,0.6170326727370112,0.6472042014210689,0.5434043867778807,0.4565956132221192,0.5,0.32,6474.0,3518.0,2956.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.25522228173540445,0.5530264398479174,0.46150104831441824,3518.0,2956.0,6474.0,0.8668987680771291,0.6472042014210689,4825.0,0.8806217616580311,0.886326194398682,4249.0,2643.0,0.841846386681801,0.190561797752809,2225.0
first_minute_relative,0.5,0.34,7468.0,0.8789501874665239,0.6484287317620651,0.64,0.6442143658810325,0.6170326727370112,0.644576477757465,0.5429616087751371,0.4570383912248629,0.5,0.34,6564.0,3564.0,3000.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.25415104445634706,0.5589271611803173,0.4547122811488393,3564.0,3000.0,6564.0,0.8789501874665239,0.644576477757465,4825.0,0.8907772020725389,0.8762214983713354,4298.0,2643.0,0.857359061672342,0.20520741394527803,2266.0
first_minute_relative,0.5,0.36,7468.0,0.8910016068559186,0.6449556541019955,0.6365725541694025,0.6407641041356991,0.6170326727370112,0.6411181244364292,0.5422302374511572,0.45776976254884283,0.5,0.36,6654.0,3608.0,3046.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.25147295125870384,0.5654770798172172,0.4447093617658015,3608.0,3046.0,6654.0,0.8910016068559186,0.6411181244364292,4825.0,0.9021761658031088,0.8651504709395819,4353.0,2643.0,0.8706015891032917,0.21729682746631898,2301.0
first_minute_relative,0.5,0.38,7468.0,0.903588644884842,0.6419786827001913,0.6341858206539334,0.6380822516770623,0.6170326727370112,0.6384113811499703,0.5422347362181387,0.4577652637818613,0.5,0.38,6748.0,3659.0,3089.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.2501339046598821,0.57160070863539,0.4376025097257819,3659.0,3089.0,6748.0,0.903588644884842,0.6384113811499703,4825.0,0.9129533678756476,0.8549375709421112,4405.0,2643.0,0.8864926220204313,0.23132735808792146,2343.0
first_minute_relative,0.5,0.4,7468.0,0.9167113015532941,0.6384470207603128,0.6289448517692062,0.6336959362647595,0.6170326727370112,0.6340929009640666,0.5417762196903301,0.45822378030966987,0.5,0.4,6846.0,3709.0,3137.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.24584895554365283,0.5791642021092297,0.4244892116058064,3709.0,3137.0,6846.0,0.9167113015532941,0.6340929009640666,4825.0,0.9264248704663213,0.8425055928411633,4470.0,2643.0,0.8989784335981839,0.242003367003367,2376.0
first_minute_relative,0.5,0.42,7468.0,0.9306373861810391,0.6364602710603242,0.624411672419203,0.6304359717397636,0.6170326727370112,0.6309352517985611,0.5414388489208634,0.4585611510791367,0.5,0.42,6950.0,3763.0,3187.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.24370648098553827,0.5860592568996333,0.4158393167864844,3763.0,3187.0,6950.0,0.9306373861810391,0.6309352517985611,4825.0,0.938860103626943,0.8313465783664459,4530.0,2643.0,0.9156261823685207,0.25578512396694214,2420.0
first_minute_relative,0.5,0.44,7468.0,0.9479110873058383,0.6325836820083682,0.620583717357911,0.6265836996831395,0.6170326727370112,0.6270659697697415,0.5401892922729199,0.4598107077270801,0.5,0.44,7079.0,3824.0,3255.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.24089448312801287,0.594565641530784,0.4051604504219244,3824.0,3255.0,7079.0,0.9479110873058383,0.6270659697697415,4825.0,0.9544041450777202,0.8178067318132465,4605.0,2643.0,0.936057510404843,0.27202910266774455,2474.0
first_minute_relative,0.5,0.46,7468.0,0.9643813604713444,0.6283208666494713,0.6192481203007518,0.6237844934751116,0.6170326727370112,0.6241321855040266,0.5383226881421828,0.4616773118578173,0.5,0.46,7202.0,3877.0,3325.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.23942153186930895,0.602063048443448,0.3976685373538547,3877.0,3325.0,7202.0,0.9643813604713444,0.6241321855040266,4825.0,0.9682901554404145,0.8060787671232876,4672.0,2643.0,0.9572455542943624,0.2881422924901186,2530.0
first_minute_relative,0.5,0.48,7468.0,0.9824584895554366,0.626236995686374,0.6139575971731449,0.6200972964297595,0.6170326727370112,0.6205533596837944,0.5371405206487665,0.46285947935123345,0.5,0.48,7337.0,3941.0,3396.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.2368773433315479,0.6105657811505197,0.3879636734393926,3941.0,3396.0,7337.0,0.9824584895554366,0.6205533596837944,4825.0,0.9842487046632125,0.7930090545377975,4749.0,2643.0,0.9791903140370791,0.30409582689335396,2588.0
first_minute_relative,0.52,0.02,7468.0,0.722951258703803,0.6828859060402684,0.6779661016949152,0.6804260038675918,0.6170326727370112,0.6806816077051305,0.5519540655676978,0.4480459344323023,0.52,0.02,5399.0,2980.0,2419.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.2612479914301017,0.48047022138406315,0.5437339918331244,2980.0,2419.0,5399.0,0.722951258703803,0.6806816077051305,4825.0,0.7614507772020725,1.0,3674.0,2643.0,0.6526674233825198,0.0005797101449275362,1725.0
first_minute_relative,0.52,0.05,7468.0,0.7250937332619175,0.6823962516733602,0.6777915121549237,0.680093881914142,0.6170326727370112,0.6803324099722992,0.5518005540166205,0.4481994459833795,0.52,0.05,5415.0,2988.0,2427.0,0.6634866403137537,0.2494159312451792,0.7185211861808959,0.2615158007498661,0.4814446658298602,0.5431897356243309,2988.0,2427.0,5415.0,0.7250937332619175,0.6803324099722992,4825.0,0.7629015544041451,0.9980983428416191,3681.0,2643.0,0.656072644721907,0.0057670126874279125,1734.0
