continuation_t_up,continuation_t_down,reversal_t_up,reversal_t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
0.48,0.4,0.525,0.425,7468.0,0.9086770219603643,0.6223689640940983,0.709278350515464,0.6658236573047811,0.6501071237279057,0.6472148541114059,0.7141173003241968,0.2858826996758031,0.48,0.4,6786.0,4846.0,1940.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2675415104445636,0.5661870324882939,0.47253203463308757,4846.0,1940.0,6786.0,0.9086770219603643,0.6472148541114059,4825.0,0.9158549222797927,0.8830052047974655,4419.0,2643.0,0.8955732122587968,0.20701309674693705,2367.0
0.48,0.4,0.525,0.45,7468.0,0.9128280664167113,0.6223689640940983,0.7062404870624048,0.6643047255782515,0.6501071237279057,0.6466187472495233,0.7108698841132463,0.2891301158867537,0.48,0.4,6817.0,4846.0,1971.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2676754151044457,0.5679580315975229,0.4712943566473427,4846.0,1971.0,6817.0,0.9128280664167113,0.6466187472495233,4825.0,0.9189637305699482,0.8800180423996391,4434.0,2643.0,0.9016269390843739,0.21233738984473352,2383.0
0.48,0.4,0.525,0.475,7468.0,0.9144349223352972,0.6223689640940983,0.7044881492687847,0.6634285566814415,0.6501071237279057,0.6462146727192855,0.7096207351003075,0.2903792648996925,0.48,0.4,6829.0,4846.0,1983.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.26740760578468137,0.5687826107356904,0.47014026226787015,4846.0,1983.0,6829.0,0.9144349223352972,0.6462146727192855,4825.0,0.9204145077720207,0.8786309389777077,4441.0,2643.0,0.9035187287173666,0.21398659966499162,2388.0
0.48,0.4,0.525,0.5,7468.0,0.9148366363149437,0.6223689640940983,0.7044310171198389,0.6633999906069685,0.6501071237279057,0.6462236533957846,0.7093091334894613,0.29069086651053866,0.48,0.4,6832.0,4846.0,1986.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.26754151044456354,0.5689003101908015,0.47027836978122534,4846.0,1986.0,6832.0,0.9148366363149437,0.6462236533957846,4825.0,0.9206217616580311,0.8784331382260243,4442.0,2643.0,0.9042754445705637,0.21464435146443514,2390.0
0.48,0.4,0.55,0.35,7468.0,0.826861274772362,0.6423273064441354,0.7125201504567437,0.6774237284504395,0.6501071237279057,0.6634817813765183,0.6986234817813766,0.3013765182186235,0.48,0.4,6175.0,4314.0,1861.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.270353508302089,0.5274977566162121,0.5125206788297078,4314.0,1861.0,6175.0,0.826861274772362,0.6634817813765183,4825.0,0.8503626943005181,0.9510114550329027,4103.0,2643.0,0.783957623912221,0.09411196911196912,2072.0
0.48,0.4,0.55,0.375,7468.0,0.8282003213711837,0.6423273064441354,0.7113842864778194,0.6768557964609774,0.6501071237279057,0.6632174616006468,0.6974939369442199,0.3025060630557801,0.48,0.4,6185.0,4314.0,1871.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.270353508302089,0.5281319972644598,0.5119051860186965,4314.0,1871.0,6185.0,0.8282003213711837,0.6632174616006468,4825.0,0.85139896373057,0.9498539435248295,4108.0,2643.0,0.7858494135452138,0.09629272989889263,2077.0
0.48,0.4,0.55,0.4,7468.0,0.8328869844670594,0.6423273064441354,0.7103882476390346,0.676357777041585,0.6501071237279057,0.6631832797427653,0.6935691318327974,0.30643086816720255,0.48,0.4,6220.0,4314.0,1906.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27182645956079265,0.5296510761370483,0.5132179878559465,4314.0,1906.0,6220.0,0.8328869844670594,0.6631832797427653,4825.0,0.8538860103626943,0.9470873786407767,4120.0,2643.0,0.7945516458569807,0.1061904761904762,2100.0
0.48,0.4,0.55,0.425,7468.0,0.837439742903053,0.6423273064441354,0.709278350515464,0.6758028284797997,0.6501071237279057,0.6630956188039655,0.6897985289414774,0.3102014710585225,0.48,0.4,6254.0,4314.0,1940.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27316550615961444,0.5311658106201107,0.514275393291422,4314.0,1940.0,6254.0,0.837439742903053,0.6630956188039655,4825.0,0.8563730569948187,0.9443368828654405,4132.0,2643.0,0.802875520242149,0.11545711592836946,2122.0
0.48,0.4,0.55,0.45,7468.0,0.8415907873594001,0.6423273064441354,0.7062404870624048,0.67428389675327,0.6501071237279057,0.6623707239459029,0.6863961813842482,0.3136038186157518,0.48,0.4,6285.0,4314.0,1971.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27329941081949644,0.5330531758370377,0.5127057171929281,4314.0,1971.0,6285.0,0.8415907873594001,0.6623707239459029,4825.0,0.8594818652849741,0.9409211478176995,4147.0,2643.0,0.8089292470677261,0.12207670720299345,2138.0
0.48,0.4,0.55,0.475,7468.0,0.8431976432779861,0.6423273064441354,0.7044881492687847,0.6734077278564601,0.6501071237279057,0.6619024932507543,0.6850881372081944,0.3149118627918056,0.48,0.4,6297.0,4314.0,1983.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2730316014997322,0.5339316631265905,0.5113605735627611,4314.0,1983.0,6297.0,0.8431976432779861,0.6619024932507543,4825.0,0.8609326424870466,0.9393355801636977,4154.0,2643.0,0.8108210367007189,0.1241250583294447,2143.0
0.48,0.4,0.55,0.5,7468.0,0.8435993572576326,0.6423273064441354,0.7044310171198389,0.6733791617819871,0.6501071237279057,0.6619047619047619,0.6847619047619048,0.31523809523809526,0.48,0.4,6300.0,4314.0,1986.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2731655061596143,0.5340570433474398,0.5114912527834633,4314.0,1986.0,6300.0,0.8435993572576326,0.6619047619047619,4825.0,0.861139896373057,0.9391095066185319,4155.0,2643.0,0.811577752553916,0.12494172494172494,2145.0
0.48,0.4,0.575,0.35,7468.0,0.7901713979646492,0.6517326732673268,0.7125201504567437,0.6821264118620352,0.6501071237279057,0.6709032367395357,0.6846297237756312,0.31537027622436875,0.48,0.4,5901.0,4040.0,1861.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2700856989823246,0.5099439670112417,0.5296379925137354,4040.0,1861.0,5901.0,0.7901713979646492,0.6709032367395357,4825.0,0.8221761658031088,0.9836148222838417,3967.0,2643.0,0.7317442300416194,0.029472595656670115,1934.0
0.48,0.4,0.575,0.375,7468.0,0.7915104445634709,0.6517326732673268,0.7113842864778194,0.6815584798725731,0.6501071237279057,0.6706141092877685,0.6834714938250719,0.3165285061749281,0.48,0.4,5911.0,4040.0,1871.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27008569898232454,0.5106000125250421,0.5289574860107908,4040.0,1871.0,5911.0,0.7915104445634709,0.6706141092877685,4825.0,0.8232124352331606,0.9823766364551864,3972.0,2643.0,0.7336360196746122,0.03197524497163486,1939.0
0.48,0.4,0.575,0.4,7468.0,0.7961971076593466,0.6517326732673268,0.7103882476390346,0.6810604604531807,0.6501071237279057,0.670534813319879,0.6794483686511941,0.32055163134880593,0.48,0.4,5946.0,4040.0,1906.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2715586502410285,0.5121710931994884,0.5302108101115687,4040.0,1906.0,5946.0,0.7961971076593466,0.670534813319879,4825.0,0.825699481865285,0.9794176706827309,3984.0,2643.0,0.7423382519863791,0.04332313965341488,1962.0
0.48,0.4,0.575,0.425,7468.0,0.8007498660953402,0.6517326732673268,0.709278350515464,0.6805055118913954,0.6501071237279057,0.6704013377926421,0.6755852842809364,0.32441471571906355,0.48,0.4,5980.0,4040.0,1940.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27289769683985,0.5137373693121273,0.5312007907955937,4040.0,1940.0,5980.0,0.8007498660953402,0.6704013377926421,4825.0,0.8281865284974094,0.9764764764764765,3996.0,2643.0,0.7506621263715475,0.053931451612903226,1984.0
0.48,0.4,0.575,0.45,7468.0,0.8049009105516872,0.6517326732673268,0.7062404870624048,0.6789865801648658,0.6501071237279057,0.6696057228414574,0.6721011478955249,0.3278988521044751,0.48,0.4,6011.0,4040.0,1971.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27303160149973227,0.5156885247181456,0.5294506051864548,4040.0,1971.0,6011.0,0.8049009105516872,0.6696057228414574,4825.0,0.8312953367875647,0.9728247319870357,4011.0,2643.0,0.7567158531971245,0.0615,2000.0
0.48,0.4,0.575,0.475,7468.0,0.8065077664702731,0.6517326732673268,0.7044881492687847,0.6781104112680557,0.6501071237279057,0.6691017765233273,0.670762078698323,0.3292379213016769,0.48,0.4,6023.0,4040.0,1983.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2727637921799679,0.5165965419407612,0.5280015835089467,4040.0,1983.0,6023.0,0.8065077664702731,0.6691017765233273,4825.0,0.8327461139896373,0.9711299153807864,4018.0,2643.0,0.7586076428301173,0.06384039900249376,2005.0
0.48,0.4,0.575,0.5,7468.0,0.8069094804499196,0.6517326732673268,0.7044310171198389,0.6780818451935828,0.6501071237279057,0.6691005642217059,0.6704281447062728,0.3295718552937272,0.48,0.4,6026.0,4040.0,1986.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27289769683985,0.5167261284326881,0.528128309802316,4040.0,1986.0,6026.0,0.8069094804499196,0.6691005642217059,4825.0,0.8329533678756477,0.9708882806668325,4019.0,2643.0,0.7593643586833144,0.06477329347284504,2007.0
0.48,0.4,0.6,0.35,7468.0,0.7787895018746652,0.6573957016434893,0.7125201504567437,0.6849579260501164,0.6501071237279057,0.6750343878954608,0.6800206327372765,0.3199793672627235,0.48,0.4,5816.0,3955.0,1861.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27262988752008566,0.5030703799442875,0.5419319013579731,3955.0,1861.0,5816.0,0.7787895018746652,0.6750343878954608,4825.0,0.81139896373057,0.9966794380587484,3915.0,2643.0,0.7192584184638668,0.01262493424513414,1901.0
0.48,0.4,0.6,0.375,7468.0,0.7801285484734869,0.6573957016434893,0.7113842864778194,0.6843899940606544,0.6501071237279057,0.6747339512530037,0.6788534157226227,0.3211465842773773,0.48,0.4,5826.0,3955.0,1871.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27262988752008566,0.50373537743214,0.5412164793941092,3955.0,1871.0,5826.0,0.7801285484734869,0.6747339512530037,4825.0,0.8124352331606217,0.9954081632653061,3920.0,2643.0,0.7211502080968596,0.015215110178384051,1906.0
0.48,0.4,0.6,0.4,7468.0,0.7848152115693626,0.6573957016434893,0.7103882476390346,0.683891974641262,0.6501071237279057,0.6746289029175908,0.674799522265825,0.32520047773417504,0.48,0.4,5861.0,3955.0,1906.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27410283877878944,0.5053278009325101,0.5424258041472722,3955.0,1906.0,5861.0,0.7848152115693626,0.6746289029175908,4825.0,0.8149222797927461,0.9923702950152594,3932.0,2643.0,0.7298524404086265,0.02695697252462416,1929.0
0.48,0.4,0.6,0.425,7468.0,0.7893679700053562,0.6573957016434893,0.709278350515464,0.6833370260794767,0.6501071237279057,0.6744698897370653,0.6709075487701441,0.3290924512298558,0.48,0.4,5895.0,3955.0,1940.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2754418853776112,0.50691522201831,0.5433687398080584,3955.0,1940.0,5895.0,0.7893679700053562,0.6744698897370653,4825.0,0.8174093264248705,0.9893509127789046,3944.0,2643.0,0.738176314793795,0.037929267042542285,1951.0
0.48,0.4,0.6,0.45,7468.0,0.7935190144617033,0.6573957016434893,0.7062404870624048,0.681818094352947,0.6501071237279057,0.6736415794802565,0.6673979075261559,0.3326020924738441,0.48,0.4,5926.0,3955.0,1971.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2755757900374933,0.5088925350327954,0.5415205982923956,3955.0,1971.0,5926.0,0.7935190144617033,0.6736415794802565,4825.0,0.8205181347150259,0.9856024248547613,3959.0,2643.0,0.7442300416193719,0.045754956786985254,1967.0
0.48,0.4,0.6,0.475,7468.0,0.7951258703802893,0.6573957016434893,0.7044881492687847,0.680941925456137,0.6501071237279057,0.6731222633883462,0.6660491748063321,0.3339508251936679,0.48,0.4,5938.0,3955.0,1983.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.275307980717729,0.5098126566016973,0.5400179402231271,3955.0,1983.0,5938.0,0.7951258703802893,0.6731222633883462,4825.0,0.8219689119170984,0.9838628340897629,3966.0,2643.0,0.7461218312523648,0.048174442190669374,1972.0
0.48,0.4,0.6,0.5,7468.0,0.7955275843599358,0.6573957016434893,0.7044310171198389,0.6809133593816641,0.6501071237279057,0.6731190035347585,0.6657128429557314,0.33428715704426865,0.48,0.4,5941.0,3955.0,1986.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2754418853776112,0.5099439670112416,0.5401414727817325,3955.0,1986.0,5941.0,0.7955275843599358,0.6731190035347585,4825.0,0.8221761658031088,0.9836148222838417,3967.0,2643.0,0.7468785471055619,0.04913880445795339,1974.0
0.48,0.4,0.625,0.35,7468.0,0.775307980717729,0.6579282260117079,0.7125201504567437,0.6852241882342258,0.6501071237279057,0.6754749568221071,0.6785837651122625,0.32141623488773746,0.48,0.4,5790.0,3929.0,1861.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2720942688805571,0.5016042821972176,0.5424480582356288,3929.0,1861.0,5790.0,0.775307980717729,0.6754749568221071,4825.0,0.809119170984456,0.9994877049180327,3904.0,2643.0,0.7135830495648884,0.004772004241781549,1886.0
0.48,0.4,0.625,0.375,7468.0,0.7766470273165507,0.6579282260117079,0.7113842864778194,0.6846562562447636,0.6501071237279057,0.6751724137931034,0.6774137931034483,0.3225862068965517,0.48,0.4,5800.0,3929.0,1871.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27209426888055704,0.5022712207741916,0.5417277710260922,3929.0,1871.0,5800.0,0.7766470273165507,0.6751724137931034,4825.0,0.8101554404145078,0.998209260680481,3909.0,2643.0,0.7154748391978812,0.007403490216816499,1891.0
0.48,0.4,0.625,0.4,7468.0,0.7813336904124264,0.6579282260117079,0.7103882476390346,0.6841582368253712,0.6501071237279057,0.675064267352185,0.673350471293916,0.326649528706084,0.48,0.4,5835.0,3929.0,1906.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2735672201392608,0.5038682716113239,0.5429340078596699,3929.0,1906.0,5835.0,0.7813336904124264,0.675064267352185,4825.0,0.8126424870466321,0.9951542973731191,3921.0,2643.0,0.7241770715096482,0.019331243469174503,1914.0
0.48,0.4,0.625,0.425,7468.0,0.78588644884842,0.6579282260117079,0.709278350515464,0.6836032882635859,0.6501071237279057,0.674902027602658,0.6694496507071052,0.3305503492928949,0.48,0.4,5869.0,3929.0,1940.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27490626673808255,0.5054602764364068,0.5438731381152742,3929.0,1940.0,5869.0,0.78588644884842,0.674902027602658,4825.0,0.8151295336787565,0.9921179760996695,3933.0,2643.0,0.7325009458948165,0.030475206611570247,1936.0
0.48,0.4,0.625,0.45,7468.0,0.790037493304767,0.6579282260117079,0.7062404870624048,0.6820843565370563,0.6501071237279057,0.6740677966101695,0.6659322033898305,0.3340677966101695,0.48,0.4,5900.0,3929.0,1971.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2750401713979646,0.507443258851077,0.5420116763807136,3929.0,1971.0,5900.0,0.790037493304767,0.6740677966101695,4825.0,0.8182383419689119,0.9883485309017224,3948.0,2643.0,0.7385546727203935,0.038422131147540985,1952.0
0.48,0.4,0.625,0.475,7468.0,0.791644349223353,0.6579282260117079,0.7044881492687847,0.6812081876402463,0.6501071237279057,0.6735453315290933,0.6645805142083897,0.3354194857916103,0.48,0.4,5912.0,3929.0,1983.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2747723620782003,0.5083660035570596,0.5405010566316509,3929.0,1983.0,5912.0,0.791644349223353,0.6735453315290933,4825.0,0.8196891191709844,0.9865992414664981,3955.0,2643.0,0.7404464623533863,0.040878896269800714,1957.0
0.48,0.4,0.625,0.5,7468.0,0.7920460632029994,0.6579282260117079,0.7044310171198389,0.6811796215657734,0.6501071237279057,0.673541842772612,0.6642434488588335,0.33575655114116654,0.48,0.4,5915.0,3929.0,1986.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27490626673808244,0.5084976875389489,0.5406244187040197,3929.0,1986.0,5915.0,0.7920460632029994,0.673541842772612,4825.0,0.8198963730569948,0.9863498483316482,3956.0,2643.0,0.7412031782065834,0.04185809086268504,1959.0
0.48,0.4,0.65,0.35,7468.0,0.7743706480985538,0.6575726670066293,0.7125201504567437,0.6850464087316865,0.6501071237279057,0.6752550579284109,0.6781947086287394,0.32180529137126057,0.48,0.4,5783.0,3922.0,1861.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27142474558114627,0.5014707880412416,0.5412573415120323,3922.0,1861.0,5783.0,0.7743706480985538,0.6752550579284109,4825.0,0.8089119170984456,0.9997437868306431,3903.0,2643.0,0.7113129020052971,0.0015957446808510637,1880.0
0.48,0.4,0.65,0.375,7468.0,0.7757096946973755,0.6575726670066293,0.7113842864778194,0.6844784767422243,0.6501071237279057,0.6749525289142068,0.6770239944760919,0.32297600552390815,0.48,0.4,5793.0,3922.0,1871.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27142474558114615,0.5021379039249225,0.5405382534550278,3922.0,1871.0,5793.0,0.7757096946973755,0.6749525289142068,4825.0,0.8099481865284974,0.9984646878198568,3908.0,2643.0,0.7132046916382898,0.004244031830238726,1885.0
0.48,0.4,0.65,0.4,7468.0,0.7803963577932512,0.6575726670066293,0.7103882476390346,0.683980457322832,0.6501071237279057,0.6748455730954015,0.6729581331503088,0.32704186684969117,0.48,0.4,5828.0,3922.0,1906.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.27289769683985,0.50373537743214,0.5417481262304492,3922.0,1906.0,5828.0,0.7803963577932512,0.6748455730954015,4825.0,0.8124352331606217,0.9954081632653061,3920.0,2643.0,0.7219069239500567,0.016247379454926623,1908.0
0.48,0.4,0.65,0.425,7468.0,0.7849491162292448,0.6575726670066293,0.709278350515464,0.6834255087610466,0.6501071237279057,0.6746844080518595,0.6690549300580007,0.3309450699419993,0.48,0.4,5862.0,3922.0,1940.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2742367434386717,0.5053278009325101,0.5426907898845207,3922.0,1940.0,5862.0,0.7849491162292448,0.6746844080518595,4825.0,0.8149222797927461,0.9923702950152594,3932.0,2643.0,0.7302307983352251,0.027461139896373058,1930.0
0.48,0.4,0.65,0.45,7468.0,0.7891001606855919,0.6575726670066293,0.7062404870624048,0.6819065770345171,0.6501071237279057,0.673850330901069,0.6655353809604616,0.33446461903953845,0.48,0.4,5893.0,3922.0,1971.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2743706480985538,0.507311301168739,0.5408329115997639,3922.0,1971.0,5893.0,0.7891001606855919,0.673850330901069,4825.0,0.8180310880829016,0.988598935900684,3947.0,2643.0,0.7362845251608021,0.03545734840698869,1946.0
0.48,0.4,0.65,0.475,7468.0,0.7907070166041779,0.6575726670066293,0.7044881492687847,0.681030408137707,0.6501071237279057,0.6733276883996613,0.6641828958509738,0.33581710414902627,0.48,0.4,5905.0,3922.0,1983.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2741028387787895,0.5082342854557278,0.5393237855509977,3922.0,1983.0,5905.0,0.7907070166041779,0.6733276883996613,4825.0,0.8194818652849741,0.986848760748609,3954.0,2643.0,0.738176314793795,0.037929267042542285,1951.0
0.48,0.4,0.65,0.5,7468.0,0.7911087305838244,0.6575726670066293,0.7044310171198389,0.6810018420632341,0.6501071237279057,0.6733243060257278,0.6638456330399458,0.3361543669600542,0.48,0.4,5908.0,3922.0,1986.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2742367434386716,0.5083660035570596,0.5394474483341232,3922.0,1986.0,5908.0,0.7911087305838244,0.6733243060257278,4825.0,0.8196891191709844,0.9865992414664981,3955.0,2643.0,0.738933030646992,0.03891449052739376,1953.0
0.48,0.425,0.5,0.35,7468.0,0.9769683985002678,0.6123617693522907,0.6948924731182796,0.6536271212352851,0.6501071237279057,0.637609649122807,0.694078947368421,0.3059210526315789,0.48,0.425,7296.0,5064.0,2232.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.26888055704338515,0.5950158995593658,0.4518880205428165,5064.0,2232.0,7296.0,0.9769683985002678,0.637609649122807,4825.0,0.9840414507772021,0.8692080876158382,4748.0,2643.0,0.9640559969731366,0.20604395604395603,2548.0
0.48,0.425,0.5,0.375,7468.0,0.9783074450990894,0.6123617693522907,0.6940231935771632,0.653192481464727,0.6501071237279057,0.6374212975636463,0.6931289351218177,0.30687106487818233,0.48,0.425,7306.0,5064.0,2242.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.26888055704338504,0.5955782434137871,0.45146134872589055,5064.0,2242.0,7306.0,0.9783074450990894,0.6374212975636463,4825.0,0.9850777202072539,0.8682937092362718,4753.0,2643.0,0.9659477866061293,0.20759890325107716,2553.0
0.48,0.425,0.5,0.4,7468.0,0.9829941081949651,0.6123617693522907,0.6934563021519543,0.6529090357521226,0.6501071237279057,0.6375153248876175,0.6898242746219861,0.3101757253780139,0.48,0.425,7341.0,5064.0,2277.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.270353508302089,0.5969257072253114,0.45290980942799847,5064.0,2277.0,7341.0,0.9829941081949651,0.6375153248876175,4825.0,0.9875647668393782,0.8661070304302203,4765.0,2643.0,0.9746500189178964,0.21467391304347827,2576.0
