value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,1202,1.0,0.0,0.3285912871360779,0.3196483850479126,0.07543879747390747,0.0,0.0,0.0,0.0
0.10_0.20,1797,0.9838619922092376,0.016138007790762382,0.24680723249912262,0.2362087219953537,-0.03695164620876312,0.04695165157318115,0.0,0.0,0.010815855860710119
0.20_0.30,2165,0.874364896073903,0.125635103926097,0.1430560052394867,0.1267954707145691,-0.10902273654937744,0.11902272701263428,0.012129649519920377,0.03609004318714138,0.08175561726093293
0.30_0.40,2451,0.6801305589555283,0.3198694410444716,0.07258965075016022,0.05433553457260132,-0.19058135151863098,0.20058134198188782,0.061243653297424316,0.08776481449604034,0.1319475919008255
0.40_0.50,2479,0.5623235175473982,0.4376764824526019,0.03479941189289093,0.022872060537338257,-0.2939276099205017,0.30392760038375854,0.08267593383789067,0.10811952054500579,0.17552976131439182
0.50_0.60,2433,0.4332100287710645,0.5667899712289355,0.0025936695747077465,-0.0027654170989990234,-0.28391680121421814,0.293916791677475,0.10320054292678836,0.13365066051483154,0.19851780056953422
0.60_0.70,1769,0.30864895421141886,0.6913510457885811,-0.023422664031386375,-0.02347886562347412,-0.48925352096557617,0.499253511428833,0.12275117635726929,0.15869247913360593,0.27015450596809315
0.70_0.80,956,0.20397489539748953,0.7960251046025104,-0.04021395370364189,-0.035337626934051514,-0.4682779014110565,0.47827789187431335,0.12427061796188354,0.15401828289031982,0.3262130036950114
0.80_0.90,357,0.05322128851540616,0.9467787114845938,-0.07031150907278061,-0.05367100238800049,-0.565140962600708,0.5751409530639648,0.14135718345642095,0.19122912883758525,0.4833258903026581
0.90_1.00,48,0.0,1.0,-0.1611863374710083,-0.09459176659584045,-0.716178297996521,0.7261782884597778,0.4298923134803772,0.5885606706142424,0.6949006772041322
