epoch,loss,train_sample_count,train_mean_gap,train_median_gap,train_min_gap,train_violation_rate,train_max_violation,train_p90_violation,train_p95_violation,train_p99_violation,train_coverage,validation_sample_count,validation_mean_gap,validation_median_gap,validation_min_gap,validation_violation_rate,validation_max_violation,validation_p90_violation,validation_p95_violation,validation_p99_violation,validation_coverage
1,0.19651703440373944,15657.0,0.09351637214422226,0.06337884068489075,-0.5060758590698242,0.39733026761193074,0.516075849533081,0.13721981644630432,0.17390698194503784,0.2474210411310196,0.6026697323880692,7432.0,0.07462909817695618,0.0473453551530838,-0.4076464772224426,0.43783638320775026,0.41764646768569946,0.174399733543396,0.21412646770477295,0.2842749357223511,0.5621636167922497
2,0.18093654224949499,15657.0,0.10254190862178802,0.06869763135910034,-0.4718303084373474,0.3788720700006387,0.48183029890060425,0.11673534661531448,0.15053890645503998,0.21797911822795868,0.6211279299993613,7432.0,0.08589089661836624,0.05850672721862793,-0.4605989456176758,0.418729817007535,0.4705989360809326,0.15478941798210144,0.18966542184352875,0.2649497985839844,0.581270182992465
3,0.17237310880614864,15657.0,0.0903424546122551,0.05549609661102295,-0.5342200398445129,0.39675544484894937,0.5442200303077698,0.11297694593667984,0.14931276440620422,0.22146934270858765,0.6032445551510507,7432.0,0.07468686252832413,0.050169095396995544,-0.4816432595252991,0.4313778256189451,0.4916432499885559,0.16113415360450745,0.2024928331375122,0.2793637812137604,0.5686221743810549
4,0.16045311093330383,15657.0,0.0823085606098175,0.04989667236804962,-0.6088287234306335,0.3937535926422686,0.6188287138938904,0.10450207442045212,0.1409514844417572,0.22094260156154633,0.6062464073577314,7432.0,0.06809365749359131,0.04246459901332855,-0.610166072845459,0.432454251883746,0.6201660633087158,0.15578746795654297,0.1997794657945633,0.27247726917266846,0.567545748116254
5,0.14467426701899497,15657.0,0.07736712694168091,0.043190330266952515,-0.666706383228302,0.4036533180047263,0.6767063736915588,0.09692694246768951,0.12966157495975494,0.20896394550800323,0.5963466819952736,7432.0,0.06188427284359932,0.032463014125823975,-0.6911015510559082,0.4471205597416577,0.701101541519165,0.14751780033111572,0.18688973784446716,0.2731153964996338,0.5528794402583423
6,0.1394187375422447,15657.0,0.08341148495674133,0.04691104590892792,-0.716178297996521,0.37804177045410997,0.7261782884597778,0.08342266082763672,0.11231257021427155,0.19093738496303558,0.62195822954589,7432.0,0.07565479725599289,0.04715016484260559,-0.6748136878013611,0.41805705059203446,0.6848136782646179,0.12792526185512543,0.1655002385377884,0.24043689668178558,0.5819429494079655
7,0.1327496937686397,15657.0,0.06707923114299774,0.030895844101905823,-0.6877759099006653,0.43035064188541866,0.6977759003639221,0.09450387209653854,0.12755832076072693,0.2107466161251068,0.5696493581145813,7432.0,0.05413051322102547,0.026873797178268433,-0.7457455992698669,0.46407427341227125,0.7557455897331238,0.1533338874578476,0.19436687231063843,0.28692683577537537,0.5359257265877287
8,0.1282276963033984,15657.0,0.06098098307847977,0.023086488246917725,-0.7006213665008545,0.45909178003448936,0.7106213569641113,0.09436139464378357,0.12390639632940292,0.19971206784248352,0.5409082199655106,7432.0,0.0548148937523365,0.025825083255767822,-0.6861481666564941,0.46367061356297096,0.696148157119751,0.15132535994052887,0.19050513207912445,0.2729230523109436,0.5363293864370291
9,0.12458911297782775,15657.0,0.06836288422346115,0.030142635107040405,-0.695300817489624,0.4275403972663984,0.7053008079528809,0.08360826969146729,0.11080750077962875,0.18455490469932556,0.5724596027336016,7432.0,0.06047126650810242,0.03232206404209137,-0.7262701392173767,0.45061894510226047,0.7362701296806335,0.14747758209705353,0.18784691393375397,0.2634609639644623,0.5493810548977395
10,0.1208828694878086,15657.0,0.061722587794065475,0.023458480834960938,-0.7222604751586914,0.44504055693938815,0.7322604656219482,0.08539333939552307,0.11331276595592499,0.18826565146446228,0.5549594430606118,7432.0,0.05150974541902542,0.021726161241531372,-0.7675124406814575,0.4701291711517761,0.7775124311447144,0.15650290250778198,0.20111331343650818,0.28308457136154175,0.5298708288482239
