value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,1202,1.0,0.0,0.5466078519821167,0.5293748378753662,0.3609071969985962,0.0,0.0,0.0,0.0
0.10_0.20,1797,1.0,0.0,0.4528322219848633,0.43696269392967224,0.2689559757709503,0.0,0.0,0.0,0.0
0.20_0.30,2165,1.0,0.0,0.33797451853752136,0.3264593183994293,0.0668225884437561,0.0,0.0,0.0,0.0
0.30_0.40,2451,1.0,0.0,0.22246894240379333,0.2098945677280426,0.042468637228012085,0.0,0.0,0.0,0.0
0.40_0.50,2479,0.9673255344897136,0.0326744655102864,0.12668371200561523,0.11155778169631958,-0.03384816646575928,0.04384815692901611,0.0,0.0,0.019134320020675475
0.50_0.60,2433,0.6769420468557337,0.32305795314426633,0.060764946043491364,0.041658997535705566,-0.12962764501571655,0.1396276354789734,0.039890050888061565,0.054577136039733895,0.0850845742225646
0.60_0.70,1769,0.5607687959299039,0.4392312040700961,0.0338083878159523,0.021945536136627197,-0.1733981966972351,0.18339818716049194,0.07045906782150269,0.09268064498901364,0.1378993391990661
0.70_0.80,956,0.5983263598326359,0.401673640167364,0.02034572698175907,0.02637958526611328,-0.27560365200042725,0.2856036424636841,0.07596048712730408,0.11614619195461273,0.19683453142643026
0.80_0.90,357,0.48179271708683474,0.5182072829131653,-0.004980022553354502,0.006024003028869629,-0.3685941696166992,0.37859416007995605,0.07654066085815439,0.1379729390144348,0.3068264865875243
0.90_1.00,48,0.0,1.0,-0.089082270860672,-0.0398811399936676,-0.38964736461639404,0.3996473550796509,0.3207511305809021,0.35610903501510616,0.3887587183713913
