value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,4,1.0,0.0,0.8318760395050049,0.8219960927963257,0.7995247840881348,0.0,0.0,0.0,0.0
0.10_0.20,128,1.0,0.0,0.6081122159957886,0.6516237258911133,0.023541927337646484,0.0,0.0,0.0,0.0
0.20_0.30,764,0.9070680628272252,0.09293193717277487,0.31106871366500854,0.2858400046825409,-0.28571397066116333,0.29571396112442017,0.0,0.03628325462341309,0.11672576785087596
0.30_0.40,1998,0.8278278278278278,0.17217217217217218,0.2110028713941574,0.16546766459941864,-0.2755160331726074,0.28551602363586426,0.027366715669631954,0.05218726694583891,0.10852627694606776
0.40_0.50,3077,0.8189795255118621,0.1810204744881378,0.20518071949481964,0.17383825778961182,-0.38964736461639404,0.3996473550796509,0.030052244663238532,0.05967372655868529,0.11409299135208074
0.50_0.55,1518,0.8465085638998683,0.15349143610013175,0.22711151838302612,0.22126108407974243,-0.21204149723052979,0.22204148769378662,0.02717982530593872,0.05507770031690593,0.1001179391145703
0.55_0.60,1521,0.8698224852071006,0.1301775147928994,0.22527232766151428,0.21747851371765137,-0.3321070075035095,0.34210699796676636,0.013025403022766113,0.04728478193283081,0.1217439651489257
0.60_0.65,1407,0.8933901918976546,0.10660980810234541,0.2170548141002655,0.20891079306602478,-0.3536486029624939,0.36364859342575073,0.0027100443840026942,0.03493234515190126,0.10864421844482453
0.65_0.70,1360,0.8926470588235295,0.10735294117647058,0.20604848861694336,0.1819433718919754,-0.3297300338745117,0.33973002433776855,0.005414932966232337,0.03716262280941007,0.08784551322460188
0.70_0.80,2296,0.8715156794425087,0.1284843205574913,0.18168483674526215,0.15072494745254517,-0.3685941696166992,0.37859416007995605,0.013370752334594727,0.039364635944366455,0.0917008399963382
0.80_0.90,1231,0.843216896831844,0.15678310316815597,0.1471148282289505,0.09798610210418701,-0.1361963152885437,0.14619630575180054,0.018011093139648438,0.03551098704338074,0.0683578222990036
0.90_1.00,353,0.7903682719546742,0.2096317280453258,0.11283769458532333,0.06539285182952881,-0.07539033889770508,0.08539032936096191,0.028718006610870365,0.04328382015228269,0.06614438772201549
