t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count,constraint_satisfied,objective,hard_constraint
0.5,0.05,7079.0,0.5454160192117531,0.560994560994561,0.0,0.2804972804972805,0.5495126430286764,0.560994560994561,1.0,0.0,0.5,0.05,3861.0,3861.0,0.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06653482130244388,0.4893266791772697,0.1359721922669582,3861.0,0.0,3861.0,0.5454160192117531,0.560994560994561,4565.0,0.5507119386637459,0.6073985680190931,2514.0,2514.0,0.535799522673031,0.47438752783964366,1347.0,,,
0.5,0.07,7079.0,0.5454160192117531,0.560994560994561,0.0,0.2804972804972805,0.5495126430286764,0.560994560994561,1.0,0.0,0.5,0.07,3861.0,3861.0,0.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06653482130244388,0.4893266791772697,0.1359721922669582,3861.0,0.0,3861.0,0.5454160192117531,0.560994560994561,4565.0,0.5507119386637459,0.6073985680190931,2514.0,2514.0,0.535799522673031,0.47438752783964366,1347.0,,,
0.5,0.09,7079.0,0.5454160192117531,0.560994560994561,0.0,0.2804972804972805,0.5495126430286764,0.560994560994561,1.0,0.0,0.5,0.09,3861.0,3861.0,0.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06653482130244388,0.4893266791772697,0.1359721922669582,3861.0,0.0,3861.0,0.5454160192117531,0.560994560994561,4565.0,0.5507119386637459,0.6073985680190931,2514.0,2514.0,0.535799522673031,0.47438752783964366,1347.0,,,
0.5,0.11,7079.0,0.5454160192117531,0.560994560994561,0.0,0.2804972804972805,0.5495126430286764,0.560994560994561,1.0,0.0,0.5,0.11,3861.0,3861.0,0.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06653482130244388,0.4893266791772697,0.1359721922669582,3861.0,0.0,3861.0,0.5454160192117531,0.560994560994561,4565.0,0.5507119386637459,0.6073985680190931,2514.0,2514.0,0.535799522673031,0.47438752783964366,1347.0,,,
0.5,0.13,7079.0,0.5454160192117531,0.560994560994561,0.0,0.2804972804972805,0.5495126430286764,0.560994560994561,1.0,0.0,0.5,0.13,3861.0,3861.0,0.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06653482130244388,0.4893266791772697,0.1359721922669582,3861.0,0.0,3861.0,0.5454160192117531,0.560994560994561,4565.0,0.5507119386637459,0.6073985680190931,2514.0,2514.0,0.535799522673031,0.47438752783964366,1347.0,,,
0.5,0.15,7079.0,0.5454160192117531,0.560994560994561,0.0,0.2804972804972805,0.5495126430286764,0.560994560994561,1.0,0.0,0.5,0.15,3861.0,3861.0,0.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06653482130244388,0.4893266791772697,0.1359721922669582,3861.0,0.0,3861.0,0.5454160192117531,0.560994560994561,4565.0,0.5507119386637459,0.6073985680190931,2514.0,2514.0,0.535799522673031,0.47438752783964366,1347.0,,,
0.5,0.17,7079.0,0.5454160192117531,0.560994560994561,0.0,0.2804972804972805,0.5495126430286764,0.560994560994561,1.0,0.0,0.5,0.17,3861.0,3861.0,0.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06653482130244388,0.4893266791772697,0.1359721922669582,3861.0,0.0,3861.0,0.5454160192117531,0.560994560994561,4565.0,0.5507119386637459,0.6073985680190931,2514.0,2514.0,0.535799522673031,0.47438752783964366,1347.0,,,
0.5,0.19,7079.0,0.5455572821019918,0.560994560994561,1.0,0.7804972804972805,0.5495126430286764,0.5611082340756085,0.9997410668047644,0.0002589331952356292,0.5,0.19,3862.0,3861.0,1.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.0666760841926826,0.4893266791772697,0.13626088057325744,3861.0,1.0,3862.0,0.5455572821019918,0.5611082340756085,4565.0,0.5507119386637459,0.6073985680190931,2514.0,2514.0,0.5361972951471758,0.47477744807121663,1348.0,,,
0.5,0.21,7079.0,0.5455572821019918,0.560994560994561,1.0,0.7804972804972805,0.5495126430286764,0.5611082340756085,0.9997410668047644,0.0002589331952356292,0.5,0.21,3862.0,3861.0,1.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.0666760841926826,0.4893266791772697,0.13626088057325744,3861.0,1.0,3862.0,0.5455572821019918,0.5611082340756085,4565.0,0.5507119386637459,0.6073985680190931,2514.0,2514.0,0.5361972951471758,0.47477744807121663,1348.0,,,
0.5,0.23,7079.0,0.5456985449922306,0.560994560994561,1.0,0.7804972804972805,0.5495126430286764,0.5612218483044266,0.9994822676676158,0.0005177323323841574,0.5,0.23,3863.0,3861.0,2.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06681734708292127,0.48932667917726974,0.13654956887955655,3861.0,2.0,3863.0,0.5456985449922306,0.5612218483044266,4565.0,0.5509309967141293,0.6075546719681909,2515.0,2514.0,0.5361972951471758,0.47477744807121663,1348.0,,,
0.5,0.25,7079.0,0.5461223336629467,0.560994560994561,0.8,0.6804972804972805,0.5495126430286764,0.5613036730470771,0.9987066735644077,0.0012933264355923435,0.5,0.25,3866.0,3861.0,5.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06695860997316003,0.489471002046999,0.13679790977021078,3861.0,5.0,3866.0,0.5461223336629467,0.5613036730470771,4565.0,0.551369112814896,0.6078665077473182,2517.0,2514.0,0.5365950676213206,0.4744255003706449,1349.0,,,
0.5,0.27,7079.0,0.5469699110043792,0.560994560994561,0.7272727272727273,0.6441336441336442,0.5495126430286764,0.5614669421487604,0.9971590909090909,0.002840909090909091,0.5,0.27,3872.0,3861.0,11.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06724113575363756,0.4897595201988123,0.13729418823005582,3861.0,11.0,3872.0,0.5469699110043792,0.5614669421487604,4565.0,0.552026286966046,0.6083333333333333,2520.0,2514.0,0.5377883850437549,0.47411242603550297,1352.0,,,
0.5,0.29,7079.0,0.5481000141262891,0.560994560994561,0.7368421052631579,0.6489183331288595,0.5495126430286764,0.5618556701030928,0.9951030927835052,0.004896907216494845,0.5,0.29,3880.0,3861.0,19.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06780618731459247,0.4900478684841393,0.138366456983757,3861.0,19.0,3880.0,0.5481000141262891,0.5618556701030928,4565.0,0.5531215772179627,0.6091089108910891,2525.0,2514.0,0.5389817024661894,0.4738007380073801,1355.0,,,
0.5,0.31,7079.0,0.5505014832603475,0.560994560994561,0.7222222222222222,0.6416083916083917,0.5495126430286764,0.5624839620220683,0.9907621247113164,0.009237875288683603,0.5,0.31,3897.0,3861.0,36.0,0.5714509643154536,0.24523546758016668,0.6834418903794967,0.06879502754626364,0.4907679979960408,0.14017830793200708,3861.0,36.0,3897.0,0.5505014832603475,0.5624839620220683,4565.0,0.555750273822563,0.6105636578636184,2537.0,2514.0,0.5409705648369133,0.4727941176470588,1360.0,,,
