t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count,constraint_satisfied,objective,hard_constraint
0.5,0.05,7433.0,0.5441948069420154,0.5597033374536465,0.0,0.27985166872682327,0.548903538275259,0.5597033374536465,1.0,0.0,0.5,0.05,4045.0,4045.0,0.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06498049239876234,0.4894968409209875,0.13274956438227806,4045.0,0.0,4045.0,0.5441948069420154,0.5597033374536465,4801.0,0.5473859612580713,0.6095890410958904,2628.0,2632.0,0.5383738601823708,0.4671841919548342,1417.0,,,
0.5,0.07,7433.0,0.5441948069420154,0.5597033374536465,0.0,0.27985166872682327,0.548903538275259,0.5597033374536465,1.0,0.0,0.5,0.07,4045.0,4045.0,0.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06498049239876234,0.4894968409209875,0.13274956438227806,4045.0,0.0,4045.0,0.5441948069420154,0.5597033374536465,4801.0,0.5473859612580713,0.6095890410958904,2628.0,2632.0,0.5383738601823708,0.4671841919548342,1417.0,,,
0.5,0.09,7433.0,0.5441948069420154,0.5597033374536465,0.0,0.27985166872682327,0.548903538275259,0.5597033374536465,1.0,0.0,0.5,0.09,4045.0,4045.0,0.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06498049239876234,0.4894968409209875,0.13274956438227806,4045.0,0.0,4045.0,0.5441948069420154,0.5597033374536465,4801.0,0.5473859612580713,0.6095890410958904,2628.0,2632.0,0.5383738601823708,0.4671841919548342,1417.0,,,
0.5,0.11,7433.0,0.5441948069420154,0.5597033374536465,0.0,0.27985166872682327,0.548903538275259,0.5597033374536465,1.0,0.0,0.5,0.11,4045.0,4045.0,0.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06498049239876234,0.4894968409209875,0.13274956438227806,4045.0,0.0,4045.0,0.5441948069420154,0.5597033374536465,4801.0,0.5473859612580713,0.6095890410958904,2628.0,2632.0,0.5383738601823708,0.4671841919548342,1417.0,,,
0.5,0.13,7433.0,0.5441948069420154,0.5597033374536465,0.0,0.27985166872682327,0.548903538275259,0.5597033374536465,1.0,0.0,0.5,0.13,4045.0,4045.0,0.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06498049239876234,0.4894968409209875,0.13274956438227806,4045.0,0.0,4045.0,0.5441948069420154,0.5597033374536465,4801.0,0.5473859612580713,0.6095890410958904,2628.0,2632.0,0.5383738601823708,0.4671841919548342,1417.0,,,
0.5,0.15,7433.0,0.5441948069420154,0.5597033374536465,0.0,0.27985166872682327,0.548903538275259,0.5597033374536465,1.0,0.0,0.5,0.15,4045.0,4045.0,0.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06498049239876234,0.4894968409209875,0.13274956438227806,4045.0,0.0,4045.0,0.5441948069420154,0.5597033374536465,4801.0,0.5473859612580713,0.6095890410958904,2628.0,2632.0,0.5383738601823708,0.4671841919548342,1417.0,,,
0.5,0.17,7433.0,0.5441948069420154,0.5597033374536465,0.0,0.27985166872682327,0.548903538275259,0.5597033374536465,1.0,0.0,0.5,0.17,4045.0,4045.0,0.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06498049239876234,0.4894968409209875,0.13274956438227806,4045.0,0.0,4045.0,0.5441948069420154,0.5597033374536465,4801.0,0.5473859612580713,0.6095890410958904,2628.0,2632.0,0.5383738601823708,0.4671841919548342,1417.0,,,
0.5,0.19,7433.0,0.5443293421229651,0.5597033374536465,1.0,0.7798516687268233,0.548903538275259,0.5598121601581809,0.9997528423133959,0.00024715768660405336,0.5,0.19,4046.0,4045.0,1.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06511502757971209,0.4894968409209875,0.13302440820087474,4045.0,1.0,4046.0,0.5443293421229651,0.5598121601581809,4801.0,0.5473859612580713,0.6095890410958904,2628.0,2632.0,0.5387537993920972,0.4675599435825106,1418.0,,,
0.5,0.21,7433.0,0.5443293421229651,0.5597033374536465,1.0,0.7798516687268233,0.548903538275259,0.5598121601581809,0.9997528423133959,0.00024715768660405336,0.5,0.21,4046.0,4045.0,1.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06511502757971209,0.4894968409209875,0.13302440820087474,4045.0,1.0,4046.0,0.5443293421229651,0.5598121601581809,4801.0,0.5473859612580713,0.6095890410958904,2628.0,2632.0,0.5387537993920972,0.4675599435825106,1418.0,,,
0.5,0.23,7433.0,0.544463877303915,0.5597033374536465,1.0,0.7798516687268233,0.548903538275259,0.5599209290832715,0.9995058067704472,0.0004941932295527551,0.5,0.23,4047.0,4045.0,2.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06524956276066186,0.48949684092098755,0.1332992520194715,4045.0,2.0,4047.0,0.544463877303915,0.5599209290832715,4801.0,0.5475942511976671,0.6097375427919361,2629.0,2632.0,0.5387537993920972,0.4675599435825106,1418.0,,,
0.5,0.25,7433.0,0.5448674828467645,0.5597033374536465,0.8,0.6798516687268232,0.548903538275259,0.56,0.9987654320987654,0.0012345679012345679,0.5,0.25,4050.0,4045.0,5.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06538409794161179,0.4896342435457066,0.13353661187610194,4045.0,5.0,4050.0,0.5448674828467645,0.56,4801.0,0.548010831076859,0.6100342075256556,2631.0,2632.0,0.5391337386018237,0.46723044397463004,1419.0,,,
0.5,0.27,7433.0,0.5458092291134131,0.5597033374536465,0.6666666666666666,0.6131850020601566,0.548903538275259,0.5600197190041903,0.9970421493714567,0.0029578506285432584,0.5,0.27,4057.0,4045.0,12.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.0655186331225616,0.4900462202644009,0.13369888474440533,4045.0,12.0,4057.0,0.5458092291134131,0.5600197190041903,4801.0,0.5486357008956467,0.6104783599088838,2634.0,2632.0,0.5406534954407295,0.46661981728742097,1423.0,,,
0.5,0.29,7433.0,0.5470200457419615,0.5597033374536465,0.7142857142857143,0.6369945258696804,0.548903538275259,0.5605017215937039,0.9948352188883424,0.005164781111657649,0.5,0.29,4066.0,4045.0,21.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06619130902731069,0.4903206791043239,0.13499595641820233,4045.0,21.0,4066.0,0.5470200457419615,0.5605017215937039,4801.0,0.5498854405332222,0.6113636363636363,2640.0,2632.0,0.5417933130699089,0.46633941093969145,1426.0,,,
0.5,0.31,7433.0,0.5493071438181084,0.5597033374536465,0.7105263157894737,0.63511482662156,0.548903538275259,0.5611070291452364,0.9906931178055352,0.009306882194464855,0.5,0.31,4083.0,4045.0,38.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06713305529395938,0.49100615501445044,0.13672548624565337,4045.0,38.0,4083.0,0.5493071438181084,0.5611070291452364,4801.0,0.5523849198083732,0.6127450980392157,2652.0,2632.0,0.543693009118541,0.46540880503144655,1431.0,,,
0.5,0.33,7433.0,0.5528050585228037,0.5597033374536465,0.765625,0.6626641687268233,0.548903538275259,0.5629106838646872,0.9844244341688976,0.015575565831102457,0.5,0.33,4109.0,4045.0,64.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.06955468855105605,0.4915538474937144,0.1414996320457963,4045.0,64.0,4109.0,0.5528050585228037,0.5629106838646872,4801.0,0.5573838783586753,0.6150971599402093,2676.0,2632.0,0.5444528875379939,0.46545708304256805,1433.0,,,
0.5,0.35,7433.0,0.5615498452845419,0.5597033374536465,0.751937984496124,0.6558206609748853,0.548903538275259,0.565644465740297,0.9690943938667944,0.03090560613320556,0.5,0.35,4174.0,4045.0,129.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.07372527916050041,0.4938747645527363,0.14927930004131232,4045.0,129.0,4174.0,0.5615498452845419,0.565644465740297,4801.0,0.5673817954592794,0.617474302496329,2724.0,2632.0,0.5509118541033434,0.46827586206896554,1450.0,,,
0.5,0.37,7433.0,0.5705637024081798,0.5597033374536465,0.6989795918367347,0.6293414646451907,0.548903538275259,0.5661400613062957,0.9537844847913228,0.0462155152086772,0.5,0.37,4241.0,4045.0,196.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.07547423651284811,0.4975386748260539,0.1516952155312045,4045.0,196.0,4241.0,0.5705637024081798,0.5661400613062957,4801.0,0.5765465528014997,0.618135838150289,2768.0,2632.0,0.5596504559270516,0.4684317718940937,1473.0,,,
0.5,0.39,7433.0,0.5837481501412619,0.5597033374536465,0.6938775510204082,0.6267904442370273,0.548903538275259,0.5687946531458862,0.9322424521779212,0.06775754782207882,0.5,0.39,4339.0,4045.0,294.0,0.5710453662723802,0.24523751849858738,0.6834452102990449,0.0803175030270416,0.5017123912732375,0.16008674376810417,4045.0,294.0,4339.0,0.5837481501412619,0.5687946531458862,4801.0,0.5900853988752344,0.6201906106600776,2833.0,2632.0,0.5721884498480243,0.4721115537848606,1506.0,,,
