cutoff,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count,constraint_satisfied
0.32,7468.0,0.8911355115158007,0.666937889883374,0.6684636118598383,0.6677007508716062,0.6491697911087306,0.667618332081142,0.5540195341848234,0.4459804658151766,0.32,0.0,6655.0,3687.0,2968.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2987412961971076,0.5442399357446553,0.5489146910697675,3687.0,2968.0,6655.0,0.8911355115158007,0.667618332081142,4825.0,0.9133678756476684,0.977762650329022,4407.0,2643.0,0.8505486189935679,0.059608540925266906,2248.0,
0.325,7468.0,0.8884574183181575,0.6671203048448557,0.6690307328605201,0.6680755188526879,0.6491697911087306,0.667972871137905,0.5537302185380558,0.44626978146194424,0.325,0.0,6635.0,3674.0,2961.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2984734868773433,0.5431316283557855,0.5495417156627533,3674.0,2961.0,6635.0,0.8884574183181575,0.667972871137905,4825.0,0.9110880829015544,0.9777070063694268,4396.0,2643.0,0.8471433976541809,0.05984814649397052,2239.0,
0.33,7468.0,0.886448848419925,0.6670302699754568,0.6688113782593972,0.667920824117427,0.6491697911087306,0.6678247734138972,0.5539274924471299,0.4460725075528701,0.33,0.0,6620.0,3667.0,2953.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2975361542581681,0.5426383206896455,0.5483139375044982,3667.0,2953.0,6620.0,0.886448848419925,0.6678247734138972,4825.0,0.9088082901554404,0.9776510832383124,4385.0,2643.0,0.8456299659477866,0.059955257270693514,2235.0,
0.335,7468.0,0.8845741831815748,0.6678503141218246,0.668590831918506,0.6682205730201654,0.6491697911087306,0.6681804420224039,0.554193157735392,0.4458068422646079,0.335,0.0,6606.0,3661.0,2945.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29753615425816826,0.5417739514425766,0.5491887409239987,3661.0,2945.0,6606.0,0.8845741831815748,0.6681804420224039,4825.0,0.9073575129533679,0.977615349474646,4378.0,2643.0,0.8429814604615967,0.06014362657091562,2228.0,
0.34,7468.0,0.8822978039635779,0.6684916506980564,0.6692779291553134,0.6688847899266849,0.6491697911087306,0.6688420094096221,0.5544088632569434,0.4455911367430566,0.34,0.0,6589.0,3653.0,2936.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2979378682378147,0.5405367405300786,0.551188931108811,3653.0,2936.0,6589.0,0.8822978039635779,0.6688420094096221,4825.0,0.9059067357512953,0.9775795012582933,4371.0,2643.0,0.839197881195611,0.060414788097385035,2218.0,
0.345,7468.0,0.8788162828066417,0.6687740516767454,0.6690598290598291,0.6689169403682873,0.6491697911087306,0.6689014170348926,0.5543196708822185,0.4456803291177815,0.345,0.0,6563.0,3638.0,2925.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29686663095875737,0.5394208245182439,0.5503432894417611,3638.0,2925.0,6563.0,0.8788162828066417,0.6689014170348926,4825.0,0.9023834196891192,0.977491961414791,4354.0,2643.0,0.835792659856224,0.06066093254866455,2209.0,
0.35,7468.0,0.8765399035886449,0.6694237661979597,0.6690647482014388,0.6692442571996993,0.6491697911087306,0.6692636724717385,0.5540788267644363,0.4459211732355637,0.35,0.0,6546.0,3627.0,2919.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2967327262988752,0.5384269575763131,0.5511104563460091,3627.0,2919.0,6546.0,0.8765399035886449,0.6692636724717385,4825.0,0.900518134715026,0.9774453394706559,4345.0,2643.0,0.8327657964434355,0.06088141753748296,2201.0,
0.355,7468.0,0.8738618103910016,0.6694306246545052,0.6681568088033012,0.6687937167289032,0.6491697911087306,0.6688630095004597,0.5543977934416181,0.44560220655838184,0.355,0.0,6526.0,3618.0,2908.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2951258703802893,0.5379293355129057,0.5486331584777623,3618.0,2908.0,6526.0,0.8738618103910016,0.6688630095004597,4825.0,0.8972020725388601,0.9773619773619774,4329.0,2643.0,0.8312523647370412,0.06099226217569413,2197.0,
0.36,7468.0,0.8718532404927691,0.6694375173178165,0.6688490696071675,0.669143293462492,0.6491697911087306,0.6691752418983259,0.5542927353709107,0.4457072646290892,0.36,0.0,6511.0,3609.0,2902.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29499196572040703,0.5370573874235239,0.549274570331487,3609.0,2902.0,6511.0,0.8718532404927691,0.6691752418983259,4825.0,0.8955440414507772,0.9773200647998148,4321.0,2643.0,0.8286038592508513,0.06118721461187215,2190.0,
0.365,7468.0,0.8679700053561864,0.6698244636388966,0.6688558589699274,0.669340161304412,0.6491697911087306,0.6693921629126812,0.5536871336007405,0.4463128663992595,0.365,0.0,6482.0,3589.0,2893.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29405463310123187,0.5356843157378022,0.548932691255349,3589.0,2893.0,6482.0,0.8679700053561864,0.6693921629126812,4825.0,0.8918134715025907,0.9772251917267023,4303.0,2643.0,0.8244419220582672,0.06149609912804038,2179.0,
