variant,coverage,accepted_sample_accuracy,selection_score,utility,accepted_count,target_met
baseline_signal_correctness_selector,0.7122388859132298,0.6849031772889641,0.5559877182450997,0.2633904659882164,5319.0,False
prediction_stack_final_direction,0.7044724156400642,0.6607108914655009,0.46315071915348094,0.22643277986073918,5261.0,False
prediction_stack_follow_relative,0.7062131762185324,0.6552901023890785,0.44454405157336563,0.21933583288698444,5274.0,False
price_only_max_seconds_60,0.7734143240570702,0.566027397260274,0.1762905866438335,0.10213306964260487,5475.0,False
price_only_max_seconds_300,0.7745229776941682,0.5659264399722415,0.17612666299365504,0.10212308519215259,5764.0,False
price_only_max_seconds_90,0.7743845015471545,0.5656706045865184,0.17537582407998586,0.10170859679806268,5756.0,False
