value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,4,1.0,0.0,0.4562215805053711,0.4942091107368469,0.15874017775058746,0.0,0.0,0.0,0.0
0.10_0.20,128,0.7109375,0.2890625,0.07752759754657745,0.07322469353675842,-0.6330997347831726,0.6430997252464294,0.08067216500639914,0.12609727159142492,0.2769930587708954
0.20_0.30,764,0.6020942408376964,0.39790575916230364,0.05625687912106514,0.04822250455617905,-0.797961413860321,0.8079614043235779,0.11749468445777894,0.17327632158994677,0.35550942510366446
0.30_0.40,1998,0.5005005005005005,0.4994994994994995,0.039791278541088104,0.010411128401756287,-0.3756130635738373,0.3856130540370941,0.13340592086315156,0.17439056038856504,0.24008235901594152
0.40_0.50,3077,0.4930126746831329,0.5069873253168671,0.031129799783229828,0.006753578782081604,-0.6289447546005249,0.6389447450637817,0.15581871271133427,0.1964622974395752,0.28794818997383076
0.50_0.55,1518,0.5105401844532279,0.4894598155467721,0.04032927751541138,0.015312105417251587,-0.43277448415756226,0.4427744746208191,0.1420224517583847,0.18525296747684467,0.27115978986024847
0.55_0.60,1521,0.5193951347797502,0.4806048652202498,0.0418856181204319,0.015340447425842285,-0.6468916535377502,0.6568916440010071,0.1361154317855835,0.17558541893959045,0.27222383022308344
0.60_0.65,1407,0.51954513148543,0.48045486851457003,0.04040566086769104,0.01648169755935669,-0.5371075868606567,0.5471075773239136,0.1234151542186737,0.1564863085746766,0.22478011965751654
0.65_0.70,1360,0.5036764705882353,0.4963235294117647,0.04526108130812645,0.011878862977027893,-0.4581339657306671,0.46813395619392395,0.12229893505573278,0.15830491483211512,0.23805672556161947
0.70_0.80,2296,0.5235191637630662,0.4764808362369338,0.05274590477347374,0.018437206745147705,-0.4150480031967163,0.42504799365997314,0.11443233489990234,0.14659876376390457,0.23264559358358425
0.80_0.90,1231,0.50446791226645,0.49553208773354995,0.055197007954120636,0.011467397212982178,-0.22337466478347778,0.23337465524673462,0.10395461320877075,0.12847933173179626,0.17013432383537294
0.90_1.00,353,0.45892351274787535,0.5410764872521246,0.04489266127347946,-0.005418896675109863,-0.17731177806854248,0.18731176853179932,0.09024819135665894,0.10367015600204467,0.1401017141342164
