feature,importance_q50,importance_q60,importance_q70,importance_q80,importance_q90,importance_mean
ret_1_rolling_z_12,0.5997428580049667,0.50064777348978,0.16472939150609214,0.0,0.27647360507472235,0.3083187256151122
micro_ret_5s,0.4241402785742285,0.14748544326528293,0.5403355695609791,0.24388761373850276,0.14410624533275385,0.2999910300943494
p_up,0.3991991952693805,0.1452639716723547,0.7692940257029309,0.08482943968114,0.07952972251358208,0.29562327096787766
ret_1,0.010362505209106492,0.5837273308748345,0.20356413271344878,0.3205668612906698,0.34183263384636814,0.2920106927868856
ret_vol_ratio__ret_1__rv_5,0.13623172280309198,0.17959676198299085,0.18445740209523065,0.3018161700713362,0.643275666711753,0.28907554473288055
ret_relative_volume_product__ret_1__relative_volume_10,0.018662705179667234,0.020923256720925276,0.9820845415977254,0.05913609013531739,0.20969360656871155,0.2581000400404694
htf_range_pos_15m_delta_1,0.269017326387862,0.3469479148277019,0.10226994435423319,0.13741770175310294,0.42025241274182984,0.25518106001294594
ret_efficiency_product__ret_1__efficiency_10,0.6285177664782822,0.04388797615373496,0.35696072015877445,0.218555582604472,0.011586478500970977,0.2519017047792469
prev_bar_body_bps,0.36481891974687286,0.289932886118458,0.05025801636776283,0.08686932390873209,0.37677187323077366,0.23373020387451987
taker_imbalance_zscore_20,0.0,0.39303979142197276,0.6084439534145094,0.11238843403035886,0.0,0.22277443577336822
ret_vol_product__ret_1__rv_30,0.006682626576173616,0.010846454268643385,0.008103956680316913,1.0349751841497334,0.05079140186251988,0.22227992470747746
prev_bar_return,0.170921521073854,0.16190704753881796,0.1897658016211696,0.40937509085374346,0.17326538889562518,0.22104696999664206
abs_ret_mean_5_delta_1,0.038738547446195475,0.1368840199069171,0.18380757189581085,0.40883084342286335,0.32694382270639744,0.21904096107563684
micro_ret_60s,0.3171560424677859,0.3351293916674688,0.1853502652620665,0.15701846122279828,0.08512199611733343,0.21595523134749056
rv_3_delta_1,0.1849561330277149,0.3133793557487221,0.015068645971975879,0.32734478137496564,0.2235537735283033,0.21286053793033638
range_pos_3,0.22458446127045587,0.1342614669620909,0.07013207050198783,0.0,0.6206607826894902,0.20992775628480498
regime_vol_ratio,0.19049057736570602,0.17017912640053057,0.23735475825691624,0.24512610844193455,0.12953214172283026,0.19453654243758353
second_level_price_slope,0.29837043773204946,0.16651789989627094,0.05080495780360845,0.13020983612587816,0.3142936964581327,0.19203936560318793
lower_wick_ratio_1,0.21486876423533227,0.18319154136048083,0.30210239292159324,0.08464711458612974,0.17452223857711807,0.1918664103361308
upper_wick_ratio_1,0.08698669313517006,0.13040271162795292,0.15108267575424306,0.3036684498986061,0.26232646290019257,0.18689339866323293
price_location_product__range_pos_5__close_z_5,0.045484806702955086,0.04390541996900979,0.09453080251389208,0.00565265387847621,0.6668299533103702,0.17128072727494068
legal_prev_trade_count_z_3,0.31231731136606683,0.22728365796862393,0.14198689770941067,0.1302638634629071,0.024327748408108148,0.16723589578302334
rv_term_spread__rv_3__rv_30,0.18553658913987622,0.08922284155303148,0.22520626428404053,0.11807741713777681,0.18373682972810323,0.16035598836856563
prev_bar_upper_wick_bps,0.13802378134279072,0.18820057232484672,0.06256463526972476,0.16128647584401085,0.22910193081545543,0.15583547911936568
ret_term_ratio__ret_1__ret_3,0.07685959866952279,0.0831589301573456,0.17689372228225908,0.20699744344428023,0.23340031325671026,0.15546200156202358
context_ret_product__up_ratio_5__ret_1,0.05156302413819285,0.06861995750702524,0.07006241153101288,0.29915905088610234,0.25320193138014896,0.14852127508849647
context_ret_product__down_ratio_5__ret_1,0.0,0.6160919321267959,0.06936300421561085,0.0,0.03503070665661928,0.14409712859980522
micro_ret_10s,0.40383750650935907,0.14168928438338907,0.07557089317376389,0.07919568969365791,0.014203311720944349,0.14289933709622285
wick_pressure_1_rolling_z_12,0.1587759020877777,0.1692884080377742,0.12836787226109989,0.10423791031630739,0.1334242066673501,0.13881885987406187
ret_relative_volume_product__ret_1__relative_volume_20,0.388230833537624,0.1336839503647878,0.03830166448174205,0.0,0.12678127231494227,0.13739954413981922
rv_10_rolling_z_6,0.007934966534479124,0.038282194347077844,0.11337186021019549,0.01931973889194348,0.46629281624367763,0.1290403152454747
rv_3_rolling_z_24,0.05180553522775738,0.11384456529344154,0.10482949017823627,0.19035699448726826,0.16766511333155926,0.12570033970365255
micro_ret_30s,0.11693614135492308,0.17645036413067505,0.036880546500357984,0.06251311781873674,0.23559697972470992,0.12567542990588057
context_ret_product__max_down_ret_5__ret_1,0.04993644443000982,0.03795174149959153,0.0,0.09794508840509134,0.43313269521576747,0.12379319391009203
ret_1_mean_gap_12,0.14460069681043566,0.16525451328364624,0.016299175962365672,0.08992226321790048,0.16653766307601753,0.11652286247007311
ret_term_spread__ret_5__ret_15,0.3813631617383699,0.038888687498201326,0.04985073544420436,0.06885785695983815,0.039117553161447285,0.11561559896041221
second_level_signed_dollar_flow,0.034898664922705484,0.01907701642780909,0.09280237092030481,0.08208286831079989,0.34521864874808517,0.1148159138659409
abs_ret_mean_20_delta_1,0.09601249279585004,0.03441636256700205,0.09555300610387714,0.14689055700248915,0.18007334382630127,0.11058915245910392
ret_relative_volume_product__ret_1__relative_volume_5,0.13533635446214257,0.20140787817131298,0.07034273358795741,0.1228826014297863,0.007811571268874477,0.10755622778401475
ret_efficiency_product__ret_1__efficiency_5,0.0,0.0785768250668959,0.0,0.0,0.45818075090960075,0.10735151519529933
rv_3_mean_gap_24,0.07488539140683212,0.09733154226067703,0.21874014590270574,0.09423147091228376,0.03889536123785145,0.10481678234407002
rv_3_delta_6,0.07649148399629867,0.04917544819274444,0.14853040519225907,0.11491959642887283,0.13372383242277158,0.10456815324658933
prev_bar_taker_buy_ratio_zscore_20,0.039558338273375855,0.10087486109771368,0.16807956568097357,0.06274785954157697,0.15022648427487154,0.10429742177370231
rv_30_rolling_z_6,0.04475048408717069,0.14539272390009628,0.03987106079191111,0.0719063618129922,0.21786113899266518,0.10395635391696709
range_pos_3_rolling_z_24,0.04346033947909737,0.18054081593886306,0.017256530559307533,0.22065232866932089,0.053940249366639464,0.10317005280264566
ret_volume_z_product__ret_1__volume_z_20,0.2856048977364342,0.04845734843460615,0.04318183317620686,0.12339257804205195,0.0,0.10012733147785984
ret_close_z_product__ret_15__close_z_10,0.2622539757142753,0.04155883127471667,0.07974048318607532,0.03912701496175379,0.07359818284163352,0.0992556975956909
compression_score_rolling_z_6,0.18249851743995174,0.08455748010054358,0.09131845275427561,0.08672850116362317,0.045650039727418074,0.09815059823716243
rv_3_mean_gap_6,0.11102766323013202,0.08629630071053958,0.09650732916591935,0.12592988564081692,0.04711131348411047,0.09337449844630366
rv_term_ratio__rv_3__rv_30,0.04827266083152527,0.0763438794450213,0.12150799968018418,0.12861792865186847,0.08782597488393362,0.09251368869850655
