feature,importance_q50,importance_q60,importance_q70,importance_q80,importance_q90,importance_mean
efficiency_10_rolling_z_24,0.059371254319322914,0.028066147203830404,0.0,0.008754651044514136,0.1265201255614783,0.044542435625829144
ret_vol_product__ret_1__rv_3,0.03328385352135912,0.028421426470275367,0.032338842163004165,0.09930602014222373,0.028047479399867747,0.044279524339346024
prev_bar_range_bps,0.02579196171807387,0.03633392614466942,0.07903326682481084,0.0465264514291969,0.0334063758052468,0.04421839638439957
breakout_up_dist_20,0.09532658663728999,0.04439470161556185,0.018071593431791034,0.031782532875518923,0.0314281653684931,0.044200715985730984
relative_volume_5_lag1,0.03964448731652407,0.0490039073436188,0.015994160405668895,0.03405821958744552,0.082256622240301,0.044191479378711665
rv_5_delta_3,0.07742526898748787,0.0501733152004812,0.007874633198970976,0.06522405517873946,0.01940353727061703,0.0440201619672593
context_ret_product__down_ratio_5__ret_10,0.016307701343443403,0.05806913550818338,0.07535128613824073,0.07006620221062188,0.0,0.043958865040097876
volume_below_rolling_p20_share_5_rolling_z_12,0.15579294083608666,0.02777149782482402,0.0037317867761770588,0.02431067500298434,0.00815045399119308,0.04395147088625303
ret_3_mean_gap_12,0.026304893530099356,0.05914274369681131,0.0723284269348449,0.04934318076213443,0.011951068592486822,0.043814062703275355
wick_pressure_1_lag3,0.08520117963833644,0.05765371361857646,0.036248644566897775,0.01400577731548018,0.025475014067959597,0.04371686584145009
dollar_vol_mean_5_delta_6,0.014362401794175849,0.05291091610555556,0.079376425172837,0.056649806073198854,0.015261386715491253,0.043712187172251706
ret_range_pos_product__ret_5__range_pos_5,0.0538335287148227,0.03983481973015011,0.007190687838256976,0.021010235439881265,0.09663466994850625,0.04370078833432346
legal_prev_taker_buy_base_volume_sum_5,0.0709185839465623,0.008708524805913638,0.04857779662636964,0.03709764483184427,0.05196518509383244,0.04345354706090446
ret_term_spread__ret_1__ret_15,0.02764239739258448,0.026392504548095882,0.03153598145540346,0.06115810898604721,0.07046348887744769,0.043438496251915745
ret_15_rolling_z_24,0.01698645815373619,0.017539796390451508,0.028721047846154545,0.0629848130858503,0.09016707661519689,0.04327983841827789
wick_pressure_1,0.02976453248964959,0.02285660517626425,0.06600527841725479,0.02641267389444954,0.07047705049993674,0.04310322809551098
legal_prev_trade_count_z_10,0.019833864602574098,0.05965497933742951,0.0401141464364387,0.07400098362936537,0.021623424833461708,0.04304547976785388
prev_bar_taker_quote_imbalance,0.026896042072314743,0.02334150859012686,0.07035143587511611,0.02417907273112444,0.07043458314406309,0.04304052848254905
rv_10_delta_3,0.02359365745700311,0.04863933788161744,0.02550504954850621,0.03296208360841051,0.08376620124209454,0.04289326594752636
context_ret_product__wick_pressure_1__ret_1,0.03168462592001146,0.06932637205865415,0.01661243546540505,0.07251984231057919,0.02092342703613444,0.042213340558156856
stale_trade_share_5_rolling_z_24,0.09366478647583414,0.05120356909563216,0.0,0.027142802782578797,0.03904948650126412,0.042212128971061844
rv_30,0.11006946086237984,0.019580926190392086,0.03666863176776187,0.02918941568603967,0.01549538202995767,0.042200763307306224
clv_1_mean_gap_6,0.02263567907096664,0.06001920056634592,0.0029012268798468592,0.05942405124030413,0.06573853350931978,0.04214373825335667
volume_z_3_mean_gap_24,0.10164523253925511,0.056185163124745904,0.0,0.0109539183011243,0.04133522458354144,0.042023907709733355
low_volume_flag_share_5_rolling_z_24,0.07685944557484885,0.07149734945074758,0.034790026725092627,0.02647012831390381,0.0,0.041923390012918574
rv_30_delta_3,0.051655949712567,0.0596989663326497,0.025355035347509793,0.018516019400540647,0.05325932022381568,0.041697058203416563
ret_term_ratio__ret_1__ret_5,0.027149686824963475,0.011285645010781626,0.011066629015995484,0.06274733110087327,0.09605623241899973,0.041661104874322716
htf_close_z_15m_lag6,0.08551777888950929,0.014425108806183973,0.038888794366353015,0.020032888758123958,0.04862043727666926,0.041497001619367896
ret_10_mean_gap_6,0.04898524620290511,0.014103883907583166,0.06424973006035123,0.0,0.07941769500405409,0.04135131103497872
wick_pressure_1_lag12,0.015609276259705407,0.08206575060763426,0.0514343452795234,0.026895738063007477,0.03066021232585881,0.04133306450714587
close_z_term_spread__close_z_3__close_z_5,0.07820513232356589,0.026750637256833985,0.048320142655466455,0.006821814382300829,0.046439079182612246,0.04130736116015589
true_range_pct_1,0.02974322037438633,0.08833723736065291,0.04261936092660085,0.020430124538249578,0.02539339998561923,0.04130466863710178
prev_bar_taker_buy_ratio_mean_5,0.06586047296063909,0.07341369562346908,0.013123446427130666,0.021602311117954267,0.03247483766374194,0.04129495275858701
directional_persistence_score,0.06868850395205998,0.05110526951940919,0.02400915093979945,0.035611656814624595,0.02658623149518789,0.04120016254421622
range_pos_5,0.016675903179834445,0.036984153899484326,0.1516920641709732,0.0,0.0,0.04107042425005839
hour_sin,0.015501783132605886,0.0284595689259165,0.008605512448705605,0.005997583643546548,0.14662320943788748,0.04103753151773241
volume_z_3,0.0690962311120741,0.02185465937952061,0.05490707126061862,0.04437669312898074,0.014849200291152852,0.041016771034469386
stale_trade_share_5_lag6,0.06190537271354396,0.03258076811374255,0.016870631442816718,0.021787152610521082,0.0710224879924162,0.0408332825746081
rv_10_lag2,0.039512393146253634,0.014169712482046225,0.013513798119779616,0.08164153436260993,0.0549882864418307,0.04076514491050402
context_ret_product__max_down_ret_5__ret_3,0.07383344853203848,0.03381363308848053,0.05477197294586196,0.0,0.041225687775162445,0.04072894846830868
ret_3,0.057940677926508456,0.04748931967184331,0.08835120101184188,0.0,0.00717738687533346,0.04019171709710542
flat_share_5_lag1,0.044085081021257695,0.01128281464114294,0.0,0.03446855418698533,0.11071916789750291,0.04011112354937778
context_relative_volume_product__up_ratio_5__relative_volume_3,0.02336536550029196,0.05697114649343062,0.051702376599668746,0.03434034153464672,0.0331561994580697,0.039907085917221544
legal_prev_relative_trade_count_10,0.013079344144156535,0.054153242517610126,0.0612446592626519,0.026970232974947737,0.043767412354514444,0.03984297825077615
efficiency_10_mean_gap_6,0.08919466311939878,0.04808213382824378,0.035993949399365004,0.009978493555142373,0.0155092531068204,0.039751698601794075
rv_10_mean_gap_24,0.047810298292652584,0.04444657345590055,0.030543435750748343,0.028301980468997425,0.04752319912326325,0.03972509741831243
close_z_10,0.03431941526324787,0.10641841057921543,0.00739985154308316,0.0,0.04849822249434759,0.03932717997597881
context_relative_volume_product__max_up_ret_5__relative_volume_10,0.04908441347659101,0.04464278444048476,0.04717746996700043,0.047560167861518884,0.00806145513981716,0.03930525817708245
close_z_5_delta_1,0.024414384581615586,0.033113546533338194,0.0,0.12485037521360307,0.013748644758785605,0.03922539021746849
rv_10_mean_gap_6,0.09844344757644462,0.036362409978083425,0.051596198641550184,0.009693453024365375,0.0,0.03921910184408872
prev_bar_trade_count_lag2,0.0,0.10421818200860361,0.034400865909175245,0.0,0.05683141846515464,0.0390900932765867
volume_share_term_spread__volume_share_3__volume_share_20,0.08712412231415165,0.03999104130732901,0.029522077581710028,0.0,0.03826376472522987,0.038980201185684106
htf_ret_15m_1_delta_1,0.0,0.03215145393872569,0.029946452596466187,0.05544745127265321,0.07716501750525012,0.03894207506261904
rv_5_rolling_z_6,0.019044510934736206,0.03031579786423627,0.0757411780824196,0.006851673144461758,0.06267101418386067,0.0389248348419429
ret_close_z_product__ret_3__close_z_3,0.01553173607291334,0.08555546523663363,0.032230167143434386,0.029230595629450143,0.03201704219408835,0.03891300125530397
ret_vol_ratio__ret_10__rv_3,0.13977131277730542,0.0194201564549818,0.0,0.0,0.03518690874807983,0.03887567559607341
ret_10_lag1,0.07005796347037675,0.040025286811175,0.04003365888049458,0.013781191009798664,0.03036067985394564,0.038851756005158125
prev_bar_taker_buy_ratio_lag12,0.05262150591266582,0.05072806651498179,0.02894078415597657,0.011020852026729228,0.04991706370242747,0.038645654462556175
ret_15_rolling_z_12,0.06950820400282436,0.05370109771060732,0.032782135372523835,0.03623663249099114,0.0,0.03844561391538933
volume_z_5_delta_1,0.1378658042807199,0.010611480399778366,0.032691996115125466,0.010198047612171336,0.0,0.03827346568155901
relative_volume_10_rolling_z_12,0.06372777185028056,0.015313058335557624,0.01569910288341052,0.054797177685201266,0.04147763460836809,0.038202949072563615
wick_pressure_1_rolling_z_24,0.05666402760562116,0.04064021770573394,0.006658019815091118,0.025432124885380037,0.06139296505045878,0.038157471012457006
prev_bar_log_trade_count_lag6,0.07310087701430801,0.0424241761072129,0.015383360426237867,0.009583911064340237,0.04958966323381789,0.03801639756918338
low_volume_flag_share_20_mean_gap_12,0.022934677060868006,0.02027080289869092,0.0441089494083936,0.07574826786518875,0.02597543408072939,0.03780762626277413
ret_close_z_product__ret_3__close_z_10,0.05081092587237319,0.011670909717045038,0.04872980055942553,0.03719916492175488,0.038836684182129697,0.03744949705054566
low_volume_flag_share_20_mean_gap_24,0.0,0.05146554893201608,0.09741428226251203,0.007895346291827953,0.02987933773960734,0.037330903045192675
range_pos_10_delta_6,0.021946945176038016,0.026002611665766034,0.08444593422081773,0.019580435460649782,0.033847942772215645,0.03716477385909744
htf_ret_15m_1_delta_3,0.02521894797377346,0.050293232999772376,0.04692173972938487,0.03016973693906879,0.03317340552441358,0.03715541263328262
efficiency_term_ratio__efficiency_3__efficiency_10,0.07994181065471194,0.08736170503320087,0.01832964134634718,0.0,0.0,0.037126631406852
ret_range_pos_product__ret_1__range_pos_3,0.047429971697702834,0.0,0.0,0.06418248934620231,0.0739527990882036,0.03711305202642175
relative_volume_10_rolling_z_24,0.06345139957431474,0.015201586725403948,0.02045818904839594,0.018651842217629555,0.067428448655497,0.03703829324424824
rv_term_ratio__rv_5__rv_30,0.061779837206115726,0.027730458390619654,0.044146801580734835,0.014254554698525277,0.03722060620850708,0.03702645161690051
prev_bar_avg_quote_per_trade,0.030851632893299015,0.04533464965849311,0.02544146384693012,0.027127246746811436,0.056098872321361265,0.03697077309337899
ret_15_mean_gap_24,0.07377534214930807,0.0343436274338435,0.022426696860391098,0.0,0.053613928506812125,0.036831918990070954
prev_bar_trade_count,0.07107210972013757,0.012281185649557288,0.02526310419338607,0.021422702966076613,0.05350379915243084,0.03670858033631767
range_pos_5_delta_6,0.02365795408965038,0.06918299112300917,0.0,0.04974093729758344,0.040851590483536614,0.036686694598755926
price_location_product__range_pos_5__close_z_10,0.0,0.007943042728328097,0.07645912362198884,0.0,0.09902212787336746,0.03668485884473688
efficiency_term_ratio__efficiency_3__efficiency_5,0.026844363456441485,0.038973521740345525,0.030356490677391625,0.036239679945974414,0.05068141596397216,0.03661909435682505
range_pos_5_mean_gap_6,0.0,0.05914100509899068,0.04740602669015231,0.013418986828731303,0.06305098667014569,0.036603401057604
rv_30_mean_gap_6,0.0282328569425769,0.036594309560364184,0.029692086255421687,0.022431900314998247,0.06591915842656927,0.036574062299986054
legal_prev_trade_count_z_5,0.012401519798854042,0.09630335106564623,0.032803550808245645,0.0,0.04121107776775941,0.03654389988810106
context_ret_product__wick_pressure_1__ret_5,0.04098264679561598,0.08579985188143369,0.03806754435236043,0.01760867340477464,0.0,0.03649174328683695
relative_volume_term_ratio__relative_volume_3__relative_volume_5,0.09135531610969391,0.042579085286905675,0.045547934715570865,0.0,0.002899711984008541,0.0364764096192358
ret_relative_volume_product__ret_3__relative_volume_20,0.130269694404259,0.003655282901022642,0.022148075880725763,0.0,0.02629359397386585,0.036473329431974656
rv_5_lag12,0.014398954923535382,0.02648360100825727,0.014334156440608032,0.08274502162362282,0.04435977711136436,0.036464302221477576
signed_volume_1_lag1,0.06911626612293822,0.05646446900831937,0.03435471355683873,0.0,0.021798147697343857,0.03634671927708803
abs_ret_mean_20_delta_6,0.11546107782797375,0.024143845436104257,0.02145070923387475,0.01485911500201896,0.005579512284727106,0.036298851956939764
volume_z_term_ratio__volume_z_3__volume_z_5,0.08302989132994293,0.051213099905154554,0.010519694189974794,0.004258368079381563,0.03176663732065592,0.03615753816502195
volume_below_rolling_p20_share_20,0.06058045279084359,0.05004538942758504,0.02810800322053146,0.00860673492434436,0.03342101546912776,0.036152319166486445
ret_efficiency_product__ret_15__efficiency_5,0.0753311479642172,0.05473393578244513,0.011248588649799234,0.017087224717869418,0.022320988138865926,0.03614437705063938
dollar_vol_mean_5,0.023760972178025485,0.07653989404093209,0.019750593249054704,0.0068255464066116186,0.05315915846681407,0.036007232868287595
wick_pressure_x_volume_1,0.047309082656052194,0.04932654059977559,0.022192288055981713,0.022462499058471384,0.03849509562017929,0.035957101198092034
price_location_product__range_pos_3__close_z_10,0.04841905652400524,0.0640026628432302,0.008384214095383405,0.05565393733753252,0.0,0.03529197416003028
ret_term_spread__ret_3__ret_10,0.0963234434571561,0.051439565003926574,0.005577929099462587,0.022677092177705842,0.0,0.03520360594765022
ret_15_mean_gap_6,0.01700034727679965,0.0,0.03641147461047374,0.0,0.12248870764622742,0.03518010590670016
rv_10_mean_gap_12,0.06698287552662845,0.04161446658329163,0.04051741665759015,0.015294486893710477,0.011227647988831347,0.035127378730010414
dollar_vol_mean_20_delta_1,0.0314069114296577,0.08360755497367849,0.0046830539450351755,0.04777530104298638,0.007839785039852413,0.03506252128624203
compression_score_mean_gap_12,0.08694539499272395,0.0629136472523684,0.0020034557521852155,0.023431511536708673,0.0,0.03505880190679724
relative_volume_term_spread__relative_volume_3__relative_volume_10,0.0398478992714276,0.05850892272775723,0.025821953264912975,0.05100277667232688,0.0,0.035036310387284934
ret_close_z_product__ret_3__close_z_5,0.03354845588696707,0.04155781852291956,0.09371424710619247,0.0,0.006041990317386649,0.03497250236669315
low_volume_flag_share_20_lag1,0.008471665633894516,0.051223403362723484,0.0647357516612851,0.0503529468782481,0.0,0.034956753507230244
volume_share_term_ratio__volume_share_3__volume_share_20,0.05484854461189474,0.05362968810643363,0.011077178495998433,0.05492456813870778,0.0,0.03489599587060692
htf_ret_15m_1_lag12,0.037748935209588844,0.023641323185813665,0.07029398599454995,0.014384781980830659,0.02824180837735381,0.03486216694962739
ret_15_delta_6,0.11465085003371092,0.04544258554000816,0.0,0.005595989418969996,0.008594051272593547,0.03485669525305653
efficiency_3_rolling_z_6,0.05470862648453475,0.08489703149714639,0.015894573198880244,0.0,0.0184656199004393,0.03479317021620014
efficiency_10_delta_6,0.13835551994490347,0.03554594867314653,0.0,0.0,0.0,0.03478029372361
wick_pressure_1_delta_6,0.07120090715843778,0.039661345735753806,0.019372468392798593,0.03788929698750436,0.005605671249599557,0.03474593790481882
htf_close_z_15m_delta_6,0.04662428150567293,0.03421366662585034,0.021320735259807686,0.013394696964388721,0.05807821195962411,0.034726318463068756
legal_prev_log_taker_buy_base_volume_lag12,0.037046430535676154,0.024252966410378638,0.010515317155635067,0.0,0.10149324096013032,0.03466159101236403
relative_volume_5_lag12,0.019324174917473416,0.07138757521402166,0.0289776152210748,0.0,0.05271333642168818,0.03448054035485161
relative_volume_20_rolling_z_12,0.03356835526947223,0.06084608190502213,0.014078977718753667,0.02617915838239571,0.03769304253196095,0.03447312316152094
ret_15_rolling_z_6,0.09830553334962595,0.02987425334066625,0.011746490307868805,0.03220828663496906,0.0,0.03442691272662601
rv_5_lag2,0.012428376287174945,0.04359382204356696,0.060654085569554324,0.020138194576696914,0.0350638344194728,0.034375662579293184
compression_score_rolling_z_24,0.014690257068194143,0.042230306826832154,0.033467916838325895,0.03212139810389148,0.04875776668635295,0.03425352910471933
slope_5,0.0211643197930808,0.00374396310593842,0.025052346279336987,0.02338771824824515,0.0977795800908005,0.03422558550348037
htf_rv_15m_delta_3,0.01908603319240727,0.01408622710734797,0.10095646150338636,0.0367414024949691,0.0,0.03417402485962214
volume_share_term_ratio__volume_share_5__volume_share_10,0.09214834376950883,0.026818922161699885,0.017866479991115954,0.011498482257915615,0.02219935332804226,0.03410631630165651
rv_term_spread__rv_3__rv_5,0.036884327109012995,0.04357029118780806,0.056006589051475354,0.02585215801594006,0.007682378569159485,0.03399914878667919
prev_bar_avg_trade_size,0.05738942138899133,0.07917663813525937,0.026054346808923448,0.007147549202306822,0.0,0.03395359110709619
volume_below_rolling_p20_share_20_lag12,0.06726824211724862,0.02681884505506376,0.022496410941046072,0.03099680290833771,0.022142505789255,0.03394456136219023
regime_trend_strength,0.06856662806787152,0.05015755797895777,0.02932998230382703,0.00754477697282351,0.013916261892319882,0.03390304144315994
volume_below_rolling_p20_share_20_mean_gap_24,0.05029335003381838,0.07562143274475759,0.013922951594628797,0.010011559235649154,0.019561051362495772,0.033882068994269945
ret_10_delta_1,0.03135289987993233,0.04105902628933616,0.04744886954175967,0.0,0.04901081936414721,0.03377432301503507
legal_prev_relative_trade_count_5,0.04780310104825919,0.043813155462167595,0.008020442592606815,0.0184293459172488,0.05016194133986909,0.0336455972720303
ret_range_pos_product__ret_3__range_pos_5,0.08489349341878498,0.0,0.04061954254383628,0.04249101645207875,0.0,0.03360081048294
ret_1_lag3,0.09152114376166316,0.04579110661915855,0.026536848296390695,0.0,0.004137078860951299,0.03359723550763274
relative_volume_20_delta_3,0.021642727788894138,0.056238497898791324,0.022327334060092453,0.01863738492110963,0.049030837732986235,0.033575356480374755
ret_close_z_product__ret_5__close_z_5,0.033243028122909773,0.017082656973905718,0.015666910649534814,0.08057836590674464,0.020928273258330306,0.033499846982285045
wick_pressure_1_mean_gap_24,0.03712497008655792,0.04844392878276413,0.06352413504427439,0.018114076026932234,0.0,0.033441421988105735
relative_volume_5_delta_3,0.039453232774444756,0.08792215890707893,0.023316735429908995,0.0,0.015708831350788727,0.03328019169244428
close_z_10_rolling_z_6,0.016492054632765936,0.028548251689221833,0.013564840588737574,0.017353476543418983,0.09039488135686537,0.033270700962201936
legal_prev_taker_sell_base_volume,0.0,0.07234270717870174,0.02817587310645717,0.046892774456726426,0.018613863503329407,0.03320504364904295
rv_10_rolling_z_24,0.04070923832424535,0.0327194291535679,0.016347898946451608,0.008539961876763544,0.06747505483356525,0.03315831662691873
ret_term_ratio__ret_1__ret_10,0.04505575772662607,0.03789464882376162,0.039628977864684334,0.0,0.04319659635038993,0.03315519615309239
body_pct_1_lag6,0.04720859871654376,0.0388561454247053,0.036583869589229996,0.01755867825247753,0.025530844136161215,0.03314762722382356
context_relative_volume_product__up_ratio_5__relative_volume_10,0.04713519244510448,0.011020725181694207,0.014984269530997017,0.016154846340812382,0.07611788352112878,0.033082583403947374
volume_z_10_rolling_z_6,0.07938453044919193,0.010007191206489454,0.018058367150164373,0.007925039132589984,0.048973323746131114,0.03286969033691337
efficiency_10_mean_gap_12,0.02992735426621578,0.11864016885355978,0.015303359347940027,0.0,0.0,0.03277417649354312
relative_volume_5_rolling_z_12,0.07620357948214976,0.013514268493100796,0.010469684214488694,0.019590650409419416,0.04406327320294125,0.03276829116041998
low_volume_flag_share_5_mean_gap_12,0.07742106840299379,0.015017543194781794,0.029839815076619453,0.02191057891198901,0.018959848160578902,0.03262977074939259
volume_below_rolling_p20_share_5_mean_gap_12,0.055227860643639284,0.026358371079284397,0.005733011184369347,0.009618965532344476,0.06535789631570817,0.03245922095106914
rv_5,0.03221049346662705,0.07695233476803237,0.024158591557615988,0.02077374677977519,0.00799939230959472,0.032418911776329065
clv_1_rolling_z_6,0.10654592046319702,0.0,0.034442597316523826,0.02097183524531985,0.0,0.032392070605008136
stale_trade_share_20_mean_gap_24,0.016619415879091413,0.04588133734414476,0.0,0.013517853814396581,0.08593572559221772,0.0323908665259701
context_ret_product__wick_pressure_1__ret_3,0.028922483703224783,0.055044018260768594,0.011658097204268518,0.04534577848264467,0.020975045385156564,0.03238908460721263
volume_z_20_delta_1,0.03168899611690103,0.05804698369772531,0.012248107021047294,0.05448648787052827,0.004867491330740498,0.03226761320738848
signed_volume_1_lag3,0.024938209209509767,0.016433162544122536,0.010571042937747924,0.017588033068837113,0.09048965419392441,0.03200402039082835
rv_5_mean_gap_6,0.0,0.02620645115338099,0.018650197636260066,0.05877930018103939,0.05588755270285786,0.031904700334707665
htf_efficiency_15m,0.08099445526202098,0.03483588093840872,0.006877390433783187,0.01765301866711929,0.01892710615000973,0.03185757029026838
bb_width_pct_rank_100,0.04854845869493134,0.06769023012999409,0.00761123342218303,0.018780203995314264,0.01645218343145621,0.03181646193477579
up_ratio_5_mean_gap_6,0.060638048243522855,0.02675730983139948,0.015365386336371847,0.0,0.05599893730650282,0.0317519363435594
ret_range_pos_product__ret_1__range_pos_10,0.02972319852236573,0.0439622735274791,0.020044216993595584,0.00900762616804106,0.054942355090161314,0.031535934060328556
efficiency_term_ratio__efficiency_5__efficiency_10,0.0612657847447252,0.0597924179836049,0.023216969190170755,0.013255813116457434,0.0,0.03150619700699166
wick_imbalance_3,0.028411406717662863,0.0956206171482806,0.005880792146092702,0.0,0.027578482447959702,0.031498259691999174
volume_z_5_rolling_z_24,0.04897233098789024,0.03721787474918891,0.02478777759401323,0.016046523560867994,0.03037345995163437,0.03147959336871895
volume_state_product__volume_z_3__relative_volume_10,0.06307956892946705,0.006906819227877536,0.003136965154212847,0.023472812293609903,0.06046373303749985,0.031411979728533435
volume_z_20_lag2,0.0387774832332967,0.032839191270473564,0.043868080347831406,0.0075655937145953965,0.03353122312710519,0.03131631433866045
volume_z_3_rolling_z_24,0.0898152158383447,0.028361320737390328,0.008101886128930341,0.013569977310388805,0.01581848393406783,0.031133376789824408
bb_width_20,0.059491974838739546,0.00654213551374148,0.061092127954786614,0.010417312398518895,0.018025272538573923,0.03111376464887209
context_relative_volume_product__max_up_ret_5__relative_volume_20,0.032688360542891176,0.026877648859978835,0.04347838010305152,0.012939120937804157,0.03912998787078307,0.031022699662901755
efficiency_5_delta_1,0.05696207849079904,0.014281701861645383,0.016722591653742423,0.02748704616747022,0.039628798299351,0.031016443294601615
efficiency_3_mean_gap_12,0.019728240424168018,0.06109392555188969,0.03096041211024129,0.043296108786096195,0.0,0.03101573737447904
volume_z_5_lag1,0.04144817705457151,0.031838502166295246,0.0442740466948291,0.037356925276014204,0.0,0.03098353023834201
rv_5_mean_gap_24,0.009988763874605084,0.05730330216712718,0.01987054362945833,0.0040364177749277865,0.06370394902849018,0.030980595294921715
close_z_3_mean_gap_6,0.033319500362737495,0.01230934106832711,0.0,0.026993321563171965,0.08212684194618694,0.030949800988084704
volume_z_20_lag3,0.03604403466000151,0.023582033204911118,0.03738229283421283,0.005025193965177704,0.052406701152491034,0.030888051163358837
ret_10_lag12,0.06920280441880707,0.045189836801423675,0.03953705442479227,0.0,0.0,0.030785939129004604
upside_rv_20,0.01786313796189618,0.03728211919283529,0.01579123318710661,0.041200663328034286,0.03980542819149295,0.030388516372273067
clv_x_dollar_volume_1,0.03388199372399196,0.03382497153387965,0.0401445699818816,0.015216070717846239,0.028623229627643833,0.030338167117048658
relative_volume_term_spread__relative_volume_5__relative_volume_10,0.03301419804768421,0.006619627784334159,0.02780669191244089,0.08388386694531197,0.0,0.030264876937954245
rv_5_lag1,0.022230252345152645,0.04224663017910803,0.03921352458089047,0.022121034298388,0.025371324233123622,0.030236553127332554
prev_bar_log_quote_volume,0.03987075682491456,0.022387329238781957,0.0,0.0388048299879794,0.05009229620746355,0.030231042451827894
body_pct_1_lag3,0.0740987166940183,0.03739970059116099,0.01790609028547779,0.0,0.02117790860805721,0.03011648323574286
ret_1_delta_3,0.08258062689439136,0.0019286950077536914,0.011586609684000333,0.011937483816742004,0.04200094975120156,0.03000687303081779
legal_prev_trade_count_sum_10,0.012923716012910844,0.06054839141523865,0.03061801090917776,0.04002506166381477,0.005914734817431974,0.030005982963714806
rv_10_delta_6,0.05027380771729872,0.05465580010009552,0.022402763749909658,0.016185185041779914,0.005783880743464426,0.029860287470509644
relative_volume_20_lag1,0.04159076453704258,0.0451852778940258,0.01206021393019586,0.0,0.05012392153160439,0.02979203557857373
close_z_10_delta_6,0.0,0.07753522912881654,0.013696377531302898,0.014725692404473382,0.042976298900941554,0.029786719593106876
relative_volume_5_mean_gap_24,0.0240349738771327,0.026999213674804425,0.027140153575433274,0.0,0.07072381320993891,0.02977963086746186
max_up_ret_5_delta_6,0.02225005485242799,0.03047151316073513,0.029929636004634476,0.0658771765341994,0.0,0.029705676110399405
close_z_3_rolling_z_12,0.05026452313141855,0.0075645909423130665,0.032435934594335074,0.015617571134812186,0.04172357046391703,0.029521238053359176
efficiency_10_rolling_z_12,0.026821790859712508,0.052850082399077083,0.04393923047387832,0.02392980060324354,0.0,0.029508180867182286
relative_volume_20_rolling_z_24,0.041063461766769664,0.05186952291283052,0.009520924259347594,0.0,0.04486601350796574,0.029463984489382707
context_ret_product__max_up_ret_5__ret_15,0.0302784486843024,0.041135814196401034,0.005512598157419694,0.012608931273401893,0.05721008607809181,0.02934917567792337
range_pos_3_delta_6,0.02655696654002897,0.03453042404343157,0.045150224028129,0.024296014927770726,0.016159880194451047,0.029338701946762264
ret_5_lag1,0.010464258017985477,0.0197516239835695,0.04731702036020087,0.010846078525473335,0.05785890679083554,0.029247577535612947
ret_range_pos_product__ret_10__range_pos_3,0.025082745054745188,0.027085996253511324,0.02509905098435008,0.05829992941501196,0.010305523207103155,0.02917464898294434
efficiency_3_rolling_z_24,0.07749654636788417,0.014526113811846833,0.025689195261284797,0.0,0.02797517278974125,0.02913740564615141
prev_bar_taker_buy_volume_lag6,0.040003425277018875,0.028701364338582475,0.027297700870721833,0.010648946619413258,0.03896207838099156,0.029122703097345604
context_relative_volume_product__compression_score__relative_volume_20,0.04211482519726993,0.039434418446669714,0.038316327583926287,0.0,0.025538999908616248,0.029080914227296435
ret_3_rolling_z_6,0.06847833955927517,0.026363693436415925,0.022799629361269242,0.007873766190921809,0.01973893026378281,0.02905087176233299
relative_volume_20_mean_gap_6,0.04584886681771801,0.04976931970253452,0.013097860866439081,0.0036020520498467002,0.03249221450651497,0.028962062788610653
legal_prev_taker_buy_base_volume_sum_10,0.02366660810984111,0.0,0.029148657371891783,0.020055627298734172,0.07192155904980697,0.028958490366054808
legal_prev_taker_buy_base_volume_z_3,0.0643961768230058,0.04565797567142088,0.016933830856674107,0.010361548255874719,0.007263223591502052,0.02892255103969551
ret_range_pos_product__ret_10__range_pos_10,0.0680283931235049,0.004592952592737904,0.014060649505894206,0.024220237045571667,0.033518867042074324,0.028884219861956596
close_z_5_mean_gap_24,0.039256155838490944,0.02278979747941744,0.017136194387848178,0.011789839706981664,0.05289475796366467,0.02877334907528058
up_ratio_5_rolling_z_6,0.0,0.06259370005026854,0.01757201108423738,0.04529985009497606,0.018394308350239093,0.028771973915944216
context_relative_volume_product__compression_score__relative_volume_3,0.01846796599764753,0.050518011632566744,0.0603079829525508,0.0023620628138391222,0.012105569455306199,0.02875231857038208
efficiency_5_rolling_z_24,0.07262348191438006,0.019719855710831888,0.038645339872343185,0.012375135968971171,0.0,0.028672762693305258
ret_10_mean_gap_24,0.03385803687694427,0.005997234966425656,0.018280565266107857,0.018595822746268247,0.06659150828176959,0.02866463362750312
ret_volume_z_product__ret_15__volume_z_10,0.060009272729547265,0.008727270750107138,0.028823412415035544,0.045760726644008404,0.0,0.02866413650773967
volume_z_10_delta_6,0.045466228076854104,0.010734215088736357,0.027269359545248666,0.03699131149053493,0.022454668052688774,0.028583156450812563
legal_prev_taker_buy_base_volume_z_10,0.060165958585128,0.04469838047602719,0.012827184074911391,0.0,0.024648360270232164,0.02846797668125975
htf_close_z_15m_lag2,0.06250438061502119,0.015094454183546187,0.046084507765918915,0.0,0.01859399077834946,0.02845546666856715
prev_bar_taker_buy_volume_lag2,0.0,0.0,0.017212475626832556,0.055294341400722924,0.06940542834534126,0.028382449074579354
low_volume_flag_share_20_mean_gap_6,0.021877277487934447,0.04577539461530359,0.016721576315828605,0.013980863408730419,0.04310297908763907,0.028291618183087223
clv_1_lag6,0.08266042741392021,0.029883192642030442,0.02037712065242244,0.0,0.007986575401012138,0.028181463221877045
