t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
0.5,0.25,7468.0,0.6032404927691484,0.6537328094302554,0.8106235565819861,0.7321781830061207,0.6513122656668452,0.6688124306326304,0.9038845726970033,0.09611542730299667,0.5,0.25,4505.0,4072.0,433.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.2036689876807713,0.4469739953780181,0.45566182772785896,4072.0,433.0,4505.0,0.6032404927691484,0.6688124306326304,4825.0,0.6221761658031089,0.9630246502331778,3002.0,2643.0,0.5686719636776391,0.08117099135063206,1503.0
0.5,0.255,7468.0,0.6065881092662024,0.6537328094302554,0.8122270742358079,0.7329799418330316,0.6513122656668452,0.669757174392936,0.8988962472406181,0.1011037527593819,0.5,0.255,4530.0,4072.0,458.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.20594536689876813,0.4475727551848047,0.46013830045068854,4072.0,458.0,4530.0,0.6065881092662024,0.669757174392936,4825.0,0.6265284974093265,0.9632815084353291,3023.0,2643.0,0.5701853953840333,0.0809555408095554,1507.0
0.5,0.26,7468.0,0.6110069630423138,0.6537328094302554,0.8044806517311609,0.7291067305807082,0.6513122656668452,0.6699539776462854,0.8923953539338155,0.10760464606618453,0.5,0.26,4563.0,4072.0,491.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.20768612747723625,0.44906616192109017,0.46248447353227834,4072.0,491.0,4563.0,0.6110069630423138,0.6699539776462854,4825.0,0.6312953367875648,0.9635587655942219,3046.0,2643.0,0.573968974650019,0.08042188529993408,1517.0
0.5,0.265,7468.0,0.615158007498661,0.6537328094302554,0.7969348659003831,0.7253338376653192,0.6513122656668452,0.6700043535045712,0.8863735306922073,0.11362646930779277,0.5,0.265,4594.0,4072.0,522.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.20915907873594008,0.45055461864391144,0.4642258010038192,4072.0,522.0,4594.0,0.615158007498661,0.6700043535045712,4825.0,0.6356476683937824,0.96380828170851,3067.0,2643.0,0.5777525539160046,0.07989521938441388,1527.0
0.5,0.27,7468.0,0.6182378146759507,0.6537328094302554,0.7944954128440367,0.7241141111371461,0.6513122656668452,0.6703487112843838,0.881957981373186,0.11804201862681395,0.5,0.27,4617.0,4072.0,545.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.21063202999464378,0.4514453370460852,0.4665726118091274,4072.0,545.0,4617.0,0.6182378146759507,0.6703487112843838,4825.0,0.6391709844559585,0.9640077821011673,3084.0,2643.0,0.5800227014755959,0.07958251793868232,1533.0
0.5,0.275,7468.0,0.6226566684520621,0.6537328094302554,0.7923875432525952,0.7230601763414253,0.6513122656668452,0.6709677419354839,0.8756989247311828,0.1243010752688172,0.5,0.275,4650.0,4072.0,578.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.21290840921264065,0.4526302349818345,0.47038044027523995,4072.0,578.0,4650.0,0.6226566684520621,0.6709677419354839,4825.0,0.6443523316062176,0.9642972016725635,3109.0,2643.0,0.5830495648883844,0.0791693705386113,1541.0
0.5,0.28,7468.0,0.6280128548473487,0.6537328094302554,0.7847896440129449,0.7192612267216001,0.6513122656668452,0.671002132196162,0.868230277185501,0.13176972281449895,0.5,0.28,4690.0,4072.0,618.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.21478307445099085,0.45454910647605384,0.47251896745793265,4072.0,618.0,4690.0,0.6280128548473487,0.671002132196162,4825.0,0.6499481865284974,0.9646045918367347,3136.0,2643.0,0.5879682179341658,0.07850707850707851,1554.0
0.5,0.285,7468.0,0.6329673272629888,0.6537328094302554,0.7816793893129771,0.7177060993716162,0.6513122656668452,0.6714618151047176,0.8614343135180876,0.13856568648191242,0.5,0.285,4727.0,4072.0,655.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.21705945366898768,0.4560196671164529,0.4759870446849776,4072.0,655.0,4727.0,0.6329673272629888,0.6714618151047176,4825.0,0.6555440414507772,0.9649067341131837,3163.0,2643.0,0.5917517972001514,0.07800511508951406,1564.0
0.5,0.29,7468.0,0.6391269416175683,0.6537328094302554,0.7817403708987162,0.7177365901644858,0.6513122656668452,0.6725329981143935,0.8531322019694113,0.14686779803058872,0.5,0.29,4773.0,4072.0,701.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.220540974825924,0.45748550074928296,0.48207205357266103,4072.0,701.0,4773.0,0.6391269416175683,0.6725329981143935,4825.0,0.6630051813471503,0.9653016567677399,3199.0,2643.0,0.595535376466137,0.07750952986022872,1574.0
0.5,0.295,7468.0,0.644617032672737,0.6537328094302554,0.7830188679245284,0.7183758386773919,0.6513122656668452,0.6736601578728708,0.8458662235147486,0.15413377648525134,0.5,0.295,4814.0,4072.0,742.0,0.7065110161839512,0.217358331630908,0.6234854066086681,0.22388859132297806,0.4586547946711987,0.48814183112046117,4072.0,742.0,4814.0,0.644617032672737,0.6736601578728708,4825.0,0.6698445595854923,0.9656559405940595,3232.0,2643.0,0.5985622398789254,0.07711757269279393,1582.0
