catboost_confidence,continuation_cutoff,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
0.175,0.65,7468.0,0.419925013390466,0.747546346782988,0.7380952380952381,0.742820792439113,0.6501071237279057,0.7436224489795918,0.5848214285714286,0.41517857142857145,0.175,0.65,3136.0,1834.0,1302.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.20460632029994646,0.3281148374354012,0.6235814323399169,1834.0,1302.0,3136.0,0.419925013390466,0.7436224489795918,4825.0,0.4833160621761658,1.0,2332.0,2643.0,0.30419977298524403,0.0,804.0
0.175,0.675,7468.0,0.37694161756829137,0.7560240963855421,0.7376623376623377,0.7468432170239399,0.6501071237279057,0.7484902309058614,0.5896980461811723,0.4103019538188277,0.175,0.675,2815.0,1660.0,1155.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.18733261917514726,0.30790339263569677,0.6084136247137566,1660.0,1155.0,2815.0,0.37694161756829137,0.7484902309058614,4825.0,0.4366839378238342,1.0,2107.0,2643.0,0.26787741203178206,0.0,708.0
0.175,0.7,7468.0,0.35069630423138726,0.7628865979381443,0.7450796626054358,0.7539831302717901,0.6501071237279057,0.7556319205803742,0.5925925925925926,0.4074074074074074,0.175,0.7,2619.0,1552.0,1067.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.17929833958221747,0.2927438852044307,0.6124750973261449,1552.0,1067.0,2619.0,0.35069630423138726,0.7556319205803742,4825.0,0.4101554404145078,1.0,1979.0,2643.0,0.24214907302307984,0.0,640.0
0.2,0.35,7468.0,1.0,0.649864096861873,0.6416252557731658,0.6457446763175194,0.6501071237279057,0.6460899839314408,0.5419121585431173,0.4580878414568827,0.2,0.35,7468.0,4047.0,3421.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2921799678628816,0.5949033670005233,0.4911385345422404,4047.0,3421.0,7468.0,1.0,0.6460899839314408,4825.0,1.0,1.0,4825.0,2643.0,1.0,0.0,2643.0
0.2,0.375,7468.0,1.0,0.649864096861873,0.6416252557731658,0.6457446763175194,0.6501071237279057,0.6460899839314408,0.5419121585431173,0.4580878414568827,0.2,0.375,7468.0,4047.0,3421.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2921799678628816,0.5949033670005233,0.4911385345422404,4047.0,3421.0,7468.0,1.0,0.6460899839314408,4825.0,1.0,1.0,4825.0,2643.0,1.0,0.0,2643.0
0.2,0.4,7468.0,1.0,0.649864096861873,0.6416252557731658,0.6457446763175194,0.6501071237279057,0.6460899839314408,0.5419121585431173,0.4580878414568827,0.2,0.4,7468.0,4047.0,3421.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2921799678628816,0.5949033670005233,0.4911385345422404,4047.0,3421.0,7468.0,1.0,0.6460899839314408,4825.0,1.0,1.0,4825.0,2643.0,1.0,0.0,2643.0
0.2,0.425,7468.0,0.9998660953401178,0.6500247157686604,0.6416252557731658,0.6458249857709131,0.6501071237279057,0.6461765099772332,0.5418508102316861,0.4581491897683139,0.2,0.425,7467.0,4046.0,3421.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.29231387252276386,0.5947908131508732,0.491456602993322,4046.0,3421.0,7467.0,0.9998660953401178,0.6461765099772332,4825.0,1.0,1.0,4825.0,2643.0,0.9996216420734014,0.0,2642.0
0.2,0.45,7468.0,0.9987948580610605,0.6502475247524753,0.6417081017841474,0.6459778132683114,0.6501071237279057,0.6463332886445904,0.5416275640166243,0.4583724359833758,0.2,0.45,7459.0,4040.0,3419.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2923138725227637,0.5943403846022483,0.4918290597371901,4040.0,3419.0,7459.0,0.9987948580610605,0.6463332886445904,4825.0,0.9991709844559585,1.0,4821.0,2643.0,0.9981082103670071,0.0,2638.0
0.2,0.475,7468.0,0.9892876272094269,0.6515,0.6425619834710744,0.6470309917355372,0.6501071237279057,0.6474011911207364,0.5414185165132648,0.4585814834867352,0.2,0.475,7388.0,4000.0,3388.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.291644349223353,0.5906112418444445,0.49380087705842635,4000.0,3388.0,7388.0,0.9892876272094269,0.6474011911207364,4825.0,0.9912953367875648,1.0,4783.0,2643.0,0.9856223987892546,0.0,2605.0
0.2,0.5,7468.0,0.946036422067488,0.6561357702349869,0.6472952086553323,0.6517154894451596,0.6501071237279057,0.6520877565463553,0.5421089879688605,0.4578910120311394,0.2,0.5,7065.0,3830.0,3235.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.2877611140867703,0.5737051978066425,0.5015835923866865,3830.0,3235.0,7065.0,0.946036422067488,0.6520877565463553,4825.0,0.9548186528497409,1.0,4607.0,2643.0,0.9300037835792659,0.0,2458.0
