variant,coverage,accepted_sample_accuracy,selection_score,utility,accepted_count,target_met
catboost_impulse_final,0.7058114622388859,0.6955036994877632,0.5953033394044768,0.27597750401713983,5271.0,False
catboost_impulse_follow_relative,0.70915907873594,0.6867447129909365,0.5619542235053457,0.26486341724692014,5296.0,False
