epoch,loss,train_sample_count,train_mean_gap,train_median_gap,train_min_gap,train_violation_rate,train_max_violation,train_p90_violation,train_p95_violation,train_p99_violation,train_coverage,validation_sample_count,validation_mean_gap,validation_median_gap,validation_min_gap,validation_violation_rate,validation_max_violation,validation_p90_violation,validation_p95_violation,validation_p99_violation,validation_coverage
1,0.006771687177881118,15657.0,0.26330816745758057,0.23389196395874023,-0.3551679253578186,0.06591301015520215,0.36516791582107544,0.0,0.011787550523877144,0.06713812798261642,0.9340869898447979,7432.0,0.2541120648384094,0.22594179213047028,-0.22215509414672852,0.11100645855758881,0.23215508460998535,0.00538863567635417,0.03880106285214424,0.10127502679824829,0.8889935414424112
2,0.00565290916711092,15657.0,0.2651747465133667,0.23339733481407166,-0.3453412652015686,0.04981797279172255,0.35534125566482544,0.0,0.0,0.052124783396720886,0.9501820272082775,7432.0,0.2540963888168335,0.22545450925827026,-0.23424583673477173,0.09674381054897739,0.24424582719802856,0.0,0.03200038522481918,0.09367215633392334,0.9032561894510226
3,0.005476637953712094,15657.0,0.25331124663352966,0.22123229503631592,-0.31580013036727905,0.06476336462923932,0.3258001208305359,0.0,0.008529317565262318,0.05483819171786308,0.9352366353707606,7432.0,0.2357891947031021,0.20835386216640472,-0.22692030668258667,0.1251345532831001,0.2369202971458435,0.013322530314326286,0.047322411090135574,0.11500480026006699,0.8748654467168999
4,0.005381235267005621,15657.0,0.26142242550849915,0.22881188988685608,-0.32294392585754395,0.044580698729003,0.3329439163208008,0.0,0.0,0.03890683501958847,0.955419301270997,7432.0,0.24763105809688568,0.22137123346328735,-0.24332648515701294,0.10858449946178687,0.2533264756202698,0.004839960485696793,0.03676075115799904,0.10073155164718628,0.8914155005382132
5,0.0052382318873799615,15657.0,0.2560355067253113,0.2224304974079132,-0.31966036558151245,0.04790189691511784,0.3296603560447693,0.0,0.0,0.03890300914645195,0.9520981030848822,7432.0,0.24586544930934906,0.21857553720474243,-0.24309885501861572,0.10602798708288483,0.25309884548187256,0.003911010455340147,0.03693709895014763,0.10629071295261383,0.8939720129171151
6,0.005183633356805771,15657.0,0.25367867946624756,0.21863064169883728,-0.33403581380844116,0.04521939068787124,0.344035804271698,0.0,0.0,0.035678017884492874,0.9547806093121287,7432.0,0.23860131204128265,0.20970161259174347,-0.22566771507263184,0.11706135629709365,0.23566770553588867,0.008071903139352798,0.04511212557554245,0.11078014969825745,0.8829386437029063
7,0.005024506815619046,15657.0,0.24336914718151093,0.2095138430595398,-0.3285486698150635,0.05971769815418024,0.3385486602783203,0.0,0.005292647052556276,0.03964625671505928,0.9402823018458197,7432.0,0.23146873712539673,0.2053433209657669,-0.24242836236953735,0.12903659849300322,0.2524283528327942,0.014888586476445198,0.05013803020119667,0.11287398636341095,0.8709634015069968
8,0.004992244494778495,15657.0,0.23808610439300537,0.2041035294532776,-0.3153327703475952,0.06642396372229674,0.32533276081085205,0.0,0.008480834774672985,0.04619922861456871,0.9335760362777032,7432.0,0.22027182579040527,0.19441066682338715,-0.32198166847229004,0.15392895586652314,0.3319816589355469,0.02802901156246662,0.06460549682378769,0.13059936463832855,0.8460710441334769
9,0.004849983544479455,15657.0,0.24151434004306793,0.20710301399230957,-0.2906416058540344,0.04183432330586958,0.30064159631729126,0.0,0.0,0.027994854375720024,0.9581656766941304,7432.0,0.22477352619171143,0.1975114792585373,-0.2892915904521942,0.13468783638320775,0.29929158091545105,0.018225781619548798,0.05175534263253212,0.11773444712162018,0.8653121636167922
10,0.004760931636537275,15657.0,0.2317875176668167,0.1952824592590332,-0.3222600817680359,0.057482276298141406,0.3322600722312927,0.0,0.003245558589696884,0.037695303559303284,0.9425177237018586,7432.0,0.21516776084899902,0.18928022682666779,-0.3040960431098938,0.15204520990312165,0.31409603357315063,0.025657495483756065,0.05919476971030235,0.12843404710292816,0.8479547900968784
