value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,4,1.0,0.0,0.8520544171333313,0.8461085557937622,0.8150930404663086,0.0,0.0,0.0,0.0
0.10_0.20,128,1.0,0.0,0.6533889770507812,0.7063419818878174,0.04854249954223633,0.0,0.0,0.0,0.0
0.20_0.30,764,0.9672774869109948,0.032722513089005235,0.36957886815071106,0.34870120882987976,-0.2406480312347412,0.25064802169799805,0.0,0.0,0.059897035360336325
0.30_0.40,1998,0.9584584584584585,0.04154154154154154,0.2717221677303314,0.22591274976730347,-0.19229286909103394,0.20229285955429077,0.0,0.0,0.04879788935184471
0.40_0.50,3077,0.9434514137146571,0.056548586285342865,0.2641441226005554,0.23373529314994812,-0.3453412652015686,0.35534125566482544,0.0,0.0038999199867248515,0.05914907693862822
0.50_0.55,1518,0.950592885375494,0.04940711462450593,0.28503260016441345,0.281220406293869,-0.12419360876083374,0.13419359922409058,0.0,0.0,0.045807515978812864
0.55_0.60,1521,0.9566074950690335,0.04339250493096647,0.28335726261138916,0.27799689769744873,-0.2566182613372803,0.2666182518005371,0.0,0.0,0.054300165176391586
0.60_0.65,1407,0.9616204690831557,0.03837953091684435,0.2771137058734894,0.27009719610214233,-0.23304462432861328,0.24304461479187012,0.0,0.0,0.052672371864319736
0.65_0.70,1360,0.9558823529411765,0.04411764705882353,0.26481717824935913,0.2413214147090912,-0.25978589057922363,0.26978588104248047,0.0,0.0,0.05326884150505193
0.70_0.80,2296,0.953397212543554,0.04660278745644599,0.23591986298561096,0.20721879601478577,-0.3125923275947571,0.3225923180580139,0.0,0.0,0.049603566527367124
0.80_0.90,1231,0.9293257514216084,0.07067424857839155,0.18137037754058838,0.13491684198379517,-0.13723820447921753,0.14723819494247437,0.0,0.00943794846534729,0.041337323188781784
0.90_1.00,353,0.8611898016997167,0.1388101983002833,0.13629800081253052,0.08943378925323486,-0.053421854972839355,0.06342184543609619,0.011484718322753907,0.022321271896362283,0.043512949943542496
