value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,1202,1.0,0.0,0.6072041392326355,0.5921472311019897,0.41996291279792786,0.0,0.0,0.0,0.0
0.10_0.20,1797,1.0,0.0,0.5129102468490601,0.5001685619354248,0.3149445056915283,0.0,0.0,0.0,0.0
0.20_0.30,2165,1.0,0.0,0.3990229368209839,0.38756367564201355,0.054127037525177,0.0,0.0,0.0,0.0
0.30_0.40,2451,1.0,0.0,0.2837396562099457,0.27318671345710754,0.08693292737007141,0.0,0.0,0.0,0.0
0.40_0.50,2479,0.9991932230738201,0.0008067769261799112,0.18648265302181244,0.17350706458091736,-0.010850787162780762,0.020850777626037598,0.0,0.0,0.0
0.50_0.60,2433,0.9531442663378545,0.0468557336621455,0.11413631588220596,0.09857887029647827,-0.0586010217666626,0.06860101222991943,0.0,0.0,0.02240205049514765
0.60_0.70,1769,0.8304126625211984,0.1695873374788016,0.07991223782300949,0.06964951753616333,-0.1066620945930481,0.11666208505630493,0.01673648357391358,0.033696174621582003,0.07497260332107526
0.70_0.80,956,0.7740585774058577,0.22594142259414227,0.05659180134534836,0.06142163276672363,-0.21340996026992798,0.22340995073318481,0.031929850578308105,0.06840583682060242,0.11767601370811508
0.80_0.90,357,0.711484593837535,0.28851540616246496,0.02344011329114437,0.03320324420928955,-0.3125923275947571,0.3225923180580139,0.041664934158325194,0.08600121736526484,0.2306924557685852
0.90_1.00,48,0.0625,0.9375,-0.059737756848335266,-0.020147472620010376,-0.3453412652015686,0.35534125566482544,0.24519100189208987,0.2610286712646484,0.34429523527622224
