q_quantile,q_value,sigma_high_quantile,sigma_high,sample_count,coverage,covered_count,legal_rate,feasible_count,max_possible_coverage,coverage_feasible,pred_to_p_side_distance_q25,pred_to_p_side_distance_median,pred_to_p_side_distance_mean,pred_to_p_side_distance_q75,pred_to_lowest_safe_distance_q25,pred_to_lowest_safe_distance_median,pred_to_lowest_safe_distance_mean,pred_to_lowest_safe_distance_q75,normalized_lowest_safe_gap_q25,normalized_lowest_safe_gap_median,normalized_lowest_safe_gap_mean,normalized_lowest_safe_gap_q75,covered_normalized_lowest_safe_gap_mean,covered_normalized_lowest_safe_gap_median,mean_pred,mean_lowest_safe,fallback_rate,fallback_coverage,non_fallback_coverage,non_fallback_norm_gap_q25,non_fallback_norm_gap_median,non_fallback_norm_gap_mean,non_fallback_norm_gap_q75
0.7,0.5651234338362169,0.0,0.024046279402018655,5184.0,0.7573302469135802,3926.0,1.0,3926.0,0.7573302469135802,1.0,0.0,0.0,0.0,0.0,0.10131154770836877,0.22277043707241156,0.2526580940744968,0.3669843310554287,1.0,1.0,1.0,1.0,1.0,1.0,0.5928220906041156,0.42818383347951317,1.0,0.7573302469135802,,,,,
0.7,0.5651234338362169,0.1,0.0713615689940685,5184.0,0.7478780864197531,3877.0,1.0,3926.0,0.7573302469135802,0.9875191034131432,0.0,0.0,0.0024077540274333445,0.0,0.10237777979448925,0.22433704717543018,0.2534931074087827,0.3678802978865616,1.0,1.0,0.9921452262798741,1.0,0.9921452262798741,1.0,0.5904143365766823,0.42818383347951317,0.9745370370370371,0.7533650039588282,0.5378787878787878,0.35021624046158,0.5743505464471687,0.5710851026348208,0.8273251966139065
0.7,0.5651234338362169,0.2,0.08194511870776572,5184.0,0.7307098765432098,3788.0,1.0,3926.0,0.7573302469135802,0.9648497198166073,0.0,0.0,0.008148413682080176,0.0,0.10174454696764554,0.22579449106660995,0.253119294477119,0.3660994210087496,1.0,1.0,0.970921071918771,1.0,0.970921071918771,1.0,0.5846736769220354,0.42818383347951317,0.9176311728395061,0.7443767080092495,0.5784543325526932,0.32615507144370914,0.5260617048182148,0.5540446171186397,0.8144365499669018
0.7,0.5651234338362169,0.3,0.08929314580342686,5184.0,0.7116126543209876,3689.0,1.0,3926.0,0.7573302469135802,0.9396332144676516,0.0,0.0,0.017414169306238986,0.0,0.09972575262623845,0.22080650014766917,0.24878881170432907,0.3577359959905911,1.0,1.0,0.9419844543544648,1.0,0.9419844543544648,1.0,0.5754079212978767,0.42818383347951317,0.8454861111111112,0.7353410905772302,0.581772784019975,0.3319925302122798,0.5191712656329499,0.5407310131193571,0.7702592805967028
0.7,0.5651234338362169,0.4,0.09532473410094999,5184.0,0.6902006172839507,3578.0,1.0,3926.0,0.7573302469135802,0.9113601630157921,0.0,0.0,0.029481096585207797,0.0,0.09186297901409446,0.21266175555512595,0.2413655493198777,0.34814681784041995,1.0,1.0,0.9036506433287025,1.0,0.9036506433287025,1.0,0.5633409940189079,0.42818383347951317,0.7559799382716049,0.7223781576932891,0.5905138339920949,0.32242497167476647,0.5224757470023296,0.538503349170144,0.7746824645543331
0.7,0.5651234338362169,0.5,0.1008086586094143,5184.0,0.6678240740740741,3462.0,1.0,3926.0,0.7573302469135802,0.8818135506877228,0.0,0.0,0.04219513479900117,0.05193655340324241,0.08992518903641183,0.2054890266948897,0.23329159274261757,0.3369825395468134,0.9095150860909545,1.0,0.8652631768728577,1.0,0.8652631768728577,1.0,0.5506269558051144,0.42818383347951317,0.6525848765432098,0.7132722435707951,0.5824541921154914,0.3287555288351094,0.5395731692539868,0.5553299507472196,0.8102789430935641
0.7,0.5651234338362169,0.6,0.10655222132532674,5184.0,0.6423611111111112,3330.0,1.0,3926.0,0.7573302469135802,0.848191543555782,0.0,0.0,0.060961027577614305,0.08717824510185906,0.07999999999999999,0.18446951737904627,0.2170037550715702,0.31645060614873216,0.5893479302275172,1.0,0.8020165505755749,1.0,0.8020165505755749,1.0,0.5318610630265014,0.42818383347951317,0.5108024691358025,0.6941087613293051,0.5883280757097792,0.33133165905096285,0.540456036078576,0.5581200492068794,0.8157026231053621
0.7,0.5651234338362169,0.7,0.11238021040382412,5184.0,0.6147762345679012,3187.0,1.0,3926.0,0.7573302469135802,0.8117677024961794,0.0,0.0,0.07972407842787957,0.11243261208391037,0.07000000000000006,0.1691323739544254,0.2005682607065525,0.29523056203301845,0.46973992521317054,0.9486452751095539,0.7333311733178436,1.0,0.7333311733178436,0.9486452751095539,0.5130980121762361,0.42818383347951317,0.3570601851851852,0.6720691518098325,0.5829582958295829,0.32994169339945056,0.5393687122099978,0.5625972461986452,0.8279408466424475
0.7,0.5651234338362169,0.8,0.11923679610636526,5184.0,0.5923996913580247,3071.0,1.0,3926.0,0.7573302469135802,0.78222109016811,0.0,0.05856942555034789,0.09588967711259481,0.15467252072918908,0.06774871343718686,0.15038239100462053,0.1857075114878545,0.27460346516964473,0.4003727836065776,0.7228634633361128,0.6690304882518942,1.0,0.6690304882518942,0.7228634633361128,0.49693241349152084,0.42818383347951317,0.21257716049382716,0.6705989110707804,0.5712885840274375,0.32658226297061665,0.5417128952353171,0.5641477827708264,0.8385322081860158
0.7,0.5651234338362169,0.85,0.12363076837083073,5184.0,0.581983024691358,3017.0,1.0,3926.0,0.7573302469135802,0.7684666327050433,0.0,0.06934096255122502,0.10345116366956572,0.18868651406554052,0.0601831557301864,0.15,0.1784621164111106,0.26248263450081855,0.3783165914921852,0.6535168801761108,0.6387816559486941,1.0,0.6387816559486941,0.6535168801761108,0.48937092693454987,0.42818383347951317,0.1402391975308642,0.6753782668500687,0.5667489342607135,0.32930693673314576,0.5482274997433721,0.5685685890725296,0.8447249115348856
0.7,0.5651234338362169,0.9,0.1292451032403374,5184.0,0.5702160493827161,2956.0,1.0,3926.0,0.7573302469135802,0.7529291900152827,0.0,0.07668552318022781,0.10959285987924086,0.2016798714217506,0.06000000000000005,0.14229865892762666,0.17388918939035283,0.26,0.36175323333666887,0.6062972016460515,0.6138857320078849,1.0,0.6138857320078849,0.6062972016460515,0.4832292307248748,0.42818383347951317,0.08256172839506173,0.6658878504672897,0.5616063919259883,0.3334390294608749,0.5536409209364676,0.5726867180139675,0.8481880184762147
0.7,0.5651234338362169,0.95,0.1379863130834073,5184.0,0.5646219135802469,2927.0,1.0,3926.0,0.7573302469135802,0.7455425369332654,0.0,0.08186513771162057,0.11464901536580992,0.21051564363436634,0.06,0.14,0.16803862898849026,0.25,0.34577702087181034,0.5713169421359681,0.592146135727468,0.9096833521072936,0.592146135727468,0.5713169421359681,0.4781730752383057,0.42818383347951317,0.033950617283950615,0.6534090909090909,0.5615015974440895,0.33399894705614475,0.5567729026029196,0.575466479116038,0.8560139434848777
0.7,0.5651234338362169,0.98,0.14879331112358632,5184.0,0.5623070987654321,2915.0,1.0,3926.0,0.7573302469135802,0.7424859908303617,0.0,0.08408846953805837,0.11698700619596028,0.21541465345921068,0.06,0.13999999999999999,0.1652304143121042,0.24658277906910192,0.339621939140172,0.5601793317450335,0.582317861567396,0.8737859861207311,0.582317861567396,0.5601793317450335,0.47583508440815536,0.42818383347951317,0.010609567901234568,0.7090909090909091,0.5607330863716125,0.3346937847655744,0.5572201378151329,0.5766538826387202,0.8590082196635604
0.7,0.5651234338362169,1.0,0.19335714099499016,5184.0,0.5601851851851852,2904.0,1.0,3926.0,0.7573302469135802,0.7396841569027,0.0,0.08473370739485053,0.11794002001249132,0.21620347954769714,0.06,0.13999999999999996,0.1644998528382194,0.2452649282251711,0.33596410218010486,0.5576953175688022,0.5780296132753943,0.8619472557087909,0.5780296132753943,0.5576953175688022,0.47488207059162435,0.42818383347951317,0.0,,0.5601851851851852,0.33596410218010486,0.5576953175688022,0.5780296132753943,0.8619472557087909
0.75,0.7408254972078236,0.0,0.024046279402018655,5184.0,0.7573302469135802,3926.0,1.0,3926.0,0.7573302469135802,1.0,0.0,0.0,0.0,0.0,0.10131154770836877,0.22277043707241156,0.2526580940744968,0.3669843310554287,1.0,1.0,1.0,1.0,1.0,1.0,0.5928220906041156,0.42818383347951317,1.0,0.7573302469135802,,,,,
0.75,0.7408254972078236,0.1,0.0713615689940685,5184.0,0.7482638888888888,3879.0,1.0,3926.0,0.7573302469135802,0.9880285277636272,0.0,0.0,0.002152689548244497,0.0,0.10213870288478666,0.22414432776980656,0.2535357132467042,0.36807083640227384,1.0,1.0,0.992704188165452,1.0,0.992704188165452,1.0,0.5906694010558712,0.42818383347951317,0.9745370370370371,0.7533650039588282,0.553030303030303,0.38052438403964817,0.6081358727087668,0.6123225464902526,0.8627045853830859
0.75,0.7408254972078236,0.2,0.08194511870776572,5184.0,0.7332175925925926,3801.0,1.0,3926.0,0.7573302469135802,0.9681609780947529,0.0,0.0,0.007215269779089155,0.0,0.10140511333374347,0.22501030601663707,0.2530016535018748,0.3650874799999573,1.0,1.0,0.9722860157130399,1.0,0.9722860157130399,1.0,0.5856068208250265,0.42818383347951317,0.9176311728395061,0.7443767080092495,0.6088992974238876,0.38735056021136416,0.5870877683162158,0.5948428681740937,0.8426260770756778
0.75,0.7408254972078236,0.3,0.08929314580342686,5184.0,0.7175925925925926,3720.0,1.0,3926.0,0.7573302469135802,0.9475292919001528,0.0,0.0,0.015544644435489847,0.0,0.09878483253675852,0.22,0.24831303335316482,0.3560090094634468,1.0,1.0,0.9431385632072049,1.0,0.9431385632072049,1.0,0.5772774461686258,0.42818383347951317,0.8454861111111112,0.7353410905772302,0.6204744069912609,0.37010680794849904,0.5729558274409604,0.5743972940257595,0.8062398775965353
0.75,0.7408254972078236,0.4,0.09532473410094999,5184.0,0.7006172839506173,3632.0,1.0,3926.0,0.7573302469135802,0.9251146204788588,0.0,0.0,0.026433709430090498,0.0,0.09040247295391057,0.2115010747893982,0.24047937820972803,0.34752375702631216,1.0,1.0,0.9046876972322629,1.0,0.9046876972322629,1.0,0.5663883811740251,0.42818383347951317,0.7559799382716049,0.7223781576932891,0.633201581027668,0.3462990458206048,0.5729558274409604,0.5678223674751299,0.8142650078008417
