variant,accepted,feature_count,selection_score,utility,coverage,accepted_sample_accuracy,accepted_count,reversal_alert_precision,continuation_false_alert_rate
impulse_flow_subset,True,569,0.5899471883558022,0.27383502945902516,0.7047402249598286,0.6942808284248527,5263.0,0.44609375,0.2938860103626943
all_features,True,1805,0.5781833368155689,0.27972683449384034,0.7478575254418853,0.687018800358102,5585.0,0.36591513793586333,0.9384455958549223
minus_broad_volatility,True,1462,0.5781833368155689,0.27972683449384034,0.7478575254418853,0.687018800358102,5585.0,0.3651967624895339,0.9427979274611399
