reversal_risk_threshold,base_band,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy
0.25,0.1,7468.0,0.7478575254418853,0.689374185136897,0.6841477949940405,0.6867609900654688,0.6491697911087306,0.687018800358102,0.5493285586392122,0.45067144136078785,0.25,0.1,5585.0,3068.0,2517.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.27972683449384034,0.4838030027542434,0.5781833368155689,3068.0,2517.0,5585.0,0.7478575254418853,0.687018800358102
0.25,0.15,7468.0,0.6009641135511515,0.7123179850452578,0.7082691319979456,0.7102935585216017,0.6491697911087306,0.7105614973262032,0.5661764705882353,0.4338235294117647,0.25,0.15,4488.0,2541.0,1947.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2530798071772898,0.41706372796843755,0.6068132762589278,2541.0,1947.0,4488.0,0.6009641135511515,0.7105614973262032
0.25,0.2,7468.0,0.4619710765934655,0.74269889224572,0.73224043715847,0.7374696647020951,0.6491697911087306,0.7382608695652174,0.5756521739130435,0.42434782608695654,0.25,0.2,3450.0,1986.0,1464.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2201392608462775,0.3477296476770337,0.6330759034120085,1986.0,1464.0,3450.0,0.4619710765934655,0.7382608695652174
0.25,0.5,7468.0,0.10511515800749865,0.7773019271948608,0.789308176100629,0.7833050516477449,0.6491697911087306,0.7821656050955414,0.5949044585987261,0.4050955414012739,0.25,0.5,785.0,467.0,318.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.05931976432779861,0.15131984945753157,0.39201575034904396,467.0,318.0,785.0,0.10511515800749865,0.7821656050955414
0.3,0.03,7468.0,0.9045259775040171,0.6627187079407806,0.6648026315789474,0.6637606697598639,0.6491697911087306,0.6636565507031829,0.5499629903774982,0.45003700962250187,0.3,0.03,6755.0,3715.0,3040.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2960632029994644,0.5515717426158417,0.5367628181882158,3715.0,3040.0,6755.0,0.9045259775040171,0.6636565507031829
0.3,0.05,7468.0,0.8835029459025174,0.6675098369870713,0.6648026315789474,0.6661562342830094,0.6491697911087306,0.666262503789027,0.5392543194907548,0.46074568050924525,0.3,0.05,6598.0,3558.0,3040.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2937868237814676,0.5430083434538782,0.5410355610980058,3558.0,3040.0,6598.0,0.8835029459025174,0.666262503789027
0.3,0.07,7468.0,0.8320835565077664,0.6747702342128669,0.6719464977120733,0.67335836596247,0.6491697911087306,0.6734792404248471,0.5428065658191181,0.4571934341808819,0.3,0.07,6214.0,3373.0,2841.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2886984467059453,0.5212413595455666,0.5538671124594583,3373.0,2841.0,6214.0,0.8320835565077664,0.6734792404248471
0.3,0.1,7468.0,0.7478575254418853,0.689374185136897,0.6841477949940405,0.6867609900654688,0.6491697911087306,0.687018800358102,0.5493285586392122,0.45067144136078785,0.3,0.1,5585.0,3068.0,2517.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.27972683449384034,0.4838030027542434,0.5781833368155689,3068.0,2517.0,5585.0,0.7478575254418853,0.687018800358102
0.3,0.15,7468.0,0.6012319228709159,0.7120377655389457,0.7079055441478439,0.7099716548433948,0.6491697911087306,0.7102449888641426,0.5661469933184855,0.4338530066815145,0.3,0.15,4490.0,2542.0,1948.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.25281199785752545,0.4173846697073279,0.6057050395137857,2542.0,1948.0,4490.0,0.6012319228709159,0.7102449888641426
0.3,0.2,7468.0,0.46223888591322976,0.7423251132360342,0.731740614334471,0.7370328637852526,0.6491697911087306,0.7378331402085747,0.5756083429895713,0.42439165701042875,0.3,0.2,3452.0,1987.0,1465.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.21987145152651308,0.3481145173550772,0.6316066712674437,1987.0,1465.0,3452.0,0.46223888591322976,0.7378331402085747
0.3,0.5,7468.0,0.1569362613818961,0.7724719101123596,0.7913043478260869,0.7818881289692232,0.6491697911087306,0.7798634812286689,0.6075085324232082,0.3924914675767918,0.3,0.5,1172.0,712.0,460.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.0878414568826995,0.18586931497586764,0.4725979481556942,712.0,460.0,1172.0,0.1569362613818961,0.7798634812286689
0.35,0.03,7468.0,0.9045259775040171,0.6627187079407806,0.6648026315789474,0.6637606697598639,0.6491697911087306,0.6636565507031829,0.5499629903774982,0.45003700962250187,0.35,0.03,6755.0,3715.0,3040.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2960632029994644,0.5515717426158417,0.5367628181882158,3715.0,3040.0,6755.0,0.9045259775040171,0.6636565507031829
0.35,0.05,7468.0,0.8835029459025174,0.6675098369870713,0.6648026315789474,0.6661562342830094,0.6491697911087306,0.666262503789027,0.5392543194907548,0.46074568050924525,0.35,0.05,6598.0,3558.0,3040.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2937868237814676,0.5430083434538782,0.5410355610980058,3558.0,3040.0,6598.0,0.8835029459025174,0.666262503789027
0.35,0.07,7468.0,0.8320835565077664,0.6747702342128669,0.6719464977120733,0.67335836596247,0.6491697911087306,0.6734792404248471,0.5428065658191181,0.4571934341808819,0.35,0.07,6214.0,3373.0,2841.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2886984467059453,0.5212413595455666,0.5538671124594583,3373.0,2841.0,6214.0,0.8320835565077664,0.6734792404248471
0.35,0.1,7468.0,0.7478575254418853,0.689374185136897,0.6841477949940405,0.6867609900654688,0.6491697911087306,0.687018800358102,0.5493285586392122,0.45067144136078785,0.35,0.1,5585.0,3068.0,2517.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.27972683449384034,0.4838030027542434,0.5781833368155689,3068.0,2517.0,5585.0,0.7478575254418853,0.687018800358102
0.35,0.15,7468.0,0.601365827530798,0.7121510027526543,0.7079055441478439,0.7100282734502491,0.6491697911087306,0.7103095079046983,0.5662435983077265,0.4337564016922734,0.35,0.15,4491.0,2543.0,1948.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.25294590251740756,0.41738466970732796,0.6060258578609856,2543.0,1948.0,4491.0,0.601365827530798,0.7103095079046983
0.35,0.2,7468.0,0.4646491697911087,0.7428571428571429,0.7308474576271187,0.7368523002421308,0.6491697911087306,0.7377521613832853,0.5749279538904899,0.4250720461095101,0.35,0.2,3470.0,1995.0,1475.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2209426888055704,0.3490748350895108,0.6329378877996622,1995.0,1475.0,3470.0,0.4646491697911087,0.7377521613832853
0.35,0.5,7468.0,0.2240224959828602,0.7707707707707707,0.7581602373887241,0.7644655040797474,0.6491697911087306,0.7656903765690377,0.5971309025702332,0.4028690974297669,0.35,0.5,1673.0,999.0,674.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.11904124263524372,0.22910832956007565,0.5195849616808861,999.0,674.0,1673.0,0.2240224959828602,0.7656903765690377
0.4,0.03,7468.0,0.9039903588644885,0.6626278944534195,0.6648007902535397,0.6637143423534796,0.6491697911087306,0.6636053917938083,0.5501407198933491,0.4498592801066509,0.4,0.03,6751.0,3714.0,3037.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2957953936797,0.5514503446298626,0.5363953374228825,3714.0,3037.0,6751.0,0.9039903588644885,0.6636053917938083
0.4,0.05,7468.0,0.8831012319228709,0.6675098369870713,0.6648007902535397,0.6661553136203056,0.6491697911087306,0.666262319939348,0.5394996209249432,0.46050037907505686,0.4,0.05,6595.0,3558.0,3037.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29365291912158553,0.5428850305549442,0.540911800094045,3558.0,3037.0,6595.0,0.8831012319228709,0.666262319939348
0.4,0.07,7468.0,0.8318157471880021,0.6748666271487849,0.6719520789288231,0.673409353038804,0.6491697911087306,0.6735350933676755,0.5431423052157115,0.45685769478428845,0.4,0.07,6212.0,3374.0,2838.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.28869844670594536,0.521112895869051,0.5540036506379064,3374.0,2838.0,6212.0,0.8318157471880021,0.6735350933676755
0.4,0.1,7468.0,0.7477236207820032,0.6894753991528185,0.68389662027833,0.6866860097155743,0.6491697911087306,0.6869627507163324,0.5496060171919771,0.4503939828080229,0.4,0.1,5584.0,3069.0,2515.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2795929298339582,0.4838030027542434,0.5779065616423686,3069.0,2515.0,5584.0,0.7477236207820032,0.6869627507163324
0.4,0.15,7468.0,0.603776111408677,0.7117117117117117,0.7070552147239264,0.7093834632178191,0.6491697911087306,0.7096917276557995,0.5662009314703925,0.4337990685296075,0.4,0.15,4509.0,2553.0,1956.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2532137118371719,0.41866597638899744,0.6048108184504155,2553.0,1956.0,4509.0,0.603776111408677,0.7096917276557995
0.4,0.2,7468.0,0.47536154258168184,0.7382121807465619,0.7285336856010568,0.7333729331738094,0.6491697911087306,0.7340845070422535,0.5735211267605633,0.4264788732394366,0.4,0.2,3550.0,2036.0,1514.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.22254954472415636,0.35553621324523715,0.6259546466245592,2036.0,1514.0,3550.0,0.47536154258168184,0.7340845070422535
0.4,0.5,7468.0,0.3190948044991966,0.752346570397112,0.7464929859719439,0.749419778184528,0.6491697911087306,0.7498950902224087,0.5812001678556441,0.41879983214435584,0.4,0.5,2383.0,1385.0,998.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.1594804499196572,0.2825016412160639,0.5645292863898189,1385.0,998.0,2383.0,0.3190948044991966,0.7498950902224087
0.45,0.03,7468.0,0.9037225495447242,0.6627187079407806,0.6644693473961767,0.6635940276684786,0.6491697911087306,0.6635057045488221,0.5504519188027855,0.4495480811972144,0.45,0.03,6749.0,3715.0,3034.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29552758435993576,0.5514503446298626,0.5359096920291091,3715.0,3034.0,6749.0,0.9037225495447242,0.6635057045488221
0.45,0.05,7468.0,0.8829673272629888,0.6676966292134832,0.6644693473961767,0.6660829883048299,0.6491697911087306,0.6662117076129815,0.5398847437063997,0.4601152562936002,0.45,0.05,6594.0,3560.0,3034.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29351901446170336,0.5428850305549442,0.5406651462864327,3560.0,3034.0,6594.0,0.8829673272629888,0.6662117076129815
0.45,0.07,7468.0,0.8322174611676486,0.6745562130177515,0.671604938271605,0.6730805756446783,0.6491697911087306,0.6732099758648431,0.5438455349959774,0.4561544650040225,0.45,0.07,6215.0,3380.0,2835.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.28829673272629885,0.521498191962997,0.5528240311651071,3380.0,2835.0,6215.0,0.8322174611676486,0.6732099758648431
0.45,0.1,7468.0,0.7501339046598822,0.6888600194868464,0.6825208085612366,0.6856904140240415,0.6491697911087306,0.6860049982149232,0.5496251338807568,0.4503748661192431,0.45,0.1,5602.0,3079.0,2523.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.27905731119442956,0.48532287884739816,0.5749931094474006,3079.0,2523.0,5602.0,0.7501339046598822,0.6860049982149232
0.45,0.15,7468.0,0.6144884841992502,0.7110939907550077,0.7049673858504767,0.7080306883027422,0.6491697911087306,0.7084332098496404,0.5657005883634779,0.43429941163652214,0.45,0.15,4589.0,2596.0,1993.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2561596143545795,0.42327820038638336,0.6051802670696198,2596.0,1993.0,4589.0,0.6144884841992502,0.7084332098496404
0.45,0.2,7468.0,0.5044188537761114,0.7305723592368544,0.7249690976514215,0.7277707284441379,0.6491697911087306,0.7281656490576055,0.5704804884523493,0.42951951154765067,0.45,0.2,3767.0,2149.0,1618.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2301821103374397,0.3702949793331471,0.6216182319078905,2149.0,1618.0,3767.0,0.5044188537761114,0.7281656490576055
0.45,0.5,7468.0,0.4168452062131762,0.7362270450751253,0.7317629179331308,0.733994981504128,0.6491697911087306,0.7343398650819145,0.5772566655958882,0.42274333440411177,0.45,0.5,3113.0,1797.0,1316.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.19536689876807709,0.33277492952827675,0.5870841864350128,1797.0,1316.0,3113.0,0.4168452062131762,0.7343398650819145
0.5,0.03,7468.0,0.9025174076057847,0.6623551603341418,0.6652360515021459,0.6637956059181438,0.6491697911087306,0.6636498516320475,0.550593471810089,0.449406528189911,0.5,0.03,6740.0,3711.0,3029.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2953936797000536,0.5509644852010568,0.5361392387973232,3711.0,3029.0,6740.0,0.9025174076057847,0.6636498516320475
0.5,0.05,7468.0,0.8829673272629888,0.6670406732117812,0.6652360515021459,0.6661383623569636,0.6491697911087306,0.6662117076129815,0.540643008795875,0.459356991204125,0.5,0.05,6594.0,3565.0,3029.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29351901446170336,0.5428850305549442,0.5406651462864327,3565.0,3029.0,6594.0,0.8829673272629888,0.6662117076129815
0.5,0.07,7468.0,0.8346277450455276,0.6740347774830533,0.671830985915493,0.6729328816992731,0.6491697911087306,0.6730306433499118,0.5443606609979144,0.4556393390020857,0.5,0.07,6233.0,3393.0,2840.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.28883235136582763,0.5223961110496995,0.5528991224407274,3393.0,2840.0,6233.0,0.8346277450455276,0.6730306433499118
0.5,0.1,7468.0,0.7591055168719871,0.6860539845758354,0.6828314430973798,0.6844427138366076,0.6491697911087306,0.6846004586346799,0.5489504321749867,0.4510495678250132,0.5,0.1,5669.0,3112.0,2557.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2802624531333691,0.4893071958078166,0.5727740273074724,3112.0,2557.0,5669.0,0.7591055168719871,0.6846004586346799
0.5,0.15,7468.0,0.6412694161756829,0.7039644312708411,0.7004784688995215,0.7022214500851813,0.6491697911087306,0.70244309876801,0.5635832115264147,0.4364167884735853,0.5,0.15,4789.0,2699.0,2090.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2596411355115158,0.43682277909019757,0.5943855218637847,2699.0,2090.0,4789.0,0.6412694161756829,0.70244309876801
0.5,0.2,7468.0,0.5665506159614354,0.7145242070116862,0.7106267029972752,0.7125754550044807,0.6491697911087306,0.7128338454266131,0.566296383833609,0.4337036161663909,0.5,0.2,4231.0,2396.0,1835.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.24116229244777718,0.4033536435397964,0.5978929316997311,2396.0,1835.0,4231.0,0.5665506159614354,0.7128338454266131
0.5,0.5,7468.0,0.5281199785752544,0.7147321428571428,0.710093896713615,0.7124130197853789,0.6491697911087306,0.7127281947261663,0.5679513184584178,0.43204868154158216,0.5,0.5,3944.0,2240.0,1704.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.224692019282271,0.3895047877067645,0.5768658727025162,2240.0,1704.0,3944.0,0.5281199785752544,0.7127281947261663
0.55,0.03,7468.0,0.8985002678093198,0.6626994860697863,0.6664454032525722,0.6645724446611793,0.6491697911087306,0.664381520119225,0.5509687034277199,0.4490312965722802,0.55,0.03,6710.0,3697.0,3013.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29539367970005354,0.5491386838082281,0.5379218190412749,3697.0,3013.0,6710.0,0.8985002678093198,0.664381520119225
0.55,0.05,7468.0,0.8817621853240493,0.6671332586786114,0.6664454032525722,0.6667893309655918,0.6491697911087306,0.6668185269552012,0.5424449506454062,0.4575550493545938,0.55,0.05,6585.0,3572.0,3013.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.294188537761114,0.5420210547400052,0.5427621956535053,3572.0,3013.0,6585.0,0.8817621853240493,0.6668185269552012
0.55,0.07,7468.0,0.8403856454204607,0.6731892523364486,0.673562412342216,0.6733758323393323,0.6491697911087306,0.6733588272785214,0.5455704270235819,0.4544295729764181,0.55,0.07,6276.0,3424.0,2852.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2913765399035887,0.523931820715669,0.5561344594523396,3424.0,2852.0,6276.0,0.8403856454204607,0.6733588272785214
0.55,0.1,7468.0,0.7807980717728977,0.6822429906542056,0.6806562380770699,0.6814496143656377,0.6491697911087306,0.6815297547590464,0.5505059166523752,0.44949408334762475,0.55,0.1,5831.0,3210.0,2621.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2834761649705409,0.4986591555373053,0.5684768079011712,3210.0,2621.0,5831.0,0.7807980717728977,0.6815297547590464
0.55,0.15,7468.0,0.7047402249598286,0.694141689373297,0.6944563816072196,0.6942990354902583,0.6491697911087306,0.6942808284248527,0.5578567357020711,0.44214326429792894,0.55,0.15,5263.0,2936.0,2327.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.27383502945902516,0.46416871690194905,0.5899471883558022,2936.0,2327.0,5263.0,0.7047402249598286,0.6942808284248527
0.55,0.2,7468.0,0.6677825388323514,0.698532044396706,0.695077484047402,0.6968047642220541,0.6491697911087306,0.697012231802687,0.5600561459795468,0.43994385402045316,0.55,0.2,4987.0,2793.0,2194.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2631226566684521,0.4498110059591135,0.5849626914028181,2793.0,2194.0,4987.0,0.6677825388323514,0.697012231802687
0.55,0.5,7468.0,0.6574718800214248,0.6989832970225127,0.6948051948051948,0.6968942459138537,0.6491697911087306,0.6971486761710795,0.5608961303462322,0.4391038696537678,0.55,0.5,4910.0,2754.0,2156.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.25923942153186935,0.4462244157873678,0.5809619831636478,2754.0,2156.0,4910.0,0.6574718800214248,0.6971486761710795
0.6,0.03,7468.0,0.8950187466523835,0.6619794483504597,0.666443402545211,0.6642114254478353,0.6491697911087306,0.6639736684619988,0.5532615200478755,0.44673847995212446,0.6,0.03,6684.0,3698.0,2986.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.29351901446170325,0.5484066612426768,0.5352214610168957,3698.0,2986.0,6684.0,0.8950187466523835,0.6639736684619988
0.6,0.05,7468.0,0.8836368505623996,0.6648214779961251,0.666443402545211,0.665632440270668,0.6491697911087306,0.6655553871798757,0.5475071980603121,0.4524928019396878,0.6,0.05,6599.0,3613.0,2986.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2925816818425281,0.5436244883740391,0.5382054857713072,3613.0,2986.0,6599.0,0.8836368505623996,0.6655553871798757
0.6,0.07,7468.0,0.8576593465452598,0.6690361103212965,0.6703601108033241,0.6696981105623103,0.6491697911087306,0.6696330991412959,0.5491022638563622,0.45089773614363776,0.6,0.07,6405.0,3517.0,2888.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2909748259239422,0.5322990327913989,0.5466379008769897,3517.0,2888.0,6405.0,0.8576593465452598,0.6696330991412959
0.6,0.1,7468.0,0.821906802356722,0.6726576311137301,0.673469387755102,0.6730635094344161,0.6491697911087306,0.6730205278592375,0.5529488432714239,0.4470511567285761,0.6,0.1,6138.0,3394.0,2744.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.284413497589716,0.5184078050950843,0.5486288879033178,3394.0,2744.0,6138.0,0.821906802356722,0.6730205278592375
0.6,0.15,7468.0,0.786823781467595,0.6777642028100184,0.6783243658724059,0.6780442843412121,0.6491697911087306,0.6780122532334921,0.5571817562968006,0.44281824370319944,0.6,0.15,5876.0,3274.0,2602.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2801285484734868,0.5033364843691088,0.5565433008986127,3274.0,2602.0,5876.0,0.786823781467595,0.6780122532334921
0.6,0.2,7468.0,0.7751740760578468,0.6794554455445545,0.67774736018772,0.6786014028661372,0.6491697911087306,0.6787009846260148,0.558300224563828,0.44169977543617206,0.6,0.2,5789.0,3232.0,2557.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.27704874129619705,0.4990617871374494,0.5551391599932164,3232.0,2557.0,5789.0,0.7751740760578468,0.6787009846260148
0.6,0.5,7468.0,0.77289769683985,0.6791808873720137,0.6779129070223617,0.6785468971971877,0.6491697911087306,0.6786209286209286,0.5583853083853084,0.44161469161469163,0.6,0.5,5772.0,3223.0,2549.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2761114086770219,0.4983905537642282,0.5540061034295624,3223.0,2549.0,5772.0,0.77289769683985,0.6786209286209286
