variant,coverage,accepted_sample_accuracy,selection_score,utility,accepted_count,target_met
lightgbm_follow_relative,0.7287091590787359,0.6850422638735759,0.5629267709677921,0.2696839850026781,5442.0,False
catboost_follow_relative,0.7048741296197107,0.6791413373860182,0.5310369111984504,0.2525441885377611,5264.0,False
