abstain_low_conf_count,abstain_low_conf_share,active_count,active_covered_gap_norm_mean,active_covered_gap_norm_median,active_share,alpha,bucket_miss_threshold,clamp_over_pside_count,clamp_over_pside_share,coverage_feasible,coverage_overall,covered_count,covered_feasible_count,covered_gap_norm_mean,covered_gap_norm_median,covered_gap_norm_q25,covered_gap_norm_q75,delta_norm,delta_quantile,feasible_count,feasible_covered_gap_norm_mean,infeasible_count,max_possible_coverage,mean_p_pred,mean_p_side,non_active_share,sample_count,side_violation_count,side_violation_rate
1760.0,1.0,0.0,nan,nan,0.0,0.5,0.0,0.0,0.0,1.0,0.7176136363636364,1263.0,1263.0,1.0,1.0,1.0,1.0,-2.0017200270001445,0.5,1263.0,1.0,497.0,0.7176136363636364,0.5682228514151557,0.5682228514151557,1.0,1760.0,0.0,0.0
1760.0,1.0,0.0,nan,nan,0.0,0.5,0.025,0.0,0.0,1.0,0.7176136363636364,1263.0,1263.0,1.0,1.0,1.0,1.0,-2.0017200270001445,0.5,1263.0,1.0,497.0,0.7176136363636364,0.5682228514151557,0.5682228514151557,1.0,1760.0,0.0,0.0
1760.0,1.0,0.0,nan,nan,0.0,0.5,0.05,0.0,0.0,1.0,0.7176136363636364,1263.0,1263.0,1.0,1.0,1.0,1.0,-2.0017200270001445,0.5,1263.0,1.0,497.0,0.7176136363636364,0.5682228514151557,0.5682228514151557,1.0,1760.0,0.0,0.0
1760.0,1.0,0.0,nan,nan,0.0,0.5,0.075,0.0,0.0,1.0,0.7176136363636364,1263.0,1263.0,1.0,1.0,1.0,1.0,-2.0017200270001445,0.5,1263.0,1.0,497.0,0.7176136363636364,0.5682228514151557,0.5682228514151557,1.0,1760.0,0.0,0.0
1665.0,0.9460227272727273,43.0,0.7995398611478975,0.8775539509426873,0.024431818181818183,0.5,0.1,52.0,0.029545454545454545,0.9968329374505146,0.7153409090909091,1259.0,1259.0,0.9964971222758171,1.0,1.0,1.0,-2.0017200270001445,0.5,1263.0,0.9964971222758171,497.0,0.7176136363636364,0.5666971405122603,0.5682228514151557,0.9755681818181818,1760.0,0.0,0.0
1445.0,0.8210227272727273,132.0,0.737769057419309,0.8256669815176426,0.075,0.5,0.15,183.0,0.10397727272727272,0.9857482185273159,0.7073863636363636,1245.0,1245.0,0.9858879733711596,1.0,1.0,1.0,-2.0017200270001445,0.5,1263.0,0.9858879786556028,497.0,0.7176136363636364,0.5628538608916197,0.5682228514151557,0.925,1760.0,0.0,0.0
1445.0,0.8210227272727273,132.0,0.737769057419309,0.8256669815176426,0.075,0.5,0.2,183.0,0.10397727272727272,0.9857482185273159,0.7073863636363636,1245.0,1245.0,0.9858879733711596,1.0,1.0,1.0,-2.0017200270001445,0.5,1263.0,0.9858879786556028,497.0,0.7176136363636364,0.5628538608916197,0.5682228514151557,0.925,1760.0,0.0,0.0
1052.0,0.5977272727272728,329.0,0.660449979318243,0.7655834762259386,0.18693181818181817,0.5,0.3,379.0,0.21534090909090908,0.9453681710213777,0.678409090909091,1194.0,1194.0,0.9584804832332188,1.0,1.0,1.0,-2.0017200270001445,0.5,1263.0,0.9584804890243264,497.0,0.7176136363636364,0.5492358104998828,0.5682228514151557,0.8130681818181819,1760.0,0.0,0.0
499.0,0.28352272727272726,822.0,0.5679706082681034,0.5899510023845452,0.46704545454545454,0.5,0.5,439.0,0.24943181818181817,0.78701504354711,0.5647727272727273,994.0,994.0,0.850484798032422,1.0,0.8379068839087128,1.0,-2.0017200270001445,0.5,1263.0,0.850484805023364,497.0,0.7176136363636364,0.4779891699825621,0.5682228514151557,0.5329545454545455,1760.0,0.0,0.0
0.0,0.0,1319.0,0.546443750523582,0.5686072560411061,0.7494318181818181,0.5,1.0,441.0,0.2505681818181818,0.5146476642913698,0.3693181818181818,650.0,650.0,0.6811150676758106,0.790048167601155,0.39464108536612974,1.0,-2.0017200270001445,0.5,1263.0,0.6811150790507674,497.0,0.7176136363636364,0.37304321284300074,0.5682228514151557,0.2505681818181818,1760.0,0.0,0.0
1760.0,1.0,0.0,nan,nan,0.0,0.5,0.0,0.0,0.0,1.0,0.7176136363636364,1263.0,1263.0,1.0,1.0,1.0,1.0,-1.3627321720285246,0.6,1263.0,1.0,497.0,0.7176136363636364,0.5682228514151557,0.5682228514151557,1.0,1760.0,0.0,0.0
1760.0,1.0,0.0,nan,nan,0.0,0.5,0.025,0.0,0.0,1.0,0.7176136363636364,1263.0,1263.0,1.0,1.0,1.0,1.0,-1.3627321720285246,0.6,1263.0,1.0,497.0,0.7176136363636364,0.5682228514151557,0.5682228514151557,1.0,1760.0,0.0,0.0
1647.0,0.9357954545454545,37.0,0.6447726956180478,0.7860961334637564,0.021022727272727273,0.5,0.05,76.0,0.04318181818181818,0.9984164687252574,0.7164772727272727,1261.0,1261.0,0.9938025371162547,1.0,1.0,1.0,-1.3627321720285246,0.6,1263.0,0.9938025371162547,497.0,0.7176136363636364,0.566860429481193,0.5682228514151557,0.9789772727272728,1760.0,0.0,0.0
1647.0,0.9357954545454545,37.0,0.6447726956180478,0.7860961334637564,0.021022727272727273,0.5,0.075,76.0,0.04318181818181818,0.9984164687252574,0.7164772727272727,1261.0,1261.0,0.9938025371162547,1.0,1.0,1.0,-1.3627321720285246,0.6,1263.0,0.9938025371162547,497.0,0.7176136363636364,0.566860429481193,0.5682228514151557,0.9789772727272728,1760.0,0.0,0.0
1552.0,0.8818181818181818,66.0,0.7015805026534592,0.8192053283838598,0.0375,0.5,0.1,142.0,0.08068181818181819,0.995249406175772,0.7142045454545455,1257.0,1257.0,0.9914533795509343,1.0,1.0,1.0,-1.3627321720285246,0.6,1263.0,0.9914533795509344,497.0,0.7176136363636364,0.5656817031347396,0.5682228514151557,0.9625,1760.0,0.0,0.0
1445.0,0.8210227272727273,105.0,0.7056336766953729,0.8316291833579832,0.05965909090909091,0.5,0.15,210.0,0.11931818181818182,0.9904988123515439,0.7107954545454546,1251.0,1251.0,0.9865876255568634,1.0,1.0,1.0,-1.3627321720285246,0.6,1263.0,0.9865876255568634,497.0,0.7176136363636364,0.5642259111062005,0.5682228514151557,0.9403409090909091,1760.0,0.0,0.0
1052.0,0.5977272727272728,280.0,0.6381429533787734,0.6941991877709935,0.1590909090909091,0.5,0.2,428.0,0.2431818181818182,0.9604117181314331,0.6892045454545455,1213.0,1213.0,0.9591307375209331,1.0,1.0,1.0,-1.3627321720285246,0.6,1263.0,0.9591307389025083,497.0,0.7176136363636364,0.5537346087084418,0.5682228514151557,0.8409090909090909,1760.0,0.0,0.0
1052.0,0.5977272727272728,280.0,0.6381429533787734,0.6941991877709935,0.1590909090909091,0.5,0.3,428.0,0.2431818181818182,0.9604117181314331,0.6892045454545455,1213.0,1213.0,0.9591307375209331,1.0,1.0,1.0,-1.3627321720285246,0.6,1263.0,0.9591307389025083,497.0,0.7176136363636364,0.5537346087084418,0.5682228514151557,0.8409090909090909,1760.0,0.0,0.0
415.0,0.23579545454545456,834.0,0.5301582858903664,0.53247946631239,0.4738636363636364,0.5,0.5,511.0,0.2903409090909091,0.8186856690419636,0.5875,1034.0,1034.0,0.8100639879131268,1.0,0.6748124485643368,1.0,-1.3627321720285246,0.6,1263.0,0.8100639971591399,497.0,0.7176136363636364,0.48290543758809396,0.5682228514151557,0.5261363636363636,1760.0,0.0,0.0
0.0,0.0,1248.0,0.5048295201653823,0.5094499829256495,0.7090909090909091,0.5,1.0,512.0,0.2909090909090909,0.620744259699129,0.44545454545454544,784.0,784.0,0.6519911551162316,0.7524713745915794,0.3420341203524853,1.0,-1.3627321720285246,0.6,1263.0,0.6519911683048066,497.0,0.7176136363636364,0.4108973261872315,0.5682228514151557,0.2909090909090909,1760.0,0.0,0.0
1760.0,1.0,0.0,nan,nan,0.0,0.5,0.0,0.0,0.0,1.0,0.7176136363636364,1263.0,1263.0,1.0,1.0,1.0,1.0,-0.8445118942756861,0.7,1263.0,1.0,497.0,0.7176136363636364,0.5682228514151557,0.5682228514151557,1.0,1760.0,0.0,0.0
1552.0,0.8818181818181818,53.0,0.6767661302466466,0.7889709664317999,0.030113636363636363,0.5,0.025,155.0,0.08806818181818182,0.9984164687252574,0.7164772727272727,1261.0,1261.0,0.9912847330915036,1.0,1.0,1.0,-0.8445118942756861,0.7,1263.0,0.9912847332046626,497.0,0.7176136363636364,0.5663473334572808,0.5682228514151557,0.9698863636363636,1760.0,0.0,0.0
1552.0,0.8818181818181818,53.0,0.6767661302466466,0.7889709664317999,0.030113636363636363,0.5,0.05,155.0,0.08806818181818182,0.9984164687252574,0.7164772727272727,1261.0,1261.0,0.9912847330915036,1.0,1.0,1.0,-0.8445118942756861,0.7,1263.0,0.9912847332046626,497.0,0.7176136363636364,0.5663473334572808,0.5682228514151557,0.9698863636363636,1760.0,0.0,0.0
1304.0,0.740909090909091,157.0,0.6200520758626055,0.6704233224239888,0.08920454545454545,0.5,0.075,299.0,0.16988636363636364,0.9920823436262867,0.7119318181818182,1253.0,1253.0,0.9690704802378178,1.0,1.0,1.0,-0.8445118942756861,0.7,1263.0,0.9690704803695562,497.0,0.7176136363636364,0.5617611724314755,0.5682228514151557,0.9107954545454545,1760.0,0.0,0.0
