override_threshold,max_base_confidence,min_first_minute_abs_return,min_follow_reversal_probability,low_risk_filter_threshold,low_follow_filter_threshold,max_continuation_risk,max_continuation_follow_reversal,include_abstains,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
0.4,0.15,0.0,0.0,0.5,0.45,0.55,1.0,False,7468.0,0.8007498660953402,0.6290782388343364,0.6114063053489196,0.6202422720916281,0.6491697911087306,0.6207357859531772,0.5279264214046823,0.47207357859531773,0.4,0.5,5980.0,3157.0,2823.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.19335832886984466,0.5510859902163616,0.3508677997673836,3157.0,2823.0,5980.0,0.8007498660953402,0.6207357859531772,4825.0,0.8184455958549223,0.6994175740693847,3949.0,2643.0,0.7684449489216799,0.46774987690792713,2031.0
0.4,0.15,0.0,0.0,0.5,0.45,0.55,1.0,True,7468.0,0.848821638993037,0.6213821618428824,0.6058245851676262,0.6136033735052543,0.6491697911087306,0.6141347215649156,0.5341536519955828,0.4658463480044171,0.4,0.5,6339.0,3386.0,2953.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.19376004284949108,0.5723030648806391,0.33856195211867707,3386.0,2953.0,6339.0,0.848821638993037,0.6141347215649156,4825.0,0.8553367875647668,0.6692512721104918,4127.0,2643.0,0.8369277336360197,0.5113019891500904,2212.0
0.4,0.15,0.0,0.0,0.5,0.45,0.6,0.55,False,7468.0,0.835698982324585,0.6336874051593323,0.6116768499660556,0.6226821275626939,0.6491697911087306,0.6232975484697965,0.5279602627784009,0.4720397372215991,0.4,0.5,6241.0,3295.0,2946.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.20607927155865016,0.5610791881570438,0.3672908849739217,3295.0,2946.0,6241.0,0.835698982324585,0.6232975484697965,4825.0,0.8553367875647668,0.7123818754543252,4127.0,2643.0,0.7998486568293606,0.44938505203405865,2114.0
0.4,0.15,0.0,0.0,0.5,0.45,0.6,0.55,True,7468.0,0.8837707552222818,0.6259931895573212,0.6063068920676203,0.6161500408124707,0.6491697911087306,0.6168181818181818,0.5339393939393939,0.46606060606060606,0.4,0.5,6600.0,3524.0,3076.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.20648098553829675,0.5819320276819214,0.3548197653956199,3524.0,3076.0,6600.0,0.8837707552222818,0.6168181818181818,4825.0,0.8922279792746114,0.6829268292682927,4305.0,2643.0,0.8683314415437003,0.4928104575163399,2295.0
0.4,0.15,0.0,0.0,0.5,0.45,0.6,0.65,False,7468.0,0.8576593465452598,0.6339811542991755,0.611831173147225,0.6229061637232003,0.6491697911087306,0.623575331772053,0.5302107728337236,0.46978922716627636,0.4,0.5,6405.0,3396.0,3009.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.21197107659346537,0.5681937477444619,0.37306126199895595,3396.0,3009.0,6405.0,0.8576593465452598,0.623575331772053,4825.0,0.8768911917098445,0.7194516662727488,4231.0,2643.0,0.8225501324252743,0.43698252069917204,2174.0
0.4,0.15,0.0,0.0,0.5,0.45,0.6,0.65,True,7468.0,0.9057311194429566,0.6264827586206897,0.606562599553998,0.6165226790873439,0.6491697911087306,0.6172383205204022,0.5359254878769959,0.46407451212300416,0.4,0.5,6764.0,3625.0,3139.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.212372790573112,0.5887946708615172,0.3606907485462984,3625.0,3139.0,6764.0,0.9057311194429566,0.6172383205204022,4825.0,0.9137823834196891,0.6904059877523248,4409.0,2643.0,0.8910329171396141,0.4802547770700637,2355.0
0.4,0.15,0.0,0.0,0.5,0.45,0.6,1.0,False,7468.0,0.8612747723620782,0.6335385517443565,0.6120489904005296,0.622793771072443,0.6491697911087306,0.6234452736318408,0.5303171641791045,0.46968283582089554,0.4,0.5,6432.0,3411.0,3021.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2126405998928762,0.5694884425821133,0.37338878894318567,3411.0,3021.0,6432.0,0.8612747723620782,0.6234452736318408,4825.0,0.8802072538860104,0.7205085943018601,4247.0,2643.0,0.8267120696178585,0.43478260869565216,2185.0
0.4,0.15,0.0,0.0,0.5,0.45,0.6,1.0,True,7468.0,0.909346545259775,0.6260989010989011,0.6067914947635671,0.6164451979312341,0.6491697911087306,0.6171403327934031,0.5360035340892357,0.46399646591076427,0.4,0.5,6791.0,3640.0,3151.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.21304231387252284,0.5900441641891105,0.36106164047110595,3640.0,3151.0,6791.0,0.909346545259775,0.6171403327934031,4825.0,0.917098445595855,0.6915254237288135,4425.0,2643.0,0.8951948543321983,0.47802197802197804,2366.0
0.4,0.15,0.0,0.0,0.5,0.45,1.0,0.55,False,7468.0,0.8693090519550081,0.6336719883889695,0.6143747948802101,0.6240233916345899,0.6491697911087306,0.624614910659273,0.5306531115218731,0.46934688847812694,0.4,0.5,6492.0,3445.0,3047.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.21665773968934127,0.5712492066802661,0.37927009290466596,3445.0,3047.0,6492.0,0.8693090519550081,0.624614910659273,4825.0,0.8895336787564767,0.7234389561975769,4292.0,2643.0,0.8323874385168369,0.4318181818181818,2200.0
0.4,0.15,0.0,0.0,0.5,0.45,1.0,0.55,True,7468.0,0.9173808248527049,0.6262928688078389,0.6090651558073654,0.6176790123076021,0.6491697911087306,0.6183038972412787,0.536272077069041,0.463727922930959,0.4,0.5,6851.0,3674.0,3177.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2170594536689877,0.5917437668381971,0.36681324896547524,3674.0,3177.0,6851.0,0.9173808248527049,0.6183038972412787,4825.0,0.9264248704663213,0.6946308724832215,4470.0,2643.0,0.9008702232311767,0.4750104997900042,2381.0
0.4,0.15,0.0,0.0,0.5,0.45,1.0,0.65,False,7468.0,0.8918050348152116,0.6338782412626832,0.6143958868894601,0.6241370640760717,0.6491697911087306,0.6247747747747747,0.5327327327327327,0.46726726726726725,0.4,0.5,6660.0,3548.0,3112.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2225495447241563,0.5784701764529677,0.384720861650593,3548.0,3112.0,6660.0,0.8918050348152116,0.6247747747747747,4825.0,0.9115025906735751,0.7301045929968167,4398.0,2643.0,0.8558456299659478,0.41998231653404067,2262.0
0.4,0.15,0.0,0.0,0.5,0.45,1.0,0.65,True,7468.0,0.9398768077129084,0.6266878474980143,0.6091918568784701,0.6179398521882422,0.6491697911087306,0.6186066391223821,0.5381108420002849,0.4618891579997151,0.4,0.5,7019.0,3777.0,3242.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.22295125870380292,0.5987176083134291,0.3723813290406648,3777.0,3242.0,7019.0,0.9398768077129084,0.6186066391223821,4825.0,0.9483937823834196,0.7017045454545454,4576.0,2643.0,0.9243284146802876,0.4629553827261564,2443.0
0.4,0.15,0.0,0.0,0.5,0.45,1.0,1.0,False,7468.0,0.89542046063203,0.63345495369071,0.614596670934699,0.6240258123127045,0.6491697911087306,0.6246448332585613,0.5328248841034844,0.4671751158965156,0.4,0.5,6687.0,3563.0,3124.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.22321906802356714,0.5797419221552219,0.38503178654691417,3563.0,3124.0,6687.0,0.89542046063203,0.6246448332585613,4825.0,0.914818652849741,0.7310829179882193,4414.0,2643.0,0.860007567158532,0.4179498460184778,2273.0
0.4,0.15,0.0,0.0,0.5,0.45,1.0,1.0,True,7468.0,0.9434922335297269,0.6263185654008439,0.6094038106945298,0.6178611880476867,0.6491697911087306,0.6185069543003122,0.5381776894692024,0.46182231053079764,0.4,0.5,7046.0,3792.0,3254.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2236207820032137,0.599946435745106,0.37273457875532995,3792.0,3254.0,7046.0,0.9434922335297269,0.6185069543003122,4825.0,0.9517098445595855,0.7027439024390244,4592.0,2643.0,0.9284903518728718,0.460880195599022,2454.0
0.4,0.15,0.0,0.0,0.5,0.55,0.5,0.55,False,7468.0,0.6480985538296733,0.6361122086131964,0.6084885231702035,0.6223003658916999,0.6491697911087306,0.6229338842975206,0.5229338842975206,0.47706611570247937,0.4,0.5,4840.0,2531.0,2309.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.15934654525977499,0.49434401410854484,0.3223393845420099,2531.0,2309.0,4840.0,0.6480985538296733,0.6229338842975206,4825.0,0.6698445595854923,0.6800742574257426,3232.0,2643.0,0.6083995459704881,0.5080845771144279,1608.0
0.4,0.15,0.0,0.0,0.5,0.55,0.5,0.55,True,7468.0,0.6893411890733797,0.6262848751835536,0.6031353135313532,0.6147100943574534,0.6491697911087306,0.6153846153846154,0.5291375291375291,0.47086247086247085,0.4,0.5,5148.0,2724.0,2424.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.15907873594001076,0.5149089497830509,0.30894536986983073,2724.0,2424.0,5148.0,0.6893411890733797,0.6153846153846154,4825.0,0.7019689119170984,0.6489518748154709,3387.0,2643.0,0.6662883087400681,0.5508233957978421,1761.0
0.4,0.15,0.0,0.0,0.5,0.55,0.5,0.65,False,7468.0,0.6687198714515266,0.6359832635983264,0.6088794926004228,0.6224313780993747,0.6491697911087306,0.6231477773327994,0.526431718061674,0.473568281938326,0.4,0.5,4994.0,2629.0,2365.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.1647027316550616,0.5020045516708315,0.32809011612918315,2629.0,2365.0,4994.0,0.6687198714515266,0.6231477773327994,4825.0,0.6899481865284974,0.6893962150796035,3329.0,2643.0,0.6299659477866061,0.4906906906906907,1665.0
0.4,0.15,0.0,0.0,0.5,0.55,0.5,0.65,True,7468.0,0.709962506695233,0.6265060240963856,0.6036290322580645,0.6150675281772251,0.6491697911087306,0.6158053564692569,0.5322519803847605,0.46774801961523954,0.4,0.5,5302.0,2822.0,2480.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.16443492233529733,0.5222679314106581,0.3148478251213983,2822.0,2480.0,5302.0,0.709962506695233,0.6158053564692569,4825.0,0.7220725388601036,0.6587256027554536,3484.0,2643.0,0.6878547105561862,0.5335533553355336,1818.0
0.4,0.15,0.0,0.0,0.5,0.55,0.5,1.0,False,7468.0,0.672335297268345,0.6354009077155824,0.6091712242322255,0.622286065973904,0.6491697911087306,0.6229834694284008,0.5265883290181239,0.47341167098187614,0.4,0.5,5021.0,2644.0,2377.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.1653722549544725,0.5034694838388284,0.3284652998103293,2644.0,2377.0,5021.0,0.672335297268345,0.6229834694284008,4825.0,0.6932642487046632,0.690881913303438,3345.0,2643.0,0.6341278849791903,0.48747016706443913,1676.0
0.4,0.15,0.0,0.0,0.5,0.55,0.5,1.0,True,7468.0,0.7135779325120514,0.6260133944307367,0.6039325842696629,0.6149729893501998,0.6491697911087306,0.6156877462938638,0.5323700506661663,0.4676299493338337,0.4,0.5,5329.0,2837.0,2492.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.16510444563470814,0.5236761818516015,0.31527965440577393,2837.0,2492.0,5329.0,0.7135779325120514,0.6156877462938638,4825.0,0.7253886010362695,0.6602857142857143,3500.0,2643.0,0.6920166477487704,0.5303444505194095,1829.0
0.4,0.15,0.0,0.0,0.5,0.55,0.55,0.55,False,7468.0,0.7370112479914301,0.6383789400762037,0.6178830722200993,0.6281310061481515,0.6491697911087306,0.6286337209302325,0.5245276162790697,0.47547238372093026,0.4,0.5,5504.0,2887.0,2617.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.18960899839314402,0.523164529377846,0.3624270908018735,2887.0,2617.0,5504.0,0.7370112479914301,0.6286337209302325,4825.0,0.7620725388601036,0.7187924938808812,3677.0,2643.0,0.6912599318955732,0.44718117131910234,1827.0
0.4,0.15,0.0,0.0,0.5,0.55,0.55,0.55,True,7468.0,0.7782538832351366,0.6295454545454545,0.6127379209370425,0.6211416877412486,0.6491697911087306,0.6216448726772196,0.5299380591878872,0.4700619408121129,0.4,0.5,5812.0,3080.0,2732.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.1893411890733798,0.5426383206896453,0.34892705113922634,3080.0,2732.0,5812.0,0.7782538832351366,0.6216448726772196,4825.0,0.7941968911917099,0.6897181628392485,3832.0,2643.0,0.7491486946651532,0.4898989898989899,1980.0
0.4,0.15,0.0,0.0,0.5,0.55,0.55,0.65,False,7468.0,0.7588377075522228,0.6384332105791765,0.6179104477611941,0.6281718291701852,0.6491697911087306,0.6287277218987118,0.5270866419622375,0.47291335803776247,0.4,0.5,5667.0,2987.0,2680.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.19536689876807714,0.5307875322500264,0.3680698714604509,2987.0,2680.0,5667.0,0.7588377075522228,0.6287277218987118,4825.0,0.783419689119171,0.7264550264550265,3780.0,2643.0,0.713961407491487,0.43296237413884475,1887.0
0.4,0.15,0.0,0.0,0.5,0.55,0.55,0.65,True,7468.0,0.8000803427959293,0.629874213836478,0.6128801431127012,0.6213771784745896,0.6491697911087306,0.6219246861924687,0.5322175732217573,0.46778242677824267,0.4,0.5,5975.0,3180.0,2795.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.19509908944831286,0.5499914787283602,0.35473111310633954,3180.0,2795.0,5975.0,0.8000803427959293,0.6219246861924687,4825.0,0.8155440414507772,0.6978398983481575,3935.0,2643.0,0.771850170261067,0.47549019607843135,2040.0
0.4,0.15,0.0,0.0,0.5,0.55,0.55,1.0,False,7468.0,0.7624531333690412,0.6379080612924717,0.6181277860326895,0.6280179236625806,0.6491697911087306,0.6285563751317176,0.5272216368106779,0.4727783631893221,0.4,0.5,5694.0,3002.0,2692.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.19603642206748792,0.5321732383827438,0.3683695607528779,3002.0,2692.0,5694.0,0.7624531333690412,0.6285563751317176,4825.0,0.7867357512953368,0.7276080084299262,3796.0,2643.0,0.7181233446840711,0.43045310853530033,1898.0
0.4,0.15,0.0,0.0,0.5,0.55,0.55,1.0,True,7468.0,0.8036957686127477,0.6294209702660407,0.6131100819380121,0.6212655261020263,0.6491697911087306,0.6217927357547485,0.532322559146951,0.46767744085304896,0.4,0.5,6002.0,3195.0,2807.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.1957686127477237,0.5513289199130696,0.3550849695651579,3195.0,2807.0,6002.0,0.8036957686127477,0.6217927357547485,4825.0,0.8188601036269431,0.6990635282207036,3951.0,2643.0,0.7760121074536511,0.47294002925402245,2051.0
0.4,0.15,0.0,0.0,0.5,0.55,0.6,0.55,False,7468.0,0.797402249598286,0.6423566878980892,0.6181172291296625,0.6302369585138758,0.6491697911087306,0.6308984047019311,0.5272879932829555,0.4727120067170445,0.4,0.5,5955.0,3140.0,2815.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2087573647562935,0.5425149236850506,0.3847956169358479,3140.0,2815.0,5955.0,0.797402249598286,0.6308984047019311,4825.0,0.8236269430051814,0.7398087569199798,3974.0,2643.0,0.7495270525917518,0.41241797072185765,1981.0
0.4,0.15,0.0,0.0,0.5,0.55,0.6,0.55,True,7468.0,0.8386448848419925,0.6339633963396339,0.6133105802047781,0.623636988272206,0.6491697911087306,0.6243014529778061,0.5321730799936133,0.4678269200063867,0.4,0.5,6263.0,3333.0,2930.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.20848955543652917,0.5613177929682363,0.37142873083363515,3333.0,2930.0,6263.0,0.8386448848419925,0.6243014529778061,4825.0,0.8557512953367875,0.7120368127875999,4129.0,2643.0,0.8074158153613318,0.45454545454545453,2134.0
0.4,0.15,0.0,0.0,0.5,0.55,0.6,0.65,False,7468.0,0.8193626138189609,0.642394322739895,0.618137595552467,0.630265959146181,0.6491697911087306,0.6309854551397287,0.5296617094296454,0.47033829057035464,0.4,0.5,6119.0,3241.0,2878.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2146491697911087,0.5498697318583067,0.39036367589409454,3241.0,2878.0,6119.0,0.8193626138189609,0.6309854551397287,4825.0,0.845181347150259,0.7464443354585582,4078.0,2643.0,0.7722285281876655,0.40029397354238117,2041.0
0.4,0.15,0.0,0.0,0.5,0.55,0.6,0.65,True,7468.0,0.8606052490626673,0.6342457775189284,0.61343133979285,0.6238385586558892,0.6491697911087306,0.6245526684300606,0.5343083864944764,0.46569161350552357,0.4,0.5,6427.0,3434.0,2993.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.21438136047134432,0.5684293661446966,0.37714687741303715,3434.0,2993.0,6427.0,0.8606052490626673,0.6245526684300606,4825.0,0.8773056994818653,0.719111741081975,4233.0,2643.0,0.8301172909572455,0.4421148587055606,2194.0
0.4,0.15,0.0,0.0,0.5,0.55,0.6,1.0,False,7468.0,0.8229780396357793,0.6418918918918919,0.6183391003460208,0.6301154961189563,0.6491697911087306,0.6308167914090466,0.5297754637162382,0.4702245362837618,0.4,0.5,6146.0,3256.0,2890.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2153186930905196,0.5512074684477977,0.3906309428224147,3256.0,2890.0,6146.0,0.8229780396357793,0.6308167914090466,4825.0,0.8484974093264249,0.7474352711284807,4094.0,2643.0,0.7763904653802497,0.39814814814814814,2052.0
0.4,0.15,0.0,0.0,0.5,0.55,0.6,1.0,True,7468.0,0.8642206748794858,0.6338069005508843,0.6136439267886855,0.623725413669785,0.6491697911087306,0.6244189649829563,0.5343972730089867,0.46560272699101335,0.4,0.5,6454.0,3449.0,3005.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2150508837707553,0.5697235255405602,0.37746533911639435,3449.0,3005.0,6454.0,0.8642206748794858,0.6244189649829563,4825.0,0.8806217616580311,0.720169451635679,4249.0,2643.0,0.8342792281498297,0.4399092970521542,2205.0
0.4,0.15,0.0,0.0,0.5,0.55,1.0,0.55,False,7468.0,0.8310123192287091,0.6419452887537994,0.620713305898491,0.6313292973261453,0.6491697911087306,0.6319690621978731,0.530132130196584,0.46986786980341605,0.4,0.5,6206.0,3290.0,2916.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.21933583288698455,0.5530264398479174,0.396610029978498,3290.0,2916.0,6206.0,0.8310123192287091,0.6319690621978731,4825.0,0.8578238341968912,0.7501812031891761,4139.0,2643.0,0.7820658342792282,0.3952588292210934,2067.0
0.4,0.15,0.0,0.0,0.5,0.55,1.0,0.55,True,7468.0,0.8722549544724156,0.6339362618432386,0.6159683272847245,0.6249522945639816,0.6491697911087306,0.6255756831439976,0.5346945041449186,0.46530549585508135,0.4,0.5,6514.0,3483.0,3031.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.21906802356722022,0.5714835653390198,0.3833321496082972,3483.0,3031.0,6514.0,0.8722549544724156,0.6255756831439976,4825.0,0.8899481865284974,0.7231020027945971,4294.0,2643.0,0.8399545970488081,0.4369369369369369,2220.0
0.4,0.15,0.0,0.0,0.5,0.55,1.0,0.65,False,7468.0,0.8535083020889127,0.6419098143236074,0.6205971150620597,0.6312534646928336,0.6491697911087306,0.6319422654534045,0.5323187951051145,0.46768120489488546,0.4,0.5,6374.0,3393.0,2981.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.22522763792179973,0.5604822317286753,0.4018461695514204,3393.0,2981.0,6374.0,0.8535083020889127,0.6319422654534045,4825.0,0.8797927461139896,0.7564193168433451,4245.0,2643.0,0.805524025728339,0.3837482386096759,2129.0
0.4,0.15,0.0,0.0,0.5,0.55,1.0,0.65,True,7468.0,0.8947509373326191,0.634132738427217,0.6159560723514211,0.625044405389319,0.6491697911087306,0.6257108650104759,0.5366656689613888,0.4633343310386112,0.4,0.5,6682.0,3586.0,3096.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.22495982860203534,0.5787016108196796,0.38873198967495465,3586.0,3096.0,6682.0,0.8947509373326191,0.6257108650104759,4825.0,0.9119170984455959,0.7297727272727272,4400.0,2643.0,0.863412788497919,0.42506573181419804,2282.0
0.4,0.15,0.0,0.0,0.5,0.55,1.0,1.0,False,7468.0,0.8571237279057311,0.6414319248826291,0.6207818242565988,0.631106874569614,0.6491697911087306,0.6317762849554757,0.5324168098734573,0.4675831901265427,0.4,0.5,6401.0,3408.0,2993.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.22589716122121042,0.5617946985708039,0.4020991330033711,3408.0,2993.0,6401.0,0.8571237279057311,0.6317762849554757,4825.0,0.8831088082901555,0.7573339591645154,4261.0,2643.0,0.8096859629209232,0.38177570093457946,2140.0
0.4,0.15,0.0,0.0,0.5,0.55,1.0,1.0,True,7468.0,0.8983663631494376,0.6337128575395723,0.6161518661518661,0.6249323618457192,0.6491697911087306,0.6255775823520644,0.5367416902668057,0.4632583097331942,0.4,0.5,6709.0,3601.0,3108.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,0.2256293519014462,0.5799728490403631,0.3890343354430779,3601.0,3108.0,6709.0,0.8983663631494376,0.6255775823520644,4825.0,0.9152331606217616,0.7307518115942029,4416.0,2643.0,0.8675747256905032,0.42302660270388137,2293.0
