cutoff,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
0.255,7468.0,0.7649973219068024,0.6786843769765971,0.6722853782830263,0.6754848776298117,0.611140867702196,0.675827061088745,0.5534745317696482,0.44652546823035183,0.745,0.255,5713.0,3162.0,2551.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.26901446170326737,0.4979873794603308,0.5402033722115579,3162.0,2551.0,5713.0,0.7649973219068024,0.675827061088745,4825.0,0.8020725388601037,0.9193798449612403,3870.0,2643.0,0.6973136587211503,0.16440586001085186,1843.0
0.26,7468.0,0.7664702731655062,0.6784474597664879,0.6720156555772994,0.6752315576718937,0.611140867702196,0.6755765199161425,0.553633822501747,0.44636617749825297,0.74,0.26,5724.0,3169.0,2555.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.2691483663631494,0.4986591555373052,0.5397441586591187,3169.0,2555.0,5724.0,0.7664702731655062,0.6755765199161425,4825.0,0.8031088082901554,0.9181935483870968,3875.0,2643.0,0.6995838062807416,0.1671173607355327,1849.0
0.265,7468.0,0.7683449384038564,0.6781102362204724,0.6714787358564183,0.6747944860384454,0.611140867702196,0.6751481352387592,0.5533286859532939,0.4466713140467062,0.735,0.265,5738.0,3175.0,2563.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.2691483663631494,0.4995981245164492,0.5387297372736389,3175.0,2563.0,5738.0,0.7683449384038564,0.6751481352387592,4825.0,0.804559585492228,0.9165378670788253,3882.0,2643.0,0.7022323117669316,0.17025862068965517,1856.0
0.27,7468.0,0.7704874129619711,0.6770244821092278,0.6709501557632399,0.6739873189362339,0.611140867702196,0.6743135210288494,0.5537017726798749,0.44629822732012514,0.73,0.27,5754.0,3186.0,2568.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.2686127477236207,0.5009364556699534,0.5362212006797898,3186.0,2568.0,5754.0,0.7704874129619711,0.6743135210288494,4825.0,0.8066321243523316,0.9141829393627955,3892.0,2643.0,0.7045024593265229,0.17293233082706766,1862.0
0.275,7468.0,0.7723620782003213,0.6767929846539305,0.6695145631067961,0.6731537738803632,0.611140867702196,0.6735436893203883,0.5535714285714286,0.44642857142857145,0.725,0.275,5768.0,3193.0,2575.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.2680771290840921,0.5021379039249224,0.5338715261060513,3193.0,2575.0,5768.0,0.7723620782003213,0.6735436893203883,4825.0,0.8084974093264249,0.9120738272237888,3901.0,2643.0,0.7063942489595157,0.17514729512587038,1867.0
0.28,7468.0,0.7739689341189073,0.6764613941856831,0.6691204959318093,0.6727909450587461,0.611140867702196,0.6731833910034603,0.5534602076124567,0.44653979238754327,0.72,0.28,5780.0,3199.0,2581.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.2680771290840922,0.5029372749333734,0.5330229880447929,3199.0,2581.0,5780.0,0.7739689341189073,0.6731833910034603,4825.0,0.809740932642487,0.9106731507550551,3907.0,2643.0,0.7086643965191071,0.1777896422851041,1873.0
0.285,7468.0,0.7757096946973755,0.6762410240399626,0.6683397683397684,0.6722903961898654,0.611140867702196,0.6727084412221647,0.5529086828931469,0.4470913171068531,0.7150000000000001,0.285,5793.0,3203.0,2590.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.2679432244242099,0.5038682716113239,0.531772368931571,3203.0,2590.0,5793.0,0.7757096946973755,0.6727084412221647,4825.0,0.8111917098445596,0.9090444557996934,3914.0,2643.0,0.7109345440786985,0.1804151144225652,1879.0
0.29,7468.0,0.776914836636315,0.676333021515435,0.6685934489402697,0.6724632352278523,0.611140867702196,0.6728714236470182,0.5527404343329886,0.44725956566701136,0.71,0.29,5802.0,3207.0,2595.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.26861274772362076,0.5041339548734514,0.5328201862361134,3207.0,2595.0,5802.0,0.776914836636315,0.6728714236470182,4825.0,0.8116062176165804,0.9085801838610827,3916.0,2643.0,0.7135830495648884,0.18345705196182396,1886.0
0.295,7468.0,0.7787895018746652,0.6758942457231726,0.6682045367166475,0.67204939121991,0.611140867702196,0.672455295735901,0.5527854195323246,0.44721458046767537,0.7050000000000001,0.295,5816.0,3215.0,2601.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.26861274772362087,0.5050627456816847,0.5318403505708452,3215.0,2601.0,5816.0,0.7787895018746652,0.672455295735901,4825.0,0.8130569948186529,0.9069589599796074,3923.0,2643.0,0.7162315550510783,0.18647649234020075,1893.0
0.3,7468.0,0.7809319764327799,0.6750465549348231,0.6666666666666666,0.6708566108007449,0.611140867702196,0.6712962962962963,0.5524691358024691,0.44753086419753085,0.7,0.3,5832.0,3222.0,2610.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.2675415104445635,0.5066509972299553,0.5280587858453055,3222.0,2610.0,5832.0,0.7809319764327799,0.6712962962962963,4825.0,0.8155440414507772,0.9041931385006353,3935.0,2643.0,0.7177449867574726,0.1881918819188192,1897.0
0.305,7468.0,0.7828066416711301,0.6752321981424149,0.6662844036697247,0.6707583009060698,0.611140867702196,0.671228190215532,0.552514539856312,0.447485460143688,0.6950000000000001,0.305,5846.0,3230.0,2616.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.2680771290840922,0.5073113011687389,0.5284272762434006,3230.0,2616.0,5846.0,0.7828066416711301,0.671228190215532,4825.0,0.816580310880829,0.9030456852791878,3940.0,2643.0,0.7211502080968596,0.19202518363064008,1906.0
0.31,7468.0,0.7845474022495983,0.6747062461348176,0.6651428571428571,0.6699245516388374,0.611140867702196,0.6704215736473801,0.5519713261648745,0.44802867383512546,0.69,0.31,5859.0,3234.0,2625.0,0.656613228496069,0.25961074659873923,0.7545257272527273,0.2674076057846813,0.5084976875389489,0.5258777224315282,3234.0,2625.0,5859.0,0.7845474022495983,0.6704215736473801,4825.0,0.8184455958549223,0.9009875917953912,3949.0,2643.0,0.7226636398032539,0.193717277486911,1910.0
