value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,1202,1.0,0.0,0.5719876885414124,0.5586467385292053,0.3772429823875427,0.0,0.0,0.0,0.0
0.10_0.20,1797,1.0,0.0,0.4785008132457733,0.4634926915168762,0.2815483510494232,0.0,0.0,0.0,0.0
0.20_0.30,2165,1.0,0.0,0.3634083867073059,0.35124722123146057,0.07161697745323181,0.0,0.0,0.0,0.0
0.30_0.40,2451,1.0,0.0,0.24732047319412231,0.23584365844726562,0.04119434952735901,0.0,0.0,0.0,0.0
0.40_0.50,2479,0.9874949576442114,0.012505042355788625,0.15041738748550415,0.13514813780784607,-0.02255833148956299,0.032558321952819824,0.0,0.0,0.0015268069505691042
0.50_0.60,2433,0.812577065351418,0.187422934648582,0.08389981091022491,0.06693422794342041,-0.10207927227020264,0.11207926273345947,0.016420912742614792,0.031012928485870363,0.05850475788116442
0.60_0.70,1769,0.6941775014132278,0.3058224985867722,0.05537433549761772,0.04477924108505249,-0.15056920051574707,0.1605691909790039,0.04464958906173708,0.06893048286437987,0.11190380334854122
0.70_0.80,956,0.696652719665272,0.303347280334728,0.03922209516167641,0.0444675087928772,-0.25038206577301025,0.2603820562362671,0.05653864145278931,0.08616550266742706,0.1684356510639196
0.80_0.90,357,0.6358543417366946,0.3641456582633053,0.0122279804199934,0.024619221687316895,-0.34047627449035645,0.3504762649536133,0.05841732025146492,0.11462965011596672,0.27421250104904166
0.90_1.00,48,0.020833333333333332,0.9791666666666666,-0.07356332987546921,-0.024466723203659058,-0.3806025981903076,0.39060258865356445,0.3023636698722839,0.3268906414508819,0.37979816257953647
