slice,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
abs_return_1bp_to_5bp,2842.0,0.4964813511611541,0.5233751425313569,0.5917602996254682,0.5575677210784125,0.5225193525686137,0.5492558469170801,0.04890921885995776,0.47306031978025614,0.10338896926015027,0.6215450035435861,0.3784549964564139,0.57,0.35,1411.0,877.0,534.0,0.538070286653856,0.2638949487352826,0.7285785370141307
abs_return_ge_5bp,4034.0,0.5389191869112543,0.600453172205438,0.6164705882352941,0.6084618802203661,0.5550322260783341,0.6067157313707452,0.11502231036192366,0.46037858146819266,0.24984287929969762,0.609015639374425,0.39098436062557496,0.57,0.35,2174.0,1324.0,850.0,0.5879785587010281,0.25203521419080394,0.7019855402225073
abs_return_lt_1bp,840.0,0.5047619047619047,0.496,0.4942528735632184,0.49512643678160917,0.5,0.49528301886792453,-0.004761904761904761,0.5047394424471945,-0.009434382101816716,0.589622641509434,0.41037735849056606,0.57,0.35,424.0,250.0,174.0,0.49270391618857573,0.2772001005658865,0.757893283467675
