slice,bucket,feature,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
volatility_regime,low,rv_5,2572.0,0.44556765163297046,0.550561797752809,0.5717017208413002,0.5611317592970546,0.5190513219284604,0.5602094240837696,0.05365474339035768,0.44266968963472797,0.12120717692379451,0.543630017452007,0.456369982547993,0.57,0.35,1146.0,623.0,523.0,0.5465641624873896,0.2603736208464022,0.7187778710083732
volatility_regime,mid,rv_5,2572.0,0.5334370139968896,0.5942857142857143,0.6338028169014085,0.6140442655935614,0.557153965785381,0.608600583090379,0.11586314152410576,0.45693209149324576,0.25356752935751814,0.6377551020408163,0.3622448979591837,0.57,0.35,1372.0,875.0,497.0,0.5867482024138841,0.25167131395163267,0.7021073739621473
volatility_regime,high,rv_5,2572.0,0.5797045101088647,0.540398740818468,0.5799256505576208,0.5601621956880444,0.5349922239502333,0.5546613011401744,0.06337480559875588,0.508099254334283,0.124729184422422,0.6391683433936955,0.3608316566063045,0.57,0.35,1491.0,953.0,538.0,0.5480587177045066,0.265384140951079,0.7327151553267583
volume_regime,low,volume,2572.0,0.4498444790046656,0.5331529093369418,0.5789473684210527,0.5560501388789972,0.5252721617418351,0.5496974935177182,0.04471228615863142,0.45007343447821613,0.09934442411707266,0.6387208297320657,0.3612791702679343,0.57,0.35,1157.0,739.0,418.0,0.5425063214126097,0.25930613657045803,0.7161094049332898
volume_regime,mid,volume,2572.0,0.5186625194401244,0.5799522673031027,0.6290322580645161,0.6044922626838094,0.547045101088647,0.5982008995502249,0.10186625194401248,0.4565064443664032,0.22314307541790615,0.6281859070464768,0.37181409295352325,0.57,0.35,1334.0,838.0,496.0,0.5787523136284896,0.254328761296501,0.7082569251718345
volume_regime,high,volume,2572.0,0.5902021772939346,0.5697940503432495,0.577639751552795,0.5737169009480223,0.5388802488335925,0.5731225296442688,0.08631415241057545,0.5019402478798444,0.17196101084772453,0.5757575757575758,0.42424242424242425,0.57,0.35,1518.0,874.0,644.0,0.5592869703134159,0.2637941778821548,0.7292340701921545
session,asia,timestamp_hour,2529.0,0.5369711348359035,0.5414165666266506,0.6057142857142858,0.5735654261704681,0.5251087386318704,0.5662739322533137,0.07117437722419928,0.4825954608218483,0.14748248378256823,0.6134020618556701,0.3865979381443299,0.57,0.35,1358.0,833.0,525.0,0.5493495006311702,0.2626819099339006,0.7268052966693248
session,europe,timestamp_hour,2529.0,0.5005931198102017,0.5578947368421052,0.5909090909090909,0.574401913875598,0.5373665480427047,0.5710900473933649,0.07117437722419925,0.4633674258005209,0.15360246159133278,0.6003159557661928,0.39968404423380727,0.57,0.35,1266.0,760.0,506.0,0.5576507164098405,0.2589473558087079,0.7160217099420597
session,us,timestamp_hour,2658.0,0.5210684725357412,0.5862470862470862,0.5863377609108159,0.5862924235789511,0.5481565086531226,0.5862815884476534,0.08991723100075245,0.46430121771054444,0.19366141541504384,0.6194945848375452,0.3805054151624549,0.57,0.35,1385.0,858.0,527.0,0.572847143827349,0.2559620653738388,0.7111176560738937
