feature,gain,split
sl_mirror_trade_count_z_5s,18.837762300679692,0.0
wick_imbalance_3,18.827227948214308,0.0
volume_z_term_spread__volume_z_5__volume_z_20,18.72029440711697,0.0
sl_agg_intrasecond_flow_concentration_10s,18.47856468655639,0.0
clv_1_delta_3,18.455171141060237,0.0
volume_z_20_lag1,18.438992872864212,0.0
prev_bar_taker_buy_ratio_lag3,18.423242297255783,0.0
sl_agg_p90_trade_size_30s,18.372188103699123,0.0
sl_rv_30s_lag30s,18.339849672745107,0.0
signed_volume_1_lag6,18.322261021456814,0.0
ret_volume_z_product__ret_3__volume_z_3,18.31039805629593,0.0
htf_ret_15m_1_lag3,18.280648227019018,0.0
rv_term_ratio__rv_5__rv_30,18.25817094737844,0.0
ret_term_spread__ret_5__ret_10,18.229195322355295,0.0
context_relative_volume_product__wick_pressure_1__relative_volume_3,18.211511654347763,0.0
relative_volume_20,18.05601291183248,0.0
clv_1_lag6,18.037194851441726,0.0
sl_signed_dollar_flow_z_60s,18.034460242078534,0.0
context_relative_volume_product__wick_pressure_1__relative_volume_20,18.029989696435827,0.0
volume_z_20_delta_6,17.9913382781015,0.0
rv_term_ratio__rv_10__rv_30,17.985952071114127,0.0
signed_volume_1_lag2,17.973066180764196,0.0
prev_bar_taker_buy_volume_lag2,17.968651747558923,0.0
rv_3_delta_3,17.9655350449072,0.0
context_ret_product__compression_score__ret_5,17.92858064211396,0.0
htf_range_pos_15m_delta_6,17.92530212172411,0.0
rv_5_lag3,17.886880851474814,0.0
ret_5_lag1,17.82261069252509,0.0
sl_time_since_last_positive_jump,17.71490896143896,0.0
htf_close_z_15m_delta_6,17.7093101359848,0.0
close_z_3_delta_3,17.66097561432975,0.0
sl_signed_dollar_flow_30s_lag1s,17.603185322026476,0.0
sl_signed_dollar_flow_delta_5s,17.597756690322655,0.0
low_volume_flag_share_20_rolling_z_12,17.579946387192546,0.0
sl_interaction__sl_mirror_ret_60s__x__sl_signed_dollar_flow_30s,17.54496865632152,0.0
sl_taker_imbalance_negative_5s,17.513686294319665,0.0
sl_taker_buy_count_300s,17.49411605235856,0.0
ret_5_delta_3,17.466463460253316,0.0
sl_agg_max_trade_notional_10s,17.430221861699657,0.0
volume_z_3_delta_6,17.406825630341462,0.0
sl_interaction__sl_mirror_ret_5s__div__sl_taker_imbalance_30s,17.355535942102087,0.0
ret_volume_z_product__ret_10__volume_z_10,17.235861819641958,0.0
sl_agg_end_second_buy_pressure_10s,17.2329385279409,0.0
ret_term_ratio__ret_1__ret_15,17.21344872343324,0.0
prev_bar_avg_quote_per_trade,17.210562584825652,0.0
sl_total_volume_30s_lag60s,17.203896879306285,0.0
rv_10_lag12,17.183099800909652,0.0
context_relative_volume_product__max_up_ret_5__relative_volume_20,17.13374198402843,0.0
sl_agg_sell_run_length_10s,17.116661560124243,0.0
sl_mirror_slope_30s,17.061733928683175,0.0
bd_log_total_notional_5p,17.04179068899623,0.0
rv_5_lag12,16.986634264756443,0.0
up_ratio_5_rolling_z_6,16.983459016257978,0.0
upside_rv_20,16.947374581789486,0.0
bd_imbalance_1p_std_15m,16.926740752705403,0.0
ret_vol_product__ret_10__rv_3,16.925037129216058,0.0
sl_agg_sell_trade_cluster_score_5s,16.92328057491102,0.0
relative_volume_20_delta_6,16.893107486170468,0.0
sl_mirror_efficiency_300s,16.793973368172384,0.0
abs_ret_mean_5_delta_1,16.777455594423458,0.0
sl_taker_imbalance_30s_lag30s,16.76489155839996,0.0
htf_ret_15m_1_lag12,16.698414871418894,0.0
sl_signed_dollar_flow_acceleration,16.693377862518567,0.0
sl_mirror_relative_volume_10s,16.679525815377488,0.0
rv_5,16.601071476906515,0.0
sl_mirror_relative_volume_30s_lag3s,16.55165375359178,0.0
wick_pressure_1_lag3,16.37892989754398,0.0
ret_5_mean_gap_6,16.372446001738805,0.0
rv_term_spread__rv_3__rv_5,16.341418562616468,0.0
bd_log_total_notional_1p_mean_5m,16.325545833957108,0.0
