epoch,loss,train_sample_count,train_mean_gap,train_median_gap,train_min_gap,train_violation_rate,train_max_violation,train_p90_violation,train_p95_violation,train_p99_violation,train_coverage,validation_sample_count,validation_mean_gap,validation_median_gap,validation_min_gap,validation_violation_rate,validation_max_violation,validation_p90_violation,validation_p95_violation,validation_p99_violation,validation_coverage
1,0.10867990361106011,15657.0,-0.11577840894460678,-0.12299376726150513,-0.753951907157898,0.7255540652743182,0.7639518976211548,0.3733742833137512,0.42046821117401123,0.5042544007301331,0.2744459347256818,7432.0,-0.13123279809951782,-0.14127427339553833,-0.7162041664123535,0.7264531754574811,0.7262041568756104,0.41066551208496094,0.46004030108451843,0.539164662361145,0.27354682454251883
2,0.09883160576705009,15657.0,-0.10125216096639633,-0.10735642910003662,-0.7693425416946411,0.7203806604074855,0.779342532157898,0.3522540032863617,0.397832989692688,0.47414523363113403,0.2796193395925145,7432.0,-0.11957664042711258,-0.12904667854309082,-0.7551332116127014,0.7284714747039828,0.7651332020759583,0.3854197561740875,0.4394969642162323,0.5085036754608154,0.27152852529601723
3,0.09357459146168924,15657.0,-0.09508200734853745,-0.09759652614593506,-0.7521754503250122,0.7120776649421984,0.762175440788269,0.33957961201667786,0.39035913348197937,0.47740453481674194,0.2879223350578016,7432.0,-0.1053226962685585,-0.11535118520259857,-0.7632365822792053,0.7061356297093649,0.7732365727424622,0.3672175705432892,0.42136844992637634,0.503689169883728,0.2938643702906351
4,0.08931538486672987,15657.0,-0.08636371791362762,-0.08884406089782715,-0.81106036901474,0.7159098166954078,0.8210603594779968,0.31909653544425964,0.37258583307266235,0.46265995502471924,0.2840901833045922,7432.0,-0.11020419746637344,-0.12077447772026062,-0.8210318088531494,0.7259149623250807,0.8310317993164062,0.36825141310691833,0.4212542474269867,0.503258228302002,0.27408503767491926
5,0.0847086267125222,15657.0,-0.06563444435596466,-0.06998321413993835,-0.7253167629241943,0.69374720572268,0.7353167533874512,0.28244462609291077,0.33714234828948975,0.43796786665916443,0.30625279427732005,7432.0,-0.0809536874294281,-0.09852489829063416,-0.8426525592803955,0.691200215285253,0.8526525497436523,0.3217102885246277,0.3796761631965637,0.4750162363052368,0.30879978471474706
6,0.08126890418990966,15657.0,-0.07380332052707672,-0.08025777339935303,-0.8236804604530334,0.7268953183879415,0.8336804509162903,0.2759398818016052,0.3255807161331177,0.4247061014175415,0.27310468161205853,7432.0,-0.08525806665420532,-0.1032552570104599,-0.7798089385032654,0.7051937567276642,0.7898089289665222,0.3180280029773712,0.37086808681488037,0.4656623303890228,0.29480624327233584
7,0.07765409566702382,15657.0,-0.07383924722671509,-0.07647255063056946,-0.8173786401748657,0.7247237657277895,0.8273786306381226,0.27946266531944275,0.3370177149772644,0.4373573362827301,0.27527623427221054,7432.0,-0.08847673237323761,-0.1022082045674324,-0.8225863575935364,0.7085575888051668,0.8325863480567932,0.3280024528503418,0.3851761817932129,0.4887668192386627,0.29144241119483316
8,0.07662738979824128,15657.0,-0.07045315206050873,-0.07292190194129944,-0.8898800611495972,0.7348150986779076,0.899880051612854,0.2637285888195038,0.3174682557582855,0.4178220331668854,0.2651849013220924,7432.0,-0.08403827995061874,-0.10043193399906158,-0.8562609553337097,0.7073466092572659,0.8662609457969666,0.31793755292892456,0.3689068555831909,0.464613139629364,0.2926533907427341
9,0.07356782257556915,15657.0,-0.07130260020494461,-0.07385191321372986,-0.8682453632354736,0.7385833812352303,0.8782453536987305,0.2609389126300812,0.31139665842056274,0.41268718242645264,0.26141661876476974,7432.0,-0.07952923327684402,-0.09796678274869919,-0.8253238201141357,0.6977933261571583,0.8353238105773926,0.3105262517929077,0.36836275458335876,0.4682522118091583,0.3022066738428418
10,0.07065769669509703,15657.0,-0.06108645722270012,-0.06363904476165771,-0.8771584630012512,0.7309829469246982,0.8871584534645081,0.24106650054454803,0.29400959610939026,0.3975481688976288,0.26901705307530177,7432.0,-0.07516633719205856,-0.09516085684299469,-0.8060848712921143,0.6956404736275565,0.8160848617553711,0.3073537349700928,0.3632843494415283,0.4651324152946472,0.3043595263724435
