alpha,calibration_abstain_low_conf_count,calibration_abstain_low_conf_share,calibration_active_count,calibration_active_covered_gap_norm_mean,calibration_active_covered_gap_norm_median,calibration_active_share,calibration_clamp_over_pside_count,calibration_clamp_over_pside_share,calibration_coverage_feasible,calibration_coverage_overall,calibration_covered_count,calibration_covered_feasible_count,calibration_covered_gap_norm_mean,calibration_covered_gap_norm_median,calibration_covered_gap_norm_q25,calibration_covered_gap_norm_q75,calibration_feasible_count,calibration_feasible_covered_gap_norm_mean,calibration_infeasible_count,calibration_max_possible_coverage,calibration_mean_p_pred,calibration_mean_p_side,calibration_non_active_share,calibration_sample_count,calibration_side_violation_count,calibration_side_violation_rate,epoch,loss,selected_bucket_miss_threshold,selected_delta_norm,selected_delta_quantile
0.5,155.0,0.1264274061990212,680.0,0.4803205001009513,0.5039663157943123,0.5546492659053833,391.0,0.3189233278955954,0.8181818181818182,0.6239804241435563,765.0,765.0,0.7072132490764836,0.7706794894054486,0.4748740748121809,1.0,935.0,0.7072132510821123,291.0,0.7626427406199021,0.5044183057353511,0.5989336246857843,0.4453507340946166,1226.0,0.0,0.0,1,1.4909361362457276,0.5,-0.018312009808812504,0.7
0.5,0.0,0.0,807.0,0.5438739437480583,0.5897197520536995,0.6582381729200653,419.0,0.34176182707993474,0.8117647058823529,0.6190864600326265,759.0,759.0,0.6688729156853493,0.6914220274438351,0.46040508419711557,1.0,935.0,0.668872916796263,291.0,0.7626427406199021,0.5088592435741668,0.5989336246857843,0.34176182707993474,1226.0,0.0,0.0,2,1.284321328997612,1.0,0.21547097620404604,0.8
0.5,0.0,0.0,800.0,0.5593156687283031,0.5979794947930681,0.6525285481239804,426.0,0.3474714518760196,0.8160427807486631,0.6223491027732463,763.0,763.0,0.6806049342159262,0.6990719452392176,0.47762240503992376,1.0,935.0,0.6806049357933249,291.0,0.7626427406199021,0.5107545566599843,0.5989336246857843,0.3474714518760196,1226.0,0.0,0.0,3,1.1862124025821685,0.5,0.18656765870829797,0.8
0.5,0.0,0.0,783.0,0.5744468598300422,0.6129419387985712,0.6386623164763459,443.0,0.36133768352365414,0.8128342245989305,0.6199021207177814,760.0,760.0,0.7015528635387006,0.7276334343064632,0.5067844021966614,1.0,935.0,0.701552864645425,291.0,0.7626427406199021,0.5100674183284541,0.5989336246857843,0.36133768352365414,1226.0,0.0,0.0,4,1.0808867782354354,0.5,0.05238752685491147,0.8
0.5,67.0,0.05464926590538336,785.0,0.5008867898447906,0.4964724028223164,0.6402936378466558,374.0,0.30505709624796085,0.7390374331550802,0.5636215334420881,691.0,691.0,0.6807408988587518,0.7538512129808431,0.402966382416179,1.0,935.0,0.6807409028227647,291.0,0.7626427406199021,0.47678497346097604,0.5989336246857843,0.35970636215334423,1226.0,0.0,0.0,5,0.9369695216417313,0.5,-0.5904377884095079,0.68
0.5,155.0,0.1264274061990212,711.0,0.5181485263632881,0.5121063176052181,0.5799347471451876,360.0,0.2936378466557912,0.8085561497326204,0.6166394779771615,756.0,756.0,0.7182826040377953,0.8436909111079884,0.4681964243769867,1.0,935.0,0.7182826047859739,291.0,0.7626427406199021,0.49690007659398405,0.5989336246857843,0.4200652528548124,1226.0,0.0,0.0,6,0.8653407245874405,0.5,-0.3869219647139914,0.7
0.5,155.0,0.1264274061990212,709.0,0.5117244829681968,0.5066283586309256,0.5783034257748777,362.0,0.29526916802610115,0.7978609625668449,0.6084828711256117,746.0,746.0,0.7113545536045239,0.8019464346093711,0.4429417840570778,1.0,935.0,0.7113545539382347,291.0,0.7626427406199021,0.4958354152348531,0.5989336246857843,0.42169657422512236,1226.0,0.0,0.0,7,0.7864730924367904,0.5,-0.5046037091581742,0.7
0.5,155.0,0.1264274061990212,716.0,0.498252977726522,0.501713763572279,0.5840130505709625,355.0,0.2895595432300163,0.8042780748663102,0.6133768352365416,752.0,752.0,0.7010868803477153,0.7983235423789573,0.4450532537037033,1.0,935.0,0.7010868809788846,291.0,0.7626427406199021,0.49776071137349004,0.5989336246857843,0.4159869494290375,1226.0,0.0,0.0,8,0.7267713129520417,0.5,-0.44989271415186544,0.7
0.5,84.0,0.06851549755301795,760.0,0.4972852265110802,0.49074847356001666,0.6199021207177814,382.0,0.31158238172920066,0.7775401069518717,0.5929853181076672,727.0,727.0,0.6687752730382496,0.7165515008418042,0.4042981228484891,1.0,935.0,0.6687752755906733,291.0,0.7626427406199021,0.4851682941179214,0.5989336246857843,0.3800978792822186,1226.0,0.0,0.0,9,0.6940657287836075,0.5,-0.5653680794652921,0.7
0.5,151.0,0.1231647634584013,750.0,0.4846346769031785,0.4768723405405719,0.6117455138662317,325.0,0.26508972267536707,0.7647058823529411,0.5831973898858075,715.0,715.0,0.691501596803581,0.8314595708220122,0.39494585413207806,1.0,935.0,0.6915015988941725,291.0,0.7626427406199021,0.4820472359824567,0.5989336246857843,0.38825448613376834,1226.0,0.0,0.0,10,0.6604182451963425,0.5,-0.7908395486343943,0.65
