bin_index,limit_price,empirical_gc,mean_h2_gc
3,0.84,1.0,0.9999887347221375
3,0.85,1.0,0.9999921917915344
4,0.01,0.0,0.008993743918836117
4,0.02,0.0,0.018637698143720627
4,0.03,0.0,0.028049875050783157
4,0.04,0.01020408163265306,0.034273743629455566
4,0.05,0.01020408163265306,0.04428580775856972
4,0.06,0.01020408163265306,0.05614957958459854
4,0.07,0.02040816326530612,0.062434177845716476
4,0.08,0.02040816326530612,0.07065854966640472
4,0.09,0.030612244897959183,0.07990862429141998
4,0.1,0.05102040816326531,0.09479875862598419
4,0.11,0.061224489795918366,0.10866769403219223
4,0.12,0.07142857142857142,0.12088747322559357
4,0.13,0.09183673469387756,0.1309157907962799
4,0.14,0.10204081632653061,0.14492253959178925
4,0.15,0.10204081632653061,0.15729787945747375
4,0.16,0.10204081632653061,0.16876037418842316
4,0.17,0.12244897959183673,0.18101388216018677
4,0.18,0.14285714285714285,0.19587792456150055
4,0.19,0.15306122448979592,0.20586428046226501
4,0.2,0.15306122448979592,0.2197435200214386
4,0.21,0.16326530612244897,0.232627272605896
4,0.22,0.17346938775510204,0.24248839914798737
4,0.23,0.20408163265306123,0.2537226974964142
4,0.24,0.22448979591836735,0.2639271020889282
4,0.25,0.23469387755102042,0.2801048457622528
4,0.26,0.25510204081632654,0.29637643694877625
4,0.27,0.2653061224489796,0.3082989752292633
4,0.28,0.2653061224489796,0.3194759786128998
4,0.29,0.2755102040816326,0.3332464396953583
4,0.3,0.2857142857142857,0.3509760797023773
4,0.31,0.29591836734693877,0.3622583746910095
4,0.32,0.3163265306122449,0.3766506612300873
4,0.33,0.32653061224489793,0.3940030336380005
4,0.34,0.336734693877551,0.41615426540374756
4,0.35,0.37755102040816324,0.4426157772541046
4,0.36,0.40816326530612246,0.46111059188842773
4,0.37,0.4387755102040816,0.48146501183509827
4,0.38,0.4489795918367347,0.4982675313949585
4,0.39,0.47959183673469385,0.5147221684455872
4,0.4,0.5102040816326531,0.5472429990768433
4,0.41,0.5102040816326531,0.5717597007751465
4,0.42,0.5204081632653061,0.5897794961929321
4,0.43,0.5306122448979592,0.6092724800109863
4,0.44,0.5306122448979592,0.6348137259483337
4,0.45,0.5408163265306123,0.6609411239624023
4,0.46,0.5816326530612245,0.6860610842704773
4,0.47,0.6530612244897959,0.7120159864425659
4,0.48,0.673469387755102,0.7340758442878723
4,0.49,0.6836734693877551,0.7552146911621094
4,0.5,0.7448979591836735,0.7816507816314697
4,0.51,0.7857142857142857,0.8047488331794739
4,0.52,0.8061224489795918,0.8285295367240906
4,0.53,0.8163265306122449,0.8490714430809021
4,0.54,0.8469387755102041,0.8661223649978638
4,0.55,0.8571428571428571,0.889854371547699
4,0.56,0.8775510204081632,0.9074550271034241
4,0.57,0.9183673469387755,0.9202756881713867
4,0.58,0.9591836734693877,0.9342209696769714
4,0.59,0.9591836734693877,0.9495678544044495
4,0.6,0.9693877551020408,0.9597691297531128
4,0.61,0.9693877551020408,0.9680681228637695
4,0.62,0.9795918367346939,0.9744665026664734
4,0.63,0.9897959183673469,0.9797501564025879
4,0.64,1.0,0.9849189519882202
4,0.65,1.0,0.9887956976890564
4,0.66,1.0,0.9920448064804077
4,0.67,1.0,0.9940422773361206
4,0.68,1.0,0.9948832988739014
4,0.69,1.0,0.996082067489624
4,0.7,1.0,0.9972414374351501
4,0.71,1.0,0.9978118538856506
4,0.72,1.0,0.9981386065483093
4,0.73,1.0,0.9987244009971619
4,0.74,1.0,0.9989929795265198
4,0.75,1.0,0.9993177056312561
4,0.76,1.0,0.9994564652442932
4,0.77,1.0,0.9995928406715393
4,0.78,1.0,0.9997341632843018
4,0.79,1.0,0.9998306035995483
4,0.8,1.0,0.9998847842216492
4,0.81,1.0,0.9999253153800964
4,0.82,1.0,0.9999673962593079
4,0.83,1.0,0.999980628490448
4,0.84,1.0,0.9999887347221375
4,0.85,1.0,0.9999921917915344
5,0.01,0.0,0.008993743918836117
5,0.02,0.0,0.018637698143720627
5,0.03,0.0,0.028049875050783157
5,0.04,0.01020408163265306,0.034273743629455566
5,0.05,0.01020408163265306,0.04428580775856972
5,0.06,0.01020408163265306,0.05614957958459854
5,0.07,0.02040816326530612,0.062434177845716476
5,0.08,0.02040816326530612,0.07065854966640472
5,0.09,0.030612244897959183,0.07990862429141998
5,0.1,0.05102040816326531,0.09479875862598419
5,0.11,0.061224489795918366,0.10866769403219223
5,0.12,0.07142857142857142,0.12088747322559357
5,0.13,0.09183673469387756,0.1309157907962799
5,0.14,0.10204081632653061,0.14492253959178925
5,0.15,0.10204081632653061,0.15729787945747375
5,0.16,0.10204081632653061,0.16876037418842316
5,0.17,0.12244897959183673,0.18101388216018677
5,0.18,0.14285714285714285,0.19587792456150055
5,0.19,0.15306122448979592,0.20586428046226501
5,0.2,0.15306122448979592,0.2197435200214386
5,0.21,0.16326530612244897,0.232627272605896
5,0.22,0.17346938775510204,0.24248839914798737
5,0.23,0.20408163265306123,0.2537226974964142
5,0.24,0.22448979591836735,0.2639271020889282
5,0.25,0.23469387755102042,0.2801048457622528
5,0.26,0.25510204081632654,0.29637643694877625
5,0.27,0.2653061224489796,0.3082989752292633
5,0.28,0.2653061224489796,0.3194759786128998
5,0.29,0.2755102040816326,0.3332464396953583
5,0.3,0.2857142857142857,0.3509760797023773
5,0.31,0.29591836734693877,0.3622583746910095
5,0.32,0.3163265306122449,0.3766506612300873
5,0.33,0.32653061224489793,0.3940030336380005
5,0.34,0.336734693877551,0.41615426540374756
5,0.35,0.37755102040816324,0.4426157772541046
5,0.36,0.40816326530612246,0.46111059188842773
5,0.37,0.4387755102040816,0.48146501183509827
5,0.38,0.4489795918367347,0.4982675313949585
5,0.39,0.47959183673469385,0.5147221684455872
5,0.4,0.5102040816326531,0.5472429990768433
5,0.41,0.5102040816326531,0.5717597007751465
5,0.42,0.5204081632653061,0.5897794961929321
5,0.43,0.5306122448979592,0.6092724800109863
5,0.44,0.5306122448979592,0.6348137259483337
5,0.45,0.5408163265306123,0.6609411239624023
5,0.46,0.5816326530612245,0.6860610842704773
5,0.47,0.6530612244897959,0.7120159864425659
5,0.48,0.673469387755102,0.7340758442878723
5,0.49,0.6836734693877551,0.7552146911621094
5,0.5,0.7448979591836735,0.7816507816314697
5,0.51,0.7857142857142857,0.8047488331794739
5,0.52,0.8061224489795918,0.8285295367240906
5,0.53,0.8163265306122449,0.8490714430809021
5,0.54,0.8469387755102041,0.8661223649978638
5,0.55,0.8571428571428571,0.889854371547699
5,0.56,0.8775510204081632,0.9074550271034241
5,0.57,0.9183673469387755,0.9202756881713867
5,0.58,0.9591836734693877,0.9342209696769714
5,0.59,0.9591836734693877,0.9495678544044495
5,0.6,0.9693877551020408,0.9597691297531128
5,0.61,0.9693877551020408,0.9680681228637695
5,0.62,0.9795918367346939,0.9744665026664734
5,0.63,0.9897959183673469,0.9797501564025879
5,0.64,1.0,0.9849189519882202
5,0.65,1.0,0.9887956976890564
5,0.66,1.0,0.9920448064804077
5,0.67,1.0,0.9940422773361206
5,0.68,1.0,0.9948832988739014
5,0.69,1.0,0.996082067489624
5,0.7,1.0,0.9972414374351501
5,0.71,1.0,0.9978118538856506
5,0.72,1.0,0.9981386065483093
5,0.73,1.0,0.9987244009971619
5,0.74,1.0,0.9989929795265198
5,0.75,1.0,0.9993177056312561
5,0.76,1.0,0.9994564652442932
5,0.77,1.0,0.9995928406715393
5,0.78,1.0,0.9997341632843018
5,0.79,1.0,0.9998306035995483
5,0.8,1.0,0.9998847842216492
5,0.81,1.0,0.9999253153800964
5,0.82,1.0,0.9999673962593079
5,0.83,1.0,0.999980628490448
5,0.84,1.0,0.9999887347221375
5,0.85,1.0,0.9999921917915344
6,0.01,0.0,0.008993743918836117
6,0.02,0.0,0.018637698143720627
6,0.03,0.0,0.028049875050783157
6,0.04,0.01020408163265306,0.034273743629455566
6,0.05,0.01020408163265306,0.04428580775856972
6,0.06,0.01020408163265306,0.05614957958459854
6,0.07,0.02040816326530612,0.062434177845716476
6,0.08,0.02040816326530612,0.07065854966640472
6,0.09,0.030612244897959183,0.07990862429141998
6,0.1,0.05102040816326531,0.09479875862598419
6,0.11,0.061224489795918366,0.10866769403219223
6,0.12,0.07142857142857142,0.12088747322559357
6,0.13,0.09183673469387756,0.1309157907962799
6,0.14,0.10204081632653061,0.14492253959178925
6,0.15,0.10204081632653061,0.15729787945747375
6,0.16,0.10204081632653061,0.16876037418842316
6,0.17,0.12244897959183673,0.18101388216018677
6,0.18,0.14285714285714285,0.19587792456150055
6,0.19,0.15306122448979592,0.20586428046226501
6,0.2,0.15306122448979592,0.2197435200214386
6,0.21,0.16326530612244897,0.232627272605896
6,0.22,0.17346938775510204,0.24248839914798737
6,0.23,0.20408163265306123,0.2537226974964142
6,0.24,0.22448979591836735,0.2639271020889282
6,0.25,0.23469387755102042,0.2801048457622528
6,0.26,0.25510204081632654,0.29637643694877625
6,0.27,0.2653061224489796,0.3082989752292633
6,0.28,0.2653061224489796,0.3194759786128998
6,0.29,0.2755102040816326,0.3332464396953583
6,0.3,0.2857142857142857,0.3509760797023773
6,0.31,0.29591836734693877,0.3622583746910095
6,0.32,0.3163265306122449,0.3766506612300873
6,0.33,0.32653061224489793,0.3940030336380005
6,0.34,0.336734693877551,0.41615426540374756
6,0.35,0.37755102040816324,0.4426157772541046
6,0.36,0.40816326530612246,0.46111059188842773
6,0.37,0.4387755102040816,0.48146501183509827
6,0.38,0.4489795918367347,0.4982675313949585
6,0.39,0.47959183673469385,0.5147221684455872
6,0.4,0.5102040816326531,0.5472429990768433
6,0.41,0.5102040816326531,0.5717597007751465
6,0.42,0.5204081632653061,0.5897794961929321
6,0.43,0.5306122448979592,0.6092724800109863
6,0.44,0.5306122448979592,0.6348137259483337
6,0.45,0.5408163265306123,0.6609411239624023
6,0.46,0.5816326530612245,0.6860610842704773
6,0.47,0.6530612244897959,0.7120159864425659
6,0.48,0.673469387755102,0.7340758442878723
6,0.49,0.6836734693877551,0.7552146911621094
6,0.5,0.7448979591836735,0.7816507816314697
6,0.51,0.7857142857142857,0.8047488331794739
6,0.52,0.8061224489795918,0.8285295367240906
6,0.53,0.8163265306122449,0.8490714430809021
6,0.54,0.8469387755102041,0.8661223649978638
6,0.55,0.8571428571428571,0.889854371547699
6,0.56,0.8775510204081632,0.9074550271034241
6,0.57,0.9183673469387755,0.9202756881713867
6,0.58,0.9591836734693877,0.9342209696769714
6,0.59,0.9591836734693877,0.9495678544044495
6,0.6,0.9693877551020408,0.9597691297531128
