value,sample_count,coverage,violation_rate,mean_gap,median_gap,gap_p05,gap_p95,gap_p95_p05_range,min_gap,max_violation,p90_violation,p95_violation,p99_violation
DOWN,5327,0.3914022902196358,0.6085977097803642,0.004791957783903252,-0.006751595635692109,-0.17800037947127653,0.22744968639067792,0.4054500658619544,-0.7175991821554627,0.7275991726187195,0.1304849080981382,0.1880003699345333,0.2768540650861853
UP,5746,0.4101983988861817,0.5898016011138183,0.012663840891005603,-0.003674570669525423,-0.16571114668929882,0.2446870646601216,0.41039821134942045,-0.593226194024469,0.6032261844877258,0.11184327196319632,0.17571113715255565,0.2736056102847591
