epoch,loss,train_sample_count,train_mean_gap,train_median_gap,train_gap_p05,train_gap_p95,train_gap_p95_p05_range,train_min_gap,train_violation_rate,train_max_violation,train_p90_violation,train_p95_violation,train_p99_violation,train_coverage,validation_sample_count,validation_mean_gap,validation_median_gap,validation_gap_p05,validation_gap_p95,validation_gap_p95_p05_range,validation_min_gap,validation_violation_rate,validation_max_violation,validation_p90_violation,validation_p95_violation,validation_p99_violation,validation_coverage
11,0.1464273767037825,11073.0,0.045974648700116305,0.019161700730808362,-0.17883433615541156,0.33039592941278756,0.5092302655681991,-0.7225087498329033,0.47277160661067463,0.7325087402961601,0.1376709290306143,0.18883432661866834,0.27974243787877434,0.5272283933893254,5184.0,0.03988276130519539,0.014621184712372615,-0.2169562911565177,0.3519257718721327,0.5688820630286504,-0.5755738696632222,0.48842592592592593,0.585573860126479,0.17916930905479378,0.22695628161977452,0.31608465216474035,0.5115740740740741
12,0.1452543092044917,11073.0,0.04685640110610327,0.02009061284285163,-0.177017074460426,0.3312377983526591,0.5082548728130851,-0.7182515887950118,0.46626930371173125,0.7282515792582687,0.13265823917603234,0.18701706492368284,0.2785666132714008,0.5337306962882687,5184.0,0.04361115725669728,0.0191242179430626,-0.2104970388307161,0.35342546565815885,0.5639225044888749,-0.5741010931883254,0.4816743827160494,0.5841010836515822,0.17255575219553237,0.22049702929397288,0.30376599285779193,0.5183256172839507
13,0.14202522892843594,11073.0,0.04187981041390457,0.014970727609414425,-0.1761825302006937,0.3223671980778246,0.4985497282785183,-0.7162501446503543,0.4818025828592071,0.7262501351136111,0.13304122604855498,0.1861825206639505,0.2786488568522872,0.5181974171407929,5184.0,0.03546681141151104,0.010708057123807457,-0.21822624535078167,0.3433176255108704,0.561543870861652,-0.5349452465284619,0.49864969135802467,0.5449452369917187,0.18163625154745638,0.22822623581403845,0.31252865098379656,0.5013503086419753
14,0.1396354619752277,11073.0,0.04417409151872199,0.015083477916752797,-0.17497791107659147,0.3243757327078167,0.49935364378440816,-0.7127813565756177,0.48162196333423646,0.7227813470388745,0.12996958256723468,0.18497790153984828,0.27824172190869995,0.5183780366657635,5184.0,0.03655186567150503,0.013353197327929472,-0.22155298812514718,0.3451159804912185,0.5666689686163657,-0.5776458306564172,0.49363425925925924,0.587645821119674,0.18178136506905768,0.23155297858840387,0.3160599175476868,0.5063657407407407
15,0.1375268670645627,11073.0,0.044312837747004945,0.01881989511564408,-0.17706713442045388,0.32612703096816104,0.503194165388615,-0.7177881116239911,0.46708209157409913,0.727788102087248,0.13146018435196868,0.18706712488371072,0.27727872277520266,0.5329179084259008,5184.0,0.03869058414032297,0.0126509286043337,-0.2185454631131228,0.35673684643970727,0.5752823095528301,-0.5640470131796887,0.49363425925925924,0.5740470036429456,0.17811276336908535,0.22854545357637962,0.3186659450403936,0.5063657407407407
16,0.13714992492036385,11073.0,0.036006115882417346,0.008002447565866655,-0.1762063635546564,0.3155835880811178,0.4917899516357742,-0.7261962425942043,0.5082633432674072,0.7361962330574612,0.13322412374487838,0.18620635401791322,0.275826463439764,0.4917366567325928,5184.0,0.02927205811208422,0.004751043582394143,-0.22804408985777316,0.34433975565429276,0.5723838455120659,-0.5159814782621215,0.5125385802469136,0.5259814687253783,0.1878720577614498,0.2380440803210299,0.32942605084238075,0.48746141975308643
17,0.1332520768046379,11073.0,0.03507544106546375,0.00791390128672742,-0.17555402706253542,0.3104975610317935,0.4860515880943289,-0.7246337636150582,0.50763117493001,0.734633754078315,0.13145830986903104,0.1855540175257922,0.2760226098478683,0.4923688250699901,5184.0,0.02918092574055963,0.005380726500997468,-0.23268584350925708,0.34088598462126524,0.5735718281305223,-0.5771933948759349,0.5106095679012346,0.5871933853391917,0.18738978605416826,0.2426858339725138,0.3248727367625156,0.4893904320987654
18,0.1312399059534073,11073.0,0.04221438280454929,0.017074139229547813,-0.17321342762927688,0.3178616083151874,0.4910750359444643,-0.7169946078561719,0.47475842138535174,0.7269945983194287,0.12474802462323445,0.18321341809253366,0.27506235701498954,0.5252415786146483,5184.0,0.03665312653698337,0.013305780994662925,-0.22285328452188327,0.35027173139782297,0.5731250159197062,-0.5710813980975166,0.49112654320987653,0.5810813885607734,0.18174164699362508,0.23285327498514002,0.31939054856956545,0.5088734567901234
19,0.12963384525342422,11073.0,0.0332698581522446,0.007671136143535151,-0.17453121746489025,0.30453915740302845,0.4790703748679187,-0.7173756445819239,0.5105210873295403,0.7273756350451808,0.1274910781472188,0.18453120792814698,0.27566411631242504,0.4894789126704597,5184.0,0.027088268566807037,0.004102938711413706,-0.23542199061756444,0.3471759621636794,0.5825979527812438,-0.5846486760866086,0.5127314814814815,0.5946486665498655,0.19428700630380707,0.24542198108082128,0.3358406088822524,0.48726851851851855
20,0.12837566062808037,11073.0,0.03562786374622824,0.011347385782980335,-0.17432529396407828,0.3062695398003935,0.48059483376447176,-0.7154885015244026,0.4939944007947259,0.7254884919876594,0.12914705621986955,0.18432528442733506,0.2756090790783841,0.5060055992052741,5184.0,0.034750346339591814,0.010576700699018421,-0.2242385896282335,0.3482182942713053,0.5724568838995387,-0.5972417790173294,0.4992283950617284,0.6072417694805863,0.18292307781065623,0.23423858009149032,0.3246763330574058,0.5007716049382716
21,0.12768018855289978,11073.0,0.03223881442267533,0.00948309284084059,-0.1765928613588279,0.29817170082120487,0.47476456218003277,-0.7233239353881752,0.5024835184683464,0.733323925851432,0.12920126742822535,0.18659285182208474,0.2769814697462872,0.49751648153165356,5184.0,0.02145847065694013,-0.0010031567604475988,-0.24322758526324254,0.33813828345425195,0.5813658687174945,-0.5846876819928535,0.5248842592592593,0.5946876724561103,0.20176534708092791,0.25322757572649923,0.3528411718511136,0.47511574074074076
22,0.12718195772983812,11073.0,0.03779754068839784,0.014613463616027556,-0.17450015287295845,0.3058561109063339,0.48035626377929236,-0.7267441628794109,0.47882236069719136,0.7367441533426677,0.1270974003801855,0.1845001433362152,0.27676959760292286,0.5211776393028086,5184.0,0.03360546073810318,0.010753443051498723,-0.22704158484154535,0.35281513212699606,0.5798567169685414,-0.5838633250095604,0.4992283950617284,0.5938633154728172,0.186344959851851,0.2370415753048021,0.3282022759619898,0.5007716049382716
23,0.12500083886764266,11073.0,0.03040108721578153,0.007626159191333359,-0.1742184674246021,0.29439515284910983,0.4686136202737119,-0.7130271386700239,0.5098889189921431,0.7230271291332807,0.12581810961689754,0.18421845788785893,0.27541369551729056,0.49011108100785694,5184.0,0.02288025161595513,-0.0005271293172654512,-0.23536855389686148,0.34241890588436374,0.5777874597812253,-0.6040917124516143,0.5219907407407407,0.6140917029148711,0.1987957951802939,0.24536854436011815,0.3503070868720606,0.47800925925925924
24,0.12220377000895413,11073.0,0.02932213554243929,0.006139691012883031,-0.17286573472454153,0.2894054367076668,0.4622711714322083,-0.7148313447527932,0.5182877269032783,0.72483133521605,0.12369834676060339,0.18286572518779817,0.27489088340855894,0.48171227309672177,5184.0,0.02391287645693502,0.002235803859298613,-0.23839351627492392,0.34244385518484194,0.5808373714597659,-0.6407668400398969,0.5177469135802469,0.6507668305031538,0.19837436424887858,0.24839350673818056,0.35539839588412264,0.48225308641975306
25,0.12053869529203935,11073.0,0.023558321063728974,2.7918931325476848e-05,-0.1738701766208019,0.2828995611358524,0.4567697377566543,-0.7120984630257726,0.5476383997110088,0.7220984534890295,0.12567720540669874,0.18387016708405865,0.2753126496233905,0.45236160028899125,5184.0,0.013128319492676354,-0.00911580931739453,-0.24953031728344308,0.3292091545438438,0.5787394718272869,-0.6001278867965864,0.5376157407407407,0.6101278772598432,0.21093865626604694,0.2595303077466999,0.37135122173292373,0.46238425925925924
26,0.11812570623376152,11073.0,0.030262705980918375,0.00802337379850987,-0.1729315546997323,0.28788565247588105,0.46081720717561336,-0.7298035954968447,0.5113338751919082,0.7398035859601015,0.12271216565099934,0.182931545162989,0.27522000243295797,0.48866612480809174,5184.0,0.020156290224699284,-0.0012989610594840995,-0.24338566229437217,0.33553421787353627,0.5789198801679084,-0.5701917475214828,0.5250771604938271,0.5801917379847397,0.20184036036066086,0.25338565275762903,0.3687692033292884,0.47492283950617287
27,0.1177095967260274,11073.0,0.025544356201892403,0.004363937274601715,-0.17270513259617404,0.27946772565105815,0.4521728582472322,-0.7148189977196331,0.5292152081640026,0.7248189881828899,0.12311098297211359,0.18270512305943085,0.27494203395333483,0.4707847918359975,5184.0,0.01431541324728075,-0.007490858217937879,-0.24817213462002072,0.33500734315854036,0.583179477778561,-0.5326945428554882,0.5376157407407407,0.5426945333187451,0.2069156134380211,0.2581721250832773,0.3743425848436728,0.46238425925925924
28,0.11582412638447502,11073.0,0.02163028213088437,0.0005829876095641284,-0.17282788815490419,0.27340544728192545,0.44623333543682964,-0.7253233437619497,0.5508895511604804,0.7353233342252066,0.12202895465201659,0.18282787861816088,0.2755481558435439,0.44911044883951956,5184.0,0.007863784530233113,-0.012165140216808507,-0.25793477021589434,0.3287846371028858,0.5867194073187801,-0.5584297080836506,0.5476466049382716,0.5684296985469074,0.21589195541087702,0.26793476067915106,0.3899007445951312,0.4523533950617284
29,0.11451941051266411,11073.0,0.02026420943696743,-0.0010021556399210096,-0.17291844915979904,0.27370059880870273,0.44661904796850177,-0.7208523605774162,0.5604623859839248,0.730852351040673,0.1227472119378372,0.18291843962305568,0.275217781981865,0.43953761401607516,5184.0,0.009454546094662258,-0.010994606948958624,-0.2594866511900927,0.3279877409726436,0.5874743921627363,-0.5797703034702748,0.5455246913580247,0.5897702939335316,0.21872183921604296,0.2694866416533492,0.3906651090642302,0.45447530864197533
30,0.11383496021682565,11073.0,0.02555303431250995,0.005852774146263728,-0.1723323998062366,0.27586219478815177,0.4481945945943884,-0.7234291499857604,0.523525693127427,0.7334291404490172,0.12125934716075945,0.1823323902694934,0.2749894920577429,0.4764743068725729,5184.0,0.0187123935286855,-0.0026718814033346583,-0.2452586853764031,0.33796174714221944,0.5832204325186225,-0.5761877248923761,0.53125,0.586187715355633,0.20384906315470808,0.25525867583965983,0.3668271126066902,0.46875
31,0.1121912385252389,11073.0,0.02150583089795353,0.002641657737507186,-0.17233424435311254,0.268926619439696,0.4412608637928085,-0.7091836694469258,0.541858574911948,0.7191836599101826,0.12149056000576305,0.1823342348163693,0.2758387769834082,0.458141425088052,5184.0,0.009809190851472202,-0.011956582353623735,-0.2539448308358245,0.3347932724371016,0.5887381032729261,-0.5609014551195106,0.5445601851851852,0.5709014455827675,0.21682166736732064,0.2639448212990812,0.3816920962358488,0.4554398148148148
32,0.11237856305458328,11073.0,0.018707088414759956,0.000702138469197755,-0.17252258058286857,0.26366919376226394,0.4361917743451325,-0.7318193396906312,0.5501670730605979,0.741819330153888,0.12424724150560117,0.18252257104612538,0.2751101126677089,0.44983292693940213,5184.0,0.007810676519895494,-0.013616797747706993,-0.26058432378536406,0.32886387792864935,0.5894482017140135,-0.5893000993950676,0.546875,0.5993000898583244,0.21892169538676162,0.27058431424862067,0.3856085114959592,0.453125
33,0.1114447841590101,11073.0,0.013045433722478596,-0.005278517712748343,-0.17283405628062748,0.25431897908149126,0.42715303536211874,-0.7179352664119618,0.5857491194798158,0.7279352568752187,0.12626407400562792,0.1828340467438842,0.27552473979276165,0.4142508805201842,5184.0,0.0013883018311216032,-0.023277896275921722,-0.2579424067221258,0.3240251285983882,0.581967535320514,-0.6110715286143277,0.5652006172839507,0.6210715190775845,0.22368316376647077,0.26794239718538215,0.3946919639906385,0.4347993827160494
34,0.10887044329534877,11073.0,0.014197787185110201,-0.0002921437821340189,-0.17355322893424308,0.24792951824160114,0.4214827471758442,-0.7516457619727307,0.5612751738462928,0.7616457524359875,0.12545754221189218,0.1835532193974997,0.2758073553917878,0.4387248261537072,5184.0,0.0019142037402640596,-0.017997444365889237,-0.2684051656645383,0.3234654553051831,0.5918706209697214,-0.583382732007812,0.5582561728395061,0.5933827224710688,0.22565844213853814,0.27840515612779504,0.4057626100750066,0.4417438271604938
35,0.10969985784454779,11073.0,0.016327361432852076,-0.002232175582500273,-0.17301999409006583,0.25609819918354415,0.42911819327361,-0.7144050079871496,0.5686805743700895,0.7244049984504064,0.1212725471108365,0.18301998455332266,0.2749090159473276,0.4313194256299106,5184.0,0.009151642080241634,-0.012117736735564794,-0.2615418536461235,0.33394451322916,0.5954863668752834,-0.6401203073907398,0.5462962962962963,0.6501202978539966,0.2187491759256637,0.2715418441093797,0.3932478534333762,0.4537037037037037
36,0.10796953974799677,11073.0,0.007606906576918901,-0.0073283352519845635,-0.174747596545337,0.2426910804406223,0.41743867698595927,-0.7291641151748532,0.6007405400523796,0.7391641056381101,0.1293607429819254,0.18474758700859378,0.2769089701225644,0.39925945994762035,5184.0,-0.00453012030093764,-0.02549492746248236,-0.28045636391594403,0.32397384196183365,0.6044302058777777,-0.6396242831206813,0.5694444444444444,0.6496242735839381,0.23242259796833634,0.2904563543792008,0.4210822746224987,0.4305555555555556
37,0.1058286235413768,11073.0,0.012508829329427946,-0.0007300877727006716,-0.17261888912532244,0.2435407128039716,0.416159601929294,-0.7131230847172476,0.5685902646076041,0.7231230751805044,0.12273347253963582,0.18261887958857922,0.27524245682270787,0.4314097353923959,5184.0,-0.0009283564892910215,-0.02200789825715585,-0.2734398922348042,0.326926536489648,0.6003664287244521,-0.6158391668730295,0.5659722222222222,0.6258391573362864,0.2285528994885251,0.283439882698061,0.4064594495512587,0.4340277777777778
38,0.10434790260412476,11073.0,0.013304737966563542,-0.0004118848444802925,-0.17213456764764817,0.24572698396040288,0.41786155160805105,-0.7143226337458122,0.5647069448207351,0.724322624209069,0.12119953116418318,0.182134558110905,0.2753302898231811,0.43529305517926487,5184.0,0.007017778207235505,-0.01591420523533324,-0.25726979300234865,0.33096292123914317,0.5882327142414918,-0.5463411376457461,0.550733024691358,0.5563411281090029,0.21781485332233722,0.26726978346560537,0.385708593439891,0.44926697530864196
39,0.10353480753573505,11073.0,0.019483347691514552,0.006203766672517652,-0.17228534228770398,0.24876187027694543,0.4210472125646494,-0.710471584172597,0.524338480989795,0.7204715746358539,0.11965849558682208,0.1822853327509608,0.27490801870231707,0.475661519010205,5184.0,0.010435708149874223,-0.009455595016036683,-0.2551363680223417,0.33271923455487046,0.5878556025772121,-0.5664109173714882,0.5414737654320988,0.576410907834745,0.21259513712390563,0.2651363584855981,0.39137730564163825,0.45852623456790126
40,0.10383977774869312,11073.0,0.011918992203843197,0.001548497089382872,-0.17245055842554816,0.2316310065007149,0.404081564926263,-0.730826396580213,0.5579337126343358,0.7408263870434698,0.12203599600904597,0.182450548888805,0.2766677753850399,0.4420662873656642,5184.0,0.002161013901266599,-0.019239672997175328,-0.2737535886155887,0.3302804466966613,0.60403403531225,-0.600568508423962,0.5609567901234568,0.6105684988872189,0.22169629417735656,0.28375357907884546,0.40641360896075784,0.4390432098765432
41,0.10150030458515341,11073.0,0.008876834541187645,-0.00504140359239072,-0.17252356725929396,0.23401035731812236,0.40653392457741633,-0.7175991821554627,0.5988440350401878,0.7275991726187195,0.12100434847472447,0.18252355772255077,0.27492260937398716,0.40115596495981215,5184.0,0.0006651615334924028,-0.02063141433488737,-0.2671350146483431,0.32822147901171084,0.5953564936600539,-0.5875707940802997,0.5657793209876543,0.5975707845435565,0.22347333467785158,0.277135005111599,0.39969246895847105,0.4342206790123457
42,0.09969044442881238,11073.0,0.014353593543308993,0.004112852741039674,-0.17242874699826824,0.2346638879663772,0.40709263496464543,-0.7060804594800172,0.54240043348686,0.716080449943274,0.11959966857591993,0.18242873746152505,0.2749996988712597,0.45759956651314004,5184.0,0.004632045264349193,-0.013143513523001998,-0.2702255574584482,0.3326694638306732,0.6028950212891213,-0.5749052475959714,0.5503472222222222,0.5849052380592282,0.2248818337670807,0.28022554792170495,0.40676878337227995,0.4496527777777778
43,0.09950524060563608,11073.0,0.0062017974881422395,-0.0027150456946346546,-0.17246945314748696,0.2158372718062224,0.3883067249537093,-0.7070535414110894,0.6001986814774677,0.7170535318743463,0.12037432052197751,0.1824694436107438,0.27579794632269927,0.3998013185225323,5184.0,-0.002595407471689163,-0.02326050737240562,-0.2741056403204776,0.3276999684069348,0.6018056087274124,-0.5720059359274454,0.5679012345679012,0.5820059263907023,0.22919203369352487,0.2841056307837343,0.4068834780340082,0.43209876543209874
44,0.09820629080588167,11073.0,0.0021994034378829365,-0.007538690298502404,-0.17221331229424536,0.21125961292162282,0.3834729252158682,-0.7170404540784954,0.6253951052108733,0.7270404445417522,0.1222714524434384,0.1822133027575022,0.27492166006285146,0.37460489478912673,5184.0,-0.00598045693099586,-0.02645610641080376,-0.2842375331358459,0.3211427467017483,0.6053802798375942,-0.63448031760597,0.5752314814814815,0.6444803080692268,0.2341586962337402,0.29423752359910255,0.41354292991538477,0.42476851851851855
45,0.0964420654556968,11073.0,0.006269147539013716,-0.0033849471066522696,-0.17190537847533202,0.21570207725504328,0.3876074557303753,-0.7041209886277108,0.6001986814774677,0.7141209790909676,0.11960889661574557,0.18190536893858883,0.27500989244370544,0.3998013185225323,5184.0,-0.002924552517791342,-0.02070221119710816,-0.2724602377475473,0.32300636419977113,0.5954666019473185,-0.5924699840851552,0.5700231481481481,0.602469974548412,0.23416533401556114,0.28246022821080413,0.40673218819008194,0.42997685185185186
46,0.09556092017076233,11073.0,0.010998544747977125,0.002939756023631279,-0.17183705318501857,0.2161648337116885,0.38800188689670706,-0.7065232975755007,0.5538697733224962,0.7165232880387575,0.11920752496047639,0.18183704364827535,0.2752039059454226,0.44613022667750385,5184.0,0.00817469367110703,-0.011951817569928358,-0.2577591972076294,0.3406632352739869,0.5984224324816163,-0.5584134879447815,0.5491898148148148,0.5684134784080384,0.21835720017885912,0.26775918767088586,0.3924646556996738,0.4508101851851852
47,0.09658857197924094,11073.0,0.004527706441262035,-0.0011214457814213707,-0.17232299281374963,0.20249231340934878,0.37481530622309844,-0.7030010001734096,0.5831301363677414,0.7130009906366664,0.1251378651517395,0.18232298327700644,0.27476600177652166,0.41686986363225864,5184.0,-0.0014590502977702305,-0.022550875432449324,-0.27099792147630714,0.3243388771598787,0.5953367986361858,-0.5574353686707527,0.5650077160493827,0.5674353591340096,0.2285221667526646,0.28099791193956375,0.4045281586311975,0.4349922839506173
48,0.09526301751082594,11073.0,0.005502661938338949,-0.001817656478063312,-0.17192772429446032,0.20686306628380696,0.37879079057826726,-0.7054631243729965,0.5937866883410097,0.7154631148362534,0.119486460891228,0.18192771475771716,0.2746990555388156,0.40621331165899033,5184.0,-0.001334501321930539,-0.02298882470963967,-0.27028409260484787,0.32594341954825623,0.5962275121531041,-0.574172893947392,0.5706018518518519,0.5841728844106489,0.2296211616548789,0.2802840830681045,0.4042348087983141,0.42939814814814814
49,0.0935351134023883,11073.0,0.002465399473093239,-0.006246711881203126,-0.17215335812714597,0.20106255157709393,0.3732159097042399,-0.7031710615215594,0.6205183780366658,0.7131710519848162,0.11890407142223257,0.18215334859040277,0.2747037872584151,0.37948162196333424,5184.0,-0.01119740525231863,-0.03170157477570135,-0.2883541966865755,0.3139877250941974,0.602341921780773,-0.5921889895710053,0.5841049382716049,0.6021889800342621,0.23615022883793896,0.29835418714983225,0.4140839022559251,0.4158950617283951
50,0.09335031360387802,11073.0,0.0018204430272096897,-0.0037633657434887335,-0.17237350175923902,0.19588252573318632,0.36825602749242536,-0.7039522844601497,0.6094102772509709,0.7139522749234065,0.12072168540414684,0.1823734922224958,0.27500243831150367,0.39058972274902914,5184.0,-0.007859915950529435,-0.028391394086465904,-0.2763663389158371,0.32046897344057573,0.5968353123564129,-0.5646705010027124,0.5788966049382716,0.5746704914659693,0.23511192427048458,0.28636632937909384,0.4155229009319673,0.4211033950617284
51,0.09230930256572636,11073.0,0.003571081027861024,-0.0028886399175656607,-0.17186059561924574,0.19442637697628018,0.3662869725955259,-0.710372145868005,0.6035401426894247,0.7203721363312618,0.11942607528451028,0.18186058608250255,0.2746634582217013,0.39645985731057526,5184.0,-0.003935700178557233,-0.025060668207672138,-0.2735166959008926,0.3255149681679496,0.5990316640688422,-0.5810095066085705,0.5777391975308642,0.5910094970718274,0.23167443556859296,0.28351668636414923,0.4067820774615122,0.4222608024691358
52,0.09177757223898714,11073.0,-0.0007080089202510735,-0.0051745281132675736,-0.171995906426698,0.18274231339980176,0.3547382198264998,-0.7059253105673596,0.6270206809356091,0.7159253010306165,0.11960436641337259,0.18199589688995477,0.27471873491444504,0.37297931906439086,5184.0,-0.01188725021446513,-0.033378024528875505,-0.2876305650346186,0.31965009573475933,0.6072806607693779,-0.6190101861815427,0.5875771604938271,0.6290101766447995,0.2411439244050729,0.29763055549787537,0.4200705679663072,0.41242283950617287
53,0.09128985960375179,11073.0,0.005976991706413006,0.0013724730436454335,-0.17173105965026791,0.19165314418015655,0.36338420383042447,-0.7029087118933821,0.5716607965321051,0.712908702356639,0.11841019621113046,0.18173105011352472,0.274686726455353,0.4283392034678949,5184.0,0.002151244586571784,-0.01708356452595694,-0.2693199666846807,0.3290774856641302,0.5983974523488109,-0.5453172979334794,0.5567129629629629,0.5553172883967362,0.22607534490652445,0.2793199571479374,0.39701317370129974,0.44328703703703703
54,0.09042798626151952,11073.0,0.0006007649772012804,-0.0037123870282481097,-0.1717340142389259,0.18310585062706491,0.35483986486599084,-0.7030536322986763,0.6160028899123995,0.7130536227619332,0.11850685684835989,0.1817340047021827,0.27494282890194444,0.38399711008760046,5184.0,-0.004325412239036163,-0.025976132589075246,-0.27492651791495437,0.3265845302736015,0.6015110481885559,-0.5855883782432476,0.5673225308641975,0.5955883687065044,0.2333484336051818,0.2849265083782107,0.4063417963187523,0.43267746913580246
55,0.08934763006188652,11073.0,-1.3367674679374329e-05,-0.0033347836715415524,-0.1721402576260664,0.1784430150936817,0.3505832727197481,-0.7049131517659242,0.6101327553508534,0.714913142229181,0.11939384597236614,0.18214024808932325,0.27495123445919584,0.38986724464914657,5184.0,-0.006004529643803169,-0.025745096792296224,-0.28498059184927116,0.32751312114144615,0.6124937129907173,-0.5911747631218667,0.5760030864197531,0.6011747535851235,0.23512678591947234,0.29498058231252794,0.41677795236709814,0.42399691358024694
56,0.08887929570945827,11073.0,-0.002530316526627575,-0.006519615256038322,-0.17215447452604696,0.1773392850042047,0.34949375953025164,-0.7034941863585352,0.6404768355459225,0.7134941768217921,0.11994864646794154,0.1821544649893038,0.27490937260727755,0.3595231644540775,5184.0,-0.009943616865166488,-0.0313349362884599,-0.2836685696751154,0.3217884369715532,0.6054570066466686,-0.5739803080056669,0.5794753086419753,0.5839802984689237,0.23912269127592692,0.293668560138372,0.4250872154035723,0.42052469135802467
