epoch,rho,loss,train_sample_count,train_mean_gap,train_min_gap,train_violation_rate,train_max_violation,train_coverage,validation_sample_count,validation_mean_gap,validation_min_gap,validation_violation_rate,validation_max_violation,validation_coverage
41,30.0,0.19796834309254924,15657.0,0.1966683268547058,-0.08844566345214844,0.03442549658299802,0.09844565391540527,0.965574503417002,7432.0,0.18577606976032257,-0.4216064214706421,0.1602529601722282,0.4316064119338989,0.8397470398277718
42,30.0,0.20012941427769199,15657.0,0.2123713493347168,-0.17971187829971313,0.03231781311873284,0.18971186876296997,0.9676821868812672,7432.0,0.18603095412254333,-0.5757165551185608,0.16469321851453175,0.5857165455818176,0.8353067814854682
43,30.0,0.2072906542208887,15657.0,0.20129378139972687,-0.09866368770599365,0.024014817653445743,0.10866367816925049,0.9759851823465543,7432.0,0.19301031529903412,-0.4912617802619934,0.1442411194833154,0.5012617707252502,0.8557588805166846
44,30.0,0.20352370219845925,15657.0,0.1958160698413849,-0.11261862516403198,0.025419939962955867,0.12261861562728882,0.9745800600370441,7432.0,0.18342934548854828,-0.5365756154060364,0.15769644779332614,0.5465756058692932,0.8423035522066739
45,30.0,0.19511596089409244,15657.0,0.19205160439014435,-0.0658947229385376,0.03104042920099636,0.07589471340179443,0.9689595707990036,7432.0,0.1778087019920349,-0.5056971311569214,0.1601184068891281,0.5156971216201782,0.839881593110872
46,30.0,0.19225832868006923,15657.0,0.1853618621826172,-0.06759881973266602,0.029124353324391648,0.07759881019592285,0.9708756466756083,7432.0,0.1796456277370453,-0.4694913625717163,0.1655005382131324,0.47949135303497314,0.8344994617868676
47,30.0,0.18660466901717648,15657.0,0.19041147828102112,-0.08032307028770447,0.022545826148048797,0.0903230607509613,0.9774541738519512,7432.0,0.18110813200473785,-0.5024883151054382,0.15769644779332614,0.5124883055686951,0.8423035522066739
48,30.0,0.1874146629725733,15657.0,0.17890557646751404,-0.06438213586807251,0.030146260458580827,0.07438212633132935,0.9698537395414192,7432.0,0.17188771069049835,-0.5131242275238037,0.17680301399354145,0.5231242179870605,0.8231969860064585
49,30.0,0.18276914185093296,15657.0,0.18260760605335236,-0.07015877962112427,0.02382321006578527,0.0801587700843811,0.9761767899342148,7432.0,0.17391501367092133,-0.5711958408355713,0.17195909580193758,0.5811958312988281,0.8280409041980624
50,30.0,0.18215180500861136,15657.0,0.1778085082769394,-0.06235164403915405,0.0303378680462413,0.07235163450241089,0.9696621319537587,7432.0,0.16940055787563324,-0.6121679544448853,0.17693756727664156,0.6221679449081421,0.8230624327233584
51,30.0,0.1865267671885029,15657.0,0.18210908770561218,-0.1127169132232666,0.021971003385067384,0.12271690368652344,0.9780289966149326,7432.0,0.17442543804645538,-0.5291908383369446,0.1652314316469322,0.5391908288002014,0.8347685683530678
52,30.0,0.1814222172383339,15657.0,0.178514763712883,-0.0737389326095581,0.0236316024781248,0.08373892307281494,0.9763683975218752,7432.0,0.16970020532608032,-0.5185540914535522,0.18272335844994617,0.5285540819168091,0.8172766415500539
53,30.0,0.17773386403437583,15657.0,0.1712607592344284,-0.07271802425384521,0.05435268569968704,0.08271801471710205,0.945647314300313,7432.0,0.16212782263755798,-0.6291994452476501,0.19819698600645855,0.639199435710907,0.8018030139935415
54,30.0,0.1759807159823756,15657.0,0.1822720766067505,-0.04810464382171631,0.014306699878648528,0.058104634284973145,0.9856933001213515,7432.0,0.1738879382610321,-0.5505452752113342,0.1726318622174381,0.5605452656745911,0.8273681377825619
55,30.0,0.17385000999896758,15657.0,0.17098985612392426,-0.05631503462791443,0.032828766685827425,0.06631502509117126,0.9671712333141725,7432.0,0.1644997000694275,-0.5956689119338989,0.185010764262648,0.6056689023971558,0.814989235737352
56,30.0,0.17298191401266283,15657.0,0.16859763860702515,-0.06703171133995056,0.02886887654084435,0.0770317018032074,0.9711311234591556,7432.0,0.16159102320671082,-0.5642682313919067,0.19214208826695373,0.5742682218551636,0.8078579117330463
57,30.0,0.17501883160683415,15657.0,0.17437832057476044,-0.07481050491333008,0.02548380915884269,0.08481049537658691,0.9745161908411573,7432.0,0.16675685346126556,-0.5454633235931396,0.18433799784714747,0.5554633140563965,0.8156620021528526
58,30.0,0.16936281131159875,15657.0,0.171205535531044,-0.0686192512512207,0.024398032828766687,0.07861924171447754,0.9756019671712333,7432.0,0.16420578956604004,-0.6023046970367432,0.18931646932185145,0.6123046875,0.8106835306781486
59,30.0,0.17030319811836367,15657.0,0.16624762117862701,-0.1007605791091919,0.03314811266526155,0.11076056957244873,0.9668518873347385,7432.0,0.15657508373260498,-0.5974583029747009,0.20640473627556513,0.6074582934379578,0.7935952637244349
60,30.0,0.17054986617257517,15657.0,0.17239981889724731,-0.07141321897506714,0.020374273487896787,0.08141320943832397,0.9796257265121032,7432.0,0.16435152292251587,-0.5971313714981079,0.18581808396124866,0.6071313619613647,0.8141819160387513
61,30.0,0.1702693643108491,15657.0,0.16866697371006012,-0.07068461179733276,0.03391454301590343,0.0806846022605896,0.9660854569840965,7432.0,0.1617586761713028,-0.6028361320495605,0.19819698600645855,0.6128361225128174,0.8018030139935415
62,30.0,0.16981776539356477,15657.0,0.15661616623401642,-0.09315365552902222,0.050073449575269845,0.10315364599227905,0.9499265504247302,7432.0,0.14935548603534698,-0.6337066292762756,0.22228202368137784,0.6437066197395325,0.7777179763186222
63,30.0,0.16744574664100523,15657.0,0.16100697219371796,-0.04644113779067993,0.031295905984543654,0.05644112825393677,0.9687040940154563,7432.0,0.15257826447486877,-0.6270701885223389,0.21353606027987082,0.6370701789855957,0.7864639397201292
64,30.0,0.16532525900871523,15657.0,0.1565990447998047,-0.08265382051467896,0.051414702688893144,0.09265381097793579,0.9485852973111069,7432.0,0.148556649684906,-0.6431453227996826,0.22470398277717976,0.6531453132629395,0.7752960172228203
65,30.0,0.1730016205580004,15657.0,0.16539664566516876,-0.08072099089622498,0.03595835728428179,0.09072098135948181,0.9640416427157182,7432.0,0.15430769324302673,-0.5699563026428223,0.21205597416576966,0.5799562931060791,0.7879440258342304
66,30.0,0.16798623098481086,15657.0,0.16503198444843292,-0.06824830174446106,0.02854953056141023,0.0782482922077179,0.9714504694385898,7432.0,0.15635669231414795,-0.5873570442199707,0.20546286329386437,0.5973570346832275,0.7945371367061357
67,30.0,0.16515365002616758,15657.0,0.15334054827690125,-0.0484539270401001,0.05230887143130868,0.058453917503356934,0.9476911285686913,7432.0,0.1486232727766037,-0.6297607421875,0.22430032292787944,0.6397607326507568,0.7756996770721205
68,30.0,0.16692497893687216,15657.0,0.16930364072322845,-0.05710446834564209,0.025803155138276808,0.06710445880889893,0.9741968448617232,7432.0,0.16261470317840576,-0.596053421497345,0.1952368137782562,0.6060534119606018,0.8047631862217438
69,30.0,0.16972239315509796,15657.0,0.165303036570549,-0.048852741718292236,0.031168167592770007,0.05885273218154907,0.96883183240723,7432.0,0.16119170188903809,-0.6262180805206299,0.1991388589881593,0.6362180709838867,0.8008611410118407
70,30.0,0.16465614447670598,15657.0,0.15799155831336975,-0.04843413829803467,0.03397841221179025,0.058434128761291504,0.9660215877882098,7432.0,0.15260003507137299,-0.5833173990249634,0.21286329386437028,0.5933173894882202,0.7871367061356297
71,30.0,0.1607281421461413,15657.0,0.1501976102590561,-0.060853809118270874,0.05601328479274446,0.07085379958152771,0.9439867152072555,7432.0,0.14246445894241333,-0.6253275871276855,0.23923573735199138,0.6353275775909424,0.7607642626480086
72,30.0,0.15694046405053907,15657.0,0.1568346470594406,-0.11775484681129456,0.032956505077601075,0.1277548372745514,0.9670434949223989,7432.0,0.14866948127746582,-0.6465145945549011,0.22456942949407965,0.656514585018158,0.7754305705059203
73,30.0,0.16364541842091468,15657.0,0.15975214540958405,-0.07341060042381287,0.04630516701794724,0.0834105908870697,0.9536948329820527,7432.0,0.1513739377260208,-0.5605491995811462,0.2236275565123789,0.5705491900444031,0.7763724434876211
74,30.0,0.15935501792738516,15657.0,0.15248551964759827,-0.06898689270019531,0.046624512997381365,0.07898688316345215,0.9533754870026186,7432.0,0.14365649223327637,-0.5948915481567383,0.2303552206673843,0.6048915386199951,0.7696447793326158
75,30.0,0.15627906832002825,15657.0,0.1462172120809555,-0.09170538187026978,0.06291115794852142,0.10170537233352661,0.9370888420514786,7432.0,0.1369468718767166,-0.621047854423523,0.25242195909580195,0.6310478448867798,0.7475780409041981
76,30.0,0.15965058774717392,15657.0,0.1545192003250122,-0.07155027985572815,0.042409146068850996,0.08155027031898499,0.957590853931149,7432.0,0.14773431420326233,-0.5822228789329529,0.22739504843918193,0.5922228693962097,0.7726049515608181
77,30.0,0.1579592780720803,15657.0,0.155278742313385,-0.03493523597717285,0.026058631921824105,0.04493522644042969,0.9739413680781759,7432.0,0.14707021415233612,-0.6226053237915039,0.22927879440258342,0.6326053142547607,0.7707212055974165
78,30.0,0.15847612052194535,15657.0,0.1563359946012497,-0.06059461832046509,0.039343424666283454,0.07059460878372192,0.9606565753337165,7432.0,0.15184278786182404,-0.6420560479164124,0.21286329386437028,0.6520560383796692,0.7871367061356297
79,30.0,0.1605516234713216,15657.0,0.157465860247612,-0.10063192248344421,0.030593344829788593,0.11063191294670105,0.9694066551702114,7432.0,0.1505405157804489,-0.6235098838806152,0.21878363832077502,0.6335098743438721,0.7812163616792249
80,100.0,0.18926538575080135,15657.0,0.186505988240242,-0.06714165210723877,0.010155202146004981,0.0771416425704956,0.989844797853995,7432.0,0.1821720451116562,-0.5747002363204956,0.15729278794402585,0.5847002267837524,0.8427072120559742
81,100.0,0.20595835053151654,15657.0,0.21670250594615936,-0.05430525541305542,0.009324902599476272,0.06430524587631226,0.9906750974005237,7432.0,0.20224851369857788,-0.5945879817008972,0.12728740581270184,0.604587972164154,0.8727125941872982
82,100.0,0.21984254881258933,15657.0,0.20265407860279083,-0.25435006618499756,0.024014817653445743,0.2643500566482544,0.9759851823465543,7432.0,0.1963854879140854,-0.5802822113037109,0.13441872981700753,0.5902822017669678,0.8655812701829925
83,100.0,0.23724534290452157,15657.0,0.262229323387146,-0.18187808990478516,0.006897873155776969,0.191878080368042,0.993102126844223,7432.0,0.247367724776268,-0.6173849701881409,0.09082346609257266,0.6273849606513977,0.9091765339074274
84,100.0,0.2859420088991042,15657.0,0.27256253361701965,-0.23345738649368286,0.006003704413361436,0.2434573769569397,0.9939962955866386,7432.0,0.25744307041168213,-0.5664796829223633,0.06646932185145317,0.5764796733856201,0.9335306781485468
85,100.0,0.2785133671376013,15657.0,0.2603122889995575,-0.15432780981063843,0.0118158012390624,0.16432780027389526,0.9881841987609375,7432.0,0.24448023736476898,-0.375885546207428,0.08423035522066738,0.3858855366706848,0.9157696447793326
86,100.0,0.26440576584108416,15657.0,0.25131529569625854,-0.1279815435409546,0.005684358433927317,0.13798153400421143,0.9943156415660727,7432.0,0.24096673727035522,-0.44738662242889404,0.07521528525296017,0.4573866128921509,0.9247847147470398
87,100.0,0.2629051915099544,15657.0,0.2538644075393677,-0.07901978492736816,0.009835856166570863,0.089019775390625,0.9901641438334291,7432.0,0.23388183116912842,-0.5557870268821716,0.09728202368137782,0.5657870173454285,0.9027179763186222
88,100.0,0.24592513663153495,15657.0,0.24475181102752686,-0.08287259936332703,0.009899725362457687,0.09287258982658386,0.9901002746375424,7432.0,0.22839593887329102,-0.5114881992340088,0.09714747039827772,0.5214881896972656,0.9028525296017222
89,100.0,0.24860247825422593,15657.0,0.22999155521392822,-0.17599016427993774,0.01334866194034617,0.18599015474319458,0.9866513380596539,7432.0,0.21614457666873932,-0.5665180683135986,0.10670075349838536,0.5765180587768555,0.8932992465016146
90,100.0,0.259437303869955,15657.0,0.2386413961648941,-0.07158827781677246,0.010155202146004981,0.0815882682800293,0.989844797853995,7432.0,0.2174425721168518,-0.6242771148681641,0.11033369214208827,0.6342771053314209,0.8896663078579118
91,100.0,0.2471629193713588,15657.0,0.23103033006191254,-0.05544659495353699,0.009133295011815801,0.06544658541679382,0.9908667049881842,7432.0,0.22537986934185028,-0.609912633895874,0.09297631862217438,0.6199126243591309,0.9070236813778256
92,100.0,0.24739598506881344,15657.0,0.22477085888385773,-0.12563592195510864,0.02593089353005046,0.13563591241836548,0.9740691064699496,7432.0,0.2074592560529709,-0.651516854763031,0.1264800861141012,0.6615168452262878,0.8735199138858988
93,100.0,0.24682801433147922,15657.0,0.24598251283168793,-0.06918790936470032,0.010091332950118157,0.07918789982795715,0.9899086670498819,7432.0,0.22895078361034393,-0.5582362413406372,0.09728202368137782,0.568236231803894,0.9027179763186222
94,100.0,0.23623634826752446,15657.0,0.2237069308757782,-0.08145856857299805,0.009388771795363097,0.09145855903625488,0.9906112282046369,7432.0,0.2084757536649704,-0.5708897709846497,0.11463939720129171,0.5808897614479065,0.8853606027987083
95,100.0,0.24602776044799435,15657.0,0.24490374326705933,-0.055894553661346436,0.007472695918758382,0.06589454412460327,0.9925273040812416,7432.0,0.23468510806560516,-0.6227027177810669,0.0863832077502691,0.6327027082443237,0.9136167922497309
96,100.0,0.23147564068917306,15657.0,0.21736589074134827,-0.04834061861038208,0.0054288816503800215,0.058340609073638916,0.99457111834962,7432.0,0.21030306816101074,-0.6532958745956421,0.11046824542518838,0.6632958650588989,0.8895317545748116
97,100.0,0.23453308738047077,15657.0,0.21895161271095276,-0.09308567643165588,0.016286644951140065,0.10308566689491272,0.9837133550488599,7432.0,0.20838655531406403,-0.5824626684188843,0.11733046286329386,0.5924626588821411,0.8826695371367062
98,100.0,0.22441826232018008,15657.0,0.20747824013233185,-0.08341485261917114,0.013540269528006642,0.09341484308242798,0.9864597304719933,7432.0,0.19493919610977173,-0.6254250407218933,0.1338805166846071,0.6354250311851501,0.8661194833153929
99,100.0,0.2130710179767301,15657.0,0.20410087704658508,-0.02271696925163269,0.008877818228268506,0.032716959714889526,0.9911221817717315,7432.0,0.19942006468772888,-0.5799751281738281,0.12540365984930033,0.589975118637085,0.8745963401506996
100,100.0,0.20419067721213063,15657.0,0.19326943159103394,-0.06580451130867004,0.012518362393817461,0.07580450177192688,0.9874816376061826,7432.0,0.1871109902858734,-0.5555545091629028,0.1445102260495156,0.5655544996261597,0.8554897739504844
101,100.0,0.20483025475855796,15657.0,0.2061491161584854,-0.04302924871444702,0.006897873155776969,0.05302923917770386,0.993102126844223,7432.0,0.1970352977514267,-0.5324134826660156,0.12136706135629709,0.5424134731292725,0.878632938643703
102,100.0,0.20718202715919865,15657.0,0.1980147361755371,-0.04163855314254761,0.01615890655936642,0.05163854360580444,0.9838410934406335,7432.0,0.18499355018138885,-0.650937557220459,0.14868137782561894,0.6609375476837158,0.851318622174381
103,100.0,0.19882982873147534,15657.0,0.1935274749994278,-0.053554654121398926,0.01130484767196781,0.06355464458465576,0.9886951523280322,7432.0,0.18594960868358612,-0.5988732576370239,0.14397201291711517,0.6088732481002808,0.8560279870828849
104,100.0,0.19206352579978206,15657.0,0.18633070588111877,-0.035900115966796875,0.014306699878648528,0.04590010643005371,0.9856933001213515,7432.0,0.17627528309822083,-0.610027551651001,0.1638858988159311,0.6200275421142578,0.8361141011840689
105,100.0,0.19119767892745235,15657.0,0.1901782602071762,-0.04119914770126343,0.0072172191352110875,0.051199138164520264,0.9927827808647889,7432.0,0.181965172290802,-0.6171226501464844,0.15056512378902046,0.6271226406097412,0.8494348762109796
106,100.0,0.18825070127364127,15657.0,0.1845441460609436,-0.020831525325775146,0.009771986970684038,0.030831515789031982,0.990228013029316,7432.0,0.17838144302368164,-0.6177698969841003,0.15904198062432723,0.6277698874473572,0.8409580193756727
107,100.0,0.1874199096233614,15657.0,0.185060515999794,-0.07689696550369263,0.0063869195886823785,0.08689695596694946,0.9936130804113176,7432.0,0.17725235223770142,-0.6231597661972046,0.15931108719052745,0.6331597566604614,0.8406889128094726
108,100.0,0.1877255925247746,15657.0,0.18253527581691742,-0.023323357105255127,0.010410678929552277,0.03332334756851196,0.9895893210704477,7432.0,0.174716979265213,-0.5673565864562988,0.16967168998923574,0.5773565769195557,0.8303283100107642
109,100.0,0.1840589257978624,15657.0,0.18285928666591644,-0.019819319248199463,0.008366864661173916,0.0298193097114563,0.9916331353388261,7432.0,0.1753554344177246,-0.5914050340652466,0.16267491926803013,0.6014050245285034,0.8373250807319699
110,100.0,0.18561576883639058,15657.0,0.18151822686195374,-0.02816241979598999,0.01366800791978029,0.038162410259246826,0.9863319920802197,7432.0,0.17087198793888092,-0.6171891689300537,0.17761033369214208,0.6271891593933105,0.8223896663078579
111,100.0,0.1881825726839804,15657.0,0.18386952579021454,-0.056544601917266846,0.007408826722871559,0.06654459238052368,0.9925911732771284,7432.0,0.1748282015323639,-0.6137704253196716,0.16872981700753498,0.6237704157829285,0.831270182992465
112,100.0,0.18514328810476488,15657.0,0.19087865948677063,-0.022679030895233154,0.005748227629814141,0.03267902135848999,0.9942517723701858,7432.0,0.1849057376384735,-0.5833112001419067,0.14518299246501615,0.5933111906051636,0.8548170075349839
113,100.0,0.1851216266232152,15657.0,0.17662234604358673,-0.03889554738998413,0.0104745481254391,0.04889553785324097,0.9895254518745609,7432.0,0.17000408470630646,-0.5862265825271606,0.17532292787944026,0.5962265729904175,0.8246770721205597
114,100.0,0.18196451375561376,15657.0,0.17727403342723846,-0.02252134680747986,0.009005556620042154,0.032521337270736694,0.9909944433799579,7432.0,0.1675555408000946,-0.6300257444381714,0.18299246501614638,0.6400257349014282,0.8170075349838536
115,100.0,0.17878901958465576,15657.0,0.18375252187252045,-0.024921059608459473,0.007344957526984735,0.03492105007171631,0.9926550424730153,7432.0,0.17566362023353577,-0.5875169634819031,0.16119483315392896,0.5975169539451599,0.8388051668460711
116,100.0,0.1806717712071634,15657.0,0.17836228013038635,-0.024087607860565186,0.008175257073513444,0.03408759832382202,0.9918247429264866,7432.0,0.17040403187274933,-0.587826132774353,0.17303552206673842,0.5978261232376099,0.8269644779332616
117,100.0,0.18155166170289438,15657.0,0.17412401735782623,-0.0842428207397461,0.012582231589704286,0.09424281120300293,0.9874177684102957,7432.0,0.17127808928489685,-0.5975227355957031,0.1759956942949408,0.60752272605896,0.8240043057050592
118,100.0,0.17925478061360697,15657.0,0.1786385029554367,-0.02458062767982483,0.007983649485852973,0.034580618143081665,0.992016350514147,7432.0,0.17514276504516602,-0.5944904685020447,0.16819160387513454,0.6044904589653015,0.8318083961248655
