value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,4,1.0,0.0,0.8446629047393799,0.8370346426963806,0.8103424310684204,0.0,0.0,0.0,0.0
0.10_0.20,128,1.0,0.0,0.6414055824279785,0.6948095560073853,0.038491249084472656,0.0,0.0,0.0,0.0
0.20_0.30,764,0.9568062827225131,0.04319371727748691,0.355635404586792,0.3335760235786438,-0.2633041739463806,0.27330416440963745,0.0,0.0,0.06693543434143068
0.30_0.40,1998,0.9324324324324325,0.06756756756756757,0.2578333914279938,0.2143321931362152,-0.19767355918884277,0.2076735496520996,0.0,0.009381493926048192,0.0618128192424774
0.40_0.50,3077,0.9171270718232044,0.08287292817679558,0.25027111172676086,0.21942061185836792,-0.34989017248153687,0.3598901629447937,0.0,0.016886854171752806,0.07695804595947234
0.50_0.55,1518,0.9216073781291173,0.07839262187088274,0.2717558443546295,0.26855504512786865,-0.13614213466644287,0.1461421251296997,0.0,0.01514345109462733,0.05675045907497406
0.55_0.60,1521,0.9388560157790927,0.0611439842209073,0.26963478326797485,0.2646433115005493,-0.27171844244003296,0.2817184329032898,0.0,0.008639931678771973,0.06984617710113525
0.60_0.65,1407,0.9495380241648899,0.05046197583511016,0.2627655565738678,0.2549072206020355,-0.26543813943862915,0.275438129901886,0.0,0.000493001937866243,0.06664753317832976
0.65_0.70,1360,0.9433823529411764,0.05661764705882353,0.2508053481578827,0.23000141978263855,-0.2683854103088379,0.2783854007720947,0.0,0.004905530810356046,0.0659726244211201
0.70_0.80,2296,0.9355400696864111,0.06445993031358885,0.2222541719675064,0.19275951385498047,-0.3165389895439148,0.32653898000717163,0.0,0.009593933820724487,0.058565887808799844
0.80_0.90,1231,0.9017059301380991,0.0982940698619009,0.1693774312734604,0.12342983484268188,-0.14175790548324585,0.15175789594650269,0.0,0.01966071128845215,0.05099998712539673
0.90_1.00,353,0.8243626062322946,0.17563739376770537,0.12615326046943665,0.07828456163406372,-0.06310379505157471,0.07310378551483154,0.019862091541290285,0.031036925315856913,0.055560972690582286
