value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,1202,1.0,0.0,0.5930669903755188,0.5776059627532959,0.41258659958839417,0.0,0.0,0.0,0.0
0.10_0.20,1797,1.0,0.0,0.49872976541519165,0.48536065220832825,0.2927263081073761,0.0,0.0,0.0,0.0
0.20_0.30,2165,1.0,0.0,0.38498833775520325,0.3741604685783386,0.05341187119483948,0.0,0.0,0.0,0.0
0.30_0.40,2451,1.0,0.0,0.2696871757507324,0.25887373089790344,0.07392135262489319,0.0,0.0,0.0,0.0
0.40_0.50,2479,0.9979830576845502,0.002016942315449778,0.17230451107025146,0.1591854989528656,-0.01438179612159729,0.024381786584854126,0.0,0.0,0.0
0.50_0.60,2433,0.9034114262227703,0.09658857377722976,0.10095250606536865,0.08545023202896118,-0.05243343114852905,0.06243342161178589,0.0,0.012607169151306165,0.03746442556381218
0.60_0.70,1769,0.7625777275296778,0.23742227247032222,0.06721112132072449,0.056812286376953125,-0.1149798035621643,0.12497979402542114,0.02912014722824097,0.04834202527999868,0.08325311899185178
0.70_0.80,956,0.7165271966527197,0.2834728033472803,0.04454934969544411,0.049331605434417725,-0.2171260118484497,0.22712600231170654,0.04605230689048767,0.07530131936073303,0.1290370881557466
0.80_0.90,357,0.6218487394957983,0.37815126050420167,0.013180035166442394,0.0223960280418396,-0.3165389895439148,0.32653898000717163,0.05458335876464845,0.09639602899551387,0.24450862884521482
0.90_1.00,48,0.0,1.0,-0.06961347162723541,-0.03014969825744629,-0.34989017248153687,0.3598901629447937,0.27394435405731205,0.28058401942253114,0.34815247237682345
