epoch,loss,train_sample_count,train_mean_gap,train_median_gap,train_min_gap,train_violation_rate,train_max_violation,train_p90_violation,train_p95_violation,train_p99_violation,train_coverage,validation_sample_count,validation_mean_gap,validation_median_gap,validation_min_gap,validation_violation_rate,validation_max_violation,validation_p90_violation,validation_p95_violation,validation_p99_violation,validation_coverage
1,0.014917386245102651,15657.0,0.2459109127521515,0.21617022156715393,-0.3689703941345215,0.09152455770581848,0.3789703845977783,0.0,0.026749562472105026,0.08277514576911926,0.9084754422941815,7432.0,0.23514723777770996,0.2063238024711609,-0.2290378212928772,0.1389935414424112,0.23903781175613403,0.022138075903058052,0.05883463844656944,0.12198033928871155,0.8610064585575888
2,0.012520934094584758,15657.0,0.25159332156181335,0.21902424097061157,-0.34989017248153687,0.0711502842179217,0.3598901629447937,0.0,0.012534241192042828,0.06300263851881027,0.9288497157820783,7432.0,0.240081325173378,0.21148142218589783,-0.24776291847229004,0.12230893433799785,0.2577629089355469,0.011960672214627266,0.044588372111320496,0.10604989528656006,0.8776910656620022
3,0.012132588173112562,15657.0,0.2392091304063797,0.20631593465805054,-0.32723337411880493,0.0864788912307594,0.33723336458206177,0.0,0.02020222507417202,0.06586349755525589,0.9135211087692406,7432.0,0.22151698172092438,0.19397450983524323,-0.2296375036239624,0.15285252960172227,0.23963749408721924,0.026879820972681046,0.059708282351493835,0.12541824579238892,0.8471474703982778
4,0.011861010184211115,15657.0,0.24497398734092712,0.21094557642936707,-0.3361806273460388,0.06859551638244875,0.34618061780929565,0.0,0.009938471019268036,0.05080552026629448,0.9314044836175512,7432.0,0.23049834370613098,0.20337706804275513,-0.2634396553039551,0.13589881593110872,0.2734396457672119,0.019217001274228096,0.053265612572431564,0.1178988516330719,0.8641011840688912
5,0.011506510778300224,15657.0,0.23914088308811188,0.20481011271476746,-0.33373498916625977,0.07300249089863958,0.3437349796295166,0.0,0.012061802670359612,0.05230693519115448,0.9269975091013604,7432.0,0.22842355072498322,0.200005903840065,-0.2666237950325012,0.13737890204520992,0.27662378549575806,0.019669461995363235,0.05347643047571182,0.11999272555112839,0.8626210979547901
6,0.01131558289090472,15657.0,0.23861165344715118,0.20289939641952515,-0.33739131689071655,0.06636009452640991,0.3473913073539734,0.0,0.008058829233050346,0.04562046751379967,0.9336399054735901,7432.0,0.22123989462852478,0.1941511482000351,-0.2468530535697937,0.14908503767491926,0.25685304403305054,0.025722255930304527,0.06017892807722092,0.13116811215877533,0.8509149623250807
7,0.010958627557321902,15657.0,0.2243146002292633,0.19031736254692078,-0.3045986294746399,0.08813949032381682,0.31459861993789673,0.0,0.017310835421085358,0.05428528040647507,0.9118605096761832,7432.0,0.2118462324142456,0.18592476844787598,-0.2714182734489441,0.1618675995694295,0.2814182639122009,0.03267824649810791,0.06684613972902298,0.1318671554327011,0.8381324004305705
8,0.010805083799266046,15657.0,0.22055365145206451,0.18552559614181519,-0.3156607747077942,0.09229098805646037,0.325660765171051,0.0,0.021046021953225136,0.06640847772359848,0.9077090119435396,7432.0,0.20145176351070404,0.17695578932762146,-0.3134195804595947,0.1886437029063509,0.32341957092285156,0.04724324494600296,0.08498743176460266,0.15644998848438263,0.8113562970936491
9,0.010521334716148915,15657.0,0.22533796727657318,0.18895190954208374,-0.31720972061157227,0.06080347448425624,0.3272097110748291,0.0,0.004916210658848286,0.03727385401725769,0.9391965255157437,7432.0,0.2066732794046402,0.1785629391670227,-0.2986370325088501,0.1603875134553283,0.30863702297210693,0.03146537020802498,0.06703987717628479,0.141447514295578,0.8396124865446717
10,0.010163422493684677,15657.0,0.2144215703010559,0.17787176370620728,-0.31448209285736084,0.07772881139426455,0.3244820833206177,0.0,0.01283359620720148,0.050774794071912766,0.9222711886057354,7432.0,0.19636476039886475,0.17216522991657257,-0.29712748527526855,0.18164693218514533,0.3071274757385254,0.03927795961499214,0.07536888867616653,0.14617139101028442,0.8183530678148547
11,0.009857776154193186,15657.0,0.2064678966999054,0.16820260882377625,-0.2854042649269104,0.07855911094079325,0.29540425539016724,0.0,0.012496746145188808,0.04435395821928978,0.9214408890592067,7432.0,0.1865672618150711,0.16093172132968903,-0.3711833953857422,0.1953713670613563,0.381183385848999,0.047286003828048706,0.08557825535535812,0.15921635925769806,0.8046286329386437
12,0.009658649353490721,15657.0,0.2090398222208023,0.1722397804260254,-0.3186204433441162,0.06208085840199272,0.32862043380737305,0.0,0.005222601350396872,0.039877332746982574,0.9379191415980073,7432.0,0.1894543170928955,0.1647615283727646,-0.33945608139038086,0.18016684607104413,0.3494560718536377,0.04046715050935745,0.07770310342311859,0.15599322319030762,0.8198331539289558
13,0.009471262474694559,15657.0,0.20803412795066833,0.17103073000907898,-0.24481892585754395,0.05326690936961104,0.2548189163208008,0.0,0.0015506867785006762,0.03289308398962021,0.946733090630389,7432.0,0.19333794713020325,0.16804766654968262,-0.3752138614654541,0.16455866523143164,0.38521385192871094,0.03277594596147537,0.06970171630382538,0.14010202884674072,0.8354413347685683
14,0.009117526693209525,15657.0,0.1964789479970932,0.15857020020484924,-0.2883859872817993,0.07364118285750783,0.29838597774505615,0.0,0.010541667230427265,0.044082242995500565,0.9263588171424921,7432.0,0.18362750113010406,0.15836186707019806,-0.38873183727264404,0.18770182992465015,0.3987318277359009,0.04246588051319122,0.08061861246824265,0.1537085622549057,0.8122981700753499
15,0.008850802757566976,15657.0,0.1889147013425827,0.15063446760177612,-0.2381058931350708,0.07095867663026123,0.24810588359832764,0.0,0.008084984496235847,0.038249798119068146,0.9290413233697388,7432.0,0.17349019646644592,0.14603576064109802,-0.5225766897201538,0.18931646932185145,0.5325766801834106,0.045847419649362564,0.08437877148389816,0.16267959773540497,0.8106835306781486
16,0.008613544546308057,15657.0,0.18380756676197052,0.1446460485458374,-0.2975318431854248,0.06750974005237274,0.30753183364868164,0.0,0.00682760588824749,0.04467538744211197,0.9324902599476272,7432.0,0.16852125525474548,0.14364007115364075,-0.49673646688461304,0.1952368137782562,0.5067364573478699,0.047845594584941864,0.0908966213464737,0.1743754744529724,0.8047631862217438
17,0.008409183006733656,15657.0,0.18893961608409882,0.14720594882965088,-0.25931447744369507,0.05614102318451811,0.2693144679069519,0.0,0.0025650402531027794,0.02995651587843895,0.9438589768154819,7432.0,0.17165717482566833,0.14443689584732056,-0.427828311920166,0.19335306781485467,0.43782830238342285,0.044469211250543594,0.08402765542268753,0.16277740895748138,0.8066469321851453
18,0.008143894704839876,15657.0,0.18905192613601685,0.14734196662902832,-0.20971310138702393,0.05243660982308233,0.21971309185028076,0.0,0.0009428700432181358,0.0315927229821682,0.9475633901769177,7432.0,0.1752026379108429,0.14661256968975067,-0.4755391478538513,0.18541442411194833,0.48553913831710815,0.04052102938294411,0.0799637883901596,0.15020234882831573,0.8145855758880517
19,0.008002395471257548,15657.0,0.1822204738855362,0.14103084802627563,-0.2995304465293884,0.04464456792488983,0.30953043699264526,0.0,0.0,0.02481764554977417,0.9553554320751102,7432.0,0.17246323823928833,0.14569517970085144,-0.539894700050354,0.18057050592034446,0.5498946905136108,0.04087316244840622,0.07622625678777695,0.14727704226970673,0.8194294940796556
20,0.00778464722116628,15657.0,0.1796298325061798,0.13632002472877502,-0.19383585453033447,0.05135083349300632,0.2038358449935913,0.0,0.00045607652282342315,0.027820900082588196,0.9486491665069937,7432.0,0.16799713671207428,0.14208824932575226,-0.5235401391983032,0.19079655543595264,0.5335401296615601,0.043781131505966187,0.08371864259243011,0.16494087874889374,0.8092034445640474
21,0.007552029595019356,15657.0,0.17516086995601654,0.13263386487960815,-0.19551557302474976,0.057993229865235994,0.2055155634880066,0.0,0.0032400444615632296,0.029139915481209755,0.942006770134764,7432.0,0.16624855995178223,0.14043904840946198,-0.5488146543502808,0.20034983853606028,0.5588146448135376,0.046570565551519394,0.08373389393091202,0.1609814167022705,0.7996501614639397
22,0.007496271853245074,15657.0,0.16396144032478333,0.12131711840629578,-0.18458318710327148,0.07728172702305677,0.19458317756652832,0.0,0.008005345240235329,0.03651721775531769,0.9227182729769432,7432.0,0.1511956751346588,0.12464690208435059,-0.5917761921882629,0.2251076426264801,0.6017761826515198,0.05614567548036575,0.09803417325019836,0.17094026505947113,0.7748923573735199
23,0.0072754615196777925,15657.0,0.16610705852508545,0.12224502861499786,-0.166853129863739,0.06361371910327648,0.17685312032699585,0.0,0.004892845172435045,0.030471190810203552,0.9363862808967235,7432.0,0.1548570990562439,0.1252593845129013,-0.5952475666999817,0.21367061356297093,0.6052475571632385,0.054673369973897934,0.09415937960147858,0.17141668498516083,0.7863293864370291
24,0.007153246356474776,15657.0,0.1574152559041977,0.11316433548927307,-0.13867497444152832,0.08711758318962765,0.14867496490478516,0.0,0.012019111774861813,0.04161577671766281,0.9128824168103724,7432.0,0.14568787813186646,0.11733211576938629,-0.5920229554176331,0.23815931108719052,0.6020229458808899,0.06339933723211288,0.1100241169333458,0.18976213037967682,0.7618406889128094
25,0.0069958738562080165,15657.0,0.15713761746883392,0.11145436763763428,-0.1378939151763916,0.06738200166059909,0.14789390563964844,0.0,0.006003119982779026,0.03315793722867966,0.932617998339401,7432.0,0.1450783610343933,0.11780469119548798,-0.5403224229812622,0.2380247578040904,0.550322413444519,0.06411431729793549,0.10370304435491562,0.18076565861701965,0.7619752421959096
26,0.006927552197368876,15657.0,0.1543983817100525,0.10891228914260864,-0.14718663692474365,0.07926167209554831,0.1571866273880005,0.0,0.009677565656602383,0.035522203892469406,0.9207383279044516,7432.0,0.1429825872182846,0.115420863032341,-0.5671699643135071,0.23923573735199138,0.5771699547767639,0.06626271456480026,0.11085178703069687,0.18998128175735474,0.7607642626480086
