keep_threshold,reverse_threshold,keep_base_reversal,use_abstains,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
0.02,0.45,True,False,7468.0,0.3916711301553294,0.4031770045385779,0.43480973175296317,0.41899336814577054,0.6491697911087306,0.4205128205128205,0.451965811965812,0.548034188034188,0.45,0.02,2925.0,1322.0,1603.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.06226566684520621,0.476412004991759,-0.13069709871455334,1322.0,1603.0,2925.0,0.3916711301553294,0.4205128205128205,4825.0,0.3560621761658031,0.018044237485448197,1718.0,2643.0,0.4566780174044646,0.9933719966859983,1207.0
0.02,0.45,True,True,7468.0,0.44898232458489556,0.41804320203303685,0.4423833614390107,0.4302132817360238,0.6491697911087306,0.4309573516254101,0.46943036087086193,0.5305696391291381,0.45,0.02,3353.0,1574.0,1779.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.06199785752544187,0.5054602764364067,-0.12265624108493516,1574.0,1779.0,3353.0,0.44898232458489556,0.4309573516254101,4825.0,0.40020725388601036,0.01605385810460901,1931.0,2643.0,0.5380249716231555,0.9943741209563994,1422.0
0.02,0.5,False,False,7468.0,0.3237814675950723,0.39312267657992567,0.4180327868852459,0.4055777317325858,0.6491697911087306,0.40694789081885857,0.44499586435070304,0.555004135649297,0.5,0.02,2418.0,1076.0,1342.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.06025709694697375,0.4382000482325658,-0.13751047538678846,1076.0,1342.0,2418.0,0.3237814675950723,0.40694789081885857,4825.0,0.30196891191709846,0.02127659574468085,1457.0,2643.0,0.3636019674612183,0.991675338189386,961.0
0.02,0.5,False,True,7468.0,0.37814675950723087,0.41234756097560976,0.42923280423280424,0.420790182604207,0.6491697911087306,0.4213881019830028,0.46458923512747874,0.5354107648725213,0.5,0.02,2824.0,1312.0,1512.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.05945366898768079,0.46776085155499686,-0.12710270384970543,1312.0,1512.0,2824.0,0.37814675950723087,0.4213881019830028,4825.0,0.343419689119171,0.018708509354254676,1657.0,2643.0,0.44154370034052215,0.9931448157669237,1167.0
0.02,0.5,True,False,7468.0,0.35511515800749865,0.41025641025641024,0.43173943173943174,0.420997920997921,0.6491697911087306,0.42194570135746606,0.45588235294117646,0.5441176470588235,0.5,0.02,2652.0,1209.0,1443.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.055436529191215854,0.4530737728001448,-0.12235651789906064,1209.0,1443.0,2652.0,0.35511515800749865,0.42194570135746606,4825.0,0.32248704663212435,0.01992287917737789,1556.0,2643.0,0.41468028755202424,0.9927007299270073,1096.0
0.02,0.5,True,True,7468.0,0.4094804499196572,0.4249134948096886,0.4407935523868568,0.43285352359827267,0.6491697911087306,0.43328973185088293,0.4725310660562459,0.527468933943754,0.5,0.02,3058.0,1445.0,1613.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.05463310123192287,0.48172271648303033,-0.11341192632722238,1445.0,1613.0,3058.0,0.4094804499196572,0.43328973185088293,4825.0,0.36393782383419687,0.01765375854214123,1756.0,2643.0,0.492622020431328,0.9938556067588326,1302.0
0.02,0.55,False,False,7468.0,0.28173540439207284,0.4055793991416309,0.41723549488054607,0.41140744701108845,0.6491697911087306,0.4120722433460076,0.4429657794676806,0.5570342205323194,0.55,0.02,2104.0,932.0,1172.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.049544724156400634,0.4069890223018758,-0.12173479244275992,932.0,1172.0,2104.0,0.28173540439207284,0.4120722433460076,4825.0,0.261139896373057,0.024603174603174603,1260.0,2643.0,0.3193340900491865,0.990521327014218,844.0
0.02,0.55,False,True,7468.0,0.33141403320835566,0.42247386759581884,0.42803315749811605,0.4252535125469674,0.6491697911087306,0.4254545454545455,0.4638383838383838,0.5361616161616162,0.55,0.02,2475.0,1148.0,1327.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.04941081949651847,0.43636272337636384,-0.11323336492677795,1148.0,1327.0,2475.0,0.33141403320835566,0.4254545454545455,4825.0,0.2994818652849741,0.021453287197231833,1445.0,2643.0,0.38970866439651913,0.9922330097087378,1030.0
0.02,0.55,True,False,7468.0,0.3130690948044992,0.42347417840375584,0.43283582089552236,0.4281549996496391,0.6491697911087306,0.42857142857142855,0.45551753635585973,0.5444824636441403,0.55,0.02,2338.0,1065.0,1273.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.044724156400642756,0.4229617306596082,-0.1057404326649021,1065.0,1273.0,2338.0,0.3130690948044992,0.42857142857142855,4825.0,0.2816580310880829,0.022810890360559236,1359.0,2643.0,0.37041241013999243,0.9918283963227783,979.0
0.02,0.55,True,True,7468.0,0.362747723620782,0.43559718969555034,0.4411764705882353,0.43838683014189284,0.6491697911087306,0.43853820598006643,0.4728682170542636,0.5271317829457365,0.55,0.02,2709.0,1281.0,1428.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.04459025174076059,0.451297006062273,-0.09880466996629649,1281.0,1428.0,2709.0,0.362747723620782,0.43853820598006643,4825.0,0.32,0.020077720207253884,1544.0,2643.0,0.440786984487325,0.9931330472103004,1165.0
0.02,0.6,False,False,7468.0,0.2388859132297804,0.4083969465648855,0.42084168336673344,0.4146193149658095,0.6491697911087306,0.41535874439461884,0.4405829596412556,0.5594170403587444,0.6,0.02,1784.0,786.0,998.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.0404392072844135,0.3737145438126498,-0.10820881326118911,786.0,998.0,1784.0,0.2388859132297804,0.41535874439461884,4825.0,0.22093264248704664,0.029080675422138838,1066.0,2643.0,0.27166099129776766,0.9888579387186629,718.0
0.02,0.6,False,True,7468.0,0.2837439742903053,0.42448979591836733,0.4310798946444249,0.42778484528139615,0.6491697911087306,0.4280320906087777,0.4624823029731005,0.5375176970268994,0.6,0.02,2119.0,980.0,1139.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.040840921264059984,0.40285536831123725,-0.1013786199133064,980.0,1139.0,2119.0,0.2837439742903053,0.4280320906087777,4825.0,0.2559585492227979,0.025101214574898785,1235.0,2643.0,0.33446840711312903,0.9909502262443439,884.0
0.02,0.6,True,False,7468.0,0.27021960364220676,0.42872687704026113,0.4385805277525023,0.4336537023963817,0.6491697911087306,0.43409316154608524,0.4554013875123885,0.5445986124876115,0.6,0.02,2018.0,919.0,1099.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.0356186395286556,0.3910487457919168,-0.09108490926501742,919.0,1099.0,2018.0,0.27021960364220676,0.43409316154608524,4825.0,0.24145077720207253,0.026609442060085836,1165.0,2643.0,0.3227393113885736,0.9906213364595545,853.0
0.02,0.6,True,True,7468.0,0.31507766470273163,0.4393530997304582,0.4459677419354839,0.4426604208329711,0.6491697911087306,0.44283892902677435,0.47301317467063325,0.5269868253293668,0.6,0.02,2353.0,1113.0,1240.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.03602035350830207,0.41898569081236753,-0.08597036676470392,1113.0,1240.0,2353.0,0.31507766470273163,0.44283892902677435,4825.0,0.2764766839378238,0.023238380809595203,1334.0,2643.0,0.3855467272039349,0.9921491658488715,1019.0
0.02,0.65,False,False,7468.0,0.1973754686663096,0.41550387596899224,0.4149577804583836,0.41523082821368795,0.6491697911087306,0.4151967435549525,0.43758480325644505,0.562415196743555,0.65,0.02,1474.0,645.0,829.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.03347616497054098,0.3397437516988727,-0.09853357067832737,645.0,829.0,1474.0,0.1973754686663096,0.4151967435549525,4825.0,0.18341968911917098,0.03502824858757062,885.0,2643.0,0.22285281876655316,0.9864176570458404,589.0
0.02,0.65,False,True,7468.0,0.23741296197107659,0.43552311435523117,0.43112513144058884,0.43332412289791,0.6491697911087306,0.43316412859560066,0.46362098138747887,0.5363790186125211,0.65,0.02,1773.0,822.0,951.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.03173540439207285,0.36684354046592493,-0.08650937222927783,822.0,951.0,1773.0,0.23741296197107659,0.43316412859560066,4825.0,0.21305699481865284,0.030155642023346304,1028.0,2643.0,0.28187665531592887,0.9892617449664429,745.0
0.02,0.65,True,False,7468.0,0.22870915907873593,0.4383033419023136,0.43655913978494626,0.43743124084362994,0.6491697911087306,0.4373536299765808,0.45550351288056207,0.544496487119438,0.65,0.02,1708.0,778.0,930.0,0.7063832148945653,0.21882884066514852,0.6269735220696954,-0.028655597214783078,0.35872326122898623,-0.0798821830416265,778.0,930.0,1708.0,0.22870915907873593,0.4373536299765808,4825.0,0.2039378238341969,0.031504065040650404,984.0,2643.0,0.27393113885735904,0.988950276243094,724.0
