value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,1202,1.0,0.0,0.5674551725387573,0.5534219145774841,0.37324970960617065,0.0,0.0,0.0,0.0
0.10_0.20,1797,1.0,0.0,0.4738421142101288,0.45822474360466003,0.2786372900009155,0.0,0.0,0.0,0.0
0.20_0.30,2165,1.0,0.0,0.3588826656341553,0.34772711992263794,0.0688665509223938,0.0,0.0,0.0,0.0
0.30_0.40,2451,1.0,0.0,0.2427244931459427,0.23078212141990662,0.041654735803604126,0.0,0.0,0.0,0.0
0.40_0.50,2479,0.9842678499394917,0.01573215006050827,0.1457817405462265,0.1310618817806244,-0.022144824266433716,0.03214481472969055,0.0,0.0,0.007107793092727647
0.50_0.60,2433,0.7903822441430333,0.2096177558569667,0.07970892637968063,0.06200283765792847,-0.11346226930618286,0.1234622597694397,0.02167407274246216,0.035789000988006595,0.06504724979400615
0.60_0.70,1769,0.6743923120407009,0.32560768795929906,0.051764264702796936,0.0406874418258667,-0.15468165278434753,0.16468164324760437,0.04925619363784791,0.07324712276458736,0.11547768115997313
0.70_0.80,956,0.6767782426778243,0.32322175732217573,0.03566518425941467,0.04179200530052185,-0.25921326875686646,0.2692132592201233,0.061405718326568604,0.091895192861557,0.17601918578147924
0.80_0.90,357,0.5994397759103641,0.4005602240896359,0.008643216453492641,0.020335137844085693,-0.3499193787574768,0.35991936922073364,0.0637694597244263,0.1194064736366271,0.2819689989089965
0.90_1.00,48,0.0,1.0,-0.07637786120176315,-0.028058528900146484,-0.38012397289276123,0.39012396335601807,0.30241282582283024,0.3324800848960876,0.37827362775802614
