epoch,loss,train_sample_count,train_mean_gap,train_median_gap,train_min_gap,train_violation_rate,train_max_violation,train_p90_violation,train_p95_violation,train_p99_violation,train_coverage,validation_sample_count,validation_mean_gap,validation_median_gap,validation_min_gap,validation_violation_rate,validation_max_violation,validation_p90_violation,validation_p95_violation,validation_p99_violation,validation_coverage
1,0.008200337554538441,15657.0,0.22823597490787506,0.19597133994102478,-0.3860906958580017,0.11355943028677269,0.39609068632125854,0.006068113725632429,0.03799913078546524,0.09911435842514038,0.8864405697132273,7432.0,0.2142460197210312,0.18668057024478912,-0.24384558200836182,0.17384284176533907,0.25384557247161865,0.03785130754113197,0.07540696114301682,0.13829433917999268,0.826157158234661
2,0.007197011562605058,15657.0,0.2290276139974594,0.19476407766342163,-0.38012397289276123,0.10378744331608865,0.39012396335601807,0.0016692235367372632,0.028962185606360435,0.08689695596694946,0.8962125566839113,7432.0,0.21620264649391174,0.18751409649848938,-0.27909964323043823,0.16254036598493002,0.28909963369369507,0.03158504143357277,0.06366165727376938,0.13223890960216522,0.83745963401507
3,0.007015129836696771,15657.0,0.22017964720726013,0.183557391166687,-0.3676837086677551,0.11081305486363927,0.37768369913101196,0.004113754723221064,0.029118502512574196,0.0851278305053711,0.8891869451363608,7432.0,0.20171314477920532,0.17395786941051483,-0.25764256715774536,0.19106566200215286,0.2676425576210022,0.04022345319390297,0.07549191266298294,0.14850732684135437,0.8089343379978472
4,0.006838068576349366,15657.0,0.2156326025724411,0.18085545301437378,-0.37580645084381104,0.11049370888420515,0.38580644130706787,0.0038851192221045494,0.027431229129433632,0.07591991871595383,0.8895062911157948,7432.0,0.2006796896457672,0.17384673655033112,-0.2740117907524109,0.19066200215285253,0.2840117812156677,0.04275103658437729,0.07641137391328812,0.14560002088546753,0.8093379978471474
5,0.006580154922220015,15657.0,0.2047659456729889,0.1695326566696167,-0.3813742995262146,0.12211790253560707,0.39137428998947144,0.008281366899609566,0.031003369018435478,0.07620222866535187,0.8778820974643929,7432.0,0.1897047907114029,0.16256162524223328,-0.32913142442703247,0.2078848223896663,0.3391314148902893,0.04914180561900139,0.08491301536560059,0.15481872856616974,0.7921151776103337
6,0.006452328360248958,15657.0,0.19752492010593414,0.16185110807418823,-0.3646931052207947,0.12575844670115605,0.3746930956840515,0.008548925630748272,0.03137536346912384,0.07640202343463898,0.874241553298844,7432.0,0.17977401614189148,0.1544947475194931,-0.35846346616744995,0.22645317545748117,0.3684634566307068,0.059649258852005005,0.09541753679513931,0.16408507525920868,0.7735468245425189
7,0.006224518116082876,15657.0,0.20915532112121582,0.1712830364704132,-0.372344434261322,0.0776010730024909,0.38234442472457886,0.0,0.012749412097036839,0.05805971473455429,0.9223989269975091,7432.0,0.19281966984272003,0.16578227281570435,-0.3665503263473511,0.18070505920344457,0.3765503168106079,0.03933482989668846,0.0752624049782753,0.151450514793396,0.8192949407965554
8,0.005964361356511232,15657.0,0.19202710688114166,0.155148446559906,-0.4410189390182495,0.10883310979114773,0.45101892948150635,0.0033129979856312275,0.027588818222284317,0.07752799242734909,0.8911668902088523,7432.0,0.18095456063747406,0.1543426662683487,-0.43391484022140503,0.19873519913885898,0.44391483068466187,0.05005345121026039,0.08958645910024643,0.1552625298500061,0.801264800861141
9,0.0058095214828368155,15657.0,0.1866338849067688,0.15050721168518066,-0.5087575316429138,0.0950373634795938,0.5187575221061707,0.0,0.020936978980898857,0.07312572002410889,0.9049626365204062,7432.0,0.1732240468263626,0.14836576581001282,-0.4262320399284363,0.2027717976318622,0.4362320303916931,0.04793356731534004,0.08523572981357574,0.1535704880952835,0.7972282023681377
10,0.005537984171702016,15657.0,0.17607265710830688,0.14054560661315918,-0.41610562801361084,0.10761959506929808,0.4261056184768677,0.0028351247310638428,0.024876777082681656,0.0686168372631073,0.8923804049307019,7432.0,0.16390322148799896,0.13630765676498413,-0.5717184543609619,0.20828848223896662,0.5817184448242188,0.0505933053791523,0.08782051503658295,0.1600373387336731,0.7917115177610333
11,0.005362243421616093,15657.0,0.16438540816307068,0.12547501921653748,-0.41191044449806213,0.11272913074024397,0.42191043496131897,0.0034297688398510218,0.02399013563990593,0.06849882006645203,0.8872708692597561,7432.0,0.15107184648513794,0.12391047924757004,-0.5769008994102478,0.2238966630785791,0.5869008898735046,0.06137683987617493,0.09827636182308197,0.17648427188396454,0.7761033369214209
12,0.0051361622979804395,15657.0,0.17026248574256897,0.13150250911712646,-0.36912456154823303,0.09561218624257521,0.37912455201148987,0.0,0.019110722467303276,0.06531224399805069,0.9043878137574248,7432.0,0.15829503536224365,0.12910249829292297,-0.5972878336906433,0.2163616792249731,0.6072878241539001,0.053678274154663086,0.09174612164497375,0.1639133244752884,0.7836383207750269
13,0.005042808070298164,15657.0,0.16431158781051636,0.12284719944000244,-0.3565082252025604,0.10206297502714441,0.36650821566581726,0.0006572030251845717,0.01959024742245674,0.059820856899023056,0.8979370249728555,7432.0,0.15846635401248932,0.1299780160188675,-0.6170505881309509,0.2094994617868676,0.6270505785942078,0.053875286132097244,0.09040233492851257,0.1647759974002838,0.7905005382131324
14,0.004920668464394346,15657.0,0.1666630208492279,0.12414965033531189,-0.3674408793449402,0.0818803091269081,0.377440869808197,0.0,0.011561219580471516,0.047577787190675735,0.9181196908730919,7432.0,0.1576603651046753,0.12976902723312378,-0.5763846635818481,0.2111141011840689,0.586384654045105,0.05226799473166466,0.08804668486118317,0.16174738109111786,0.7888858988159311
15,0.004794960135533925,15657.0,0.15716305375099182,0.11517682671546936,-0.332082599401474,0.10972727853356326,0.34208258986473083,0.0024284764658659697,0.019419051706790924,0.05219056084752083,0.8902727214664368,7432.0,0.1471656709909439,0.11800561845302582,-0.6260511875152588,0.23883207750269106,0.6360511779785156,0.06390519440174103,0.10100681334733963,0.17223961651325226,0.7611679224973089
16,0.004637144941596254,15657.0,0.1602732539176941,0.11748519539833069,-0.31989479064941406,0.08762853675672223,0.3298947811126709,0.0,0.01325993612408638,0.05177842453122139,0.9123714632432778,7432.0,0.14956504106521606,0.12129762768745422,-0.6066226959228516,0.22927879440258342,0.6166226863861084,0.057866159826517105,0.09745108336210251,0.17449040710926056,0.7707212055974165
