alpha,calibration_abstain_low_conf_count,calibration_abstain_low_conf_share,calibration_active_count,calibration_active_covered_gap_norm_mean,calibration_active_covered_gap_norm_median,calibration_active_share,calibration_clamp_over_pside_count,calibration_clamp_over_pside_share,calibration_coverage_feasible,calibration_coverage_overall,calibration_covered_count,calibration_covered_feasible_count,calibration_covered_gap_norm_mean,calibration_covered_gap_norm_median,calibration_covered_gap_norm_q25,calibration_covered_gap_norm_q75,calibration_feasible_count,calibration_feasible_covered_gap_norm_mean,calibration_infeasible_count,calibration_max_possible_coverage,calibration_mean_p_pred,calibration_mean_p_side,calibration_non_active_share,calibration_sample_count,calibration_side_violation_count,calibration_side_violation_rate,epoch,loss,selected_bucket_miss_threshold,selected_delta_norm,selected_delta_quantile
0.5,0.0,0.0,1062.0,0.5696349737365061,0.591331842473605,0.6034090909090909,698.0,0.3965909090909091,0.8139350752177356,0.5840909090909091,1028.0,1028.0,0.7241142487279741,0.8058650221372708,0.5166919938496402,1.0,1263.0,0.7241142510597733,497.0,0.7176136363636364,0.4864393592595357,0.5682228514151557,0.3965909090909091,1760.0,0.0,0.0,1,1.4153358723436082,1.0,0.06105910590731653,0.8
0.5,0.0,0.0,989.0,0.5636905904022338,0.5777356090935634,0.5619318181818181,771.0,0.4380681818181818,0.8131433095803642,0.5835227272727272,1027.0,1027.0,0.7395738382829302,0.8729656396052167,0.518275089554409,1.0,1263.0,0.7395738411563638,497.0,0.7176136363636364,0.4885188085499688,0.5682228514151557,0.4380681818181818,1760.0,0.0,0.0,2,1.261481231876782,1.0,-0.11887302918460678,0.8
0.5,0.0,0.0,1047.0,0.5723006410580299,0.5892844736286993,0.5948863636363636,713.0,0.40511363636363634,0.8147268408551069,0.584659090909091,1029.0,1029.0,0.7323242107301956,0.8505994014906713,0.5092867740541568,1.0,1263.0,0.7323242135200392,497.0,0.7176136363636364,0.4859027624416506,0.5682228514151557,0.40511363636363634,1760.0,0.0,0.0,3,1.1487718905721391,0.5,-0.15038814745161222,0.8
0.5,0.0,0.0,1100.0,0.5862942784680123,0.6004496889874689,0.625,660.0,0.375,0.8171021377672208,0.5863636363636363,1032.0,1032.0,0.7217909198224811,0.7986531079212734,0.5091026360259705,1.0,1263.0,0.7217909202580335,497.0,0.7176136363636364,0.48245859777190647,0.5682228514151557,0.375,1760.0,0.0,0.0,4,1.061215000493186,1.0,-0.10829636164097091,0.8
0.5,0.0,0.0,1042.0,0.5827664742158394,0.6042187402085699,0.5920454545454545,718.0,0.40795454545454546,0.8155186064924782,0.5852272727272727,1030.0,1030.0,0.7314312353447587,0.8532923579141167,0.5072387582286991,1.0,1263.0,0.7314312360743447,497.0,0.7176136363636364,0.4857194743670819,0.5682228514151557,0.40795454545454546,1760.0,0.0,0.0,5,0.968576465334211,1.0,-0.44863157696609934,0.8
0.5,0.0,0.0,1075.0,0.5665657445936038,0.5730167706242189,0.6107954545454546,685.0,0.38920454545454547,0.8139350752177356,0.5840909090909091,1028.0,1028.0,0.709919486654085,0.8019786737654571,0.4819277059248115,1.0,1263.0,0.7099194881549785,497.0,0.7176136363636364,0.48220194007894945,0.5682228514151557,0.38920454545454547,1760.0,0.0,0.0,6,0.8840319067239761,0.5,-0.43347140922594873,0.8
0.5,0.0,0.0,1081.0,0.5581120114553869,0.5716238312228004,0.6142045454545455,679.0,0.38579545454545455,0.8234362628661916,0.5909090909090909,1040.0,1040.0,0.6962020078755785,0.7852761975045457,0.4493623579654156,1.0,1263.0,0.6962020136790006,497.0,0.7176136363636364,0.48390891684181037,0.5682228514151557,0.38579545454545455,1760.0,0.0,0.0,7,0.823423975280353,0.5,-0.3661748146685314,0.8
0.5,0.0,0.0,1070.0,0.5722142728071711,0.5931696182301825,0.6079545454545454,690.0,0.39204545454545453,0.8194774346793349,0.5880681818181818,1035.0,1035.0,0.7061298047979697,0.8020367055444738,0.48010364943546835,1.0,1263.0,0.7061298072237967,497.0,0.7176136363636364,0.48599861806301464,0.5682228514151557,0.39204545454545453,1760.0,0.0,0.0,8,0.7784042997019631,0.5,-0.3568718501768399,0.8
0.5,0.0,0.0,1060.0,0.5493791369080764,0.5608763850817334,0.6022727272727273,700.0,0.3977272727272727,0.8131433095803642,0.5835227272727272,1027.0,1027.0,0.6959296415553037,0.768511203039816,0.45868441832912077,1.0,1263.0,0.6959296450161668,497.0,0.7176136363636364,0.48390846306306023,0.5682228514151557,0.3977272727272727,1760.0,0.0,0.0,9,0.7564356050321034,0.5,-0.39068361318959577,0.8
0.5,209.0,0.11875,988.0,0.5237930139919739,0.5261457616519414,0.5613636363636364,563.0,0.31988636363636364,0.7941409342834521,0.5698863636363637,1003.0,1003.0,0.7388695490484403,0.9599404851868637,0.4776412833171762,1.0,1263.0,0.7388695528114685,497.0,0.7176136363636364,0.4710547401561185,0.5682228514151557,0.43863636363636366,1760.0,0.0,0.0,10,0.7317614874669484,0.5,-0.9311757229415808,0.68
0.5,0.0,0.0,1037.0,0.5637934033711989,0.5816631202988415,0.5892045454545455,723.0,0.4107954545454545,0.8234362628661916,0.5909090909090909,1040.0,1040.0,0.7143685650921023,0.8219899911899242,0.4791616728161216,1.0,1263.0,0.714368569717865,497.0,0.7176136363636364,0.4859519157964601,0.5682228514151557,0.4107954545454545,1760.0,0.0,0.0,11,0.6996977967875344,0.5,-0.4501454065602917,0.8
0.5,0.0,0.0,1027.0,0.5642371362640006,0.5657891324381954,0.5835227272727272,733.0,0.41647727272727275,0.8194774346793349,0.5880681818181818,1035.0,1035.0,0.714122720312325,0.7990498484632395,0.4825564722231013,1.0,1263.0,0.7141227235550426,497.0,0.7176136363636364,0.48593900344727065,0.5682228514151557,0.41647727272727275,1760.0,0.0,0.0,12,0.6673033556767872,0.5,-0.32828631286936755,0.8
