value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,4,1.0,0.0,0.8485745787620544,0.8419627547264099,0.812373161315918,0.0,0.0,0.0,0.0
0.10_0.20,128,1.0,0.0,0.647933840751648,0.7014297842979431,0.04351985454559326,0.0,0.0,0.0,0.0
0.20_0.30,764,0.9607329842931938,0.03926701570680628,0.363738089799881,0.34418410062789917,-0.2519042491912842,0.261904239654541,0.0,0.0,0.06621374785900117
0.30_0.40,1998,0.9504504504504504,0.04954954954954955,0.26653099060058594,0.22353291511535645,-0.19718211889266968,0.2071821093559265,0.0,0.0,0.05285354673862451
0.40_0.50,3077,0.9343516412089697,0.06564835879103022,0.25885289907455444,0.22949329018592834,-0.34545427560806274,0.3554542660713196,0.0,0.007625353336334137,0.06479641914367668
0.50_0.55,1518,0.9387351778656127,0.06126482213438735,0.27961990237236023,0.27763551473617554,-0.13053083419799805,0.14053082466125488,0.0,0.004871836304664582,0.05190672636032061
0.55_0.60,1521,0.9487179487179487,0.05128205128205128,0.27798736095428467,0.2732585370540619,-0.263366162776947,0.27336615324020386,0.0,0.0008421540260314941,0.05929056406021112
0.60_0.65,1407,0.9573560767590619,0.042643923240938165,0.27136051654815674,0.2648848295211792,-0.248212993144989,0.25821298360824585,0.0,0.0,0.05525297760963482
0.65_0.70,1360,0.950735294117647,0.04926470588235294,0.2592472732067108,0.23706166446208954,-0.2626849412918091,0.2726849317550659,0.0,0.0,0.06208161413669689
0.70_0.80,2296,0.9464285714285714,0.05357142857142857,0.23013058304786682,0.20144715905189514,-0.3131072521209717,0.3231072425842285,0.0,0.0011372119188308716,0.05446768701076508
0.80_0.90,1231,0.9130787977254264,0.08692120227457352,0.1755567491054535,0.12813258171081543,-0.13769054412841797,0.1476905345916748,0.0,0.013357549905776978,0.046316665410995515
0.90_1.00,353,0.8526912181303116,0.14730878186968838,0.13160543143749237,0.08410090208053589,-0.05686670541763306,0.06686669588088989,0.01598875522613526,0.027124965190887432,0.04823248624801639
