value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
DOWN,7633,0.9409144504126817,0.05908554958731822,0.26502978801727295,0.23321187496185303,-0.25376999378204346,0.2637699842453003,0.0,0.005415523052215533,0.04858347177505514
UP,8024,0.9426719840478565,0.05732801595214357,0.25459644198417664,0.2235477864742279,-0.34545427560806274,0.3554542660713196,0.0,0.0047304242849349545,0.062183674573897785
