value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,4,1.0,0.0,0.8411421775817871,0.8335021734237671,0.8072736263275146,0.0,0.0,0.0,0.0
0.10_0.20,128,1.0,0.0,0.6338181495666504,0.6809089183807373,0.037484824657440186,0.0,0.0,0.0,0.0
0.20_0.30,764,0.9476439790575916,0.05235602094240838,0.3446747064590454,0.3228432536125183,-0.27145105600357056,0.2814510464668274,0.0,0.00154185295104981,0.07371611356735233
0.30_0.40,1998,0.9074074074074074,0.09259259259259259,0.24597850441932678,0.20117852091789246,-0.20631980895996094,0.21631979942321777,0.0,0.02051966190338132,0.07415005445480344
0.40_0.50,3077,0.8947026324341891,0.10529736756581086,0.2385595142841339,0.2078959345817566,-0.35797619819641113,0.36797618865966797,0.002599143981933597,0.029472541809082025,0.08723874568939205
0.50_0.55,1518,0.8972332015810277,0.10276679841897234,0.26054146885871887,0.25666436553001404,-0.14734244346618652,0.15734243392944336,0.0009192526340484377,0.02540377974510184,0.06470867872238142
0.55_0.60,1521,0.9184746877054569,0.08152531229454306,0.25838160514831543,0.25259774923324585,-0.27866852283477783,0.28866851329803467,0.0,0.01829129457473755,0.08308820724487283
0.60_0.65,1407,0.9360341151385928,0.06396588486140725,0.2514544427394867,0.24280443787574768,-0.2834940552711487,0.2934940457344055,0.0,0.009807842969894428,0.07856694340705907
0.65_0.70,1360,0.9338235294117647,0.0661764705882353,0.23948721587657928,0.21658451855182648,-0.28382110595703125,0.2938210964202881,0.0,0.01631582677364346,0.07062872767448433
0.70_0.80,2296,0.9172473867595818,0.08275261324041812,0.21189256012439728,0.18310436606407166,-0.32364869117736816,0.333648681640625,0.0,0.01893097162246704,0.06864025294780746
0.80_0.90,1231,0.8854589764419172,0.11454102355808286,0.16305842995643616,0.11801975965499878,-0.14442050457000732,0.15442049503326416,0.004584014415740967,0.026216834783554077,0.0562521934509279
0.90_1.00,353,0.8045325779036827,0.1954674220963173,0.1216508224606514,0.0735616683959961,-0.06841570138931274,0.07841569185256958,0.024102818965911866,0.034806144237518294,0.059604520797729516
