value,sample_count,coverage,violation_rate,mean_gap,median_gap,min_gap,max_violation,p90_violation,p95_violation,p99_violation
0.00_0.10,1202,1.0,0.0,0.5815322399139404,0.565501868724823,0.3987092077732086,0.0,0.0,0.0,0.0
0.10_0.20,1797,1.0,0.0,0.48738956451416016,0.4736369252204895,0.2854880094528198,0.0,0.0,0.0,0.0
0.20_0.30,2165,1.0,0.0,0.37334656715393066,0.36143237352371216,0.059315890073776245,0.0,0.0,0.0,0.0
0.30_0.40,2451,1.0,0.0,0.2579033076763153,0.24662762880325317,0.06540670990943909,0.0,0.0,0.0,0.0
0.40_0.50,2479,0.9971762807583703,0.0028237192416296895,0.1606532484292984,0.14696291089057922,-0.01589876413345337,0.025898754596710205,0.0,0.0,0.0
0.50_0.60,2433,0.8499794492396219,0.15002055076037812,0.09035086631774902,0.07370638847351074,-0.07514983415603638,0.08514982461929321,0.011611902713775647,0.023892581462860135,0.047876383066177315
0.60_0.70,1769,0.7043527416619559,0.2956472583380441,0.05827733501791954,0.04689913988113403,-0.12768030166625977,0.1376802921295166,0.03953601121902466,0.06056391000747676,0.09402309656143187
0.70_0.80,956,0.6725941422594143,0.3274058577405858,0.03749888762831688,0.041819244623184204,-0.22809547185897827,0.2380954623222351,0.055272817611694336,0.08226045966148376,0.14097047150135053
0.80_0.90,357,0.5714285714285714,0.42857142857142855,0.007845011539757252,0.016895771026611328,-0.32364869117736816,0.333648681640625,0.06340516805648806,0.1048563122749328,0.25524003267288203
0.90_1.00,48,0.0,1.0,-0.07442723214626312,-0.03390374779701233,-0.35797619819641113,0.36797618865966797,0.2827457129955292,0.2918051093816757,0.3564508175849915
