t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
0.5,0.25,7468.0,0.6010980182110337,0.6532119123800147,0.8262910798122066,0.7397514960961107,0.65037493304767,0.6696368901759857,0.9051013588772555,0.09489864112274449,0.5,0.25,4489.0,4063.0,426.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.20393679700053557,0.445623844296116,0.45764336808023237,4063.0,426.0,4489.0,0.6010980182110337,0.6696368901759857,4825.0,0.6203108808290155,0.9659204811226194,2993.0,2643.0,0.5660234581914491,0.0768716577540107,1496.0
0.5,0.255,7468.0,0.6052490626673809,0.6532119123800147,0.8183807439824945,0.7357963281812546,0.65037493304767,0.6699115044247788,0.8988938053097345,0.10110619469026548,0.5,0.255,4520.0,4063.0,457.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.20567755757900377,0.44697399537801813,0.46015553411570764,4063.0,457.0,4520.0,0.6052490626673809,0.6699115044247788,4825.0,0.6248704663212435,0.9661691542288557,3015.0,2643.0,0.5694286795308362,0.07641196013289037,1505.0
0.5,0.26,7468.0,0.6089983931440814,0.6532119123800147,0.8061855670103093,0.729698739695162,0.65037493304767,0.6695250659630607,0.8933597185576078,0.10664028144239227,0.5,0.26,4548.0,4063.0,485.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.20648098553829677,0.44861866189771055,0.46025946549984686,4063.0,485.0,4548.0,0.6089983931440814,0.6695250659630607,4825.0,0.6283937823834197,0.966358839050132,3032.0,2643.0,0.5735906167234204,0.0758575197889182,1516.0
0.5,0.265,7468.0,0.6128816282806642,0.6532119123800147,0.8015564202334631,0.7273841663067389,0.65037493304767,0.6698710946034521,0.8876993663972034,0.11230063360279659,0.5,0.265,4577.0,4063.0,514.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.2082217461167649,0.4498110059591135,0.4629094071915431,4063.0,514.0,4577.0,0.6128816282806642,0.6698710946034521,4825.0,0.6327461139896373,0.966590239109073,3053.0,2643.0,0.5766174801362088,0.07545931758530183,1524.0
0.5,0.27,7468.0,0.6164970540974826,0.6532119123800147,0.7966728280961183,0.7249423702380665,0.65037493304767,0.6700695047784535,0.88249348392702,0.11750651607298002,0.5,0.27,4604.0,4063.0,541.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.20969469737546864,0.45100019773943223,0.4649547792363073,4063.0,541.0,4604.0,0.6164970540974826,0.6700695047784535,4825.0,0.6366839378238341,0.966796875,3072.0,2643.0,0.5796443435489973,0.07506527415143603,1532.0
0.5,0.275,7468.0,0.6207820032137118,0.6532119123800147,0.787085514834206,0.7201487136071103,0.65037493304767,0.6697584124245038,0.8764020707506471,0.1235979292493529,0.5,0.275,4636.0,4063.0,573.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.21076593465452592,0.45277812919750543,0.46549495451134776,4063.0,573.0,4636.0,0.6207820032137118,0.6697584124245038,4825.0,0.6408290155440415,0.9670116429495472,3092.0,2643.0,0.58418463866818,0.0744818652849741,1544.0
0.5,0.28,7468.0,0.624933047670059,0.6532119123800147,0.7880794701986755,0.7206456912893451,0.65037493304767,0.6706663809727876,0.870580672809085,0.12941932719091492,0.5,0.28,4667.0,4063.0,604.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.2133101231922871,0.45366448201163595,0.4701935717921509,4063.0,604.0,4667.0,0.624933047670059,0.6706663809727876,4825.0,0.6460103626943006,0.9672762271414822,3117.0,2643.0,0.5864547862277715,0.07419354838709677,1550.0
0.5,0.285,7468.0,0.6301553294054633,0.6532119123800147,0.7869362363919129,0.7200740743859638,0.65037493304767,0.671483212919677,0.8633659158521036,0.1366340841478963,0.5,0.285,4706.0,4063.0,643.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.21612212104981257,0.45499077372824315,0.47500330452612205,4063.0,643.0,4706.0,0.6301553294054633,0.671483212919677,4825.0,0.6522279792746114,0.9675881792183031,3147.0,2643.0,0.5898600075671585,0.07376523412443874,1559.0
0.5,0.29,7468.0,0.634841992501339,0.6532119123800147,0.7846607669616519,0.7189363396708333,0.65037493304767,0.6720101244463194,0.8569921957392955,0.1430078042607045,0.5,0.29,4741.0,4063.0,678.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.21839850026780933,0.45631321054377205,0.4786153353034677,4063.0,678.0,4741.0,0.634841992501339,0.6720101244463194,4825.0,0.6576165803108809,0.9678537661519067,3173.0,2643.0,0.5932652289065455,0.07334183673469388,1568.0
0.5,0.295,7468.0,0.6393947509373327,0.6532119123800147,0.7823033707865169,0.7177576415832658,0.65037493304767,0.6724607329842932,0.8508900523560209,0.14910994764397906,0.5,0.295,4775.0,4063.0,712.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.22054097482592397,0.45763182587720486,0.4819179138233737,4063.0,712.0,4775.0,0.6393947509373327,0.6724607329842932,4825.0,0.6627979274611399,0.9681050656660413,3198.0,2643.0,0.5966704502459327,0.07292327203551047,1577.0
0.5,0.3,7468.0,0.6463577932512051,0.6532119123800147,0.7761780104712042,0.7146949614256095,0.65037493304767,0.6726745390511705,0.8417236378703128,0.15827636212968718,0.5,0.3,4827.0,4063.0,764.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.22321906802356717,0.45996669728776995,0.4852939774548811,4063.0,764.0,4827.0,0.6463577932512051,0.6726745390511705,4825.0,0.670259067357513,0.9684601113172542,3234.0,2643.0,0.6027241770715096,0.07219083490269931,1593.0
0.5,0.305,7468.0,0.6505088377075522,0.6532119123800147,0.7761006289308177,0.7146562706554163,0.65037493304767,0.6733223548785509,0.8363524083985179,0.1636475916014821,0.5,0.305,4858.0,4063.0,795.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.225495447241564,0.4609844848072374,0.4891606001357201,4063.0,795.0,4858.0,0.6505088377075522,0.6733223548785509,4825.0,0.6752331606217616,0.9686924493554327,3258.0,2643.0,0.6053726825576996,0.071875,1600.0
0.5,0.31,7468.0,0.6576057846813069,0.6532119123800147,0.7724056603773585,0.7128087863786866,0.65037493304767,0.6737935247403788,0.827326410099776,0.172673589900224,0.5,0.31,4911.0,4063.0,848.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.22857525441885385,0.46315792677144857,0.4935147197246337,4063.0,848.0,4911.0,0.6576057846813069,0.6737935247403788,4825.0,0.6831088082901554,0.9690533980582524,3296.0,2643.0,0.6110480514566781,0.07120743034055728,1615.0
0.5,0.315,7468.0,0.6632297803963578,0.6532119123800147,0.7696629213483146,0.7114374168641646,0.65037493304767,0.6741368867353119,0.8203109226731274,0.17968907732687261,0.5,0.315,4953.0,4063.0,890.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.2309855382967327,0.4648893643113515,0.4968613094405709,4063.0,890.0,4953.0,0.6632297803963578,0.6741368867353119,4825.0,0.6893264248704664,0.9693325315694528,3326.0,2643.0,0.6155883465758608,0.07068223724646588,1627.0
0.5,0.32,7468.0,0.6677825388323514,0.6532119123800147,0.7673160173160173,0.710263964848016,0.65037493304767,0.674353318628434,0.8147182674954883,0.18528173250451174,0.5,0.32,4987.0,4063.0,924.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.23286020353508305,0.46632731814534967,0.499349264935199,4063.0,924.0,4987.0,0.6677825388323514,0.674353318628434,4825.0,0.694300518134715,0.9695522388059702,3350.0,2643.0,0.6193719258418464,0.07025045815516189,1637.0
0.5,0.325,7468.0,0.6743438671665773,0.6532119123800147,0.762589928057554,0.7079009202187844,0.65037493304767,0.6743447180301827,0.806791104050834,0.19320889594916602,0.5,0.325,5036.0,4063.0,973.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.2351365827530798,0.4686188666781874,0.5017650791993274,4063.0,973.0,5036.0,0.6743438671665773,0.6743447180301827,4825.0,0.701139896373057,0.9698492462311558,3383.0,2643.0,0.6254256526674233,0.06957047791893527,1653.0
0.5,0.33,7468.0,0.6795661489019817,0.6532119123800147,0.758893280632411,0.7060525965062129,0.65037493304767,0.6742857142857143,0.8005911330049261,0.1994088669950739,0.5,0.33,5075.0,4063.0,1012.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.2368773433315479,0.4704725313822444,0.5034881476195948,4063.0,1012.0,5075.0,0.6795661489019817,0.6742857142857143,4825.0,0.7065284974093264,0.9700792021120563,3409.0,2643.0,0.6303443057132047,0.06902761104441776,1666.0
0.5,0.335,7468.0,0.6861274772362078,0.6532119123800147,0.7549481621112158,0.7040800372456153,0.65037493304767,0.6742779078844653,0.7929352068696331,0.2070647931303669,0.5,0.335,5124.0,4063.0,1061.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.23915372254954476,0.4727439871043645,0.5058842186748922,4063.0,1061.0,5124.0,0.6861274772362078,0.6742779078844653,4825.0,0.7133678756476683,0.9703660662405578,3442.0,2643.0,0.6363980325387817,0.06837098692033294,1682.0
0.5,0.34,7468.0,0.6944295661489019,0.6532119123800147,0.748886910062333,0.7010494112211738,0.65037493304767,0.6739298110296953,0.7834554569996144,0.21654454300038564,0.5,0.34,5186.0,4063.0,1123.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.2415640064274236,0.4758495348959996,0.5076478775590674,4063.0,1123.0,5186.0,0.6944295661489019,0.6739298110296953,4825.0,0.7216580310880829,0.9707064905226881,3482.0,2643.0,0.64472190692395,0.06748826291079812,1704.0
0.5,0.345,7468.0,0.7003213711837172,0.6532119123800147,0.7472150814053128,0.7002134968926638,0.65037493304767,0.6741873804971319,0.7768642447418738,0.2231357552581262,0.5,0.345,5230.0,4063.0,1167.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.24397429030530257,0.47767514111497084,0.5107535839856083,4063.0,1167.0,5230.0,0.7003213711837172,0.6741873804971319,4825.0,0.7280829015544041,0.9709649871904356,3513.0,2643.0,0.6496405599697314,0.0669772859638905,1717.0
0.5,0.35,7468.0,0.7079539367970006,0.6532119123800147,0.7459150326797386,0.6995634725298767,0.65037493304767,0.6746737280121051,0.7684887459807074,0.2315112540192926,0.5,0.35,5287.0,4063.0,1224.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.2473219068023567,0.47991250764834414,0.5153479079223786,4063.0,1224.0,5287.0,0.7079539367970006,0.6746737280121051,4825.0,0.736580310880829,0.9712999437253799,3554.0,2643.0,0.6556942867953084,0.06635891517599539,1733.0
0.5,0.355,7468.0,0.7159882163899304,0.6532119123800147,0.7422118380062306,0.6977118751931226,0.65037493304767,0.6745838788105479,0.759865345053301,0.24013465494669908,0.5,0.355,5347.0,4063.0,1284.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.24999999999999994,0.48269463244888605,0.5179257924034885,4063.0,1284.0,5347.0,0.7159882163899304,0.6745838788105479,4825.0,0.7448704663212435,0.9716193656093489,3594.0,2643.0,0.6632614453272796,0.06560182544209926,1753.0
0.5,0.36,7468.0,0.7236207820032137,0.6532119123800147,0.7390007457121551,0.6961063290460849,0.65037493304767,0.674500370096225,0.7518504811250926,0.24814951887490747,0.5,0.36,5404.0,4063.0,1341.0,0.7065594801560496,0.217333458044566,0.6234549490685412,0.25254418853776106,0.48532287884739816,0.5203632458818606,4063.0,1341.0,5404.0,0.7236207820032137,0.674500370096225,4825.0,0.7527461139896373,0.9719162995594713,3632.0,2643.0,0.6704502459326523,0.06489841986455983,1772.0
