t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss,utility,downside_risk,selection_score,up_signal_count,down_signal_count,total_signal_count,signal_coverage,overall_signal_accuracy,continuation_sample_count,continuation_coverage,continuation_accepted_accuracy,continuation_accepted_count,reversal_sample_count,reversal_coverage,reversal_accepted_accuracy,reversal_accepted_count
0.5,0.25,7468.0,0.6039100160685592,0.6525153374233129,0.8045977011494253,0.7285565192863691,0.6501071237279057,0.6671840354767185,0.9035476718403548,0.09645232815964523,0.5,0.25,4510.0,4075.0,435.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.20192822710230324,0.4483200803924892,0.4504108469233005,4075.0,435.0,4510.0,0.6039100160685592,0.6671840354767185,4825.0,0.6225906735751295,0.9603861517976032,3004.0,2643.0,0.5698070374574348,0.08233731739707835,1506.0
0.5,0.255,7468.0,0.6071237279057311,0.6525153374233129,0.8082788671023965,0.7303971022628547,0.6501071237279057,0.6682840758711954,0.8987648875165417,0.10123511248345832,0.5,0.255,4534.0,4075.0,459.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.20433851098018213,0.4487678781539232,0.4553323019035153,4075.0,459.0,4534.0,0.6071237279057311,0.6682840758711954,4825.0,0.6269430051813472,0.9606611570247934,3025.0,2643.0,0.5709421112372304,0.08217362491716368,1509.0
0.5,0.26,7468.0,0.6115425816818425,0.6525153374233129,0.8028455284552846,0.7276804329392987,0.6501071237279057,0.668710313115831,0.8922706371797678,0.1077293628202321,0.5,0.26,4567.0,4075.0,492.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.20634708087841455,0.4501085984534332,0.4584384337189296,4075.0,492.0,4567.0,0.6115425816818425,0.668710313115831,4825.0,0.6319170984455958,0.9609708101016727,3049.0,2643.0,0.5743473325766175,0.08168642951251646,1518.0
0.5,0.265,7468.0,0.6163631494376004,0.6525153374233129,0.7935606060606061,0.7230379717419595,0.6501071237279057,0.6686943297849228,0.8852922007386487,0.11470779926135129,0.5,0.265,4603.0,4075.0,528.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.20795393679700047,0.4518900378635271,0.46018703528003757,4075.0,528.0,4603.0,0.6163631494376004,0.6686943297849228,4825.0,0.6368911917098445,0.9612756264236902,3073.0,2643.0,0.5788876276958003,0.08104575163398693,1530.0
0.5,0.27,7468.0,0.6206480985538296,0.6525153374233129,0.7964285714285714,0.7244719544259421,0.6501071237279057,0.6699029126213593,0.8791801510248112,0.12081984897518878,0.5,0.27,4635.0,4075.0,560.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.21089983931440817,0.4526302349818345,0.4659428889518886,4075.0,560.0,4635.0,0.6206480985538296,0.6699029126213593,4825.0,0.6424870466321243,0.9616129032258065,3100.0,2643.0,0.580779417328793,0.08078175895765473,1535.0
0.5,0.275,7468.0,0.6257364756293519,0.6525153374233129,0.794314381270903,0.7234148593471079,0.6501071237279057,0.6706612454526001,0.872030815322063,0.12796918467793708,0.5,0.275,4673.0,4075.0,598.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.21357793251205145,0.4539595483725947,0.47047789451220856,4075.0,598.0,4673.0,0.6257364756293519,0.6706612454526001,4825.0,0.6484974093264249,0.9619686800894854,3129.0,2643.0,0.58418463866818,0.08031088082901554,1544.0
0.5,0.28,7468.0,0.6309587573647563,0.6525153374233129,0.7880690737833596,0.7202922056033363,0.6501071237279057,0.6708404074702886,0.8648132427843803,0.1351867572156197,0.5,0.28,4712.0,4075.0,637.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.21558650241028385,0.45572593461118294,0.4730617374107057,4075.0,637.0,4712.0,0.6309587573647563,0.6708404074702886,4825.0,0.6540932642487046,0.9622940430925222,3156.0,2643.0,0.5887249337873628,0.07969151670951156,1556.0
0.5,0.285,7468.0,0.637252276379218,0.6525153374233129,0.7821637426900585,0.7173395400566858,0.6501071237279057,0.6711494011346921,0.8562723261189326,0.14372767388106744,0.5,0.285,4759.0,4075.0,684.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.21813069094804494,0.4577781042334665,0.4764987423618637,4075.0,684.0,4759.0,0.637252276379218,0.6711494011346921,4825.0,0.6609326424870466,0.962684227030417,3189.0,2643.0,0.5940219447597427,0.07898089171974522,1570.0
0.5,0.29,7468.0,0.6422067487948581,0.6525153374233129,0.7753120665742025,0.7139137019987577,0.6501071237279057,0.6709758131776481,0.8496663886572143,0.15033361134278567,0.5,0.29,4796.0,4075.0,721.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.21960364220674886,0.45967548694057486,0.4777362475174544,4075.0,721.0,4796.0,0.6422067487948581,0.6709758131776481,4825.0,0.6659067357512953,0.9629629629629629,3213.0,2643.0,0.598940597805524,0.07833228048010107,1583.0
0.5,0.295,7468.0,0.647830744509909,0.6525153374233129,0.7785058977719528,0.7155106175976329,0.6501071237279057,0.6723852831748657,0.8422902025630425,0.15770979743695743,0.5,0.295,4838.0,4075.0,763.0,0.7058910363334758,0.21755449978607114,0.623945993595267,0.22335297268344942,0.4606939178166234,0.4848185835445603,4075.0,763.0,4838.0,0.647830744509909,0.6723852831748657,4825.0,0.673160621761658,0.9633620689655172,3248.0,2643.0,0.601589103291714,0.0779874213836478,1590.0
