feature,importance_q70,importance_q80,importance_q90,importance_mean
dollar_vol_mean_5_delta_6,0.05006244428104847,0.03298864187054072,0.005823266414752905,0.029624784188780697
low_volume_flag_share_20_delta_6,0.01626638476182003,0.033114382387083086,0.039069949751287275,0.029483572300063463
context_ret_product__max_up_ret_5__ret_10,0.034841834767849855,0.02355107551667556,0.029522670924243745,0.029305193736256386
clv_x_volume_1,0.01614707836791805,0.0,0.0716879506251027,0.029278342997673585
stale_trade_share_20_mean_gap_24,0.005695732688601386,0.05147164177074258,0.0303118096248791,0.029159728028074355
low_volume_flag_share_5,0.04934129270794084,0.013200280841759143,0.024699266658685857,0.029080280069461947
legal_prev_taker_buy_base_volume_sum_20,0.018745373767555095,0.04888878919584549,0.01948595225294649,0.029040038405449026
low_volume_flag_share_20_mean_gap_24,0.007834173569128947,0.013449994100401114,0.06571344288411175,0.028999203517880604
rv_10_lag2,0.0,0.009814324468977034,0.07680677178445755,0.02887369875114486
close_z_5_delta_3,0.009753303432815776,0.019492674534418906,0.05663554901720664,0.02862717566148044
efficiency_10_rolling_z_24,0.056897626917521635,0.013503625816459627,0.015440651392073514,0.028613968042018257
ret_10_mean_gap_24,0.023051705670630515,0.021860858105037326,0.04054306734511231,0.02848521037359338
efficiency_10_rolling_z_12,0.03835822840836088,0.03199764468586713,0.01485594744510536,0.028403940179777792
ret_range_pos_product__ret_3__range_pos_5,0.02749753255213997,0.04388828861168807,0.013729389964422018,0.028371737042750023
signed_dollar_volume_1,0.01647037832166375,0.01184159031551833,0.05670578368879858,0.028339250775326886
ret_volume_z_product__ret_3__volume_z_10,0.0,0.008852310148477743,0.07563576681363095,0.028162692320702898
rv_5_mean_gap_6,0.025603250032703903,0.0,0.058823847388454906,0.028142365807052937
abs_ret_mean_5,0.062030849800949577,0.0,0.021852096582438082,0.027960982127795884
volume_below_rolling_p20_share_20_delta_3,0.04803683234573839,0.024802127676733947,0.010623569378637471,0.02782084313370327
efficiency_10_mean_gap_6,0.044579724932387654,0.006847097315687677,0.03198333920629213,0.027803387151455822
relative_volume_10_rolling_z_24,0.0,0.05230906633952525,0.03106944008228886,0.027792835473938033
ret_efficiency_product__ret_10__efficiency_5,0.008300087772796554,0.00669588635888658,0.06771061389491548,0.02756886267553287
close_z_10_mean_gap_6,0.0344225875558985,0.04796461441525511,0.0,0.027462400657051203
efficiency_5_delta_1,0.04377647447361685,0.02353019349584732,0.014259724237082947,0.02718879740218237
relative_volume_20,0.025281994362639722,0.03609799522735355,0.020041220878604462,0.027140403489532578
stale_trade_share_5_rolling_z_24,0.0054558851958251995,0.02284421948466309,0.0529659555233098,0.027088686734599365
relative_volume_5_lag6,0.04093957783950704,0.040319190609971474,0.0,0.027086256149826172
range_pos_3,0.040752503239240304,0.011102536756464219,0.029352849053199365,0.02706929634963463
signed_volume_1_lag12,0.009271411488725812,0.02637026068489807,0.045205921805683946,0.026949197993102608
rv_term_spread__rv_3__rv_10,0.02274236251905233,0.025739330019298293,0.03231281295976705,0.02693150183270589
ret_range_pos_product__ret_5__range_pos_3,0.03295971356482044,0.047698854778959694,0.0,0.02688618944792671
body_pct_1_lag2,0.033239676681211326,0.02452003403417063,0.02264743906364756,0.026802383259676505
context_relative_volume_product__wick_pressure_1__relative_volume_3,0.05438043976500815,0.022691562030320925,0.003213965495833889,0.026761989097054323
close_z_term_ratio__close_z_5__close_z_10,0.024351723107288937,0.0079096689946689,0.04793832727548182,0.02673323979247989
realized_skew_10,0.06520280171523589,0.014965333207528313,0.0,0.0267227116409214
low_volume_flag_share_20_lag2,0.03193588731543878,0.048153064169464146,0.0,0.02669631716163431
relative_volume_3_delta_1,0.012956880211674685,0.04191104540753706,0.025199489308858354,0.026689138309356698
context_ret_product__clv_1__ret_3,0.028930914647283396,0.037108623486134085,0.013560275708672808,0.026533271280696765
legal_prev_trade_count_z_3,0.027186694290298987,0.040376815314610646,0.011840869924260682,0.02646812650972344
prev_bar_trade_count_lag2,0.05100358233801323,0.007297593161736866,0.02078858911649716,0.02636325487208242
max_up_ret_5,0.01894769793381743,0.01823875876150011,0.041901915324063045,0.02636279067312686
volume_z_term_ratio__volume_z_3__volume_z_20,0.044981387453249325,0.015684940750456,0.018285651236056563,0.02631732647992063
legal_prev_trade_count_z_20,0.03501272577623085,0.0437270372698183,0.0,0.026246587682016386
compression_score_delta_1,0.013690162373154886,0.028539242363309774,0.03642826932720629,0.026219224687890313
