variant,coverage,accepted_sample_accuracy,selection_score,utility,accepted_count,target_met
hour_quartile_greedy,0.7004552758435993,0.7010131905945326,0.6153450957926866,0.2816014997321907,5231.0,False
session,0.7019282271023032,0.700877527661198,0.6154364056805095,0.28200321371183723,5242.0,False
