slice,false_positive_count,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,utility,downside_risk,selection_score,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
trend_following,117,4825.0,0.9195854922279793,0.9616407140144322,0.991130820399113,0.9763857672067726,0.9541968911917098,0.973630831643002,0.8710880829015544,0.15571995589266152,5.593939953990222,0.5934189767861168,0.40658102321388323,0.485,0.41,4437.0,2633.0,1804.0,0.9928156802965606,0.09965245281786074,0.36002234112738735
post_first_minute_reversal,2162,2643.0,0.874763526295876,0.08402777777777778,0.033256880733944956,0.05864232925586137,0.07642830117290957,0.06487889273356401,-0.7612561483163073,0.9044389627310909,-0.8416888034296738,0.6228373702422145,0.3771626297577855,0.485,0.41,2312.0,1440.0,872.0,0.02664510759007666,0.4412596819494509,1.1269259547751118
