feature,gain,split
volume_below_rolling_p20_share_20_lag12,15.361599922180176,1
sl_taker_sell_ratio_5s,15.3503999710083,1
price_location_product__range_pos_5__close_z_10,15.31779956817627,1
efficiency_10_mean_gap_6,15.27239990234375,1
volume_z_5_delta_1,15.255000114440918,1
ret_efficiency_product__ret_10__efficiency_5,15.167799949645996,1
sl_spread_bps_mean_60s,14.957099914550781,1
max_up_ret_5_delta_6,14.940299987792969,1
legal_prev_trade_count_z_20,14.931599617004395,1
ret_volume_z_product__ret_1__volume_z_10,14.901900291442871,1
ret_close_z_product__ret_15__close_z_10,14.844400405883789,1
legal_prev_taker_buy_base_volume_z_5,14.808500289916992,1
sl_range_3s,14.717599868774414,1
ret_10_rolling_z_6,14.689900398254395,1
ret_vol_ratio__ret_10__rv_3,14.677599906921387,1
sl_rv_30s_div_300s,14.654800415039062,1
efficiency_3_delta_6,14.591300010681152,1
ret_1_lag1,14.52180004119873,1
sl_bid_qty_change_5s,14.50790023803711,1
volume_state_product__volume_z_3__relative_volume_10,14.456299781799316,1
sl_large_buy_volume_share_10s,14.413800239562988,1
compression_score,14.359299659729004,1
sl_mirror_range_30s,14.298999786376953,1
legal_prev_trade_count_sum_20,14.194999694824219,1
sl_log_return_1s,14.178500175476074,1
sl_negative_signed_flow_30s,14.146599769592285,1
volume_z_term_ratio__volume_z_3__volume_z_20,14.146499633789062,1
legal_prev_relative_taker_buy_base_volume_10,14.050999641418457,1
sl_spread_bps_delta_1s,14.020400047302246,1
sl_mirror_ret_1s,13.957200050354004,1
sl_mirror_volume_z_5s,13.860400199890137,1
ret_term_spread__ret_1__ret_5,13.841099739074707,1
ret_10,13.814800262451172,1
relative_volume_term_spread__relative_volume_3__relative_volume_10,13.811400413513184,1
sl_interaction__sl_mirror_ret_60s__x__sl_mirror_relative_volume_30s,13.809700012207031,1
sl_mirror_relative_volume_30s_lag60s,13.808199882507324,1
sl_vwap_10s,13.807600021362305,1
htf_rv_15m,13.737099647521973,1
sl_best_bid,13.736800193786621,1
ret_relative_volume_product__ret_1__relative_volume_10,13.71679973602295,1
sl_interaction__sl_taker_imbalance_30s__x__sl_microprice_premium,13.689900398254395,1
sl_avg_trade_size_60s,13.67590045928955,1
rv_3_mean_gap_12,13.64009952545166,1
sl_large_trade_imbalance_30s,13.626199722290039,1
sl_interaction__sl_return_30s__x__sl_taker_imbalance_30s,13.583000183105469,1
vwap_dist_3,13.544099807739258,1
volume_below_rolling_p20_share_20_mean_gap_24,13.543600082397461,1
ret_15_rolling_z_24,13.520600318908691,1
relative_volume_20_lag12,13.486900329589844,1
prev_bar_vwap_proxy,13.484100341796875,1
sl_interaction__sl_mirror_ret_30s__div__sl_mirror_relative_volume_30s,13.457099914550781,1
volume_below_rolling_p20_share_20_rolling_z_24,13.42770004272461,1
sl_trade_count_z_10s,13.425700187683105,1
context_ret_product__clv_1__ret_3,13.425600051879883,1
clv_1_lag2,13.407500267028809,1
up_ratio_5_mean_gap_12,13.344900131225586,1
efficiency_10_rolling_z_6,13.327500343322754,1
ret_efficiency_product__ret_10__efficiency_10,13.315799713134766,1
atr_ratio_5_20,13.289600372314453,1
sl_interaction__sl_mirror_ret_10s__div__sl_bid_ask_qty_imbalance,13.242600440979004,1
rv_5_lag3,13.214500427246094,1
downside_rv_20,13.214400291442871,1
sl_interaction__sl_mirror_ret_10s__x__sl_signed_dollar_flow_30s,13.207799911499023,1
sl_taker_buy_volume_30s,13.201700210571289,1
volume_below_rolling_p20_share_5_rolling_z_12,13.182999610900879,1
sl_large_sell_volume_share_30s,13.16100025177002,1
sl_best_ask,13.112600326538086,1
relative_volume_3_delta_1,13.093799591064453,1
range_pos_10_rolling_z_6,13.086600303649902,1
rv_5_delta_6,13.072699546813965,1
sl_price_impact_proxy_300s,13.060400009155273,1
sl_rv_30s_lag30s,13.013899803161621,1
efficiency_term_spread__efficiency_3__efficiency_5,13.003399848937988,1
sl_mirror_relative_trade_count_5s,12.972900390625,1
sl_mirror_relative_volume_30s_lag30s,12.907600402832031,1
close_location_1_lag1,12.896300315856934,1
close_z_3_mean_gap_24,12.857099533081055,1
sl_large_sell_volume_share_10s,12.845800399780273,1
sl_taker_buy_volume_5s,12.815299987792969,1
sl_trade_count_z_5s,12.798199653625488,1
rv_10,12.74470043182373,1
volume_below_rolling_p20_share_20_rolling_z_6,12.703399658203125,1
range_pos_3_delta_1,12.701600074768066,1
ret_3_lag1,12.689800262451172,1
sl_ask_depletion_minus_replenishment_10s,12.655400276184082,1
clv_1_mean_gap_24,12.640600204467773,1
prev_bar_taker_buy_ratio_lag6,12.636500358581543,1
ret_close_z_product__ret_5__close_z_10,12.578700065612793,1
sl_interaction__sl_mirror_ret_10s__div__sl_signed_dollar_flow_30s,12.554900169372559,1
low_volume_flag_share_20_rolling_z_24,12.546299934387207,1
max_down_ret_5,12.495200157165527,1
sl_return_5s_lag3s,12.491499900817871,1
ret_vol_product__ret_10__rv_5,12.481100082397461,1
sl_interaction__sl_mirror_ret_10s__div__sl_microprice_premium,12.479299545288086,1
sl_rv_30s,12.439499855041504,1
rv_10_delta_3,12.412699699401855,1
ret_5_lag12,12.408599853515625,1
sl_bid_depletion_1s,12.337400436401367,1
context_relative_volume_product__down_ratio_5__relative_volume_5,12.327899932861328,1
range_pos_5_delta_3,12.290499687194824,1
volume_z_term_spread__volume_z_3__volume_z_5,12.276000022888184,1
ret_volume_z_product__ret_1__volume_z_5,12.262299537658691,1
rv_term_ratio__rv_10__rv_30,12.229100227355957,1
volume_z_term_spread__volume_z_5__volume_z_20,12.223199844360352,1
sl_signed_dollar_flow_z_60s,12.222200393676758,1
relative_volume_20_rolling_z_24,12.172800064086914,1
ret_1_lag6,12.169899940490723,1
sl_spread_bps_mean_10s,12.151900291442871,1
ret_close_z_product__ret_3__close_z_3,12.146499633789062,1
sl_interaction__sl_mirror_ret_60s__div__sl_rv_30s,12.1427001953125,1
compression_score_lag3,12.126399993896484,1
ret_10_delta_1,12.101200103759766,1
volume_state_product__volume_z_20__relative_volume_5,12.082900047302246,1
sl_spread_bps_vol_30s,12.075499534606934,1
volume_below_rolling_p20_share_5_mean_gap_6,12.057299613952637,1
sl_taker_buy_count_30s,12.031399726867676,1
sl_direction_flips_30s,12.031100273132324,1
rv_5_mean_gap_6,11.943900108337402,1
context_ret_product__clv_1__ret_1,11.919500350952148,1
close_location_1,11.904000282287598,1
sl_mean_abs_return_30s,11.899200439453125,1
sl_microprice_premium_lag3s,11.847100257873535,1
sl_mirror_range_300s,11.839699745178223,1
sl_interaction__sl_mirror_ret_60s__x__sl_mirror_rv_10s,11.818300247192383,1
close_z_10_mean_gap_24,11.814499855041504,1
sl_mirror_range_60s,11.737600326538086,1
close_z_10_rolling_z_12,11.734600067138672,1
sl_max_abs_return_5s,11.715100288391113,1
rv_term_ratio__rv_5__rv_30,11.704999923706055,1
ret_range_pos_product__ret_5__range_pos_5,11.672699928283691,1
rv_5_delta_1,11.640000343322754,1
ret_5_delta_3,11.625399589538574,1
ret_3_delta_3,11.60200023651123,1
sl_directional_efficiency_60s,11.579400062561035,1
sl_direction_flips_60s,11.530900001525879,1
sl_taker_sell_count_30s,11.441699981689453,1
volume_state_product__volume_z_10__relative_volume_3,11.381799697875977,1
legal_prev_relative_trade_count_10,11.349200248718262,1
close_z_term_ratio__close_z_3__close_z_5,11.32859992980957,1
wick_pressure_1_delta_6,11.323200225830078,1
sl_bid_ask_qty_imbalance_delta_1s,11.301600456237793,1
relative_volume_20_lag6,11.29539966583252,1
sl_signed_dollar_flow_z_300s,11.290800094604492,1
range_pos_term_ratio__range_pos_5__range_pos_10,11.205499649047852,1
sl_ask_qty_depletion_5s,11.204899787902832,1
sl_taker_imbalance_delta_30s,11.146599769592285,1
sl_mirror_range_pos_60s,11.107999801635742,1
wick_pressure_1_lag6,11.095199584960938,1
sl_book_imbalance_change_5s,11.076800346374512,1
rv_5_mean_gap_12,11.07040023803711,1
relative_volume_5_lag2,11.035799980163574,1
ret_term_ratio__ret_1__ret_3,11.027199745178223,1
sl_signed_dollar_flow_z_30s,11.009599685668945,1
volume_z_20_lag12,11.00510025024414,1
ret_10_rolling_z_12,11.0024995803833,1
sl_return_10s_lag3s,10.980199813842773,1
sl_interaction__sl_mirror_ret_60s__x__sl_bid_ask_qty_imbalance,10.956700325012207,1
signed_volume_1_lag12,10.880399703979492,1
sl_taker_sell_count_10s,10.874799728393555,1
sl_log_return_3s,10.86139965057373,1
efficiency_term_spread__efficiency_3__efficiency_10,10.860099792480469,1
sl_taker_buy_volume_10s,10.798299789428711,1
up_ratio_5_rolling_z_24,10.781999588012695,1
range_10,10.740799903869629,1
htf_rv_15m_delta_1,10.728899955749512,1
sl_return_5s_lag30s,10.72029972076416,1
ret_term_ratio__ret_1__ret_5,10.718400001525879,1
hour_sin,10.6983003616333,1
compression_score_delta_3,10.69629955291748,1
sl_microprice_premium_lag1s,10.638099670410156,1
sl_total_volume_30s_lag10s,10.612199783325195,1
sl_imbalance_persistence_30s,10.543800354003906,1
prev_bar_taker_buy_ratio_zscore_20,10.52970027923584,1
relative_volume_3_rolling_z_12,10.4891996383667,1
signed_volume_1_lag2,10.479999542236328,1
ret_10_lag12,10.428500175476074,1
prev_bar_taker_buy_ratio_lag2,10.394000053405762,1
sl_mirror_relative_trade_count_30s,10.382399559020996,1
sl_price_impact_proxy_5s,10.381600379943848,1
ret_vol_ratio__ret_10__rv_5,10.337599754333496,1
sl_bid_ask_qty_imbalance_rolling_z_300s,10.299099922180176,1
sl_trade_count_10s,10.267800331115723,1
ret_volume_z_product__ret_5__volume_z_5,10.208100318908691,1
sl_interaction__sl_mirror_ret_5s__x__sl_mirror_rv_30s,10.19540023803711,1
sl_return_accel_5s_30s,10.17609977722168,1
sl_spread_bps_lag30s,10.140399932861328,1
sl_return_10s_lag1s,10.080499649047852,1
ret_15_mean_gap_6,10.057499885559082,1
signed_dollar_volume_3,10.048999786376953,1
context_relative_volume_product__down_ratio_5__relative_volume_20,10.01669979095459,1
prev_bar_taker_buy_volume_lag6,9.984350204467773,1
volume_z_20_delta_3,9.980799674987793,1
rv_5_lag12,9.956069946289062,1
low_volume_flag_share_20,9.951990127563477,1
sl_mean_abs_return_120s,9.906780242919922,1
funding_abs,9.897820472717285,1
sl_spread_bps_change_30s,9.872099876403809,1
rv_30_delta_1,9.863309860229492,1
volume_share_term_spread__volume_share_10__volume_share_20,9.836520195007324,1
sl_momentum_persistence_10s,9.811369895935059,1
minute_bucket,9.807029724121094,1
sl_mirror_max_abs_ret_3s,9.778220176696777,1
rv_10_lag12,9.770380020141602,1
sl_mirror_relative_volume_60s,9.755410194396973,1
sl_interaction__sl_mirror_ret_60s__x__sl_taker_imbalance_30s,9.746700286865234,1
sl_dollar_volume_10s,9.738300323486328,1
volume_state_product__volume_z_5__relative_volume_3,9.737110137939453,1
close_z_term_ratio__close_z_5__close_z_10,9.718409538269043,1
sl_signed_dollar_flow_delta_300s,9.694129943847656,1
context_ret_product__up_ratio_5__ret_1,9.635560035705566,1
sl_mirror_efficiency_30s,9.625459671020508,1
sl_interaction__sl_mirror_ret_30s__div__sl_bid_ask_qty_imbalance,9.585180282592773,1
rv_term_spread__rv_3__rv_10,9.569689750671387,1
sl_mirror_quote_volume_z_300s,9.479680061340332,1
sl_large_sell_trade_count_30s,9.473859786987305,1
efficiency_5_rolling_z_6,9.444479942321777,1
ret_relative_volume_product__ret_5__relative_volume_20,9.442500114440918,1
sl_mirror_relative_quote_volume_300s,9.403570175170898,1
efficiency_10,9.380290031433105,1
legal_prev_relative_trade_count_3,9.228460311889648,1
sl_trade_cluster_score_30s,9.223609924316406,1
sl_buy_trade_cluster_score_10s,9.147649765014648,1
range_pos_5_delta_6,9.145660400390625,1
htf_efficiency_15m,9.020790100097656,1
efficiency_10_mean_gap_12,9.020649909973145,1
ret_10_rolling_z_24,8.942749977111816,1
sl_microprice_premium_lag10s,8.847729682922363,1
sl_interaction__sl_return_30s__div__sl_mirror_rv_60s,8.793069839477539,1
sl_interaction__sl_mirror_ret_30s__div__sl_mirror_rv_60s,8.752129554748535,1
sl_median_trade_size_60s,8.738659858703613,1
relative_volume_term_spread__relative_volume_10__relative_volume_20,8.710570335388184,1
ret_close_z_product__ret_15__close_z_5,8.617759704589844,1
rv_10_mean_gap_6,8.4343900680542,1
sl_bid_depletion_rate_5s,8.42238998413086,1
rv_5,8.397839546203613,1
sl_trade_count_z_300s,8.298990249633789,1
low_volume_flag_share_5_rolling_z_12,8.209090232849121,1
prev_bar_taker_buy_ratio_delta_1,8.12559986114502,1
sl_signed_dollar_flow_30s_lag10s,8.05105972290039,1
