t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
0.5,0.485,8220.0,0.8366180048661801,0.5229826353421859,0.5325903411009794,0.5277864882215826,0.5232360097323601,0.5271193834520866,0.5694343463719646,0.4305656536280355,0.5,0.485,6877.0,3916.0,2961.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.5,0.49,8220.0,0.8896593673965937,0.5229826353421859,0.5257580217839269,0.5243703285630564,0.5232360097323601,0.5242718446601942,0.5354847531792698,0.4645152468207302,0.5,0.49,7313.0,3916.0,3397.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.5,0.495,8220.0,0.9429440389294403,0.5229826353421859,0.5241199478487614,0.5235512915954736,0.5232360097323601,0.5235453489872275,0.5052251322410012,0.4947748677589988,0.5,0.495,7751.0,3916.0,3835.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.5,0.5,8220.0,1.0,0.5229826353421859,0.5234665427509294,0.5232245890465577,0.5232360097323601,0.5232360097323601,0.47639902676399026,0.5236009732360097,0.5,0.5,8220.0,3916.0,4304.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.4,8220.0,0.42043795620437957,0.524927536231884,0.5,0.5124637681159421,0.5232360097323601,0.5248842592592593,0.9982638888888888,0.001736111111111111,0.505,0.4,3456.0,3450.0,6.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.405,8220.0,0.421654501216545,0.524927536231884,0.375,0.449963768115942,0.5232360097323601,0.5242354298903635,0.9953837276399308,0.004616272360069244,0.505,0.405,3466.0,3450.0,16.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.41,8220.0,0.42274939172749393,0.524927536231884,0.44,0.48246376811594205,0.5232360097323601,0.5243165467625899,0.9928057553956835,0.007194244604316547,0.505,0.41,3475.0,3450.0,25.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.415,8220.0,0.425669099756691,0.524927536231884,0.5918367346938775,0.5583821354628808,0.5232360097323601,0.5258645327236353,0.9859959988568162,0.014004001143183767,0.505,0.415,3499.0,3450.0,49.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.42,8220.0,0.43017031630170316,0.524927536231884,0.627906976744186,0.576417256488035,0.5232360097323601,0.5274321266968326,0.9756787330316742,0.024321266968325792,0.505,0.42,3536.0,3450.0,86.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.425,8220.0,0.4345498783454988,0.524927536231884,0.639344262295082,0.5821358992634831,0.5232360097323601,0.5288353863381859,0.9658454647256439,0.0341545352743561,0.505,0.425,3572.0,3450.0,122.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.43,8220.0,0.44282238442822386,0.524927536231884,0.6,0.562463768115942,0.5232360097323601,0.5288461538461539,0.9478021978021978,0.0521978021978022,0.505,0.43,3640.0,3450.0,190.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.435,8220.0,0.4543795620437956,0.524927536231884,0.6385964912280702,0.581762013729977,0.5232360097323601,0.5336010709504685,0.9236947791164659,0.07630522088353414,0.505,0.435,3735.0,3450.0,285.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.44,8220.0,0.47068126520681264,0.524927536231884,0.60381861575179,0.5643730759918371,0.5232360097323601,0.5334711811837685,0.8917032825019385,0.10829671749806151,0.505,0.44,3869.0,3450.0,419.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.445,8220.0,0.4897810218978102,0.524927536231884,0.5920138888888888,0.5584707125603865,0.5232360097323601,0.5345255837059115,0.856929955290611,0.14307004470938897,0.505,0.445,4026.0,3450.0,576.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.45,8220.0,0.5104622871046228,0.524927536231884,0.5817694369973191,0.5533484866146016,0.5232360097323601,0.5350333651096282,0.8222116301239275,0.17778836987607244,0.505,0.45,4196.0,3450.0,746.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.455,8220.0,0.5368613138686131,0.524927536231884,0.5856697819314641,0.5552986590816741,0.5232360097323601,0.5381826421935192,0.7817811012916384,0.21821889870836167,0.505,0.455,4413.0,3450.0,963.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.46,8220.0,0.5654501216545013,0.524927536231884,0.5701168614357263,0.5475221988338052,0.5232360097323601,0.5365748709122203,0.7422547332185886,0.25774526678141135,0.505,0.46,4648.0,3450.0,1198.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.465,8220.0,0.5976885644768857,0.524927536231884,0.5645933014354066,0.5447604188336453,0.5232360097323601,0.5367392631793202,0.7022186037044575,0.29778139629554246,0.505,0.465,4913.0,3450.0,1463.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.47,8220.0,0.6367396593673966,0.524927536231884,0.5538116591928252,0.5393695977123546,0.5232360097323601,0.534772640427971,0.6591517004203287,0.3408482995796714,0.505,0.47,5234.0,3450.0,1784.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.475,8220.0,0.6781021897810219,0.524927536231884,0.544256120527307,0.5345918283795955,0.5232360097323601,0.5322927879440258,0.6189451022604952,0.38105489773950485,0.505,0.475,5574.0,3450.0,2124.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.48,8220.0,0.7260340632603406,0.524927536231884,0.5405083399523432,0.5327179380921137,0.5232360097323601,0.5315013404825737,0.578083109919571,0.42191689008042893,0.505,0.48,5968.0,3450.0,2518.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.485,8220.0,0.7799270072992701,0.524927536231884,0.5325903411009794,0.5287589386664318,0.5232360097323601,0.5284666978630479,0.5381375760411792,0.46186242395882077,0.505,0.485,6411.0,3450.0,2961.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.49,8220.0,0.8329683698296837,0.524927536231884,0.5257580217839269,0.5253427790079055,0.5232360097323601,0.5253395647728932,0.5038703081641595,0.4961296918358405,0.505,0.49,6847.0,3450.0,3397.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.505,0.495,8220.0,0.8862530413625304,0.524927536231884,0.5241199478487614,0.5245237420403227,0.5232360097323601,0.5245024021962937,0.4735758407687028,0.5264241592312972,0.505,0.495,7285.0,3450.0,3835.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
