t_up,t_down,sample_count,coverage,precision_up,precision_down,balanced_precision,all_sample_accuracy,accepted_sample_accuracy,share_up_predictions,share_down_predictions,selected_t_up,selected_t_down,accepted_count,up_prediction_count,down_prediction_count,roc_auc,brier_score,log_loss
0.505,0.5,8220.0,0.94330900243309,0.524927536231884,0.5234665427509294,0.5241970394914067,0.5232360097323601,0.5241165849883931,0.4449316481815837,0.5550683518184163,0.505,0.5,7754.0,3450.0,4304.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.4,8220.0,0.36824817518248176,0.5273088381330685,0.5,0.5136544190665342,0.5232360097323601,0.5272547076313181,0.998017839444995,0.0019821605550049554,0.51,0.4,3027.0,3021.0,6.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.405,8220.0,0.3694647201946472,0.5273088381330685,0.375,0.45115441906653425,0.5232360097323601,0.5265064208100099,0.9947316430688179,0.005268356931182087,0.51,0.405,3037.0,3021.0,16.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.41,8220.0,0.3705596107055961,0.5273088381330685,0.44,0.4836544190665343,0.5232360097323601,0.5265922521339461,0.9917925147734734,0.008207485226526593,0.51,0.41,3046.0,3021.0,25.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.415,8220.0,0.3734793187347932,0.5273088381330685,0.5918367346938775,0.559572786413473,0.5232360097323601,0.5283387622149837,0.9840390879478828,0.015960912052117263,0.51,0.415,3070.0,3021.0,49.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.42,8220.0,0.37798053527980535,0.5273088381330685,0.627906976744186,0.5776079074386273,0.5232360097323601,0.5300933376247183,0.9723205664628258,0.027679433537174124,0.51,0.42,3107.0,3021.0,86.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.425,8220.0,0.382360097323601,0.5273088381330685,0.639344262295082,0.5833265502140752,0.5232360097323601,0.5316576519249125,0.9611835825644289,0.03881641743557111,0.51,0.425,3143.0,3021.0,122.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.43,8220.0,0.39063260340632605,0.5273088381330685,0.6,0.5636544190665342,0.5232360097323601,0.5316100903145438,0.9408284023668639,0.05917159763313609,0.51,0.43,3211.0,3021.0,190.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.435,8220.0,0.4021897810218978,0.5273088381330685,0.6385964912280702,0.5829526646805694,0.5232360097323601,0.5369026013309135,0.9137931034482759,0.08620689655172414,0.51,0.435,3306.0,3021.0,285.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.44,8220.0,0.41849148418491483,0.5273088381330685,0.60381861575179,0.5655637269424292,0.5232360097323601,0.5366279069767442,0.8781976744186046,0.12180232558139535,0.51,0.44,3440.0,3021.0,419.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.445,8220.0,0.4375912408759124,0.5273088381330685,0.5920138888888888,0.5596613635109786,0.5232360097323601,0.5376702807895468,0.8398665554628857,0.16013344453711426,0.51,0.445,3597.0,3021.0,576.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.45,8220.0,0.4582725060827251,0.5273088381330685,0.5817694369973191,0.5545391375651938,0.5232360097323601,0.5380939739846031,0.8019644279267322,0.19803557207326786,0.51,0.45,3767.0,3021.0,746.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.455,8220.0,0.4846715328467153,0.5273088381330685,0.5856697819314641,0.5564893100322663,0.5232360097323601,0.5414156626506024,0.7582831325301205,0.24171686746987953,0.51,0.455,3984.0,3021.0,963.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.46,8220.0,0.5132603406326034,0.5273088381330685,0.5701168614357263,0.5487128497843974,0.5232360097323601,0.5394643280398198,0.7160464565062811,0.2839535434937189,0.51,0.46,4219.0,3021.0,1198.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.465,8220.0,0.5454987834549878,0.5273088381330685,0.5645933014354066,0.5459510697842376,0.5232360097323601,0.5394736842105263,0.673728813559322,0.326271186440678,0.51,0.465,4484.0,3021.0,1463.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.47,8220.0,0.5845498783454988,0.5273088381330685,0.5538116591928252,0.5405602486629468,0.5232360097323601,0.5371488033298647,0.6287200832466181,0.3712799167533819,0.51,0.47,4805.0,3021.0,1784.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.475,8220.0,0.6259124087591241,0.5273088381330685,0.544256120527307,0.5357824793301877,0.5232360097323601,0.5343051506316813,0.5871720116618075,0.4128279883381924,0.51,0.475,5145.0,3021.0,2124.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.48,8220.0,0.6738442822384428,0.5273088381330685,0.5405083399523432,0.5339085890427058,0.5232360097323601,0.5333092615995667,0.5454053078172956,0.4545946921827045,0.51,0.48,5539.0,3021.0,2518.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.485,8220.0,0.7277372262773723,0.5273088381330685,0.5325903411009794,0.5299495896170239,0.5232360097323601,0.5299231026412571,0.5050150451354062,0.49498495486459376,0.51,0.485,5982.0,3021.0,2961.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.49,8220.0,0.7807785888077858,0.5273088381330685,0.5257580217839269,0.5265334299584977,0.5232360097323601,0.5264880024929884,0.4707073854783422,0.5292926145216579,0.51,0.49,6418.0,3021.0,3397.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.495,8220.0,0.8340632603406326,0.5273088381330685,0.5241199478487614,0.5257143929909149,0.5232360097323601,0.5255250875145857,0.44063593932322054,0.5593640606767795,0.51,0.495,6856.0,3021.0,3835.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.51,0.5,8220.0,0.8911192214111923,0.5273088381330685,0.5234665427509294,0.525387690441999,0.5232360097323601,0.5250511945392492,0.41242320819112627,0.5875767918088737,0.51,0.5,7325.0,3021.0,4304.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.4,8220.0,0.3194647201946472,0.5278625954198474,0.5,0.5139312977099237,0.5232360097323601,0.5277989337395278,0.9977151561309977,0.002284843869002285,0.515,0.4,2626.0,2620.0,6.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.405,8220.0,0.32068126520681267,0.5278625954198474,0.375,0.4514312977099237,0.5232360097323601,0.5269347496206374,0.9939301972685888,0.006069802731411229,0.515,0.405,2636.0,2620.0,16.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.41,8220.0,0.3217761557177616,0.5278625954198474,0.44,0.4839312977099237,0.5232360097323601,0.5270321361058601,0.9905482041587902,0.00945179584120983,0.515,0.41,2645.0,2620.0,25.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.415,8220.0,0.32469586374695864,0.5278625954198474,0.5918367346938775,0.5598496650568625,0.5232360097323601,0.529037092544024,0.9816410640689397,0.018358935931060322,0.515,0.415,2669.0,2620.0,49.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.42,8220.0,0.3291970802919708,0.5278625954198474,0.627906976744186,0.5778847860820167,0.5232360097323601,0.5310421286031042,0.9682187730968219,0.031781226903178125,0.515,0.42,2706.0,2620.0,86.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.425,8220.0,0.33357664233576645,0.5278625954198474,0.639344262295082,0.5836034288574647,0.5232360097323601,0.5328227571115973,0.9555069292487236,0.04449307075127644,0.515,0.425,2742.0,2620.0,122.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.43,8220.0,0.3418491484184915,0.5278625954198474,0.6,0.5639312977099237,0.5232360097323601,0.5327402135231317,0.9323843416370107,0.06761565836298933,0.515,0.43,2810.0,2620.0,190.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.435,8220.0,0.35340632603406325,0.5278625954198474,0.6385964912280702,0.5832295433239587,0.5232360097323601,0.5387263339070568,0.9018932874354562,0.0981067125645439,0.515,0.435,2905.0,2620.0,285.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.44,8220.0,0.3697080291970803,0.5278625954198474,0.60381861575179,0.5658406055858187,0.5232360097323601,0.5383349786113854,0.8621256992431721,0.1378743007568279,0.515,0.44,3039.0,2620.0,419.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.445,8220.0,0.38880778588807785,0.5278625954198474,0.5920138888888888,0.5599382421543682,0.5232360097323601,0.5394242803504381,0.8197747183979975,0.1802252816020025,0.515,0.445,3196.0,2620.0,576.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.45,8220.0,0.40948905109489053,0.5278625954198474,0.5817694369973191,0.5548160162085832,0.5232360097323601,0.539809863339275,0.7783719548425431,0.22162804515745693,0.515,0.45,3366.0,2620.0,746.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.455,8220.0,0.4358880778588808,0.5278625954198474,0.5856697819314641,0.5567661886756557,0.5232360097323601,0.5433993859893944,0.7312308121685738,0.26876918783142617,0.515,0.455,3583.0,2620.0,963.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.46,8220.0,0.46447688564476886,0.5278625954198474,0.5701168614357263,0.5489897284277868,0.5232360097323601,0.5411210057621791,0.6862231534834992,0.3137768465165008,0.515,0.46,3818.0,2620.0,1198.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.465,8220.0,0.49671532846715327,0.5278625954198474,0.5645933014354066,0.546227948427627,0.5232360097323601,0.5410237570413912,0.6416850355131031,0.35831496448689687,0.515,0.465,4083.0,2620.0,1463.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.47,8220.0,0.5357664233576642,0.5278625954198474,0.5538116591928252,0.5408371273063363,0.5232360097323601,0.5383742052679382,0.594913714804723,0.405086285195277,0.515,0.47,4404.0,2620.0,1784.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.475,8220.0,0.5771289537712896,0.5278625954198474,0.544256120527307,0.5360593579735772,0.5232360097323601,0.5352023608768971,0.5522765598650927,0.4477234401349072,0.515,0.475,4744.0,2620.0,2124.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.48,8220.0,0.6250608272506083,0.5278625954198474,0.5405083399523432,0.5341854676860953,0.5232360097323601,0.5340599455040872,0.5099260412611911,0.4900739587388089,0.515,0.48,5138.0,2620.0,2518.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.485,8220.0,0.6789537712895377,0.5278625954198474,0.5325903411009794,0.5302264682604134,0.5232360097323601,0.5303709012721735,0.46944991936928865,0.5305500806307113,0.515,0.485,5581.0,2620.0,2961.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.49,8220.0,0.7319951338199513,0.5278625954198474,0.5257580217839269,0.5268103086018872,0.5232360097323601,0.5266744224696692,0.43543294000332394,0.5645670599966761,0.515,0.49,6017.0,2620.0,3397.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.495,8220.0,0.7852798053527981,0.5278625954198474,0.5241199478487614,0.5259912716343044,0.5232360097323601,0.5256390395042603,0.4058869093725794,0.5941130906274206,0.515,0.495,6455.0,2620.0,3835.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.515,0.5,8220.0,0.8423357664233576,0.5278625954198474,0.5234665427509294,0.5256645690853884,0.5232360097323601,0.5251299826689775,0.3783939919121895,0.6216060080878105,0.515,0.5,6924.0,2620.0,4304.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.4,8220.0,0.27396593673965935,0.5253784505788067,0.5,0.5126892252894033,0.5232360097323601,0.5253108348134992,0.9973357015985791,0.0026642984014209592,0.52,0.4,2252.0,2246.0,6.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.405,8220.0,0.2751824817518248,0.5253784505788067,0.375,0.45018922528940336,0.5232360097323601,0.5243147656940761,0.9929266136162688,0.007073386383731211,0.52,0.405,2262.0,2246.0,16.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.41,8220.0,0.2762773722627737,0.5253784505788067,0.44,0.4826892252894034,0.5232360097323601,0.52443857331572,0.9889916336415676,0.011008366358432409,0.52,0.41,2271.0,2246.0,25.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.415,8220.0,0.2791970802919708,0.5253784505788067,0.5918367346938775,0.5586075926363421,0.5232360097323601,0.526797385620915,0.9786492374727669,0.021350762527233117,0.52,0.415,2295.0,2246.0,49.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.42,8220.0,0.28369829683698294,0.5253784505788067,0.627906976744186,0.5766427136614964,0.5232360097323601,0.5291595197255574,0.9631217838765008,0.03687821612349914,0.52,0.42,2332.0,2246.0,86.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.425,8220.0,0.2880778588807786,0.5253784505788067,0.639344262295082,0.5823613564369443,0.5232360097323601,0.53125,0.9484797297297297,0.05152027027027027,0.52,0.425,2368.0,2246.0,122.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.43,8220.0,0.29635036496350364,0.5253784505788067,0.6,0.5626892252894033,0.5232360097323601,0.5311986863711001,0.9220032840722496,0.07799671592775041,0.52,0.43,2436.0,2246.0,190.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.435,8220.0,0.30790754257907543,0.5253784505788067,0.6385964912280702,0.5819874709034385,0.5232360097323601,0.5381272224417226,0.8873962860529435,0.1126037139470565,0.52,0.435,2531.0,2246.0,285.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.44,8220.0,0.3242092457420925,0.5253784505788067,0.60381861575179,0.5645985331652983,0.5232360097323601,0.5377110694183865,0.8427767354596623,0.15722326454033772,0.52,0.44,2665.0,2246.0,419.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.445,8220.0,0.34330900243309004,0.5253784505788067,0.5920138888888888,0.5586961697338477,0.5232360097323601,0.538979447200567,0.7958894401133948,0.20411055988660523,0.52,0.445,2822.0,2246.0,576.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.45,8220.0,0.36399026763990266,0.5253784505788067,0.5817694369973191,0.5535739437880629,0.5232360097323601,0.5394385026737968,0.7506684491978609,0.24933155080213903,0.52,0.45,2992.0,2246.0,746.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.455,8220.0,0.3903892944038929,0.5253784505788067,0.5856697819314641,0.5555241162551354,0.5232360097323601,0.5434714864443752,0.6999065129323777,0.3000934870676223,0.52,0.455,3209.0,2246.0,963.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.46,8220.0,0.41897810218978104,0.5253784505788067,0.5701168614357263,0.5477476560072665,0.5232360097323601,0.5409407665505227,0.6521486643437863,0.3478513356562137,0.52,0.46,3444.0,2246.0,1198.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.465,8220.0,0.45121654501216546,0.5253784505788067,0.5645933014354066,0.5449858760071067,0.5232360097323601,0.5408465893771907,0.6055540576974926,0.3944459423025074,0.52,0.465,3709.0,2246.0,1463.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.47,8220.0,0.4902676399026764,0.5253784505788067,0.5538116591928252,0.5395950548858159,0.5232360097323601,0.5379652605459057,0.5573200992555831,0.4426799007444169,0.52,0.47,4030.0,2246.0,1784.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.475,8220.0,0.5316301703163017,0.5253784505788067,0.544256120527307,0.5348172855530569,0.5232360097323601,0.5345537757437071,0.5139588100686499,0.4860411899313501,0.52,0.475,4370.0,2246.0,2124.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.48,8220.0,0.5795620437956205,0.5253784505788067,0.5405083399523432,0.5329433952655749,0.5232360097323601,0.533375314861461,0.4714525608732158,0.5285474391267843,0.52,0.48,4764.0,2246.0,2518.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.485,8220.0,0.6334549878345499,0.5253784505788067,0.5325903411009794,0.528984395839893,0.5232360097323601,0.5294795467639716,0.43134242366045705,0.568657576339543,0.52,0.485,5207.0,2246.0,2961.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.49,8220.0,0.6864963503649635,0.5253784505788067,0.5257580217839269,0.5255682361813668,0.5232360097323601,0.5256069466595782,0.39801524012050327,0.6019847598794967,0.52,0.49,5643.0,2246.0,3397.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.495,8220.0,0.7397810218978103,0.5253784505788067,0.5241199478487614,0.524749199213784,0.5232360097323601,0.5245847722414076,0.3693471468508469,0.6306528531491531,0.52,0.495,6081.0,2246.0,3835.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.52,0.5,8220.0,0.7968369829683698,0.5253784505788067,0.5234665427509294,0.5244224966648681,0.5232360097323601,0.5241221374045801,0.3429007633587786,0.6570992366412214,0.52,0.5,6550.0,2246.0,4304.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.4,8220.0,0.2332116788321168,0.5274725274725275,0.5,0.5137362637362637,0.5232360097323601,0.5273865414710485,0.9968701095461658,0.003129890453834116,0.525,0.4,1917.0,1911.0,6.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.405,8220.0,0.23442822384428225,0.5274725274725275,0.375,0.45123626373626374,0.5232360097323601,0.5262065386611313,0.9916969382459782,0.008303061754021795,0.525,0.405,1927.0,1911.0,16.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.41,8220.0,0.23552311435523116,0.5274725274725275,0.44,0.48373626373626377,0.5232360097323601,0.5263429752066116,0.9870867768595041,0.012913223140495868,0.525,0.41,1936.0,1911.0,25.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.415,8220.0,0.2384428223844282,0.5274725274725275,0.5918367346938775,0.5596546310832025,0.5232360097323601,0.5290816326530612,0.975,0.025,0.525,0.415,1960.0,1911.0,49.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.42,8220.0,0.2429440389294404,0.5274725274725275,0.627906976744186,0.5776897521083568,0.5232360097323601,0.5317976965448172,0.956935403104657,0.04306459689534301,0.525,0.42,1997.0,1911.0,86.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.425,8220.0,0.247323600973236,0.5274725274725275,0.639344262295082,0.5834083948838047,0.5232360097323601,0.5341859321200196,0.9399901623216921,0.06000983767830792,0.525,0.425,2033.0,1911.0,122.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.43,8220.0,0.2555961070559611,0.5274725274725275,0.6,0.5637362637362637,0.5232360097323601,0.5340314136125655,0.9095668729176583,0.09043312708234175,0.525,0.43,2101.0,1911.0,190.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.435,8220.0,0.2671532846715328,0.5274725274725275,0.6385964912280702,0.5830345093502989,0.5232360097323601,0.5418943533697632,0.8702185792349727,0.12978142076502733,0.525,0.435,2196.0,1911.0,285.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.44,8220.0,0.28345498783454987,0.5274725274725275,0.60381861575179,0.5656455716121587,0.5232360097323601,0.5412017167381974,0.8201716738197425,0.17982832618025751,0.525,0.44,2330.0,1911.0,419.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.445,8220.0,0.3025547445255474,0.5274725274725275,0.5920138888888888,0.5597432081807081,0.5232360097323601,0.5424205870526739,0.7683956574185766,0.2316043425814234,0.525,0.445,2487.0,1911.0,576.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.45,8220.0,0.3232360097323601,0.5274725274725275,0.5817694369973191,0.5546209822349233,0.5232360097323601,0.5427173503951825,0.7192322167858487,0.2807677832141513,0.525,0.45,2657.0,1911.0,746.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.455,8220.0,0.34963503649635036,0.5274725274725275,0.5856697819314641,0.5565711547019958,0.5232360097323601,0.5469728601252609,0.6649269311064718,0.33507306889352817,0.525,0.455,2874.0,1911.0,963.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.46,8220.0,0.37822384428223843,0.5274725274725275,0.5701168614357263,0.5487946944541269,0.5232360097323601,0.5439047925377936,0.614667095529109,0.38533290447089097,0.525,0.46,3109.0,1911.0,1198.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.465,8220.0,0.41046228710462285,0.5274725274725275,0.5645933014354066,0.5460329144539671,0.5232360097323601,0.5435684647302904,0.5663900414937759,0.4336099585062241,0.525,0.465,3374.0,1911.0,1463.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.47,8220.0,0.4495133819951338,0.5274725274725275,0.5538116591928252,0.5406420933326763,0.5232360097323601,0.5401894451962111,0.5171853856562922,0.4828146143437077,0.525,0.47,3695.0,1911.0,1784.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.475,8220.0,0.4908759124087591,0.5274725274725275,0.544256120527307,0.5358643239999172,0.5232360097323601,0.5363073110285006,0.47360594795539035,0.5263940520446097,0.525,0.475,4035.0,1911.0,2124.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.48,8220.0,0.5388077858880779,0.5274725274725275,0.5405083399523432,0.5339904337124353,0.5232360097323601,0.5348837209302325,0.4314743734477309,0.5685256265522691,0.525,0.48,4429.0,1911.0,2518.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.485,8220.0,0.5927007299270073,0.5274725274725275,0.5325903411009794,0.5300314342867534,0.5232360097323601,0.5305829228243021,0.3922413793103448,0.6077586206896551,0.525,0.485,4872.0,1911.0,2961.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.49,8220.0,0.645742092457421,0.5274725274725275,0.5257580217839269,0.5266152746282272,0.5232360097323601,0.5263752825923135,0.36002260738507913,0.6399773926149209,0.525,0.49,5308.0,1911.0,3397.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.495,8220.0,0.6990267639902676,0.5274725274725275,0.5241199478487614,0.5257962376606444,0.5232360097323601,0.5252349460494257,0.332579185520362,0.667420814479638,0.525,0.495,5746.0,1911.0,3835.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.525,0.5,8220.0,0.7560827250608273,0.5274725274725275,0.5234665427509294,0.5254695351117284,0.5232360097323601,0.5246983105390185,0.3074818986323411,0.6925181013676589,0.525,0.5,6215.0,1911.0,4304.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.4,8220.0,0.1927007299270073,0.5443599493029151,0.5,0.5221799746514575,0.5232360097323601,0.5441919191919192,0.9962121212121212,0.003787878787878788,0.53,0.4,1584.0,1578.0,6.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.405,8220.0,0.19391727493917274,0.5443599493029151,0.375,0.45967997465145755,0.5232360097323601,0.5426599749058971,0.9899623588456713,0.010037641154328732,0.53,0.405,1594.0,1578.0,16.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.41,8220.0,0.19501216545012165,0.5443599493029151,0.44,0.4921799746514576,0.5232360097323601,0.5427323767935122,0.9844042420461634,0.015595757953836557,0.53,0.41,1603.0,1578.0,25.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.415,8220.0,0.19793187347931873,0.5443599493029151,0.5918367346938775,0.5680983419983963,0.5232360097323601,0.5457897971727105,0.9698832206515058,0.03011677934849416,0.53,0.415,1627.0,1578.0,49.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.42,8220.0,0.2024330900243309,0.5443599493029151,0.627906976744186,0.5861334630235506,0.5232360097323601,0.5486778846153846,0.9483173076923077,0.051682692307692304,0.53,0.42,1664.0,1578.0,86.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.425,8220.0,0.20681265206812652,0.5443599493029151,0.639344262295082,0.5918521057989985,0.5232360097323601,0.5511764705882353,0.928235294117647,0.07176470588235294,0.53,0.425,1700.0,1578.0,122.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.43,8220.0,0.21508515815085158,0.5443599493029151,0.6,0.5721799746514575,0.5232360097323601,0.5503393665158371,0.8925339366515838,0.1074660633484163,0.53,0.43,1768.0,1578.0,190.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.435,8220.0,0.22664233576642337,0.5443599493029151,0.6385964912280702,0.5914782202654927,0.5232360097323601,0.5587761674718197,0.8470209339774557,0.1529790660225443,0.53,0.435,1863.0,1578.0,285.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.44,8220.0,0.2429440389294404,0.5443599493029151,0.60381861575179,0.5740892825273525,0.5232360097323601,0.556835252879319,0.7901852779168753,0.20981472208312468,0.53,0.44,1997.0,1578.0,419.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.445,8220.0,0.26204379562043795,0.5443599493029151,0.5920138888888888,0.5681869190959019,0.5232360097323601,0.5571030640668524,0.7325905292479109,0.26740947075208915,0.53,0.445,2154.0,1578.0,576.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.45,8220.0,0.28272506082725063,0.5443599493029151,0.5817694369973191,0.5630646931501171,0.5232360097323601,0.556368330464716,0.6790017211703959,0.32099827882960413,0.53,0.45,2324.0,1578.0,746.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.455,8220.0,0.3091240875912409,0.5443599493029151,0.5856697819314641,0.5650148656171896,0.5232360097323601,0.5600157418339237,0.6210153482880756,0.3789846517119244,0.53,0.455,2541.0,1578.0,963.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.46,8220.0,0.33771289537712895,0.5443599493029151,0.5701168614357263,0.5572384053693207,0.5232360097323601,0.5554755043227666,0.5684438040345822,0.4315561959654179,0.53,0.46,2776.0,1578.0,1198.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.465,8220.0,0.36995133819951337,0.5443599493029151,0.5645933014354066,0.5544766253691609,0.5232360097323601,0.5540940480105229,0.5189082538638605,0.4810917461361394,0.53,0.465,3041.0,1578.0,1463.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.47,8220.0,0.4090024330900243,0.5443599493029151,0.5538116591928252,0.5490858042478701,0.5232360097323601,0.5493753718024985,0.4693634741225461,0.5306365258774539,0.53,0.47,3362.0,1578.0,1784.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.475,8220.0,0.45036496350364963,0.5443599493029151,0.544256120527307,0.544308034915111,0.5232360097323601,0.54430037817396,0.42625607779578606,0.5737439222042139,0.53,0.475,3702.0,1578.0,2124.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.48,8220.0,0.4982968369829684,0.5443599493029151,0.5405083399523432,0.5424341446276291,0.5232360097323601,0.5419921875,0.38525390625,0.61474609375,0.53,0.48,4096.0,1578.0,2518.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.485,8220.0,0.5521897810218979,0.5443599493029151,0.5325903411009794,0.5384751452019472,0.5232360097323601,0.5366820885657634,0.34765366820885657,0.6523463317911434,0.53,0.485,4539.0,1578.0,2961.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
0.53,0.49,8220.0,0.6052311435523114,0.5443599493029151,0.5257580217839269,0.535058985543421,0.5232360097323601,0.5316582914572864,0.3171859296482412,0.6828140703517588,0.53,0.49,4975.0,1578.0,3397.0,0.5345679153401742,0.2490640395809133,0.6912720397432376
